"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,29.95,67.13,635.03,206.59,7.75,6.63,98.61,17.74,2.23,20.75,14.92,60.00,5.13,2.82,149.29,56.52,72.32,42.42,22.37,192.73,28.00,2.15,6.88,81.58,36.00,6.39,9.98,85.48,5.46,19.77,158.06,158.05,27.26,67.10,67.88,27.26,67.37,0.00,67.37,0.00,0.00,66.99,38.58,48.79,48.58,30.67,30.56,30.55,25.47,87.27,0.00,110.22,94.90,0.00,0.00
2.00,48.41,29.95,67.13,635.03,206.59,7.75,6.63,91.82,17.74,2.23,20.75,14.92,60.00,5.13,2.82,149.29,56.52,64.06,42.42,28.29,168.37,28.00,2.15,6.88,81.58,36.00,6.39,9.98,76.93,5.46,17.79,153.86,153.86,22.65,66.05,66.83,22.65,66.50,0.00,66.50,0.00,0.00,66.76,26.52,28.35,48.58,30.67,30.56,30.55,20.62,85.99,0.00,110.22,102.72,0.00,0.00
3.00,48.41,29.95,67.13,635.03,206.59,7.75,6.63,110.37,17.74,2.23,20.75,14.92,106.24,5.13,2.82,149.29,56.52,86.63,42.42,35.37,224.04,28.00,2.15,6.88,81.58,36.00,6.39,9.98,85.48,5.46,19.77,228.46,0.00,28.17,67.10,67.88,28.17,0.00,0.00,0.00,0.00,74.91,56.30,53.40,66.47,48.58,30.67,30.56,30.55,21.34,87.27,0.00,110.22,146.08,0.00,0.00
4.00,48.41,29.95,67.13,635.03,206.59,7.75,6.63,108.36,17.74,2.23,20.75,14.92,109.30,5.13,2.82,149.29,56.52,84.19,42.42,33.16,168.14,28.00,2.15,6.88,81.58,36.00,6.39,9.98,77.87,5.46,18.01,228.46,0.00,22.49,63.47,22.49,63.70,141.99,0.00,0.00,0.00,70.50,44.31,59.22,0.00,48.58,30.67,30.56,30.55,44.99,44.99,0.00,91.85,151.99,0.00,0.00
5.00,48.41,29.95,67.13,635.03,206.59,7.75,6.63,95.15,17.74,2.23,20.75,14.92,76.47,5.13,2.82,149.29,56.52,68.11,42.42,29.54,175.32,28.00,2.15,6.88,81.58,36.00,6.39,9.98,74.76,5.46,17.29,228.46,0.00,24.64,49.40,60.14,24.64,133.43,0.00,133.46,0.00,71.70,52.85,30.99,35.38,48.58,30.67,30.56,30.55,23.18,72.69,0.00,37.20,193.37,0.00,0.00
6.00,48.41,29.95,67.13,635.03,206.59,7.75,6.63,94.97,17.74,2.23,20.75,14.92,108.10,5.13,2.82,149.29,56.52,67.89,42.42,18.41,172.32,28.00,2.15,6.88,81.58,36.00,6.39,9.98,77.48,5.46,17.92,228.46,0.00,47.32,47.11,47.51,20.63,154.44,0.00,154.50,0.00,74.91,53.55,31.53,36.74,48.58,30.67,30.56,30.55,46.12,46.12,0.00,42.86,203.20,0.00,0.00
7.00,48.41,29.95,67.13,635.03,206.59,7.75,6.63,101.93,17.74,2.23,20.75,14.92,99.17,5.13,2.82,149.29,56.52,76.35,42.42,18.00,208.85,32.00,2.15,6.88,81.58,36.00,6.39,9.98,85.48,5.46,19.77,228.46,0.00,21.58,21.58,39.80,24.43,105.82,112.09,105.83,0.00,73.78,74.98,40.70,51.97,48.58,30.67,30.56,30.55,31.93,87.27,0.00,110.22,203.20,0.00,0.00
8.00,48.41,29.95,67.13,635.03,206.59,7.75,6.63,102.35,17.74,2.23,20.75,14.92,98.59,5.13,2.82,149.29,56.52,76.87,42.42,18.00,219.66,32.00,2.15,6.88,81.58,36.00,6.39,9.98,85.48,5.46,19.77,228.46,0.00,23.30,67.10,67.88,23.30,109.45,115.89,109.46,0.00,74.91,53.41,39.35,49.99,48.58,30.67,30.56,30.55,51.33,87.27,0.00,110.22,203.20,0.00,0.00
9.00,48.41,29.95,67.13,635.03,206.59,7.75,6.63,100.75,17.74,2.23,20.75,14.92,95.64,5.13,2.82,149.29,56.52,74.93,42.42,18.00,219.76,32.00,2.15,6.88,81.58,36.00,6.39,9.98,85.48,5.46,19.77,228.46,0.00,26.82,67.10,67.88,20.62,100.26,106.33,100.26,0.00,74.91,57.58,36.67,45.68,48.58,30.67,30.56,30.55,57.97,87.27,0.00,110.22,202.32,0.00,0.00
10.00,48.41,29.95,67.13,635.03,206.59,7.75,6.63,103.02,17.74,2.23,20.75,14.92,97.46,5.13,2.82,149.29,56.52,77.69,42.42,18.00,222.17,32.00,2.15,6.88,81.58,36.00,6.39,9.98,85.48,5.46,19.77,228.46,0.00,21.76,39.46,24.42,21.76,111.29,117.85,111.31,0.00,74.91,58.28,44.21,56.64,48.58,30.67,30.56,30.55,58.12,87.27,0.00,110.22,202.02,0.00,0.00
11.00,48.41,29.95,67.13,635.03,206.59,7.75,6.63,103.98,17.74,2.23,20.75,14.92,97.45,5.13,2.82,149.29,56.52,78.85,42.42,18.00,219.72,32.00,2.15,6.88,81.58,36.00,6.39,9.98,85.48,5.46,19.77,228.46,0.00,21.93,31.74,31.80,21.93,111.38,117.95,111.39,0.00,74.91,53.57,47.06,50.63,48.58,30.67,30.56,30.55,51.17,87.27,0.00,110.22,200.95,0.00,0.00
12.00,48.41,29.95,67.13,635.03,206.59,7.75,6.63,107.56,17.74,2.23,20.75,14.92,100.14,5.13,2.82,149.29,56.52,83.21,42.42,33.03,229.99,32.00,2.15,6.88,81.58,36.00,6.39,9.98,85.48,5.46,19.77,228.46,0.00,67.50,67.09,67.88,20.62,120.51,127.84,120.54,0.00,74.91,76.30,44.40,56.86,48.58,30.67,30.56,30.55,33.87,33.87,0.00,110.22,201.28,0.00,0.00
13.00,48.41,29.95,67.13,635.03,206.59,7.75,6.63,105.07,17.74,2.23,20.75,14.92,95.53,5.13,2.82,149.29,56.52,80.18,42.42,18.00,224.89,32.00,2.15,6.88,81.58,36.00,6.39,9.98,85.48,5.46,19.77,228.46,0.00,25.56,67.10,67.88,25.56,118.08,125.17,118.10,0.00,74.91,54.80,45.94,58.68,48.58,30.67,30.56,30.55,57.08,87.27,0.00,110.22,198.78,0.00,0.00
14.00,48.41,29.95,67.13,635.03,206.59,7.75,6.63,103.09,17.74,2.23,20.75,14.92,86.93,5.13,2.82,149.29,56.52,77.77,42.42,18.00,208.16,32.00,2.15,6.88,81.58,36.00,6.39,9.98,85.48,5.46,19.77,228.46,0.00,66.50,66.09,66.87,20.62,120.04,127.31,120.06,0.00,74.91,53.40,42.19,54.05,48.58,30.67,30.56,30.55,21.99,87.27,0.00,110.22,192.89,0.00,0.00
15.00,48.41,29.95,67.13,635.03,206.59,7.75,6.63,97.20,17.74,2.23,20.75,14.92,83.93,5.13,2.82,149.29,56.52,70.60,42.42,29.51,185.41,32.00,2.15,6.88,81.58,36.00,6.39,9.98,85.48,5.46,19.77,228.46,0.00,25.16,67.10,67.88,25.16,110.92,117.46,110.94,0.00,74.91,56.34,39.44,50.11,48.58,30.67,30.56,30.55,27.35,87.27,0.00,110.22,185.59,0.00,0.00
16.00,48.41,29.95,67.13,635.03,206.59,7.75,6.63,89.42,17.74,2.23,20.75,14.92,80.40,5.13,2.82,149.29,56.52,61.13,42.42,29.24,158.20,32.00,2.15,6.88,81.58,36.00,6.39,9.98,70.08,5.46,16.21,228.46,0.00,29.26,45.22,29.26,54.85,85.89,91.92,85.90,0.00,71.55,52.22,39.09,48.27,48.58,30.67,30.56,30.55,22.67,67.04,0.00,104.43,176.68,0.00,0.00
17.00,48.41,29.95,67.13,635.03,206.59,7.75,6.63,91.38,17.74,2.23,20.75,14.92,74.80,5.13,2.82,149.29,56.52,63.53,42.42,18.00,178.03,32.00,2.15,6.88,81.58,0.00,6.39,9.98,69.61,5.46,16.10,228.46,0.00,22.05,54.05,54.66,22.05,84.41,90.46,84.42,0.00,70.84,52.19,38.48,48.63,48.58,30.67,30.56,30.55,0.00,26.11,0.00,68.48,173.45,0.00,0.00
18.00,48.41,29.95,67.13,635.03,206.59,7.75,6.63,85.72,17.74,2.23,20.75,14.92,96.60,5.13,2.82,149.29,56.52,56.63,42.42,25.48,156.98,16.00,2.15,6.88,81.58,0.00,6.39,9.98,4.64,5.46,0.00,228.46,0.00,30.46,0.00,46.47,30.46,90.80,96.78,90.80,0.00,70.45,43.47,39.29,48.35,48.58,30.67,30.56,30.55,37.23,37.23,0.00,20.62,188.17,0.00,0.00
