"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSINTIPAMPAEXP"
1.00,0.00,15.24,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.00,0.00,12.00,0.00,5.60,12.44,24.86,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,0.00,14.31,70.60,2.25,27.10,8.00,17.00,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,88.30,7.50,17.56,3.00,9.00,0.00,4.00,2.40,7.30,11.22,18.90,0.00,0.00,0.00,1.00,45.10,63.90,4.73,2.24,0.00,90.40,65.40,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
2.00,0.00,15.27,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.00,0.00,12.00,0.00,5.60,13.35,24.18,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,0.00,13.41,68.70,2.25,27.10,8.00,17.00,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,86.50,7.50,17.56,3.00,9.00,0.00,4.00,2.40,7.37,11.43,18.90,0.00,0.00,0.00,1.00,44.70,66.40,4.73,2.24,0.00,82.10,64.70,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
3.00,0.00,16.25,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.00,0.00,12.00,0.00,5.60,14.22,23.67,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,0.00,12.71,66.70,2.25,27.00,8.00,17.00,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,81.20,7.50,17.56,3.00,9.00,0.00,4.00,2.40,7.36,11.59,18.90,0.00,0.00,0.00,1.00,44.30,65.80,5.17,2.24,0.00,83.60,63.50,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
4.00,0.00,16.68,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.00,0.00,12.00,0.00,5.60,14.93,23.68,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,0.00,12.56,61.50,2.25,27.10,8.00,17.00,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,76.80,7.50,17.56,3.00,9.00,0.00,4.00,2.40,7.09,11.60,18.90,0.00,0.00,0.00,1.00,44.70,61.00,5.17,2.24,0.00,85.40,58.80,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
5.00,0.00,16.71,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.00,0.00,12.00,0.00,5.60,15.66,24.01,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,0.00,12.47,62.00,2.25,27.20,8.00,17.00,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,77.70,7.50,17.56,3.00,9.00,0.00,4.00,2.40,6.92,11.61,18.90,0.00,0.00,0.00,1.00,45.40,61.40,5.17,2.24,0.00,82.30,59.70,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
6.00,0.00,16.73,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.00,0.00,12.00,0.00,5.60,16.47,25.28,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,0.00,12.56,56.70,2.25,27.20,8.00,17.00,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,72.60,7.50,17.56,3.00,9.00,0.00,4.00,2.40,7.09,11.59,18.90,0.00,0.00,0.00,1.00,44.00,60.00,5.17,2.24,0.00,82.80,55.30,0.00,2.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00
7.00,0.02,17.01,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,0.38,0.28,12.00,0.00,5.60,17.08,26.37,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,0.16,12.77,51.00,2.25,27.20,8.00,17.00,3.26,17.07,0.72,0.60,19.51,19.51,19.51,1.20,67.10,7.50,17.56,3.00,9.00,0.00,4.00,2.40,7.44,11.67,19.00,0.00,0.00,0.00,1.00,36.80,52.80,4.07,2.24,2.82,78.30,50.90,0.00,2.00,0.38,11.39,11.00,37.00,0.00,0.00,0.52
8.00,0.25,17.00,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,2.30,2.99,12.00,0.00,5.60,17.10,26.90,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,3.23,13.36,50.30,2.25,27.20,8.00,17.00,31.51,17.07,5.68,0.60,19.51,19.51,19.51,1.20,59.50,7.50,17.56,3.00,9.00,0.00,4.00,2.40,8.35,12.10,18.90,0.00,0.00,0.00,1.00,34.00,50.40,4.07,2.24,29.98,72.20,49.30,0.00,2.00,9.58,36.89,11.00,75.00,0.00,0.00,1.03
9.00,1.17,17.20,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,5.45,7.41,12.00,0.00,5.60,16.92,27.77,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,8.95,13.73,44.50,2.25,27.20,8.00,17.00,79.40,17.07,15.12,0.60,19.51,19.51,19.51,1.20,56.30,7.50,17.56,3.00,9.00,0.00,4.00,2.40,9.17,12.48,18.90,0.00,0.00,0.03,1.00,31.00,47.80,3.67,1.64,65.56,65.40,42.10,0.00,2.00,26.90,80.50,11.00,128.00,0.00,0.01,8.74
10.00,3.37,17.25,0.00,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,10.43,13.05,12.00,0.00,5.60,16.19,29.61,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,12.55,13.44,46.80,2.25,27.20,8.00,17.00,115.06,17.07,27.75,0.60,19.51,19.51,19.51,1.20,47.00,7.50,17.56,3.00,9.00,0.00,4.00,2.40,9.76,12.74,18.90,0.00,0.00,0.05,1.00,23.80,45.00,3.67,1.64,88.51,67.30,40.40,0.00,2.00,47.52,134.00,11.00,180.00,0.00,0.04,16.45
11.00,6.46,16.60,0.03,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,15.27,16.05,12.00,0.00,5.60,15.20,31.30,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,14.01,13.36,45.20,2.25,27.00,8.00,17.00,132.21,17.07,33.97,0.60,19.51,19.51,19.51,1.20,42.50,7.50,17.56,3.00,9.00,0.00,4.00,2.40,10.36,13.05,18.90,0.00,0.00,0.06,1.00,21.90,37.10,3.67,1.64,98.72,65.50,33.90,0.00,2.00,64.31,174.50,11.00,190.00,0.00,0.08,25.94
12.00,8.97,16.48,1.87,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,16.79,17.39,12.00,0.00,5.60,13.45,32.55,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,14.67,13.90,49.00,2.25,26.90,8.00,17.00,139.24,17.07,36.73,0.60,19.51,19.51,19.51,1.20,37.90,7.50,17.56,3.00,9.00,0.00,4.00,2.40,11.00,13.52,18.90,0.00,0.00,0.09,1.00,24.30,37.80,3.67,1.64,103.84,68.90,37.70,0.10,2.00,71.26,205.09,11.00,199.00,0.00,0.14,35.42
13.00,10.70,16.54,8.55,0.00,5.00,8.30,8.00,7.00,1.78,0.00,2.00,0.00,18.02,18.04,12.00,0.00,5.60,11.94,34.28,0.00,4.00,8.00,4.00,16.78,9.50,10.00,13.66,1.40,14.99,14.62,52.90,2.25,26.80,8.00,17.00,141.84,17.07,38.35,0.60,19.51,19.51,19.51,1.20,41.00,7.50,17.56,3.00,9.00,0.00,4.00,2.40,11.73,14.01,18.90,0.00,0.00,0.44,1.00,28.20,39.70,3.67,1.64,106.67,72.30,43.30,0.20,2.00,72.49,222.19,11.00,203.00,0.00,0.20,38.62
