"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","WAYRASOLAR"
1.00,2.90,0.00,3.53,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,0.43,9.99,3.10,6.49,6.40,16.24,0.00,0.00,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,7.23,29.92,77.89,2.15,28.12,3.50,11.63,85.00,14.49,15.25,0.60,3.40,3.40,4.00,2.30,126.11,5.50,5.00,2.20,10.43,8.20,3.80,1.15,15.93,14.57,18.40,0.49,0.43,116.27,110.22,17.64,16.42,61.20,110.05,151.32,0.00,1.52,35.10,119.58,10.63,97.59,12.14,0.25,26.36,50.90,4.26
2.00,1.65,0.00,1.64,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,0.43,3.31,3.10,6.49,6.40,16.44,3.75,0.00,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,2.14,28.93,75.88,2.15,28.12,3.50,11.62,48.00,14.49,6.58,0.60,3.40,3.40,4.00,2.30,127.29,5.50,5.00,2.20,10.43,8.20,3.80,1.15,15.15,13.99,18.40,0.34,0.43,113.25,106.96,16.24,15.39,34.56,98.30,150.62,0.00,1.60,13.90,42.37,10.63,42.19,12.14,0.16,14.89,23.32,1.00
3.00,0.82,0.00,0.50,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,0.00,0.22,3.10,6.49,6.40,14.29,7.21,0.00,0.00,6.00,2.50,18.84,9.90,3.00,4.50,0.00,0.18,27.99,73.74,2.15,28.12,3.50,11.62,10.00,14.49,1.28,0.60,3.40,3.40,4.00,2.30,127.47,5.50,5.00,2.20,10.43,8.20,3.80,1.15,13.23,12.49,18.40,0.12,0.43,109.62,103.60,14.87,14.32,7.20,97.77,144.94,0.00,1.67,2.50,4.97,10.63,7.67,12.14,0.06,4.30,4.57,0.57
4.00,0.00,0.00,0.00,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,0.00,0.00,3.10,6.50,6.40,13.98,10.64,7.90,2.30,15.46,2.50,18.84,9.90,3.00,4.50,1.30,0.00,27.11,71.65,2.15,28.12,3.50,11.61,0.00,14.49,0.00,0.60,3.40,3.40,4.00,2.30,125.65,5.50,5.00,2.20,10.43,8.20,3.80,2.30,12.14,11.71,18.40,0.06,0.43,106.11,100.07,13.53,13.42,0.00,95.36,136.25,0.00,1.71,0.00,0.00,10.63,0.00,12.14,0.03,0.00,0.00,0.55
5.00,0.00,0.00,0.00,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,0.00,0.00,3.10,6.50,6.40,12.55,8.81,8.00,2.30,15.46,2.50,18.84,9.90,3.00,4.50,1.30,0.00,26.28,69.41,2.15,28.12,3.50,11.62,0.00,14.49,0.00,0.60,3.40,3.40,4.00,2.30,121.83,5.50,5.00,2.20,10.43,8.20,3.80,2.30,10.71,10.51,18.40,0.00,0.43,102.36,96.66,12.07,12.24,0.00,93.11,126.55,0.00,1.75,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.11
6.00,0.00,0.00,0.00,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,0.00,0.00,3.10,6.50,6.40,11.35,11.97,8.00,2.30,15.46,2.50,18.84,9.90,3.00,4.50,1.30,0.00,25.54,67.23,2.15,28.12,3.50,11.61,0.00,14.49,0.00,0.60,3.40,3.40,4.00,2.30,116.00,5.50,5.00,2.20,10.43,8.20,3.80,2.30,10.07,10.01,18.40,0.00,0.43,98.52,94.00,10.76,11.27,0.00,90.68,114.86,0.00,1.76,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,0.00,0.00,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,0.00,0.00,3.10,6.50,6.40,9.74,7.31,8.00,2.30,15.46,2.50,18.84,9.90,3.00,4.50,1.30,0.00,24.88,64.91,2.15,28.12,3.50,11.59,0.00,14.49,0.00,0.60,3.40,3.40,4.00,2.30,108.74,5.50,5.00,2.20,10.43,8.20,3.80,2.30,8.82,9.19,18.40,0.00,0.43,95.75,90.53,9.71,10.04,0.00,88.91,103.99,0.00,1.76,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,0.00,0.00,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,0.00,0.00,3.10,6.50,6.40,10.00,9.18,8.00,2.30,15.46,2.50,18.84,9.90,3.00,4.50,1.30,0.00,24.06,62.43,2.15,28.12,3.50,11.60,0.00,14.49,0.00,0.60,3.40,3.40,4.00,2.30,100.71,5.50,5.00,2.20,10.43,8.20,3.80,2.30,7.53,8.48,18.40,0.00,0.43,93.52,87.79,9.29,9.42,0.00,87.50,94.46,0.00,1.74,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,0.00,0.00,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,0.00,0.00,0.00,6.50,6.40,10.08,7.27,8.00,2.30,15.46,2.50,18.84,9.90,3.00,4.50,1.30,0.00,23.23,60.47,2.15,28.12,3.50,11.60,0.00,14.49,0.00,0.60,3.40,3.40,4.00,2.30,91.67,5.50,5.00,2.20,10.43,8.20,3.80,2.30,7.28,8.34,18.40,0.00,0.43,92.60,85.20,8.92,8.61,0.00,85.67,84.92,0.00,1.72,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,0.00,0.00,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,0.00,0.00,0.00,0.00,6.50,6.40,10.45,9.43,8.00,2.30,15.46,2.50,18.84,9.90,3.00,4.50,1.30,0.00,22.31,58.54,2.15,28.12,3.50,11.61,0.00,14.49,0.00,0.60,3.40,3.40,4.00,2.30,81.63,5.50,5.00,2.20,10.43,8.20,3.80,2.30,7.15,8.32,18.40,0.00,0.43,92.52,83.14,8.67,7.92,0.00,82.93,77.38,0.00,1.70,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
