"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,23.59,0.00,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,0.00,0.00,3.10,7.20,11.05,31.00,5.90,4.70,15.46,2.50,17.97,9.90,3.50,5.00,1.40,0.00,6.20,12.00,0.00,28.24,3.20,11.89,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,6.00,4.80,8.00,2.50,10.43,7.54,4.00,2.30,10.48,11.41,9.50,0.00,1.16,6.52,8.67,2.36,1.09,0.00,1.20,6.40,0.00,1.07,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,23.68,0.00,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,0.00,0.00,3.10,7.20,11.00,31.00,5.30,4.70,15.46,2.50,17.97,9.90,3.50,5.00,1.40,0.00,5.80,11.00,0.00,28.19,3.20,11.88,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,5.20,4.80,8.00,2.50,10.43,7.54,4.00,2.30,10.52,11.60,9.50,0.00,1.13,5.50,7.88,2.07,1.00,0.00,0.90,5.60,0.00,1.06,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,23.76,0.00,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,0.00,0.00,3.10,7.20,13.00,28.00,5.20,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,0.00,6.00,10.90,0.00,28.12,3.20,11.87,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,4.80,4.80,8.00,2.50,10.43,7.54,4.00,2.30,10.52,11.54,9.50,0.00,1.12,5.07,7.76,2.06,1.02,0.00,0.90,5.20,0.00,1.05,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,23.77,0.00,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,0.00,0.00,3.10,7.20,13.00,28.00,5.20,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,0.00,6.10,10.80,0.00,27.91,3.20,11.85,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,4.80,4.80,8.00,2.50,10.43,7.54,4.00,2.30,10.23,11.24,9.50,0.00,1.09,5.11,7.95,2.08,0.99,0.00,0.90,5.60,0.00,1.04,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,23.64,0.00,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,0.00,0.00,3.10,7.20,13.00,19.00,5.30,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,0.00,6.20,10.80,0.00,27.89,3.20,11.84,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,5.20,4.80,8.00,2.50,10.43,7.54,4.00,2.30,10.05,11.18,9.50,0.00,1.06,5.32,8.45,2.12,0.96,0.00,1.50,5.60,0.00,1.03,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,23.64,0.00,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,0.00,0.00,3.10,7.20,13.00,19.00,5.30,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,0.00,6.20,10.90,0.00,28.10,3.20,11.81,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,5.60,4.80,8.00,2.50,10.43,7.54,4.00,2.30,9.96,11.42,9.50,0.00,1.04,5.48,8.76,2.07,0.97,0.00,2.10,6.00,0.00,1.03,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,23.68,0.00,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,0.00,0.00,3.10,7.20,13.00,14.00,5.30,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,0.00,6.30,11.20,0.00,28.18,3.20,11.80,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,6.00,4.80,8.00,2.50,10.43,7.54,4.00,2.30,9.98,11.43,9.50,0.00,1.02,5.96,9.19,2.18,1.10,0.00,3.30,6.40,0.00,1.02,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,23.73,0.00,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,0.00,0.00,3.10,7.20,13.00,14.00,5.30,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,0.00,6.40,11.50,0.00,28.22,3.20,11.77,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,6.40,4.80,8.00,2.50,10.43,7.54,4.00,2.30,9.55,10.81,9.50,0.00,0.99,4.95,9.07,2.09,1.11,0.00,4.40,6.80,0.00,1.01,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,23.57,0.00,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,0.00,0.00,3.10,7.20,13.00,14.00,5.30,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,0.00,6.30,11.70,0.00,28.16,3.20,11.75,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,6.00,4.80,8.00,2.50,10.43,7.54,4.00,2.30,9.56,10.80,9.50,0.00,0.98,4.29,9.19,2.20,1.22,0.00,4.70,6.80,0.10,1.01,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,23.81,0.00,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,0.00,0.00,3.10,7.20,13.00,14.00,5.30,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,0.00,6.30,11.80,0.00,28.15,3.20,11.74,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,5.60,4.80,8.00,2.50,10.43,7.54,4.00,2.30,9.62,11.18,9.50,0.00,0.96,4.01,9.05,2.18,1.22,0.00,5.00,6.40,0.20,1.00,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.11
11.00,0.00,23.74,0.00,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,0.00,0.00,3.10,7.20,15.00,13.00,3.70,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,0.00,7.08,11.70,0.00,28.20,3.20,11.72,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,5.60,4.80,8.00,2.50,10.43,7.54,4.00,2.30,9.89,11.49,9.50,0.00,0.94,3.81,9.20,2.38,1.36,0.00,5.20,6.00,0.20,1.00,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.12
12.00,0.03,23.71,0.05,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,0.03,0.00,3.10,7.20,15.00,13.00,3.10,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,0.00,7.24,11.60,0.00,28.21,3.20,11.70,0.00,14.49,0.15,0.60,3.00,3.50,3.50,2.30,5.20,4.80,8.00,2.50,10.43,7.54,4.00,2.30,10.07,11.50,9.50,0.00,0.93,3.65,8.83,2.40,1.37,0.00,5.40,6.00,0.30,0.99,0.30,0.00,10.63,0.90,12.14,0.00,0.00,0.00,0.79
13.00,1.05,23.77,0.89,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,0.79,0.00,0.00,7.20,15.00,10.00,0.40,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,0.08,7.50,11.90,0.00,28.20,3.20,11.69,4.00,14.49,1.88,0.60,3.00,3.50,3.50,2.30,6.50,4.80,8.00,2.50,10.43,7.54,4.00,2.30,10.16,11.50,9.50,0.04,0.91,4.21,11.90,2.50,1.39,2.88,5.80,7.50,0.30,0.98,5.60,1.39,10.63,15.60,12.14,0.00,0.00,0.60,0.90
14.00,2.67,22.72,2.68,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,1.73,1.11,0.00,7.20,15.00,10.00,0.00,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,1.72,7.77,12.20,0.00,28.15,3.20,11.67,28.00,14.49,7.45,0.60,3.00,3.50,3.50,2.30,8.40,4.80,8.00,2.50,10.43,7.54,4.00,2.30,10.48,12.03,9.50,0.07,0.90,4.57,14.04,2.47,1.40,20.16,6.20,9.60,0.30,0.98,22.20,24.54,10.63,60.60,12.14,0.03,0.51,16.07,1.57
15.00,3.90,23.47,4.42,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,4.35,7.02,0.00,7.20,16.00,9.00,0.00,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,5.35,8.04,13.10,0.00,28.17,3.20,11.64,59.00,14.49,16.90,0.60,3.00,3.50,3.50,2.30,12.00,4.80,8.00,2.50,10.43,7.54,4.00,2.30,11.84,13.07,9.50,0.08,0.89,5.93,20.41,2.77,1.57,42.48,6.50,13.60,0.40,0.97,44.70,85.68,10.63,119.90,12.14,0.08,10.91,46.19,5.30
16.00,7.23,23.86,7.30,13.53,4.20,7.50,3.30,6.90,1.70,0.00,3.50,14.49,6.17,12.75,0.00,7.20,16.00,9.00,0.00,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,9.37,8.29,14.00,0.00,28.14,3.20,11.63,96.00,14.49,24.55,0.60,3.00,3.50,3.50,2.30,14.40,4.80,8.00,2.50,10.43,7.54,4.00,2.30,12.22,13.11,9.50,0.12,0.88,7.16,22.95,2.83,1.60,69.12,6.70,16.20,0.40,0.96,61.00,161.38,10.63,158.00,12.14,0.14,21.75,74.95,11.60
17.00,8.33,23.81,8.53,13.53,4.20,7.50,3.30,6.90,1.70,0.00,3.50,14.49,7.69,14.76,0.00,7.20,19.00,10.00,0.00,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,10.87,8.46,14.70,0.00,27.98,3.20,11.61,117.00,14.49,27.85,0.60,3.00,3.50,3.50,1.15,17.00,4.80,8.00,2.50,10.43,7.54,4.00,2.30,12.08,12.32,9.50,0.58,0.86,8.06,27.75,2.91,1.64,84.24,6.90,21.00,0.40,0.96,67.40,201.19,10.63,171.10,12.14,0.19,32.05,84.61,11.73
18.00,11.18,23.89,10.90,13.53,4.20,7.50,3.30,6.90,1.70,0.00,3.50,14.49,8.65,15.46,0.00,7.20,19.00,10.00,0.00,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,11.76,8.58,15.30,0.00,27.82,3.20,11.61,123.00,14.49,29.37,0.60,3.00,3.50,3.50,1.15,18.00,4.80,8.00,2.50,10.43,7.54,4.00,2.30,12.35,12.39,9.50,0.79,0.86,8.16,27.99,2.90,1.68,88.56,7.20,25.00,0.40,0.95,69.20,211.59,10.63,175.60,12.14,0.26,37.16,89.15,11.96
19.00,11.94,23.90,11.80,13.53,4.20,7.50,3.30,6.90,1.70,0.00,3.50,14.49,10.77,15.79,0.00,7.20,22.00,13.00,0.00,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,12.10,8.71,15.20,0.00,27.58,3.20,11.60,124.00,14.49,29.73,0.60,3.00,3.50,3.50,1.15,18.00,4.80,8.00,2.50,10.43,7.54,4.00,2.30,13.41,13.09,9.50,0.98,0.85,9.17,30.95,3.25,1.93,89.28,7.10,28.00,0.30,0.94,69.40,215.89,10.63,176.90,12.14,0.32,37.73,89.65,12.49
20.00,13.98,23.58,13.65,13.53,4.20,7.50,3.30,6.90,1.20,0.00,3.50,14.49,11.55,15.94,0.00,7.20,22.00,13.00,0.00,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,12.21,8.88,15.00,0.00,27.26,3.20,11.59,124.00,14.49,29.67,0.60,3.00,3.50,3.50,1.15,18.00,4.80,8.00,2.50,10.43,7.54,4.00,2.30,14.42,13.51,9.50,1.10,0.84,11.03,31.71,3.35,2.00,89.28,6.80,29.00,0.20,0.94,69.00,218.64,10.63,176.80,12.14,0.35,37.66,89.50,12.61
21.00,14.51,23.37,14.42,13.53,4.20,7.50,3.30,6.90,1.20,0.00,3.50,14.49,12.96,15.94,3.10,7.20,22.00,24.00,1.50,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,12.27,9.15,17.00,0.00,27.06,3.20,11.56,124.00,14.49,29.58,0.60,3.00,3.50,3.50,1.15,17.00,4.80,8.00,2.50,10.43,7.54,4.00,2.30,14.78,13.70,9.50,1.20,0.83,13.25,33.01,3.57,2.25,89.28,7.20,32.00,0.20,0.93,69.00,220.37,10.63,177.10,12.14,0.37,37.50,89.03,12.57
22.00,15.77,23.23,15.37,13.53,4.20,7.50,3.30,6.90,1.20,0.00,3.50,14.49,13.37,15.95,3.10,7.20,22.00,24.00,3.50,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,12.25,9.42,18.90,0.00,26.95,3.20,11.54,123.00,14.49,29.66,0.60,3.00,3.50,3.50,1.15,17.00,4.80,8.00,2.50,10.43,7.54,4.00,2.30,15.56,14.15,9.50,1.22,0.82,16.87,35.12,3.85,2.63,88.56,9.00,37.00,0.10,0.93,69.10,221.94,10.63,177.30,12.14,0.38,37.18,88.26,12.56
23.00,16.02,23.22,15.68,13.53,4.20,7.50,3.30,6.90,1.20,0.00,3.50,14.49,13.84,16.02,3.10,7.20,22.00,45.00,3.50,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,12.28,9.69,21.40,0.00,26.67,3.20,11.50,123.00,14.49,29.69,0.60,3.00,3.50,3.50,1.15,19.00,4.80,8.00,2.50,10.43,7.54,4.00,2.30,15.60,14.36,9.50,1.21,0.81,19.33,38.86,4.25,3.10,88.56,11.20,41.00,0.10,0.93,69.10,223.73,10.63,177.10,12.14,0.39,36.94,87.41,12.57
