"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,18.37,24.00,17.90,14.00,0.00,7.70,12.44,19.22,0.00,0.00,3.50,12.54,19.71,18.21,17.07,0.00,9.20,5.46,46.50,7.70,9.85,15.41,5.00,19.32,19.32,19.51,19.51,0.00,14.96,25.20,86.89,0.00,0.00,19.51,19.41,94.00,0.00,35.78,0.60,19.51,19.51,19.51,0.00,100.97,12.88,20.49,19.51,8.00,0.00,7.30,0.00,2.40,11.80,13.82,18.00,0.98,1.61,0.86,1.00,78.00,96.03,12.70,10.80,81.10,117.63,83.80,0.40,2.00,79.54
2.00,18.28,23.78,16.10,14.00,0.00,7.70,12.44,19.22,0.00,0.00,3.50,12.54,19.60,18.30,17.07,0.00,9.20,5.64,48.30,8.00,9.85,15.41,5.00,19.32,19.32,19.51,19.51,0.00,14.88,25.30,86.89,0.00,0.00,19.51,19.41,90.80,0.00,35.75,0.60,19.51,19.51,19.51,0.00,106.22,12.88,20.49,19.51,8.00,0.00,7.30,0.00,2.40,12.31,14.02,18.00,0.98,1.61,0.86,1.00,77.00,95.22,13.10,11.10,78.50,117.26,93.80,0.40,2.00,79.47
3.00,17.70,23.77,13.60,14.00,0.00,7.70,12.44,19.22,0.00,0.00,3.50,12.54,19.55,18.23,17.07,0.00,9.20,6.04,49.30,8.00,9.85,15.41,5.00,19.32,19.32,19.51,19.51,0.00,14.67,25.50,86.75,0.00,0.00,19.51,19.41,90.00,0.00,35.40,0.60,19.51,19.51,19.51,0.00,114.35,12.88,20.49,19.51,8.00,0.00,7.30,0.00,2.40,12.27,13.75,18.00,0.98,1.61,0.86,1.00,75.00,95.60,13.30,11.30,77.60,116.71,104.10,0.30,2.00,79.29
4.00,16.56,23.70,10.80,14.00,0.00,7.70,12.44,19.22,0.00,0.00,3.50,12.54,19.61,18.00,17.07,0.00,9.20,7.10,51.00,8.00,9.85,15.41,5.00,19.32,19.32,19.51,19.51,0.00,15.00,25.60,87.03,0.00,0.00,19.51,19.41,89.50,0.00,35.59,0.60,19.51,19.51,19.51,0.00,117.49,12.88,20.49,19.51,8.00,0.00,7.30,0.00,2.40,10.63,12.07,18.00,0.98,1.61,0.72,1.00,77.00,95.06,13.10,11.40,76.90,117.07,111.70,0.20,2.00,78.98
5.00,15.04,23.61,8.40,14.00,0.00,7.70,12.44,19.22,0.00,0.00,3.50,12.54,19.55,17.74,17.07,0.00,9.20,7.98,53.00,8.00,9.85,15.41,5.00,19.32,19.32,19.51,19.51,0.00,14.99,25.60,87.44,0.00,0.00,19.51,19.41,89.70,0.00,35.44,0.60,19.51,19.51,19.51,0.00,120.67,12.88,20.49,19.51,8.00,0.00,7.30,0.00,2.40,9.42,10.80,18.00,0.98,1.61,0.70,1.00,81.00,95.81,12.90,11.40,76.50,117.74,118.30,0.20,2.00,77.98
6.00,13.27,23.58,6.10,14.00,0.00,7.70,12.44,19.22,0.00,0.00,3.50,12.54,19.17,17.63,17.07,0.00,9.20,8.35,54.20,8.10,9.85,15.41,5.00,19.32,19.32,19.51,19.51,0.00,14.88,25.70,88.37,0.00,0.00,19.51,19.41,90.40,0.00,34.83,0.60,19.51,19.51,19.51,0.00,118.72,12.88,20.49,19.51,8.00,0.00,7.30,0.00,2.40,9.55,10.76,18.00,0.98,1.61,0.66,1.00,81.00,96.48,12.80,11.50,75.70,119.06,122.80,0.10,2.00,77.16
7.00,10.87,23.73,3.60,14.00,0.00,7.70,12.44,19.22,0.00,0.00,3.50,12.54,18.34,17.06,17.07,0.00,9.20,8.90,55.10,8.10,9.85,15.41,5.00,19.32,19.32,19.51,19.51,0.00,14.39,25.80,89.47,0.00,0.00,19.51,19.41,89.20,0.00,33.05,0.60,19.51,19.51,19.51,0.00,116.37,12.88,20.49,19.51,8.00,0.00,7.30,0.00,2.40,9.37,10.36,18.00,0.98,1.61,0.55,1.00,81.00,91.91,12.70,11.70,72.80,120.61,126.60,0.10,2.00,75.02
8.00,9.96,23.69,1.60,14.00,0.00,7.70,12.44,19.22,0.00,0.00,3.50,12.54,17.20,16.04,17.07,0.00,9.20,10.00,55.80,8.10,9.85,15.41,5.00,19.32,19.32,19.51,19.51,0.00,13.44,26.10,89.19,0.00,0.00,19.51,19.41,62.90,0.00,30.36,0.60,19.51,19.51,19.51,0.00,112.22,12.88,20.49,19.51,8.00,0.00,7.30,0.00,2.40,8.27,8.85,18.00,0.98,1.61,0.40,1.00,81.00,87.35,12.20,11.50,57.40,119.87,129.10,0.10,2.00,65.11
9.00,6.27,23.67,0.30,14.00,0.00,7.70,12.44,19.22,0.00,0.00,3.50,12.54,14.06,13.77,17.07,0.00,9.20,10.87,56.50,8.10,9.85,15.41,5.00,19.32,19.32,19.51,19.51,0.00,11.57,26.40,88.46,0.00,0.00,19.51,19.41,18.50,0.00,15.20,0.60,19.51,19.51,19.51,0.00,112.70,12.88,20.49,19.51,8.00,0.00,7.30,0.00,2.40,7.31,7.46,18.00,0.98,1.61,0.34,1.00,80.00,87.84,11.50,11.20,24.90,118.38,131.30,0.10,2.00,36.58
10.00,3.93,23.76,0.00,14.00,0.00,7.70,12.44,19.22,0.00,0.00,3.50,12.54,7.19,7.82,17.07,0.00,9.20,11.04,56.10,8.10,9.85,15.41,5.00,19.32,19.32,19.51,19.51,0.00,6.20,26.20,87.34,0.00,0.00,19.51,19.41,3.70,0.00,13.93,0.60,19.51,19.51,19.51,0.00,113.10,12.88,20.49,19.51,8.00,0.00,7.30,0.00,2.40,6.79,6.44,18.00,0.98,1.61,0.24,1.00,79.00,83.37,10.30,10.70,5.20,117.91,131.50,0.10,2.00,16.13
