"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.85,18.15,0.48,13.53,1.40,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.04,2.67,0.00,7.20,26.16,55.51,6.40,5.10,6.90,5.00,18.74,9.70,5.00,7.00,2.80,0.95,2.93,6.68,0.00,27.20,3.20,10.95,10.00,9.20,1.10,0.60,8.00,8.00,8.00,2.30,88.00,4.90,16.00,4.00,10.43,7.62,3.40,2.30,15.39,14.95,9.50,0.12,0.40,10.91,12.68,0.94,0.30,7.20,9.74,91.30,0.00,1.46,2.62,28.55,10.63,5.31,12.14,0.06,4.46,3.39,0.89
2.00,0.00,17.60,0.00,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.00,0.10,0.00,7.20,25.88,53.45,8.00,5.10,15.46,5.00,18.74,9.70,5.00,7.00,2.80,0.05,3.32,7.16,0.00,27.40,3.20,10.96,0.00,9.20,0.00,0.60,8.00,8.00,8.00,2.30,83.00,4.90,16.00,4.00,10.43,7.62,3.40,2.30,15.38,14.94,9.50,0.06,0.41,13.57,15.02,1.24,0.60,0.00,11.52,81.11,0.00,1.48,0.00,1.01,10.63,0.00,12.14,0.03,0.00,0.00,0.86
3.00,0.00,17.81,0.00,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.00,0.00,0.00,7.20,25.57,51.00,8.00,5.10,15.46,5.00,18.74,9.70,5.00,7.00,2.80,0.00,3.77,7.73,0.00,27.70,3.20,10.95,0.00,9.20,0.00,0.60,8.00,8.00,8.00,2.30,73.00,4.90,16.00,4.00,10.43,7.62,3.40,2.30,15.52,15.07,9.50,0.00,0.41,16.69,17.77,1.59,0.96,0.00,13.61,62.19,0.00,1.57,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.18
4.00,0.00,18.71,0.00,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.00,0.00,0.00,7.20,25.23,48.42,8.00,5.10,15.46,5.00,18.74,9.70,5.00,7.00,2.80,0.00,4.25,8.31,0.00,27.80,3.20,10.96,0.00,9.20,0.00,0.60,8.00,8.00,8.00,2.30,57.00,4.90,16.00,4.00,10.43,7.62,3.40,2.30,15.17,14.84,9.50,0.00,0.42,19.98,20.66,1.96,1.34,0.00,15.81,52.00,0.00,1.66,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,19.24,0.00,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.00,0.00,0.00,7.20,24.92,45.98,8.10,5.10,15.46,5.00,18.74,9.70,5.00,7.00,2.80,0.00,4.71,8.87,0.00,27.90,3.20,10.97,0.00,9.20,0.00,0.60,8.00,8.00,8.00,2.30,50.00,4.90,16.00,4.00,10.43,0.00,3.40,2.30,15.39,15.12,9.50,0.00,0.42,23.11,23.41,2.31,1.70,0.00,17.90,43.00,0.00,1.66,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,21.30,0.00,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.00,0.00,0.00,7.20,24.64,43.92,8.00,5.10,15.46,5.00,18.74,9.70,5.00,7.00,2.80,0.00,5.09,9.36,0.00,27.90,3.20,10.97,0.00,9.20,0.00,0.60,8.00,8.00,8.00,2.30,50.00,4.90,16.00,4.00,10.43,0.00,3.40,2.30,15.33,15.33,9.50,0.00,0.42,25.76,25.75,2.60,2.00,0.00,19.68,40.00,0.00,1.66,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,22.07,0.00,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.00,0.00,3.10,7.20,24.42,42.50,8.00,5.10,15.46,5.00,18.74,9.70,5.00,7.00,2.80,0.00,5.36,9.70,0.00,27.90,3.20,10.95,0.00,9.20,0.00,0.60,8.00,8.00,8.00,2.30,54.00,4.90,16.00,4.00,10.43,0.00,3.40,2.30,14.76,14.82,9.50,0.00,0.42,27.62,27.41,2.81,2.22,0.00,20.95,44.00,0.00,1.68,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,21.26,0.00,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.00,0.00,3.10,7.20,23.88,42.85,8.00,5.10,15.46,5.00,18.74,9.70,5.00,7.00,2.80,0.00,5.44,9.90,0.00,27.90,3.20,10.96,0.00,9.20,0.00,0.60,8.00,8.00,8.00,2.30,60.00,4.90,16.00,4.00,10.43,0.00,3.40,2.30,14.93,14.91,9.50,0.00,0.42,28.07,28.21,2.85,2.26,0.00,21.49,54.00,0.00,1.69,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,20.79,0.00,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.00,0.00,3.10,7.20,22.58,43.67,8.00,5.10,15.46,5.00,18.74,9.70,5.00,7.00,2.80,0.00,5.63,10.36,0.00,27.90,3.20,10.95,0.00,9.20,0.00,0.60,8.00,8.00,8.00,2.30,64.00,4.90,16.00,4.00,10.43,0.00,3.40,2.30,14.68,14.78,9.50,0.00,0.41,29.15,30.10,2.94,2.35,0.00,22.77,60.00,0.00,1.69,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,21.39,0.00,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.00,0.00,3.10,7.20,21.03,44.64,8.00,5.10,15.46,5.00,18.74,9.70,5.00,7.00,2.80,0.00,5.85,10.91,0.00,27.80,3.20,10.97,0.00,9.20,0.00,0.60,8.00,8.00,8.00,2.30,63.00,4.90,16.00,4.00,10.43,0.00,3.40,2.30,14.59,14.52,9.50,0.00,0.41,30.44,32.36,3.04,2.46,0.00,24.30,62.00,0.00,1.79,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
11.00,0.00,21.50,0.00,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.00,0.00,3.10,7.20,19.74,45.46,8.00,5.10,15.46,5.00,18.74,9.70,5.00,7.00,2.80,0.00,6.04,11.37,0.00,27.80,3.20,11.00,0.00,14.49,0.00,0.60,8.00,8.00,8.00,2.30,58.00,4.90,16.00,4.00,10.43,0.00,3.40,2.30,14.58,14.66,9.50,0.00,0.41,31.52,34.25,3.13,2.55,0.00,25.58,57.00,0.00,1.87,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
12.00,0.00,21.57,0.00,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.00,0.00,3.10,7.20,19.20,45.81,8.00,5.10,15.46,5.00,18.74,9.70,5.00,7.00,2.80,0.00,6.12,11.56,0.00,27.80,3.20,11.00,0.00,14.49,0.00,0.60,8.00,8.00,8.00,2.30,48.00,4.90,16.00,4.00,10.43,0.00,3.40,2.30,14.63,14.71,9.50,0.00,0.41,31.98,35.05,3.17,2.59,0.00,26.12,46.00,0.00,1.93,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
13.00,0.00,21.11,0.00,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.00,0.00,3.10,7.20,17.85,44.94,8.00,5.10,15.46,5.00,18.74,9.70,5.00,7.00,2.80,0.00,6.21,11.11,0.00,27.80,3.20,11.00,0.00,14.49,0.00,0.60,8.00,8.00,8.00,2.30,38.00,4.90,16.00,4.00,10.43,0.00,3.40,2.30,14.44,14.37,9.50,0.00,0.43,31.66,35.65,3.18,2.60,0.00,26.79,36.00,0.00,1.94,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
14.00,0.00,21.04,0.00,13.53,2.80,7.30,4.00,9.00,1.20,0.00,3.50,15.46,0.00,0.00,3.10,7.20,16.51,44.07,7.80,5.10,15.46,5.00,18.74,9.70,5.00,7.00,2.80,0.00,6.31,10.65,0.00,27.90,3.20,11.01,0.00,14.49,0.00,0.60,8.00,8.00,8.00,2.30,28.00,4.90,16.00,4.00,10.43,0.00,3.40,2.30,14.48,14.30,9.50,0.00,0.43,31.33,36.26,3.18,2.61,0.00,27.45,29.00,0.00,1.94,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
