"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXP"
1.00,0.00,23.08,0.00,14.00,4.20,7.00,10.77,18.62,2.50,0.40,3.30,18.56,0.00,0.00,17.01,0.00,8.00,5.20,0.00,7.90,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,0.00,20.50,35.60,3.51,25.20,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,9.09,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.17,5.40,18.90,0.00,2.00,16.90,51.20,0.40,0.30,0.00,67.50,8.35,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
2.00,0.00,23.19,0.00,14.00,4.20,7.00,10.77,18.62,2.50,0.40,3.30,18.56,0.00,0.00,17.01,0.00,8.00,5.50,1.30,7.90,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,0.00,19.70,33.40,3.51,25.20,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,8.46,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.31,5.60,18.90,0.00,2.00,15.50,47.70,0.40,0.20,0.00,64.10,7.69,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
3.00,0.00,23.11,0.00,14.00,4.20,7.00,10.77,18.62,2.50,0.40,3.30,18.56,0.00,0.00,17.01,0.00,8.00,5.90,3.80,7.90,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,0.00,19.10,31.70,3.51,25.20,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,7.75,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.40,5.90,18.90,0.00,2.00,13.90,44.20,0.30,0.20,0.00,61.30,6.79,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
4.00,0.00,22.98,0.00,14.00,4.20,7.00,10.77,18.62,2.50,0.40,3.30,18.56,0.00,0.00,17.01,0.00,8.00,6.40,5.60,7.90,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,0.00,18.40,30.30,3.51,25.20,18.89,17.94,0.00,17.38,0.00,0.60,18.89,18.89,18.89,2.40,6.81,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.37,6.10,18.90,0.00,2.00,12.10,40.20,0.30,0.20,0.00,57.70,5.17,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
5.00,0.00,23.03,0.00,14.00,4.20,7.00,10.77,18.62,2.50,0.40,3.30,18.56,0.00,0.00,17.01,0.00,8.00,7.00,7.10,7.90,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,0.00,17.70,29.10,3.51,25.20,18.89,17.94,0.00,17.38,0.50,0.60,18.89,18.89,18.89,2.40,6.10,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.33,6.20,18.90,0.00,2.00,10.20,36.20,0.30,0.20,0.00,54.10,3.80,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
6.00,0.00,22.97,0.18,14.00,4.20,7.00,10.77,18.62,2.50,0.40,3.30,18.56,0.63,0.09,17.01,0.00,8.00,7.50,9.20,7.90,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,0.15,17.00,27.60,3.51,25.20,18.89,17.94,0.00,17.38,0.80,0.60,18.89,18.89,18.89,2.40,6.06,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.27,6.40,18.90,0.00,2.00,8.60,31.30,0.40,0.30,0.00,51.50,3.21,0.00,2.00,0.00,1.30,11.00,0.00,22.00,0.00,1.45,0.00
7.00,0.00,23.02,1.42,14.00,4.20,7.00,10.77,18.62,2.50,0.40,3.30,18.56,2.16,1.25,17.01,0.00,8.00,7.90,11.40,7.90,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,1.98,16.40,26.30,3.51,25.50,18.89,17.94,10.00,17.38,1.00,0.60,18.89,18.89,18.89,2.40,5.64,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.29,6.60,18.90,0.02,2.00,7.00,26.10,0.40,0.30,7.20,49.40,2.90,0.00,2.00,0.00,5.50,11.00,1.00,22.00,0.01,2.90,0.00
8.00,0.07,22.92,2.39,14.00,4.20,7.00,10.77,18.62,2.50,0.40,3.30,18.56,3.38,3.57,17.01,0.00,8.00,7.40,12.30,6.50,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,5.34,14.90,25.90,3.51,25.70,18.89,17.94,33.00,17.38,2.50,0.60,18.89,18.89,18.89,2.40,4.07,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.54,7.30,18.90,0.04,2.00,6.10,22.80,0.40,0.40,23.76,49.50,3.48,0.00,2.00,1.60,15.50,11.00,2.50,22.00,0.04,9.98,0.00
9.00,0.64,23.22,3.52,14.00,4.20,7.00,10.77,18.62,2.50,0.40,3.30,18.56,6.08,6.60,17.01,0.00,8.00,6.80,12.80,6.60,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,8.22,13.40,25.90,3.51,25.60,18.89,17.94,59.00,17.38,5.00,0.60,18.89,18.89,18.89,2.40,2.76,12.47,18.89,7.00,10.80,8.40,17.00,2.40,2.85,8.20,18.90,0.05,2.00,5.40,20.20,0.50,0.60,42.48,50.40,4.69,0.00,2.00,3.50,25.50,11.00,25.00,22.00,0.07,17.06,0.00
10.00,2.31,23.11,5.05,14.00,4.20,7.00,10.77,18.62,2.50,0.40,3.30,18.56,9.45,9.74,17.01,0.00,8.00,6.00,13.40,6.60,10.20,13.41,4.60,18.70,18.70,18.89,18.89,1.40,10.62,11.90,27.00,3.51,25.50,18.89,17.94,85.00,17.38,15.50,0.60,18.89,18.89,18.89,2.40,2.23,12.47,18.89,7.00,10.80,8.40,17.00,2.40,3.27,8.90,18.90,0.08,2.00,7.00,21.40,0.70,0.70,61.20,52.20,7.80,0.00,2.00,5.50,55.50,11.00,35.00,22.00,0.12,23.79,0.00
