"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,65.98,27.31,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,72.32,6.80,3.73,117.43,52.24,67.96,0.00,0.00,88.54,0.00,1.97,6.88,64.17,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,67.10,43.24,20.62,0.00,0.00,0.00,1.34,0.00,0.00,38.14,38.12,25.87,10.31,0.00,0.00,0.00,25.00,50.46,0.00,87.50
2.00,65.98,27.31,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,97.36,6.80,3.73,117.43,56.00,67.96,0.00,0.00,88.82,0.00,1.97,6.88,64.17,0.00,6.39,9.00,0.00,4.43,0.00,0.00,0.00,0.00,66.62,67.40,20.62,0.00,81.25,0.00,1.34,0.00,0.00,38.14,38.12,25.87,10.31,0.00,0.00,0.00,25.00,20.62,0.00,98.52
3.00,67.13,27.78,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,61.50,6.80,3.73,117.43,51.12,67.96,0.00,4.12,89.21,0.00,1.97,6.88,64.17,0.00,6.39,9.00,62.14,4.43,14.37,0.00,0.00,0.00,66.30,44.17,44.17,91.52,97.50,0.00,1.34,0.00,0.00,39.60,39.58,25.87,10.31,0.00,0.00,0.00,25.00,20.62,0.00,79.62
4.00,69.28,28.67,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,57.35,6.80,3.73,117.43,52.20,67.96,0.00,16.00,89.59,0.00,1.97,6.88,64.17,0.00,6.39,9.00,68.82,4.43,15.92,0.00,0.00,0.00,66.90,20.62,67.12,96.23,102.23,0.00,1.63,0.00,0.00,42.32,42.29,25.87,14.76,0.00,0.00,0.00,25.00,43.48,0.00,77.97
5.00,72.37,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,64.05,6.80,3.73,117.43,54.89,67.96,0.00,16.00,88.97,0.00,1.97,6.88,64.17,0.00,6.39,9.00,81.90,4.43,18.94,0.00,0.00,0.00,66.63,67.39,20.62,134.15,143.11,0.00,2.55,0.00,0.00,46.24,46.20,25.87,28.87,0.00,0.00,0.00,25.00,43.48,0.00,79.64
6.00,72.37,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,64.29,6.80,3.73,117.43,57.63,67.96,0.00,16.00,89.09,0.00,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,67.88,20.62,153.61,165.07,0.00,2.67,0.00,0.00,46.24,46.20,25.87,30.67,0.00,0.00,0.00,25.00,43.48,0.00,80.58
7.00,72.37,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,100.25,6.80,3.73,117.43,60.85,67.96,0.00,16.00,88.92,0.00,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,67.88,26.80,184.17,197.14,0.00,2.67,0.00,0.00,46.24,46.20,25.87,30.67,0.00,0.00,0.00,41.67,20.62,0.00,93.39
8.00,72.37,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,105.74,6.80,3.73,117.43,61.75,67.96,0.00,16.00,88.44,0.00,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,43.51,43.51,184.17,197.14,0.00,2.67,0.00,0.00,48.65,48.60,25.87,30.67,0.00,0.00,0.00,25.00,44.07,0.00,97.37
9.00,72.37,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,97.99,6.80,3.73,117.43,61.70,67.96,0.00,16.00,89.99,17.17,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,43.77,43.77,184.17,197.14,0.00,2.67,0.00,0.00,43.84,43.80,25.87,30.67,0.00,0.00,0.00,25.00,61.02,0.00,92.71
10.00,69.36,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,57.52,6.80,3.73,117.43,57.74,67.96,0.00,16.00,89.26,17.17,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,30.35,30.35,159.62,171.65,0.00,2.67,0.00,53.40,42.42,42.39,25.87,30.67,0.00,0.00,0.00,25.00,110.26,0.00,76.04
11.00,66.04,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,51.61,6.80,3.73,117.43,56.32,67.96,0.00,16.00,90.38,17.17,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,20.62,40.08,150.17,161.24,0.00,2.67,0.00,53.40,39.33,39.31,25.87,30.67,0.00,0.00,0.00,25.00,110.26,0.00,73.64
12.00,70.65,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,42.16,6.80,3.73,117.43,53.45,67.96,0.00,16.00,90.46,17.17,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,30.35,30.35,119.08,126.26,0.00,2.60,0.00,53.40,45.35,45.31,25.87,29.56,0.00,0.00,0.00,25.00,110.26,0.00,69.12
13.00,65.56,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,37.13,6.80,3.73,117.43,50.31,67.96,0.00,16.00,88.54,17.17,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,30.35,30.35,101.94,108.06,0.00,2.03,0.00,53.40,35.20,35.19,25.87,20.84,0.00,0.00,0.00,25.00,110.26,0.00,67.26
14.00,58.52,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,37.69,6.80,3.73,117.43,51.42,67.96,0.00,16.00,88.07,17.17,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,61.17,20.62,97.79,103.82,0.00,1.80,0.00,53.40,57.36,0.00,25.87,17.27,0.00,0.00,0.00,25.00,86.20,0.00,68.23
15.00,56.28,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,51.44,6.80,3.73,117.43,69.05,67.96,0.00,16.00,85.31,17.17,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,67.88,20.62,109.27,115.71,0.00,1.96,0.00,53.40,54.83,0.00,25.87,19.71,0.00,0.00,0.00,25.00,80.37,0.00,0.00
16.00,56.20,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,39.78,6.80,3.73,117.43,55.69,67.96,0.00,16.00,86.06,17.17,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,0.00,0.00,0.00,64.05,27.47,64.28,103.91,110.09,0.00,1.89,0.00,30.93,53.15,0.00,25.87,18.67,0.00,0.00,0.00,25.00,44.10,0.00,69.81
17.00,53.63,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,47.73,6.80,3.73,117.43,57.00,67.96,0.00,16.00,85.16,17.17,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,67.88,28.55,184.17,0.00,0.00,1.59,0.00,55.61,44.97,0.00,25.87,14.03,0.00,0.00,0.00,25.00,70.23,0.00,72.95
18.00,65.56,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,66.67,6.80,3.73,117.43,58.25,67.96,0.00,16.00,84.24,17.17,1.97,6.88,64.17,0.00,6.39,9.00,74.75,4.43,17.29,0.00,0.00,0.00,67.10,20.62,40.08,94.53,100.52,0.00,1.38,0.00,53.40,36.55,36.53,25.87,10.90,0.00,0.00,0.00,25.00,110.26,0.00,80.26
19.00,65.38,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,112.84,6.80,3.73,117.43,62.52,67.96,0.00,16.00,83.92,17.17,1.97,6.88,64.17,0.00,6.39,9.00,76.04,4.43,17.59,0.00,0.00,0.00,30.22,67.88,30.24,125.90,133.81,0.00,1.34,0.00,53.40,36.03,36.01,25.87,10.31,0.00,0.00,60.07,25.00,110.26,0.00,98.52
20.00,65.32,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,142.31,6.80,3.73,117.43,69.27,67.96,0.00,16.00,82.97,17.17,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,30.71,30.71,177.36,190.27,0.00,1.34,0.00,53.40,39.70,39.68,25.87,10.31,0.00,0.00,59.88,25.00,110.26,0.00,98.52
21.00,72.11,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,142.31,6.80,3.73,117.43,90.21,67.96,0.00,16.00,83.00,17.17,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,20.62,33.04,184.17,197.14,0.00,2.67,0.00,75.00,50.60,36.36,25.87,30.67,0.00,0.00,35.47,25.00,110.26,110.22,98.52
22.00,78.57,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,142.31,6.80,3.73,117.43,112.36,67.96,0.00,16.00,81.58,17.17,1.97,6.88,64.17,0.00,6.39,9.98,87.46,4.43,19.77,0.00,0.00,0.00,67.10,40.54,24.78,184.17,197.14,0.00,2.74,74.91,60.42,50.23,62.71,25.87,30.67,0.00,0.00,25.00,85.00,110.26,110.22,98.52
23.00,78.57,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,142.31,6.80,3.73,117.43,109.31,67.96,0.00,16.00,81.23,17.17,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,176.33,0.00,0.00,67.10,23.72,35.03,184.17,197.14,0.00,2.67,74.91,75.00,57.36,45.96,25.87,30.67,0.00,0.00,85.00,25.00,110.26,110.22,98.52
24.00,78.57,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,142.31,6.80,3.73,117.43,112.36,67.96,0.00,47.04,80.93,17.17,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,212.83,0.00,0.00,67.10,67.88,35.76,184.17,197.14,0.00,2.67,74.91,76.30,59.37,48.76,25.87,30.67,0.00,0.00,85.00,25.00,46.52,110.22,98.52
25.00,78.57,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,142.31,6.80,3.73,117.43,112.36,67.96,0.00,16.00,79.61,17.17,1.97,6.88,64.17,0.00,6.39,9.98,87.62,4.43,19.77,228.46,0.00,0.00,67.10,23.37,41.22,184.17,197.14,0.00,2.74,74.91,76.30,49.95,62.22,25.87,30.67,0.00,0.00,25.00,87.27,110.26,110.22,98.52
26.00,78.57,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,142.31,6.80,3.73,117.43,112.36,67.96,0.00,47.04,78.64,17.17,1.97,6.88,64.17,0.00,6.39,9.98,86.67,4.43,19.77,228.46,0.00,0.00,67.10,27.10,20.71,184.17,197.14,0.00,2.74,74.91,76.30,60.36,48.53,25.87,30.67,0.00,0.00,25.00,87.27,110.26,110.22,98.52
27.00,78.57,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,142.31,6.80,3.73,117.43,112.36,67.96,0.00,16.00,78.74,17.17,1.97,6.88,64.17,0.00,6.39,9.98,86.40,4.43,19.77,220.39,0.00,0.00,67.10,67.88,67.33,184.17,197.14,0.00,2.74,74.91,76.30,59.94,48.20,25.87,30.67,0.00,0.00,25.00,87.27,43.71,110.22,98.52
28.00,78.57,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,142.31,6.80,3.73,117.43,102.56,67.96,0.00,16.00,79.39,17.17,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,176.75,0.00,0.00,67.10,67.88,20.62,184.17,197.14,0.00,2.67,74.91,55.61,58.91,49.22,25.87,30.67,0.00,0.00,87.12,25.00,110.26,110.22,98.52
29.00,78.57,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,142.31,6.80,3.73,117.43,96.23,67.96,0.00,16.00,78.69,17.17,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,146.17,0.00,0.00,67.10,67.88,20.62,184.17,197.14,0.00,2.67,74.91,56.34,59.83,48.30,25.87,30.67,0.00,0.00,53.40,53.40,110.26,110.22,98.52
30.00,77.44,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,142.31,6.80,3.73,117.43,84.72,67.96,0.00,16.00,76.58,17.17,1.97,6.88,64.17,0.00,6.39,9.00,85.48,4.43,19.77,0.00,144.33,0.00,67.10,67.88,44.15,184.17,197.14,0.00,2.67,74.91,66.99,50.73,49.73,25.87,30.67,0.00,0.00,34.16,34.16,67.28,110.22,98.52
31.00,70.03,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,142.31,6.80,3.73,117.43,61.86,67.96,0.00,16.00,76.33,17.17,1.97,6.88,64.17,0.00,6.39,0.00,85.48,4.43,19.77,0.00,144.33,0.00,67.10,26.83,26.83,184.17,197.14,0.00,2.00,0.00,66.99,45.86,40.64,25.87,30.67,0.00,0.00,25.00,38.59,110.26,110.22,98.52
32.00,70.03,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,142.31,6.80,3.73,117.43,38.84,67.96,0.00,16.00,77.15,17.17,1.97,6.88,64.17,0.00,6.39,0.00,85.48,4.43,19.77,0.00,0.00,0.00,67.10,67.88,27.05,184.17,197.14,0.00,1.83,0.00,66.99,50.42,36.09,25.87,28.15,0.00,0.00,25.00,40.68,66.90,102.02,98.52
33.00,70.03,29.95,67.13,635.88,206.86,0.00,6.24,85.22,17.56,0.64,15.92,14.92,142.31,6.80,3.73,117.43,33.60,67.96,0.00,13.80,79.34,17.17,1.97,6.88,64.17,0.00,6.39,0.00,81.78,4.43,18.92,0.00,0.00,0.00,67.10,29.74,29.74,184.17,197.14,0.00,1.06,0.00,0.00,39.68,46.82,25.87,16.31,0.00,0.00,25.00,32.89,20.62,54.58,98.52
