"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,48.41,29.69,45.25,635.03,206.59,6.57,6.63,110.37,18.44,3.12,26.42,14.92,135.00,5.13,2.82,140.34,50.00,95.00,39.88,18.00,192.00,13.33,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,172.62,0.00,23.30,67.10,67.88,23.30,163.46,180.37,0.00,0.00,74.91,53.40,44.86,45.96,48.92,30.67,30.56,30.55,37.41,37.41,87.59,87.55,146.67
2.00,48.41,29.69,45.25,635.03,206.59,6.57,6.63,110.37,18.44,3.12,26.42,14.19,135.00,5.13,2.82,140.34,50.00,95.00,39.88,18.00,192.00,13.33,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,168.88,0.00,23.30,67.10,67.88,23.30,153.29,181.53,0.00,0.00,74.91,53.40,41.18,49.64,48.92,30.67,30.56,30.55,37.26,37.27,79.95,79.92,144.87
3.00,48.41,29.69,45.25,635.03,206.59,6.57,6.63,110.37,18.44,3.12,26.42,12.03,135.00,5.13,2.82,140.34,96.05,95.00,39.88,18.00,192.00,13.33,1.97,6.88,76.69,6.39,0.00,81.25,5.46,18.79,157.59,0.00,33.17,46.29,67.88,33.17,133.81,162.71,0.00,0.00,74.91,53.40,41.18,49.64,48.92,30.67,30.56,30.55,37.26,37.27,50.56,50.55,113.27
4.00,48.41,28.63,45.25,635.03,206.59,6.57,6.63,110.37,18.44,3.12,26.42,0.00,0.00,5.13,2.82,140.34,99.79,95.00,39.88,18.00,192.00,13.33,1.97,6.88,76.69,6.39,0.00,71.92,5.46,16.64,144.33,144.33,33.58,67.10,46.43,33.58,137.27,161.51,0.00,0.00,74.91,53.40,42.94,41.43,48.92,30.67,30.56,30.55,37.11,37.12,34.31,34.31,134.89
5.00,48.41,29.95,45.25,635.03,206.59,6.57,6.63,110.37,18.44,3.12,26.42,0.00,0.00,5.13,2.82,140.34,93.44,95.00,39.88,18.00,192.00,13.33,1.97,6.88,76.69,6.39,0.00,81.54,5.46,18.86,0.00,158.69,23.30,67.10,67.88,23.30,156.69,178.37,0.00,0.00,74.91,53.40,44.95,47.49,48.92,30.67,30.56,30.55,37.26,37.27,55.30,55.29,135.83
6.00,48.41,29.95,45.25,635.03,206.59,6.57,6.63,110.37,18.44,3.12,26.42,0.00,0.00,5.13,2.82,140.34,94.93,95.00,39.88,18.00,192.00,13.33,1.97,6.88,76.69,6.39,0.00,84.17,5.46,19.47,0.00,161.84,23.30,67.10,67.88,23.30,169.85,180.45,0.00,0.00,74.91,53.40,44.94,47.50,48.92,30.67,30.56,30.55,37.26,37.27,61.51,61.50,141.07
7.00,48.41,29.95,45.25,635.03,206.59,6.57,6.63,110.37,18.44,3.12,26.42,14.57,0.00,5.13,2.82,140.34,100.46,95.00,39.88,18.00,192.00,13.33,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,167.19,0.00,28.10,67.10,67.88,28.10,181.88,186.30,0.00,0.00,74.91,76.30,45.10,47.35,48.92,30.67,30.56,30.55,37.26,37.27,92.98,92.94,145.18
8.00,48.41,29.95,45.25,635.03,206.59,6.57,6.63,110.37,18.44,3.12,26.42,14.92,0.00,5.13,2.82,140.34,101.82,95.00,39.88,18.00,192.00,13.33,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,169.73,0.00,23.30,67.10,67.88,23.30,184.17,188.35,0.00,0.00,74.91,53.40,44.76,47.68,48.92,30.67,30.56,30.55,37.41,37.41,100.22,100.18,149.44
9.00,48.41,29.95,45.25,635.03,206.59,6.57,6.63,110.37,18.44,3.12,26.42,14.92,0.00,5.13,2.82,140.34,107.71,95.00,39.88,35.37,192.00,13.33,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,168.90,0.00,23.30,67.10,67.88,23.30,184.17,188.35,0.00,0.00,74.91,53.40,38.33,44.31,48.92,30.67,30.56,30.55,37.26,37.27,93.13,93.09,153.26
10.00,48.41,29.95,45.25,635.03,206.59,6.57,6.63,110.37,18.44,3.12,26.42,14.92,0.00,5.13,2.82,140.34,110.44,95.00,39.88,35.37,192.00,13.33,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,167.51,0.00,23.30,67.10,67.88,23.30,184.17,188.35,0.00,0.00,74.91,53.40,39.42,46.33,48.92,30.67,30.56,30.55,37.26,37.27,97.05,97.01,164.53
11.00,48.41,29.95,45.25,635.03,206.59,6.57,6.63,110.37,18.44,3.12,26.42,14.92,0.00,5.13,2.82,140.34,112.36,95.00,39.88,35.37,192.00,13.33,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,166.74,0.00,23.30,67.10,67.88,23.30,184.17,188.35,0.00,0.00,74.91,53.40,40.62,48.59,48.92,30.67,30.56,30.55,37.26,37.27,84.59,84.55,179.13
12.00,48.41,29.95,45.25,635.03,206.59,6.57,6.63,110.37,18.44,3.12,26.42,14.92,94.54,5.13,2.82,140.34,109.61,95.00,39.88,35.37,192.00,25.41,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,168.38,0.00,23.30,67.10,67.88,23.30,184.17,188.35,0.00,0.00,74.91,53.40,41.63,50.46,48.92,30.67,30.56,30.55,37.26,37.27,72.36,72.34,159.88
13.00,48.41,29.95,45.25,635.03,206.59,6.57,6.90,110.37,18.44,3.12,26.42,14.92,90.11,5.13,2.82,140.34,110.74,95.00,39.88,23.87,192.00,25.41,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,164.70,0.00,23.30,67.10,67.88,23.30,184.17,188.35,0.00,0.00,74.91,53.40,53.40,0.00,48.92,30.67,30.56,30.55,37.26,37.27,53.51,53.50,160.75
14.00,48.41,29.95,45.25,635.03,206.59,6.57,6.90,110.37,18.44,3.12,26.42,14.92,116.67,5.13,2.82,140.34,112.36,95.00,39.88,18.00,192.00,25.41,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,165.85,0.00,23.30,67.10,67.88,23.30,184.17,188.35,0.00,0.00,74.91,53.40,35.85,39.88,48.92,30.67,30.56,30.55,37.11,37.12,31.91,31.91,180.24
15.00,48.41,29.95,45.25,635.03,206.59,6.57,6.90,110.37,18.44,3.12,26.42,14.92,131.06,5.13,2.82,140.34,112.36,95.00,39.88,35.37,192.00,25.41,1.97,6.88,76.69,6.39,0.00,85.48,5.46,19.77,180.98,0.00,23.30,67.10,67.88,23.30,184.17,188.35,0.00,0.00,74.91,53.40,43.82,54.31,48.92,30.67,30.56,30.55,37.26,37.27,83.14,83.11,184.75
