"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,62.46,25.97,63.86,450.00,147.11,8.06,8.46,110.91,14.65,0.63,18.97,14.99,59.98,5.16,2.83,164.71,112.91,133.36,10.43,18.00,161.93,34.42,4.42,6.88,88.12,0.00,6.39,9.00,85.48,9.76,19.87,0.00,0.00,46.61,46.05,68.21,20.51,0.00,72.46,0.00,5.67,75.28,53.66,42.19,25.15,30.90,29.50,29.39,29.38,0.00,48.64,80.01,79.99,204.20,4.87,20.35
2.00,65.98,27.44,67.46,450.00,147.11,8.06,8.46,110.91,14.65,0.63,18.97,14.99,59.98,5.16,2.83,164.71,112.91,133.36,10.43,18.00,161.93,34.42,4.42,6.88,88.12,0.00,6.39,9.00,95.92,9.76,19.87,0.00,0.00,23.41,67.42,68.21,23.41,0.00,152.22,0.00,5.67,75.28,53.66,41.29,34.98,30.90,30.82,30.70,30.70,24.32,24.32,70.00,0.00,204.20,4.87,20.35
3.00,62.32,25.92,63.72,450.00,147.11,8.06,8.46,110.91,14.65,0.63,18.97,14.99,59.98,5.16,2.83,164.71,112.91,129.39,10.43,18.00,161.93,34.42,4.42,6.88,88.12,0.00,6.39,9.00,85.48,9.76,19.87,0.00,0.00,20.51,67.42,68.21,20.51,0.00,72.46,0.00,5.67,75.28,53.66,43.44,28.36,30.90,25.67,25.57,25.56,0.00,48.64,40.00,0.00,204.20,4.87,20.35
4.00,58.07,24.15,59.37,450.00,147.11,8.06,8.46,110.91,14.65,0.63,18.97,14.99,59.98,5.16,2.83,164.71,112.91,92.69,10.97,4.10,161.93,34.42,4.42,6.88,88.12,0.00,6.39,9.00,85.48,9.76,19.87,143.59,0.00,20.51,0.00,68.21,20.51,0.00,72.46,0.00,5.67,75.28,53.66,51.42,0.00,30.90,25.67,25.57,25.56,48.64,0.00,70.00,0.00,204.20,4.87,20.35
5.00,63.45,26.39,64.87,450.00,147.11,8.06,8.46,110.91,14.65,0.63,18.97,14.99,59.98,5.16,2.83,164.71,112.91,133.15,19.65,18.00,161.93,34.42,4.42,6.88,88.12,0.00,6.39,9.00,85.48,9.76,19.87,0.00,0.00,46.82,67.42,46.82,20.51,0.00,72.46,0.00,5.67,75.28,59.18,42.94,26.91,30.90,25.67,25.57,25.56,48.64,0.00,100.00,0.00,204.20,4.87,20.35
6.00,65.98,27.44,67.46,450.00,147.11,8.06,8.46,110.91,14.65,0.63,18.97,14.99,74.80,5.16,2.83,164.71,112.91,133.36,19.65,18.00,161.93,34.42,4.42,6.88,88.12,0.00,6.39,9.00,85.48,9.76,19.87,0.00,0.00,46.82,67.42,46.82,20.51,0.00,120.45,0.00,5.67,75.28,59.18,44.39,31.87,30.90,25.67,25.57,25.56,48.64,0.00,65.01,64.99,204.20,4.87,20.35
7.00,65.98,27.44,67.46,450.00,147.11,8.06,8.46,110.91,14.65,0.63,18.97,14.99,139.91,5.16,2.83,164.71,112.91,133.36,25.50,18.00,161.93,34.42,4.42,6.88,88.12,26.00,6.39,9.00,85.48,9.76,19.87,0.00,0.00,38.05,67.42,38.05,38.05,155.57,160.46,0.00,5.67,75.28,54.20,45.15,35.92,30.90,25.67,25.57,25.56,0.00,48.64,0.00,0.00,204.20,4.87,20.35
8.00,65.98,27.44,67.46,450.00,147.11,8.06,8.46,110.91,14.65,0.63,18.97,14.99,143.00,5.16,2.83,164.71,112.91,112.27,25.50,0.00,161.93,34.42,4.42,6.88,88.12,36.00,6.39,9.00,85.48,9.76,19.87,0.00,179.76,46.82,67.42,46.82,20.51,0.00,147.69,141.60,5.67,75.28,54.63,43.36,28.10,30.90,25.67,25.57,25.56,48.64,0.00,0.00,0.00,204.20,4.87,20.35
9.00,65.98,27.44,67.46,450.00,147.11,8.06,8.46,110.91,14.65,0.63,18.97,14.99,143.00,5.16,2.83,164.71,112.91,133.36,25.50,0.00,161.93,34.42,4.42,6.88,88.12,36.00,6.39,9.00,85.48,9.76,19.87,0.00,0.00,67.76,67.35,68.13,31.76,183.10,187.30,183.17,5.67,75.28,76.67,44.41,31.85,30.90,29.22,29.11,29.10,20.51,20.51,0.00,0.00,204.20,4.87,20.35
10.00,65.98,27.44,67.46,450.00,147.11,8.06,8.46,110.91,14.65,0.63,18.97,14.99,143.00,5.16,2.83,164.71,112.91,133.36,25.50,0.00,161.93,34.42,4.42,6.88,88.12,36.00,6.39,9.00,95.92,9.76,19.87,0.00,0.00,67.83,67.42,68.21,26.29,185.07,198.10,185.13,5.67,75.28,76.67,44.38,31.88,30.90,30.82,30.70,30.70,20.51,20.51,97.74,97.70,204.20,4.87,20.35
