"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSINTIPAMPAEXP"
1.00,11.97,11.01,12.80,0.00,2.90,8.10,7.20,5.30,1.72,0.00,2.50,0.00,16.26,18.17,10.73,0.00,5.60,8.90,71.26,3.10,4.00,7.80,4.00,10.00,10.00,10.00,13.66,1.40,14.76,27.95,85.49,2.35,27.00,8.00,14.63,144.38,17.07,38.34,0.60,19.51,19.51,19.51,1.20,123.74,7.50,19.51,3.50,10.80,8.23,3.70,2.40,13.26,14.82,18.90,0.00,0.00,0.75,1.00,102.24,114.30,3.25,10.65,109.68,117.52,130.67,0.10,2.00,80.00,242.54,11.00,204.00,23.00,0.34,34.00
2.00,10.88,10.72,10.94,0.00,2.90,8.10,7.20,5.30,1.72,0.00,2.50,0.00,14.68,18.01,10.73,0.00,5.60,8.74,72.27,0.60,4.00,7.80,4.00,10.00,10.00,10.00,13.66,1.40,14.67,28.03,85.48,2.35,27.00,8.00,14.63,143.99,17.07,37.27,0.60,19.51,19.51,19.51,1.20,124.92,7.50,19.51,3.50,10.80,8.23,3.70,2.40,12.13,14.13,18.90,0.00,0.00,0.70,1.00,96.56,115.25,3.18,10.65,108.13,116.92,131.07,0.10,2.00,79.94,238.61,11.00,203.96,23.00,0.32,33.00
3.00,9.59,10.61,8.87,0.00,2.90,8.10,7.20,5.30,1.72,0.00,2.50,0.00,12.11,17.59,10.73,0.00,5.60,8.52,73.24,0.00,4.00,7.80,4.00,10.00,10.00,10.00,13.66,1.40,14.34,28.24,85.67,2.35,27.00,8.00,14.63,142.86,17.07,35.50,0.60,19.51,19.51,19.51,1.20,126.15,7.50,19.51,3.50,10.80,8.23,3.70,2.40,11.63,13.67,18.90,0.00,0.00,0.59,1.00,102.99,115.84,3.22,10.85,104.56,116.89,131.10,0.10,2.00,79.10,226.86,11.00,200.40,23.00,0.29,33.00
4.00,7.03,10.54,3.03,0.00,2.90,8.10,7.20,5.30,1.72,0.00,2.50,0.00,9.46,16.60,10.73,0.00,5.60,8.28,72.75,0.00,4.00,7.80,4.00,10.00,10.00,10.00,13.66,1.40,13.67,28.13,85.55,2.35,27.00,8.00,14.63,134.92,17.07,32.12,0.60,19.51,19.51,19.51,1.20,126.30,7.50,19.51,3.50,10.80,8.23,3.70,2.40,11.35,13.29,18.90,0.00,0.00,0.43,1.00,116.90,116.17,3.95,11.12,97.52,116.26,130.18,0.10,2.00,76.75,207.29,11.00,188.08,23.00,0.25,27.00
5.00,3.34,10.99,0.15,0.00,2.90,8.10,7.20,5.30,1.72,0.00,2.50,0.00,4.76,14.55,10.73,0.00,5.60,8.35,71.75,0.00,4.00,7.80,4.00,10.00,10.00,10.00,13.66,1.40,12.11,27.93,85.34,2.35,27.00,8.00,14.63,101.06,17.07,25.32,0.60,19.51,19.51,19.51,1.20,126.05,7.50,19.51,3.50,10.80,8.23,3.70,2.40,10.66,12.62,18.90,0.00,0.00,0.37,1.00,120.65,116.37,5.89,11.10,81.61,115.51,128.94,0.10,2.00,66.38,176.31,11.00,164.95,23.00,0.19,21.00
6.00,1.23,11.00,0.00,0.00,2.90,8.10,7.20,5.30,1.72,0.00,2.50,0.00,0.49,10.43,10.73,0.00,5.60,8.53,70.51,0.00,4.00,7.80,4.00,10.00,10.00,10.00,13.66,1.40,8.48,27.69,84.76,2.35,27.00,8.00,14.63,58.79,17.07,13.96,0.60,19.51,19.51,19.51,1.20,125.46,7.50,19.51,3.50,10.80,8.23,3.70,2.40,9.83,11.86,18.90,0.00,0.00,0.26,1.00,120.04,116.69,5.87,10.98,54.08,114.38,128.36,0.00,2.00,39.81,135.06,11.00,118.55,23.00,0.13,15.00
7.00,0.25,11.14,0.00,0.00,2.90,8.10,7.20,5.30,1.72,0.00,2.50,0.00,0.00,4.95,10.73,0.00,5.60,8.53,68.98,0.00,4.00,7.80,4.00,10.00,10.00,10.00,13.66,1.40,3.30,27.50,84.12,2.35,27.00,8.00,14.63,26.44,17.07,5.33,0.60,19.51,19.51,19.51,1.20,124.69,7.50,19.51,3.50,10.80,8.23,3.70,2.40,8.47,10.52,18.90,0.00,0.00,0.09,1.00,119.13,116.96,5.71,10.72,23.98,113.58,128.00,0.00,2.00,14.47,79.12,11.00,52.03,23.00,0.08,10.00
8.00,0.03,11.17,0.00,0.00,2.90,8.10,7.20,5.30,1.72,0.00,2.50,0.00,0.00,1.87,10.73,0.00,5.60,8.45,64.50,0.00,4.00,15.41,4.00,10.00,10.00,10.00,13.66,1.40,0.76,27.34,83.23,2.35,27.00,8.00,14.63,7.74,17.07,1.42,0.60,19.51,19.51,19.51,1.20,123.67,7.50,19.51,3.50,10.80,8.23,3.60,2.40,6.93,8.99,18.90,0.00,0.00,0.04,1.00,116.96,116.21,5.50,10.41,6.80,111.81,124.70,0.00,2.00,4.17,20.32,11.00,12.57,23.00,0.04,5.00
9.00,0.00,10.76,0.00,0.00,4.20,8.10,7.20,5.30,1.72,0.00,2.50,0.00,0.00,0.22,10.73,0.00,5.60,8.14,59.06,6.90,4.00,15.41,4.00,10.00,10.00,10.00,13.66,1.40,0.01,27.20,82.24,2.35,27.00,8.00,14.63,0.45,17.07,0.04,0.60,19.51,19.51,19.51,1.20,122.55,7.50,19.51,3.50,10.80,8.23,3.60,2.40,6.20,8.35,18.90,0.00,0.00,0.00,1.00,114.38,115.12,5.19,9.74,0.25,109.66,120.43,0.00,2.00,0.18,0.01,11.00,0.45,23.00,0.00,0.00
10.00,0.00,10.02,0.00,0.00,4.20,8.10,7.20,5.30,1.72,0.00,2.50,0.00,0.00,0.00,10.73,0.00,5.60,7.75,54.13,8.10,4.00,15.41,4.00,10.00,10.00,10.00,13.66,1.40,0.00,26.98,80.97,2.35,27.00,8.00,14.63,0.00,17.07,0.00,0.60,19.51,19.51,19.51,1.20,115.05,7.50,19.51,3.50,10.80,8.23,3.60,2.40,5.73,8.00,18.90,0.00,0.00,0.00,1.00,110.17,112.63,4.85,8.95,0.00,108.61,112.29,0.00,2.00,0.00,0.00,11.00,0.00,23.00,0.00,0.00
