"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,71.32,29.37,66.81,569.57,184.40,4.89,5.13,97.06,18.71,1.97,20.77,61.55,7.23,3.88,110.08,0.00,85.00,0.00,87.85,0.00,6.88,59.86,26.00,6.39,9.00,10.99,3.90,4.77,0.00,0.00,20.73,0.00,34.07,20.73,183.28,192.86,0.00,1.35,0.00,0.00,45.82,43.95,30.47,0.00,0.00,10.36,20.73,30.48,0.00,109.69,62.83,20.34,5.19,0.00,21.00,0.00
2.00,72.37,29.81,66.81,568.18,183.95,4.89,5.13,108.99,18.71,1.97,20.77,19.60,7.23,3.88,110.08,41.08,85.00,0.00,87.85,0.00,6.88,59.86,26.00,6.39,9.00,0.00,3.90,0.00,0.00,0.00,20.73,0.00,43.83,20.73,183.28,92.57,83.07,0.00,0.00,0.00,48.46,43.99,30.47,0.00,0.00,0.00,34.60,34.60,0.00,90.23,21.92,20.34,5.19,10.64,10.62,0.00
3.00,72.37,29.81,66.81,622.65,201.58,4.89,5.13,109.84,18.71,1.97,20.77,19.16,7.23,3.88,110.08,40.27,85.00,0.00,87.85,16.09,6.88,59.86,26.00,6.39,9.98,38.84,3.90,11.18,0.00,0.00,20.73,0.00,41.10,41.10,183.28,196.19,0.00,1.06,0.00,0.00,47.24,45.21,30.47,0.00,0.00,0.00,36.44,36.44,0.00,68.91,22.62,20.34,5.19,10.64,10.62,0.00
4.00,72.37,29.81,66.81,611.37,197.93,4.89,5.13,109.84,18.71,1.97,20.77,17.51,7.23,3.88,110.08,42.82,85.00,0.00,87.85,16.09,6.88,59.86,26.00,6.39,9.00,44.48,3.90,12.48,0.00,0.00,45.88,0.00,20.73,45.88,183.28,156.90,138.56,2.65,0.00,0.00,47.15,45.30,30.47,0.00,0.00,30.40,36.69,36.69,0.00,58.82,24.17,20.34,5.19,10.64,10.62,0.00
5.00,72.37,29.81,66.81,614.62,198.98,4.89,5.13,109.84,18.71,1.97,20.77,18.17,7.23,3.88,110.08,47.11,85.00,18.00,87.85,16.09,6.88,59.86,26.00,6.39,9.00,53.31,3.90,14.51,0.00,0.00,0.00,0.00,66.75,49.13,183.28,162.86,145.57,3.18,0.00,0.00,50.98,44.85,30.47,19.29,0.00,19.25,20.73,20.73,0.00,66.65,25.51,20.34,5.19,21.27,0.00,0.00
6.00,72.37,29.81,66.81,607.07,196.54,4.89,5.13,83.60,18.71,1.97,20.77,22.79,7.23,3.88,110.08,51.18,85.00,4.15,87.85,16.09,6.88,59.86,26.00,6.39,9.00,55.90,3.90,15.11,177.03,0.00,0.00,0.00,44.12,66.13,183.28,158.18,140.05,3.06,0.00,62.18,47.83,44.75,30.47,18.34,0.00,18.31,20.73,20.73,0.00,56.74,27.19,20.34,5.19,10.64,10.62,0.00
7.00,72.37,29.81,66.81,592.40,191.79,4.89,5.13,83.60,18.71,1.97,20.77,20.67,7.23,3.88,110.08,52.88,85.00,4.15,87.85,16.09,6.88,59.86,26.00,6.39,9.00,43.97,3.90,12.36,172.99,0.00,36.27,36.08,36.27,36.27,154.89,158.90,140.88,2.66,0.00,62.18,44.98,43.93,30.47,15.29,0.00,15.28,40.77,20.73,0.00,109.69,27.16,20.34,5.19,21.27,0.00,0.00
8.00,72.37,29.81,66.81,621.31,201.15,4.89,5.13,83.63,18.71,1.97,20.77,25.63,7.23,3.88,110.08,54.12,85.00,18.00,87.85,16.09,6.88,59.86,26.00,6.39,9.00,61.51,3.90,16.40,179.93,0.00,20.73,20.73,49.98,49.98,166.48,172.78,157.50,4.09,0.00,31.64,48.46,43.99,30.47,17.54,17.52,17.52,20.73,47.36,0.00,109.69,29.50,20.34,5.19,10.64,10.62,0.00
9.00,72.37,29.81,66.81,624.67,202.24,4.89,5.13,87.92,18.71,1.97,20.77,26.06,7.23,3.88,110.08,54.55,85.00,4.15,87.85,16.09,6.88,59.86,26.00,6.39,9.00,61.64,3.90,16.43,181.97,0.00,20.73,49.68,20.73,50.50,161.60,176.29,161.66,4.69,0.00,62.18,48.32,45.39,30.47,20.62,20.57,20.56,46.10,20.73,0.00,109.69,28.92,20.34,5.19,10.64,10.62,0.00
10.00,72.37,29.81,66.81,617.18,199.81,4.89,5.13,86.17,18.71,1.97,20.77,21.87,7.23,3.88,110.08,53.60,85.00,4.15,87.85,16.09,6.88,59.86,26.00,6.39,9.00,58.91,3.90,15.80,180.68,0.00,45.28,0.00,45.28,45.28,159.86,174.81,159.92,3.98,0.00,62.18,41.20,49.98,30.47,16.97,16.95,16.95,27.56,27.56,0.00,106.45,26.63,20.34,5.19,10.64,10.62,0.00
