"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,48.41,28.96,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,12.26,119.99,5.13,2.82,163.91,112.36,132.71,29.00,29.48,217.87,15.15,1.97,6.88,87.69,6.39,9.98,17.34,3.45,4.01,0.00,0.00,66.14,0.00,66.51,0.00,0.00,197.14,184.23,5.67,74.91,75.00,43.27,43.23,54.48,30.67,30.56,30.55,63.59,63.68,86.40,86.36,184.97
2.00,48.41,29.01,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,12.26,67.15,5.13,2.82,163.91,112.36,132.71,29.00,35.37,217.87,15.15,1.97,6.88,87.69,6.39,9.98,16.50,3.45,3.82,149.62,0.00,66.82,0.00,67.20,0.00,0.00,197.14,184.23,5.67,74.91,76.30,43.27,43.24,54.48,30.67,30.56,30.55,41.83,41.85,72.10,72.08,191.17
3.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,13.49,73.90,5.13,2.82,163.91,112.36,132.71,29.00,35.37,217.87,15.15,1.97,6.88,87.69,6.39,9.98,81.20,3.45,18.78,183.34,0.00,67.50,0.00,67.88,0.00,0.00,197.14,184.23,5.67,74.91,76.30,38.89,38.87,54.48,30.67,30.56,30.55,41.83,41.85,110.26,110.22,203.20
4.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,11.76,64.37,5.13,2.82,163.91,112.36,132.71,29.00,35.37,217.87,15.15,1.97,6.88,87.69,6.39,9.98,56.74,3.45,13.12,176.45,0.00,67.50,0.00,67.88,0.00,0.00,197.14,184.23,5.67,74.91,76.30,34.39,34.38,54.48,30.67,30.56,30.55,41.83,41.85,110.26,110.22,203.20
5.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,14.92,98.90,5.13,2.82,163.91,112.36,132.71,29.00,32.93,217.87,15.15,1.97,6.88,87.69,6.39,9.98,24.22,3.45,5.60,0.00,164.68,67.50,0.00,67.88,0.00,0.00,197.14,184.23,5.67,74.91,76.30,34.39,34.38,54.48,30.67,30.56,30.55,41.83,41.85,107.52,107.47,203.20
6.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,14.10,60.00,5.13,2.82,163.91,112.36,132.71,29.00,32.93,217.87,15.15,1.97,6.88,87.69,6.39,9.98,16.49,3.45,3.82,0.00,153.00,67.50,0.00,67.88,0.00,0.00,197.14,184.23,5.67,74.91,76.30,34.39,34.38,54.48,30.67,30.56,30.55,41.83,41.85,30.35,30.35,200.53
7.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,7.04,60.00,5.13,2.82,163.91,112.36,132.71,29.00,0.00,217.87,15.15,1.97,6.88,87.69,6.39,9.98,16.49,3.45,3.81,0.00,144.33,64.38,0.00,64.75,0.00,0.00,197.14,184.23,5.67,74.91,75.00,34.63,34.62,54.48,30.67,30.56,30.55,41.83,41.85,20.62,20.62,160.27
8.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,14.85,60.00,5.13,2.82,163.91,112.36,132.71,29.00,0.00,217.87,15.15,1.97,6.88,87.69,6.39,9.98,16.49,3.45,3.81,0.00,146.84,67.50,0.00,67.88,0.00,0.00,197.14,184.23,5.67,74.91,76.30,34.39,34.38,54.48,30.67,30.56,30.55,41.83,41.85,36.02,36.02,180.15
9.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,9.67,60.00,5.13,2.82,163.91,112.36,132.71,29.00,4.12,217.87,15.15,1.97,6.88,87.69,6.39,9.98,16.49,3.45,3.81,0.00,149.36,45.56,62.03,62.78,0.00,0.00,197.14,184.23,5.67,74.91,76.30,0.00,39.18,54.48,30.67,30.56,30.55,41.83,41.85,32.17,32.17,177.85
10.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,12.26,60.00,5.13,2.82,163.91,112.36,132.71,29.00,32.93,217.87,15.15,1.97,6.88,87.69,6.39,9.98,81.64,3.45,18.88,0.00,187.40,67.50,0.00,67.88,0.00,0.00,197.14,184.23,5.67,74.91,76.30,34.39,34.38,54.48,30.67,30.56,30.55,41.83,41.85,79.22,79.19,202.73
11.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,12.26,67.14,5.13,2.82,163.91,112.36,132.71,29.00,34.47,217.87,15.15,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,0.00,208.67,66.73,0.00,67.11,0.00,0.00,197.14,184.23,5.67,74.91,76.30,37.45,37.43,54.48,30.67,30.56,30.55,41.83,41.85,110.26,110.22,203.20
12.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,12.26,67.15,5.13,2.82,156.45,112.36,132.71,29.00,35.37,217.87,15.15,1.97,6.88,85.49,6.39,9.98,69.30,3.45,16.03,0.00,196.61,44.35,0.00,44.50,0.00,0.00,197.14,184.23,5.67,74.91,76.30,51.69,51.63,54.48,30.67,30.56,30.55,41.83,41.85,0.00,58.42,203.20
13.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,12.26,67.14,5.13,2.82,155.41,112.36,132.71,29.00,4.12,217.87,15.15,1.97,6.88,84.92,6.39,9.98,77.09,3.45,17.83,0.00,205.64,67.50,0.00,67.88,0.00,0.00,197.14,184.23,5.67,74.91,76.30,36.80,36.78,54.48,30.67,30.56,30.55,41.83,41.85,61.16,61.15,203.20
14.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,12.26,67.15,5.13,2.82,143.26,112.36,132.71,29.00,32.93,217.87,15.15,1.97,6.88,78.28,6.39,9.98,84.08,3.45,19.45,0.00,201.58,67.50,0.00,67.88,0.00,0.00,197.14,184.23,5.67,74.91,76.30,31.99,31.98,54.48,30.67,30.56,30.55,41.83,41.85,66.12,66.10,203.20
15.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,12.26,67.15,5.13,2.82,126.50,112.36,132.71,29.00,35.37,217.87,15.15,1.97,6.88,69.12,6.39,9.98,85.48,3.45,19.77,0.00,228.19,50.73,62.66,64.93,0.00,0.00,197.14,184.23,5.67,74.91,76.30,45.37,45.33,54.48,30.67,30.56,30.55,41.83,41.85,70.13,70.11,203.20
16.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,12.26,67.15,5.13,2.82,110.94,112.36,132.71,29.00,35.37,217.87,15.15,1.97,6.88,60.62,6.39,9.98,85.48,3.45,19.77,204.71,204.49,62.98,62.59,62.02,0.00,0.00,197.14,184.23,5.67,74.91,76.30,41.17,41.14,54.48,30.67,30.56,30.55,41.83,41.85,68.26,68.24,203.20
17.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,14.92,101.78,5.13,2.82,64.20,112.36,132.71,29.00,35.37,217.87,15.15,1.97,6.88,35.08,6.39,9.98,85.48,3.45,19.77,224.03,223.77,67.50,67.10,67.88,67.32,0.00,197.14,184.23,5.67,74.91,76.30,50.20,50.14,54.48,30.67,30.56,30.55,41.83,41.85,110.26,110.22,203.20
18.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,14.62,60.00,5.13,2.82,163.91,112.36,132.71,29.00,35.37,217.87,15.15,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,224.73,224.47,37.74,67.10,67.88,37.74,0.00,197.14,184.23,5.67,74.91,76.30,36.34,36.33,54.48,30.67,30.56,30.55,41.83,41.85,73.39,73.37,203.20
19.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,14.92,142.31,5.13,2.82,137.35,112.36,132.71,29.00,18.00,217.87,15.15,1.97,6.88,75.05,6.39,9.98,95.45,3.45,19.77,228.46,228.19,67.50,67.10,67.88,20.62,0.00,197.14,184.23,5.67,74.91,76.30,66.56,66.47,54.48,30.67,30.56,30.55,41.83,41.85,110.26,110.22,203.20
20.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,14.92,142.31,5.13,2.82,143.87,112.36,132.71,29.00,22.19,217.87,15.15,1.97,6.88,78.62,6.39,9.98,95.45,3.45,19.77,228.46,228.19,67.50,67.10,67.88,20.62,0.00,197.14,184.23,5.67,74.91,76.30,48.81,48.76,54.48,30.67,30.56,30.55,41.83,41.85,110.26,110.22,203.20
21.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,14.92,142.31,5.13,2.82,154.04,112.36,132.71,29.00,25.83,217.87,15.15,1.97,6.88,84.17,6.39,9.98,95.45,3.45,19.77,228.46,228.19,67.50,67.10,67.88,20.62,0.00,197.14,184.23,5.67,74.91,76.30,48.99,48.94,54.48,30.67,30.56,30.55,41.83,41.85,110.26,110.22,203.20
22.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,24.50,14.92,142.31,5.13,2.82,158.03,112.36,132.71,29.00,22.36,217.87,15.15,1.97,6.88,86.36,6.39,9.98,95.45,3.45,19.77,228.46,228.19,67.50,67.10,67.88,67.33,0.00,197.14,184.23,5.67,74.91,76.30,45.27,45.23,54.48,30.67,30.56,30.55,41.83,41.85,110.26,110.22,203.20
