"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,77.03,5.13,2.82,163.91,112.36,132.71,22.03,35.37,210.00,14.16,1.97,6.88,87.69,6.39,9.98,83.10,3.45,19.22,0.00,0.00,38.35,60.48,38.35,0.00,0.00,0.00,184.23,0.00,74.91,76.30,49.14,43.31,60.24,30.67,30.56,30.55,44.46,44.48,58.01,58.00,203.20,12.30,20.25
2.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,80.88,5.13,2.82,163.91,112.36,132.71,22.03,35.37,210.00,14.16,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,0.00,0.00,28.15,56.63,40.76,28.15,0.00,0.00,184.23,0.00,74.91,76.30,42.98,39.25,60.24,30.67,30.56,30.55,44.17,44.19,74.68,74.66,203.20,12.30,20.25
3.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,78.95,5.13,2.82,163.91,112.36,132.71,22.03,35.37,210.00,14.16,1.97,6.88,87.69,6.39,9.98,4.64,3.45,0.00,0.00,0.00,58.83,58.46,29.68,29.68,0.00,0.00,184.23,0.00,74.91,76.30,55.48,47.52,60.24,30.67,30.56,30.55,45.51,45.53,100.68,100.64,203.20,12.30,20.25
4.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,78.95,5.13,2.82,163.91,112.36,132.71,22.03,35.37,100.00,14.16,1.97,6.88,87.69,6.39,9.98,83.87,3.45,19.40,0.00,0.00,63.02,0.00,41.21,41.21,0.00,0.00,184.23,0.00,74.91,76.30,49.24,43.32,60.24,30.67,30.56,30.55,45.36,45.38,70.50,70.48,203.20,12.30,20.25
5.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,78.95,5.13,2.82,163.91,112.36,132.71,22.03,35.37,100.00,14.16,1.97,6.88,87.69,6.39,9.98,68.26,3.45,15.79,0.00,0.00,27.72,0.00,51.96,27.72,0.00,0.00,184.23,0.00,74.91,76.30,49.21,43.23,60.24,30.67,30.56,30.55,45.36,45.38,0.00,97.95,203.20,12.30,20.25
6.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,78.95,5.13,2.82,163.91,112.36,132.71,22.03,35.37,210.00,14.16,1.97,6.88,87.69,6.39,9.98,69.46,3.45,16.07,0.00,0.00,53.61,0.00,53.90,20.62,0.00,0.00,0.00,0.00,74.91,76.30,46.67,40.37,60.24,30.67,30.56,30.55,45.21,45.24,0.00,0.00,203.20,12.30,20.25
7.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,78.95,5.13,2.82,163.91,112.36,132.71,22.03,35.37,210.00,14.16,1.97,6.88,87.69,6.39,9.98,66.48,3.45,15.38,0.00,0.00,32.55,0.00,32.55,58.23,0.00,0.00,0.00,0.00,74.91,76.30,44.27,40.08,60.24,30.67,30.56,30.55,45.36,45.38,51.83,51.82,203.20,12.30,20.25
8.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,78.95,5.13,2.82,163.91,112.36,132.71,22.03,35.37,210.00,14.16,1.97,6.88,87.69,6.39,9.98,68.94,3.45,15.95,0.00,0.00,28.55,0.00,28.55,50.29,0.00,0.00,0.00,0.00,74.91,76.30,49.19,43.26,60.24,30.67,30.56,30.55,45.50,45.53,58.57,58.56,203.20,12.30,20.25
9.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,78.95,5.13,2.82,163.91,112.36,132.71,22.03,35.37,210.00,14.16,1.97,6.88,87.69,6.39,9.98,4.64,3.45,0.00,228.46,0.00,63.68,0.00,38.05,38.05,0.00,0.00,0.00,0.00,74.91,76.30,43.17,39.28,60.24,30.67,30.56,30.55,44.31,44.34,70.04,70.02,203.20,0.00,20.25
10.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,64.28,5.13,2.82,163.91,112.36,132.71,22.03,20.40,210.00,14.16,1.97,6.88,87.69,6.39,9.98,46.00,3.45,10.64,228.46,0.00,23.08,37.58,23.65,23.08,0.00,0.00,184.23,0.00,74.91,76.30,49.14,43.31,60.24,30.67,30.56,30.55,44.17,44.19,32.44,32.44,203.20,0.00,20.25
11.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,70.51,5.13,2.82,163.91,112.36,132.71,22.03,35.37,210.00,14.16,1.97,6.88,87.69,6.39,9.98,73.63,3.45,17.03,228.46,0.00,22.08,61.68,58.37,22.08,0.00,0.00,184.23,0.00,74.91,76.30,59.19,25.00,60.24,30.67,30.56,30.55,45.36,45.38,79.89,79.86,203.20,0.00,20.25
12.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,63.50,5.13,2.82,163.91,112.36,132.71,22.03,35.37,210.00,14.16,1.97,6.88,87.69,6.39,9.98,71.31,3.45,16.50,228.46,0.00,21.93,31.74,31.80,21.93,141.21,0.00,141.25,0.00,74.91,76.30,26.44,66.00,60.24,30.67,30.56,30.55,45.36,45.38,85.36,85.32,203.20,0.00,20.25
13.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,58.26,5.13,2.82,163.91,112.36,132.71,22.03,35.37,210.00,14.16,1.97,6.88,87.69,6.39,9.98,68.98,3.45,15.96,228.46,0.00,22.08,61.86,58.34,22.08,133.39,0.00,133.43,0.00,74.91,76.30,57.68,25.00,60.24,30.67,30.56,30.55,45.36,45.38,78.77,78.74,203.20,0.00,20.25
14.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,61.15,5.13,2.82,163.91,112.36,132.71,22.03,35.37,210.00,14.16,1.97,6.88,87.69,6.39,9.98,71.86,3.45,16.62,228.46,0.00,22.14,63.15,61.95,22.14,136.74,0.00,136.78,0.00,74.91,76.30,20.62,66.00,60.24,30.67,30.56,30.55,45.50,45.53,88.23,88.20,203.20,0.00,20.25
15.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,57.52,5.13,2.82,163.91,112.36,132.71,22.03,35.37,210.00,14.16,1.97,6.88,87.69,6.39,9.98,73.33,3.45,16.96,228.46,0.00,22.18,62.57,64.51,22.18,133.59,0.00,133.63,0.00,74.91,76.30,61.19,25.00,60.24,30.67,30.56,30.55,45.36,45.38,83.54,83.51,203.20,0.00,20.25
16.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,57.08,5.13,2.82,163.91,112.36,132.71,22.03,35.37,210.00,14.16,1.97,6.88,87.69,6.39,9.98,76.30,3.45,17.65,228.46,0.00,21.75,24.31,39.58,21.75,134.34,0.00,134.38,0.00,74.91,76.30,27.92,66.00,60.24,30.67,30.56,30.55,45.36,45.38,90.71,90.67,203.20,0.00,20.25
17.00,48.41,29.95,67.13,635.03,206.59,7.75,8.13,110.37,18.79,3.75,35.92,14.92,54.59,5.13,2.82,163.91,112.36,132.71,22.03,26.94,210.00,14.16,1.97,6.88,87.69,6.39,9.98,63.99,3.45,14.80,228.46,0.00,22.06,56.01,61.95,22.06,94.60,0.00,94.60,0.00,74.91,76.30,53.83,25.00,60.24,30.67,30.56,30.55,45.36,45.38,44.34,44.34,203.20,0.00,20.25
