"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,17.41,0.00,13.53,1.40,3.70,4.00,10.00,1.00,0.00,3.50,15.46,1.51,0.00,3.10,7.00,26.55,62.20,1.38,3.20,7.10,2.50,20.00,10.00,5.00,7.00,2.80,0.00,30.27,63.30,0.00,18.95,3.30,10.89,0.00,13.53,0.00,0.60,2.80,3.00,3.20,1.15,114.35,5.00,16.00,1.70,9.80,0.00,3.50,2.30,15.90,12.89,9.50,0.12,0.37,51.87,75.59,6.10,6.15,0.00,87.04,160.49,0.00,1.73,9.88,0.00,6.00,0.00,0.00,0.06,0.00,0.00,0.89
2.00,0.00,17.39,0.00,13.53,1.40,3.70,4.00,10.00,1.00,0.00,3.50,15.46,1.41,0.00,3.10,7.00,25.60,61.25,2.83,3.20,15.46,2.50,20.00,10.00,5.00,7.00,2.80,0.00,29.87,64.11,0.00,18.95,3.30,10.89,0.00,13.53,0.00,0.60,2.80,3.00,3.20,2.30,111.35,5.00,16.00,1.70,9.80,0.00,3.50,2.30,15.59,12.64,9.50,0.06,0.37,49.41,75.66,6.55,6.39,0.00,86.34,153.74,0.00,1.76,6.86,0.00,6.00,0.00,0.00,0.03,0.00,0.00,0.86
3.00,0.00,17.23,0.00,13.53,1.40,3.70,4.00,10.00,1.00,0.00,3.50,15.46,1.31,0.00,3.10,7.00,24.60,58.88,7.56,3.20,15.46,2.50,20.00,10.00,5.00,7.00,2.80,0.00,28.97,64.97,0.00,18.95,3.30,10.89,0.00,13.53,0.00,0.60,2.80,3.00,3.20,2.30,108.22,5.00,16.00,1.70,9.80,0.00,3.50,2.30,15.52,12.75,9.50,0.00,0.37,50.62,76.61,7.02,6.64,0.00,85.61,138.07,0.00,1.80,6.41,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.18
4.00,0.00,16.91,0.00,13.53,1.40,3.70,4.00,10.00,1.00,0.00,3.50,15.46,1.22,0.00,3.10,7.00,23.64,55.51,7.91,3.20,15.46,2.50,20.00,10.00,5.00,7.00,2.80,0.00,27.73,65.78,0.00,18.95,3.30,10.89,0.00,13.53,0.00,0.60,2.80,3.00,3.20,2.30,105.23,5.00,16.00,1.70,9.80,0.00,3.50,2.30,15.03,12.60,9.50,0.00,0.37,52.57,78.17,7.47,6.88,0.00,84.91,119.42,0.00,1.82,5.96,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
5.00,0.00,15.86,0.00,13.53,1.40,3.70,4.00,10.00,1.00,0.00,3.50,15.46,1.13,0.00,3.10,7.00,22.84,51.53,7.97,3.20,15.46,2.50,20.00,10.00,5.00,7.00,2.80,0.00,26.27,66.45,0.00,18.95,3.30,10.88,0.00,13.53,0.00,0.60,2.80,3.00,3.20,2.30,102.64,5.00,16.00,1.70,9.80,0.00,3.50,2.30,14.91,12.48,9.50,0.00,0.37,54.98,80.11,7.84,7.08,0.00,84.30,103.75,0.00,1.85,5.52,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
6.00,0.00,16.52,0.00,13.53,1.40,3.70,4.00,10.00,1.00,0.00,3.50,15.46,1.04,0.00,3.10,7.00,22.27,47.35,7.97,3.20,15.46,2.50,20.00,10.00,5.00,7.00,2.80,0.00,24.75,66.90,0.00,18.95,3.30,10.88,0.00,13.53,0.00,0.60,2.80,3.00,3.20,2.30,100.72,5.00,16.00,1.70,9.80,0.00,3.50,2.30,15.00,12.55,9.50,0.00,0.37,57.53,82.17,8.08,7.22,0.00,83.82,100.97,0.00,1.87,5.07,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
7.00,0.00,16.51,0.00,13.53,1.40,3.70,4.00,10.00,1.00,0.00,3.50,15.46,0.95,0.00,3.10,7.00,21.95,43.38,7.96,3.20,15.46,2.50,20.00,10.00,5.00,7.00,2.80,0.00,23.29,66.25,0.00,18.95,3.30,10.87,0.00,13.53,0.00,0.60,2.80,3.00,3.20,2.30,98.11,5.00,16.00,1.70,9.80,0.00,3.50,2.30,14.70,12.30,9.50,0.00,0.37,59.94,84.11,7.67,7.01,0.00,82.14,94.33,0.00,1.88,4.62,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
8.00,0.00,16.54,0.00,13.53,1.40,3.70,4.00,10.00,1.00,0.00,3.50,15.46,0.85,0.00,3.10,7.00,21.19,40.01,7.95,3.20,15.46,2.50,20.00,10.00,5.00,7.00,2.80,0.00,22.04,64.69,0.00,18.95,3.30,10.86,0.00,13.53,0.00,0.60,2.80,3.00,3.20,2.30,91.88,5.00,16.00,1.70,9.80,0.00,3.50,2.30,14.64,12.15,9.50,0.00,0.37,61.90,85.67,6.70,6.50,0.00,78.15,86.41,0.00,1.87,4.17,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
9.00,0.00,17.07,0.00,13.53,1.40,3.70,4.00,10.00,1.00,0.00,3.50,15.46,0.76,0.00,3.10,7.00,20.28,37.64,7.93,3.20,15.46,2.50,20.00,10.00,5.00,7.00,2.80,0.00,21.15,62.82,0.00,18.95,3.30,10.86,0.00,13.53,0.00,0.60,2.80,3.00,3.20,2.30,84.44,5.00,16.00,1.70,9.80,0.00,3.50,2.30,14.87,12.37,9.50,0.00,0.37,63.10,86.62,5.54,5.90,0.00,73.38,79.78,0.00,1.86,3.73,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
10.00,0.00,17.71,0.00,13.53,1.40,3.70,4.00,10.00,1.00,0.00,3.50,15.46,0.67,0.00,0.00,7.00,19.52,36.54,7.89,3.20,15.46,2.50,20.00,10.00,5.00,7.00,2.80,0.00,20.12,61.26,0.00,18.95,3.30,10.85,0.00,13.53,0.00,0.60,2.80,3.00,3.20,2.30,78.21,5.00,16.00,1.70,9.80,0.00,3.50,2.30,14.55,12.28,9.50,0.00,0.37,59.25,82.81,4.57,5.40,0.00,69.38,77.00,0.00,1.84,3.28,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00
