"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,64.18,30.10,65.62,646.80,211.44,8.59,8.62,90.28,19.29,3.55,29.21,9.98,143.00,8.91,3.85,2.11,164.71,112.91,88.51,44.28,47.27,244.03,31.00,3.08,6.88,87.66,114.91,6.39,9.98,66.26,10.17,15.40,229.57,229.31,38.67,38.64,38.70,22.57,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,78.22,68.22,110.50,110.76
2.00,60.93,29.53,62.29,646.80,211.44,8.59,8.62,95.81,19.29,3.55,29.21,9.98,108.10,8.91,3.85,2.11,164.71,112.91,95.21,44.28,47.27,244.03,31.00,3.08,6.88,87.66,65.94,6.39,9.98,66.26,10.17,15.40,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,78.22,68.22,110.50,110.76
3.00,57.70,28.19,59.00,646.80,211.44,8.59,8.62,95.79,19.29,3.55,29.21,9.98,105.10,8.91,3.85,2.11,164.71,112.91,95.18,44.28,47.27,244.03,31.00,3.08,6.88,87.66,49.87,6.39,9.98,62.02,10.17,14.42,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,76.09,64.93,110.50,110.76
4.00,56.31,27.61,57.57,646.80,211.44,8.59,8.62,95.99,19.29,3.55,29.21,9.98,102.41,8.91,3.85,2.11,164.71,112.91,95.42,44.28,47.27,244.03,31.00,3.08,6.88,87.66,43.55,6.39,9.98,59.46,10.17,13.82,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,73.70,61.64,110.50,110.76
5.00,58.47,28.51,59.78,646.80,211.44,8.59,8.62,97.63,19.29,3.55,29.21,9.98,105.89,8.91,3.85,2.11,164.71,112.91,97.41,44.28,47.27,244.03,31.00,3.08,6.88,87.66,109.33,6.39,9.98,69.46,10.17,16.14,229.57,229.31,0.00,0.00,0.00,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,79.20,69.82,110.50,110.76
6.00,57.75,28.21,59.04,646.80,211.44,8.59,8.62,97.37,19.29,3.55,29.21,9.98,104.29,8.91,3.85,2.11,164.71,112.91,97.09,44.28,47.27,244.03,31.00,3.08,6.88,87.66,107.38,6.39,9.98,67.76,10.17,15.75,229.57,229.31,0.00,0.00,0.00,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,78.86,69.26,110.50,110.76
7.00,58.19,28.39,59.49,646.80,211.44,8.59,8.62,96.89,19.29,3.55,29.21,9.98,105.11,8.91,3.85,2.11,164.71,112.91,96.51,44.28,47.27,244.03,31.00,3.08,6.88,87.66,105.21,6.39,9.98,68.85,10.17,16.00,229.57,229.31,0.00,0.00,0.00,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,78.95,69.41,110.50,110.76
8.00,58.83,28.66,60.15,646.80,211.44,8.59,8.62,97.23,19.29,3.55,29.21,9.98,107.21,8.91,3.85,2.11,164.71,112.91,96.92,44.28,47.27,244.03,31.00,3.08,6.88,87.66,101.98,6.39,9.98,62.47,10.17,14.52,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,77.45,66.99,110.50,110.76
9.00,58.97,28.72,60.29,646.80,211.44,8.59,8.62,97.02,19.29,3.55,29.21,9.98,110.08,8.91,3.85,2.11,164.71,112.91,96.67,44.28,47.27,244.03,31.00,3.08,6.88,87.66,105.01,6.39,9.98,63.79,10.17,14.83,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,78.58,68.79,110.50,110.76
10.00,59.06,28.76,60.38,646.80,211.44,8.59,8.62,96.84,19.29,3.55,29.21,9.98,110.88,8.91,3.85,2.11,164.71,112.91,96.45,44.28,47.27,244.03,31.00,3.08,6.88,87.66,102.80,6.39,9.98,64.46,10.17,14.98,229.57,229.31,0.00,0.00,68.21,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,78.75,69.08,110.50,110.76
11.00,62.28,30.10,63.68,646.80,211.44,8.59,8.62,94.97,19.29,3.55,29.21,9.98,113.77,8.91,3.85,2.11,164.71,112.91,94.19,44.28,47.27,244.03,31.00,3.08,6.88,87.66,113.63,6.39,9.98,78.11,10.17,18.15,229.57,229.31,0.00,0.00,0.00,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,81.91,74.57,110.50,110.76
12.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,101.67,19.29,3.55,29.21,9.98,73.53,7.82,3.85,2.11,164.71,112.91,102.30,44.28,47.27,244.03,31.00,3.08,6.88,87.66,78.70,6.39,9.98,66.26,10.17,15.40,229.57,229.31,0.00,58.17,58.79,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,78.22,68.22,110.50,110.76
13.00,77.28,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,15.38,6.55,3.85,2.11,164.71,112.91,113.49,44.28,0.00,244.03,31.00,3.08,6.88,87.66,16.41,6.39,9.98,4.80,10.17,3.80,229.57,229.31,0.00,59.70,60.43,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,0.00,20.51,110.50,110.76
14.00,65.98,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,15.38,6.55,3.85,2.11,164.71,112.91,113.49,44.28,0.00,244.03,31.00,3.08,6.88,87.66,16.41,6.39,9.98,4.80,10.17,3.80,229.57,229.30,0.00,21.78,21.78,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,0.00,20.51,110.50,110.76
15.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,15.38,7.74,3.85,2.11,164.71,112.91,116.22,44.28,0.00,244.03,31.00,3.08,6.88,87.66,16.41,6.39,9.98,4.80,10.17,3.80,229.57,229.31,0.00,35.75,35.86,35.78,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,0.00,84.00,110.50,110.76
16.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,34.47,7.74,3.85,2.11,164.71,112.91,133.36,44.28,47.27,244.03,31.00,3.08,6.88,87.66,16.41,6.39,9.98,4.80,10.17,3.80,229.57,229.31,26.85,26.84,26.86,26.85,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,87.54,84.00,110.50,110.76
17.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,74.59,7.74,3.85,2.11,164.71,112.91,133.36,44.28,47.27,244.03,31.00,3.08,6.88,87.66,82.52,6.39,9.98,4.80,10.17,3.80,229.57,229.31,46.38,46.18,46.56,46.29,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,87.54,84.00,110.50,110.76
18.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,90.95,7.74,3.85,2.11,164.71,112.91,133.36,44.28,47.27,244.03,31.00,3.08,6.88,87.66,101.77,6.39,9.98,4.80,10.17,3.80,229.57,229.31,60.94,60.55,61.30,60.77,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,87.54,84.00,110.50,110.76
19.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,89.82,7.74,3.85,2.11,164.71,112.91,133.36,44.28,47.27,244.03,31.00,3.08,6.88,87.66,104.89,6.39,9.98,4.80,10.17,3.80,229.57,229.31,55.89,55.55,56.20,55.74,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,87.54,84.00,110.50,110.76
20.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,103.08,7.74,3.85,2.11,164.71,112.91,133.36,44.28,47.27,244.03,31.00,3.08,6.88,87.66,114.91,6.39,9.98,4.80,10.17,3.80,229.57,229.31,65.46,65.05,65.83,65.28,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,87.54,84.00,110.50,110.76
21.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,113.99,7.74,3.85,2.11,164.71,112.91,133.36,44.28,47.27,244.03,31.00,3.08,6.88,87.66,114.91,6.39,9.98,4.80,10.17,3.80,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,87.54,84.00,110.50,110.76
22.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,92.88,7.74,3.85,2.11,164.71,112.91,133.36,44.28,47.27,244.03,31.00,3.08,6.88,87.66,110.11,6.39,9.98,4.80,10.17,3.80,229.57,229.31,67.66,67.25,68.04,67.48,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,87.54,84.00,110.50,110.76
23.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,70.63,7.74,3.85,2.11,164.71,112.91,133.36,44.28,47.27,244.03,31.00,3.08,6.88,87.66,105.50,6.39,9.98,4.80,10.17,3.80,229.57,229.31,56.88,56.53,57.20,56.73,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,87.54,84.00,110.50,110.76
24.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,133.95,7.74,3.85,2.11,164.71,112.91,127.25,44.28,47.27,244.03,31.00,3.08,6.88,87.66,114.91,6.39,9.98,4.80,10.17,3.80,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,87.54,84.00,110.50,110.76
25.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,72.74,7.74,3.85,2.11,164.71,112.91,133.36,44.28,47.27,244.03,31.00,3.08,6.88,87.66,76.60,6.39,9.98,4.80,10.17,3.80,229.57,229.31,55.39,55.05,55.69,55.24,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,87.54,84.00,110.50,110.76
26.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,62.17,7.74,3.85,2.11,164.71,112.91,133.36,44.28,47.27,244.03,31.00,3.08,6.88,87.66,52.62,6.39,9.98,4.80,10.17,3.80,229.57,229.31,40.37,40.27,40.47,40.33,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,87.54,84.00,110.50,110.76
27.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,43.61,7.74,3.85,2.11,164.71,112.91,113.49,44.28,6.15,244.03,31.00,3.08,6.88,87.66,113.38,6.39,9.98,4.80,10.17,3.80,229.57,229.31,33.77,33.72,33.80,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,77.77,67.49,110.50,110.76
28.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,59.57,7.74,3.85,2.11,164.71,112.91,113.49,44.28,6.15,244.03,31.00,3.08,6.88,87.66,101.52,6.39,9.98,4.80,10.17,3.80,229.57,229.31,55.50,0.00,55.81,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,77.15,66.53,110.50,110.76
29.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,43.04,7.74,3.85,2.11,164.71,112.91,124.71,44.28,47.27,244.03,31.00,3.08,6.88,87.66,72.78,6.39,9.98,4.80,10.17,3.80,229.57,229.31,27.37,0.00,27.38,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,84.42,79.15,110.50,110.76
30.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,44.68,7.74,3.85,2.11,164.71,112.91,126.75,44.28,47.27,244.03,31.00,3.08,6.88,87.66,72.15,6.39,9.98,4.80,10.17,3.80,229.57,229.31,20.70,0.00,20.70,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,82.31,75.29,110.50,110.76
31.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,47.26,7.74,3.85,2.11,164.71,112.91,127.10,44.28,47.27,244.03,31.00,3.08,6.88,87.66,73.61,6.39,9.98,4.80,10.17,3.80,229.57,229.31,20.51,0.00,20.51,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,81.76,74.30,110.50,110.76
32.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,38.78,7.74,3.85,2.11,164.71,112.91,129.06,44.28,40.63,244.03,31.00,3.08,6.88,87.66,61.17,6.39,9.98,4.80,10.17,3.80,229.57,229.31,20.51,0.00,20.51,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,79.82,70.88,110.50,110.76
33.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,15.38,7.74,3.85,2.11,164.71,112.91,113.49,44.28,6.15,244.03,31.00,3.08,6.88,87.66,16.41,6.39,9.98,92.93,10.17,19.87,229.57,229.31,20.51,0.00,20.51,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,52.33,43.73,110.80,110.76
34.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,15.38,7.74,3.85,2.11,164.71,112.91,113.49,44.28,6.15,244.03,31.00,3.08,6.88,87.66,16.41,6.39,9.98,93.52,10.17,19.87,229.57,229.31,20.51,0.00,20.51,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,80.00,0.00,110.80,110.76
35.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,15.38,8.91,3.85,2.11,164.71,112.91,113.49,44.28,6.15,244.03,31.00,3.08,6.88,87.66,16.41,6.39,9.98,94.20,10.17,19.87,229.57,229.31,20.51,0.00,20.51,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,40.05,35.98,110.80,110.76
36.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,36.26,8.91,3.85,2.11,164.71,112.91,113.49,44.28,6.15,244.03,31.00,3.08,6.88,87.66,16.41,6.39,9.98,95.92,10.17,19.87,229.57,229.31,20.51,0.00,20.51,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,37.05,33.97,110.80,110.76
37.00,78.57,30.10,67.46,646.80,211.44,8.59,8.62,110.91,19.29,3.55,29.21,9.98,78.35,8.91,3.85,2.11,164.71,112.91,119.33,44.28,6.15,244.03,31.00,3.08,6.88,87.66,31.54,6.39,9.98,95.92,10.17,19.87,229.57,229.31,20.51,0.00,20.51,0.00,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,53.77,30.82,30.70,30.70,82.46,75.57,110.80,110.76
