"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,68.32,29.95,67.13,635.88,206.86,7.98,8.37,87.34,16.68,0.37,0.00,14.92,80.18,5.13,2.82,116.04,70.94,72.98,0.00,10.85,70.28,0.00,1.97,6.88,63.41,0.00,6.39,0.00,75.57,3.45,17.48,0.00,0.00,44.02,27.72,60.60,44.02,103.25,109.41,75.55,0.00,0.00,75.00,46.03,36.15,30.00,0.00,0.00,0.00,59.40,0.00,76.17,0.00,118.03
2.00,63.47,29.95,67.13,635.88,206.86,7.98,8.37,84.01,16.68,0.37,0.00,14.92,80.18,5.13,2.82,116.04,69.38,68.93,0.00,10.85,70.28,0.00,1.97,6.88,63.41,0.00,6.39,0.00,66.40,3.45,15.36,0.00,0.00,37.17,0.00,59.70,37.17,87.00,93.01,73.63,0.00,0.00,70.74,45.42,29.29,30.00,0.00,0.00,0.00,55.20,0.00,80.37,0.00,114.77
3.00,59.25,29.95,67.13,635.88,206.86,7.98,8.37,80.98,16.68,0.37,0.00,14.92,80.18,5.13,2.82,116.04,67.95,65.24,0.00,10.85,70.28,0.00,1.97,6.88,63.41,0.00,6.39,0.00,55.73,3.45,12.89,0.00,0.00,26.80,0.00,60.18,59.70,70.19,76.50,67.53,0.00,0.00,67.01,59.22,0.00,30.00,0.00,0.00,0.00,25.00,0.00,109.79,0.00,112.28
4.00,61.15,29.95,67.13,635.88,206.86,7.98,8.37,79.03,16.68,0.37,0.00,14.92,79.12,5.13,2.82,116.04,66.75,62.88,0.00,10.85,70.28,0.00,1.97,6.88,63.41,0.00,6.39,0.00,4.64,3.45,0.00,0.00,0.00,46.98,0.00,47.09,46.93,68.80,75.13,67.41,0.00,0.00,67.01,59.22,0.00,30.00,0.00,0.00,0.00,25.00,0.00,109.79,0.00,109.68
5.00,66.25,29.95,67.13,635.88,206.86,7.98,8.37,71.37,16.68,0.37,0.00,14.92,72.74,5.13,2.82,116.04,65.92,53.56,0.00,12.00,70.28,0.00,1.97,6.88,63.41,0.00,6.39,0.00,29.86,3.45,6.91,0.00,0.00,62.95,0.00,0.00,62.78,87.58,0.00,66.49,0.00,0.00,67.01,46.86,31.94,30.00,0.00,0.00,0.00,43.84,0.00,91.73,0.00,107.38
6.00,67.83,29.95,67.13,635.88,206.86,7.98,8.37,71.22,16.68,0.37,0.00,14.92,75.10,5.13,2.82,116.04,65.81,53.37,0.00,12.00,70.28,0.00,1.97,6.88,63.41,0.00,6.39,0.00,0.00,3.45,0.00,0.00,0.00,60.59,0.00,0.00,60.43,100.75,0.00,66.49,0.00,0.00,67.01,45.42,37.40,30.00,0.00,0.00,0.00,55.33,0.00,80.24,0.00,108.47
7.00,68.35,29.95,67.13,635.88,206.86,7.98,8.37,72.78,16.68,0.37,0.00,14.92,74.19,5.13,2.82,116.04,65.57,55.27,0.00,10.85,70.28,0.00,1.97,6.88,63.41,0.00,6.39,0.00,0.00,3.45,0.00,0.00,0.00,59.80,0.00,0.00,59.64,94.66,0.00,68.93,0.00,0.00,67.01,45.78,36.06,30.00,0.00,0.00,0.00,25.00,0.00,109.79,0.00,107.90
8.00,70.36,29.95,67.13,635.88,206.86,7.98,8.37,72.15,16.68,0.37,0.00,14.92,76.22,5.13,2.82,116.04,65.88,54.50,0.00,10.85,70.28,0.00,1.97,6.88,63.41,0.00,6.39,0.00,0.00,3.45,0.00,0.00,0.00,67.50,0.00,0.00,45.92,107.01,0.00,66.50,0.00,0.00,67.01,48.58,35.41,30.00,0.00,0.00,0.00,44.86,0.00,90.71,0.00,109.20
9.00,68.30,29.95,67.13,635.88,206.86,7.98,8.37,75.16,16.68,0.37,0.00,14.92,81.82,5.13,2.82,116.04,66.57,58.16,0.00,10.85,70.28,0.00,1.97,6.88,63.41,0.00,6.39,0.00,0.00,3.45,0.00,0.00,0.00,59.87,0.00,0.00,59.71,127.39,0.00,69.06,0.00,0.00,67.01,45.83,36.32,30.00,0.00,0.00,0.00,25.00,0.00,109.79,0.00,111.61
10.00,66.03,29.95,67.13,635.88,206.86,7.98,8.37,75.38,16.68,0.37,0.00,14.92,83.44,5.13,2.82,116.04,67.06,58.43,0.00,10.85,70.28,0.00,1.97,6.88,63.41,0.00,6.39,0.00,41.87,3.45,9.69,0.00,0.00,63.29,0.00,0.00,63.11,118.24,0.00,69.04,0.00,0.00,67.01,44.78,31.59,30.00,0.00,0.00,0.00,25.00,0.00,109.79,0.00,112.17
11.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,83.13,16.68,0.37,0.00,14.92,84.60,5.13,2.82,116.04,67.20,67.87,0.00,10.85,70.28,0.00,1.97,6.88,63.41,0.00,6.39,0.00,50.75,3.45,11.74,0.00,0.00,53.75,0.00,0.00,53.64,170.98,0.00,66.50,0.00,0.00,67.01,46.51,45.94,30.00,0.00,0.00,0.00,35.45,0.00,106.13,0.00,112.19
12.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,86.30,16.68,0.37,0.00,14.92,94.42,5.13,2.82,116.04,65.08,71.72,0.00,10.85,70.28,0.00,1.97,6.88,63.41,0.00,6.39,0.00,63.95,3.45,14.79,0.00,0.00,64.14,0.00,0.00,34.55,179.78,0.00,80.58,0.00,0.00,75.00,47.42,45.03,30.00,0.00,0.00,0.00,62.03,0.00,88.24,0.00,107.40
13.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,91.44,16.68,0.37,0.00,14.92,80.18,5.13,2.82,116.04,62.48,77.98,0.00,12.00,70.28,0.00,1.97,6.88,63.41,0.00,0.00,0.00,69.83,3.45,16.15,0.00,0.00,20.62,0.00,57.23,38.25,156.85,0.00,80.04,0.00,0.00,0.00,48.11,48.00,30.00,0.00,0.00,0.00,84.00,0.00,101.45,0.00,85.10
14.00,63.09,29.95,67.13,635.88,206.86,7.98,8.37,87.41,16.68,0.37,0.00,14.92,80.18,5.13,2.82,116.04,51.39,73.07,0.00,12.00,70.28,0.00,1.97,6.88,63.41,0.00,0.00,9.00,53.66,3.45,12.41,0.00,0.00,0.00,0.00,67.87,67.32,0.00,0.00,66.50,0.00,0.00,0.00,43.16,26.91,30.00,0.00,0.00,0.00,62.90,0.00,84.01,0.00,37.40
15.00,63.31,29.95,67.13,635.88,206.86,7.98,8.37,85.85,16.68,0.37,0.00,14.92,51.89,5.13,2.82,116.04,47.89,71.17,0.00,12.00,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,41.71,3.45,9.65,0.00,0.00,0.00,0.00,67.54,66.99,0.00,0.00,66.50,0.00,0.00,0.00,41.36,23.34,30.00,0.00,0.00,0.00,69.78,0.00,77.13,0.00,18.33
16.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,91.48,5.13,2.82,116.04,53.72,84.60,0.00,12.00,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.98,51.66,3.45,11.95,0.00,0.00,0.00,0.00,67.88,29.03,0.00,0.00,74.53,0.00,0.00,0.00,46.51,45.94,30.00,0.00,0.00,0.00,73.75,0.00,110.26,0.00,31.42
17.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,68.09,5.13,2.82,116.04,51.83,84.60,0.00,33.00,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,75.09,3.45,17.37,0.00,0.00,0.00,56.61,30.63,30.63,95.82,0.00,70.05,1.96,0.00,0.00,48.04,49.21,30.00,19.70,0.00,0.00,85.00,0.00,78.04,0.00,23.06
18.00,63.09,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,55.55,5.13,2.82,116.04,52.81,84.60,0.00,25.72,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.98,48.85,3.45,11.30,0.00,0.00,0.00,0.00,67.88,67.33,125.34,0.00,66.49,1.06,0.00,0.00,41.11,23.00,30.00,0.00,0.00,0.00,85.00,0.00,48.55,0.00,18.35
19.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,77.51,5.13,2.82,116.04,58.13,84.60,0.00,32.07,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,85.48,3.45,19.77,0.00,0.00,0.00,0.00,66.91,40.49,92.28,98.26,67.99,1.97,0.00,0.00,47.11,45.33,30.00,0.00,20.00,0.00,85.00,0.00,68.84,0.00,26.32
20.00,63.09,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,81.08,5.13,2.82,116.04,60.19,84.60,0.00,30.76,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,85.48,3.45,19.77,0.00,0.00,0.00,0.00,67.88,67.33,121.09,128.47,67.92,2.62,0.00,0.00,43.09,26.67,30.00,0.00,29.88,0.00,85.00,0.00,43.53,0.00,28.16
21.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,93.71,5.13,2.82,116.04,65.18,84.60,0.00,33.00,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,85.48,3.45,19.77,0.00,0.00,0.00,0.00,67.88,28.72,154.54,166.10,66.50,1.35,0.00,0.00,46.95,49.47,30.00,0.00,10.40,0.00,85.00,0.00,86.82,0.00,32.24
22.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,60.24,5.13,2.82,116.04,62.28,84.60,0.00,33.00,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,85.48,3.45,19.77,0.00,0.00,35.26,0.00,49.63,20.62,115.45,122.32,76.34,1.69,0.00,0.00,46.89,40.75,30.00,0.00,15.59,0.00,85.00,0.00,90.42,0.00,19.91
23.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,56.54,5.13,2.82,116.04,61.31,84.60,0.00,31.95,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,85.48,3.45,19.77,0.00,0.00,0.00,0.00,49.62,49.38,125.72,133.61,66.50,1.71,0.00,0.00,46.20,46.25,30.00,0.00,15.87,0.00,85.00,0.00,66.00,0.00,18.58
24.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,59.98,5.13,2.82,116.04,59.63,84.60,0.00,33.00,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,85.48,3.45,19.77,0.00,0.00,0.00,0.00,64.51,63.97,184.17,0.00,100.12,1.46,0.00,0.00,47.04,50.21,30.00,0.00,12.09,0.00,85.00,0.00,32.41,0.00,19.95
25.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,31.66,5.13,2.82,116.04,54.25,84.60,0.00,29.61,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,85.48,3.45,19.77,0.00,0.00,20.62,0.00,66.16,20.62,90.25,0.00,81.35,1.46,0.00,0.00,46.97,40.67,30.00,0.00,12.09,0.00,85.00,0.00,77.48,0.00,18.33
26.00,63.03,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,39.37,5.13,2.82,116.04,53.23,84.60,0.00,10.85,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,59.56,3.45,13.78,0.00,0.00,67.50,0.00,67.88,0.00,107.55,0.00,71.31,1.46,0.00,0.00,44.20,29.38,30.00,0.00,12.09,0.00,56.29,0.00,76.19,0.00,18.33
27.00,63.04,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,31.92,5.13,2.82,116.04,48.80,84.60,0.00,10.85,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,51.34,3.45,11.88,0.00,0.00,67.49,0.00,67.86,0.00,71.03,0.00,68.99,1.46,0.00,0.00,41.37,23.33,30.00,0.00,12.09,0.00,25.00,0.00,106.70,0.00,18.33
28.00,63.03,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,37.50,5.13,2.82,116.04,50.87,84.60,0.00,10.85,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,51.55,3.45,11.92,0.00,0.00,67.50,0.00,67.87,0.00,79.05,0.00,70.51,1.46,0.00,0.00,42.61,25.47,30.00,0.00,12.09,0.00,58.47,0.00,74.01,0.00,18.33
29.00,63.03,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,65.24,5.13,2.82,116.04,57.80,84.60,0.00,12.00,70.28,26.26,1.97,6.88,63.41,0.00,0.00,9.00,85.48,3.45,19.77,0.00,0.00,67.50,0.00,67.88,0.00,0.00,0.00,66.49,1.46,0.00,75.00,45.01,28.57,30.00,0.00,12.09,0.00,49.66,0.00,91.33,0.00,19.66
30.00,63.03,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,47.52,5.13,2.82,116.04,58.36,84.60,0.00,33.00,70.28,26.26,1.97,6.88,63.41,0.00,0.00,9.00,71.71,3.45,16.59,0.00,0.00,67.50,0.00,67.88,0.00,137.19,0.00,66.49,1.46,0.00,0.00,41.15,22.84,30.00,0.00,12.09,0.00,75.76,0.00,36.09,0.00,18.33
31.00,63.03,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,63.21,5.13,2.82,116.04,62.47,84.60,0.00,10.85,70.28,26.26,1.97,6.88,63.41,0.00,0.00,9.00,74.85,3.45,17.31,0.00,0.00,67.50,0.00,67.88,0.00,74.68,80.91,68.27,1.46,0.00,0.00,42.80,25.96,30.00,0.00,12.09,0.00,71.88,0.00,59.23,0.00,18.34
32.00,63.03,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,81.71,5.13,2.82,116.04,65.25,84.60,0.00,10.85,70.28,26.26,1.97,6.88,63.41,0.00,0.00,9.00,80.66,3.45,18.66,0.00,0.00,67.50,0.00,67.88,0.00,94.34,100.33,66.50,1.46,0.00,0.00,42.71,26.06,30.00,0.00,12.09,0.00,41.27,0.00,89.84,0.00,31.48
33.00,63.03,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,81.71,5.13,2.82,116.04,71.60,84.60,0.00,10.85,70.28,26.26,1.97,6.88,63.41,0.00,0.00,9.00,85.48,3.45,19.77,0.00,0.00,67.50,0.00,67.88,0.00,152.08,163.37,72.67,1.46,0.00,0.00,44.21,29.37,30.00,0.00,12.09,0.00,70.01,0.00,61.11,0.00,70.73
34.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,81.71,5.13,2.82,116.04,81.83,84.60,0.00,10.85,70.28,26.26,1.97,6.88,63.41,0.00,0.00,9.00,85.48,3.45,19.77,0.00,0.00,51.18,0.00,35.60,20.62,178.53,191.47,116.55,1.46,0.00,66.99,46.89,40.75,30.00,0.00,12.09,0.00,59.67,0.00,99.46,0.00,102.39
35.00,63.87,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,102.08,5.13,2.82,116.04,89.75,84.60,0.00,10.85,70.28,26.26,1.97,6.88,63.41,0.00,6.39,9.00,85.48,3.45,19.77,0.00,0.00,61.77,0.00,62.12,26.80,184.17,197.14,124.37,1.46,74.91,53.40,42.20,33.51,30.00,0.00,12.09,0.00,43.00,0.00,110.26,0.00,128.38
36.00,56.24,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,102.28,5.13,2.82,116.04,96.23,84.60,0.00,10.85,70.28,26.26,1.97,6.88,63.41,0.00,6.39,9.00,85.48,3.45,19.77,0.00,0.00,33.68,33.59,54.77,33.68,176.00,188.89,176.07,1.46,67.01,62.37,46.77,0.00,30.00,0.00,12.09,0.00,25.00,0.00,110.26,0.00,134.73
37.00,69.21,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,123.76,5.13,2.82,116.04,98.54,84.60,0.00,12.00,70.28,26.26,1.97,6.88,63.41,0.00,6.39,9.00,85.48,3.45,19.77,0.00,0.00,21.10,62.81,63.56,21.10,184.17,197.14,184.23,1.46,74.91,53.40,45.12,39.30,30.00,0.00,12.09,0.00,54.02,0.00,110.26,0.00,144.78
38.00,78.57,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,115.41,5.13,2.82,116.04,95.37,84.60,0.00,12.00,70.28,26.26,1.97,6.88,63.41,0.00,6.39,9.00,85.48,3.45,19.77,0.00,0.00,21.46,63.98,64.75,21.46,184.17,197.14,152.07,1.49,74.91,53.40,48.71,59.42,30.00,0.00,12.61,0.00,87.12,0.00,110.26,0.00,141.19
39.00,78.57,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,121.11,5.13,2.82,116.04,92.89,84.60,0.00,12.64,70.28,26.26,1.97,6.88,63.41,0.00,6.39,9.00,85.48,3.45,19.77,0.00,0.00,23.30,67.09,67.87,23.30,184.17,197.14,184.23,1.96,74.91,53.89,49.74,61.96,30.00,0.00,19.85,0.00,87.12,0.00,89.29,0.00,143.60
