"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.98,67.20,650.00,147.02,6.28,6.59,110.48,19.21,4.79,41.90,0.00,84.60,7.38,3.96,164.07,112.47,88.74,47.08,225.00,25.02,6.88,87.77,40.00,6.39,9.98,95.55,0.00,19.79,180.00,180.00,67.57,67.16,67.94,33.04,184.35,197.33,184.41,5.67,74.99,75.00,59.08,66.33,81.64,30.70,30.59,30.58,87.20,87.36,76.35,110.32,203.40,20.46,20.42,22.16,21.95,5.06
2.00,78.57,29.98,67.20,650.00,147.02,6.28,6.59,110.48,19.21,4.79,41.90,0.00,84.89,7.38,3.96,164.07,112.47,88.74,47.08,225.00,25.02,6.88,87.77,56.00,6.39,9.98,95.55,0.00,19.79,180.00,180.00,67.57,67.16,67.94,33.04,184.35,197.33,184.41,5.67,74.99,75.00,58.47,65.72,81.64,30.70,30.59,30.58,87.20,87.36,76.35,110.32,203.40,20.46,20.42,22.16,21.95,5.06
3.00,78.57,29.98,67.20,650.00,147.02,6.28,6.59,110.48,19.21,4.79,41.90,0.00,123.88,7.38,3.96,164.07,112.47,88.74,47.08,225.00,25.02,6.88,87.77,56.00,6.39,9.98,95.55,0.00,19.79,180.00,180.00,67.57,67.16,67.94,33.04,184.35,197.33,184.41,5.67,74.99,75.00,59.28,66.54,81.64,30.70,30.59,30.58,87.20,87.36,76.35,110.32,203.40,20.46,20.42,22.16,21.95,5.06
4.00,78.57,29.98,67.20,650.00,147.02,6.28,6.59,110.48,19.21,4.79,41.90,0.00,112.55,7.38,3.96,164.07,112.47,88.74,47.08,225.00,25.02,6.88,87.77,56.00,6.39,9.98,95.55,0.00,19.79,180.00,180.00,67.57,67.16,67.94,33.04,184.35,197.33,184.41,5.67,74.99,75.00,59.28,66.54,81.64,30.70,30.59,30.58,87.20,87.36,76.35,110.32,203.40,20.46,20.42,22.16,21.95,5.06
5.00,78.57,29.98,67.20,650.00,147.02,6.28,6.59,110.48,19.21,4.79,41.90,0.00,125.64,7.38,3.96,164.07,112.47,88.74,47.08,225.00,25.02,6.88,87.77,56.00,6.39,9.98,95.55,0.00,19.79,180.00,180.00,67.57,67.16,67.94,33.04,184.35,197.33,184.41,5.67,74.99,75.00,59.28,66.54,81.64,30.70,30.59,30.58,87.20,87.36,76.35,110.32,203.40,20.46,20.42,22.16,21.95,5.06
6.00,78.57,29.98,67.20,650.00,147.02,6.28,6.59,110.48,19.21,4.79,41.90,0.00,106.32,7.38,3.96,164.07,112.47,88.74,47.08,225.00,25.02,6.88,87.77,56.00,6.39,9.98,95.55,0.00,19.79,180.00,180.00,67.57,67.16,67.94,33.04,184.35,197.33,184.41,5.67,74.99,75.00,59.08,66.33,81.64,30.70,30.59,30.58,87.20,87.36,76.35,110.32,203.40,20.46,20.42,22.16,21.95,5.06
7.00,78.57,29.98,67.20,650.00,147.02,6.28,6.59,110.48,19.21,4.79,41.90,0.00,106.32,7.38,3.96,164.07,112.47,88.74,47.08,225.00,25.02,6.88,87.77,40.00,6.39,9.98,95.55,0.00,19.79,180.00,180.00,67.57,67.16,67.94,33.04,184.35,197.33,184.41,5.67,74.99,75.00,59.08,66.33,81.64,30.70,30.59,30.58,87.20,87.36,88.01,110.32,203.40,20.46,20.42,16.33,21.95,5.06
8.00,78.57,29.98,67.20,650.00,147.02,6.28,6.59,110.48,19.21,4.79,41.90,0.00,106.32,7.38,3.96,164.07,112.47,88.74,47.08,225.00,25.02,6.88,87.77,26.00,6.39,9.98,95.55,0.00,19.79,180.00,180.00,67.57,67.16,67.94,33.04,184.35,197.33,184.41,5.67,74.99,75.00,59.08,66.33,81.64,30.70,30.59,30.58,87.20,87.36,88.01,110.32,203.40,20.46,20.42,22.16,21.95,5.06
9.00,78.57,29.98,67.20,650.00,147.02,6.28,6.59,110.48,19.21,4.79,41.90,0.00,106.32,7.38,3.96,164.07,112.47,88.74,47.08,225.00,25.02,6.88,87.77,16.00,6.39,9.98,95.55,0.00,19.79,182.12,182.12,67.57,67.16,67.94,33.04,184.35,197.33,184.41,5.67,74.99,75.00,59.08,66.33,81.64,30.70,30.59,30.58,87.20,87.36,89.60,110.32,203.40,20.46,20.42,16.33,21.95,5.06
10.00,78.57,29.98,67.20,650.00,147.02,6.28,6.59,110.48,19.21,4.79,41.90,0.00,106.32,7.38,3.96,164.07,112.47,88.74,47.08,225.00,25.02,6.88,87.77,0.00,6.39,9.98,95.55,0.00,19.79,182.12,182.12,67.57,67.16,67.94,33.04,184.35,197.33,184.41,5.67,74.99,75.00,59.08,66.33,81.64,30.70,30.59,30.58,87.20,87.36,89.60,110.32,203.40,20.46,20.42,16.33,21.95,5.06
