"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CS INTIPAMPA EXPANSION","CS COENERGY"
1.00,0.00,16.30,0.00,18.00,4.20,8.10,5.80,7.30,1.40,0.00,2.50,0.00,0.00,0.00,15.61,0.00,4.30,19.59,45.43,0.00,0.00,4.10,3.60,18.15,15.41,16.59,19.51,1.40,0.00,14.52,35.27,2.20,27.00,19.51,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,16.59,10.00,15.61,5.00,10.80,8.22,6.20,2.40,0.75,0.62,18.00,0.00,0.00,32.59,58.46,0.40,1.09,0.00,62.20,14.33,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
2.00,0.00,16.30,0.00,18.00,4.20,8.10,5.80,7.30,1.40,0.00,2.50,0.00,0.00,0.00,15.61,0.00,4.30,19.59,45.43,0.00,0.00,4.10,3.60,18.15,15.41,16.59,19.51,1.40,0.00,14.52,35.27,2.20,27.00,19.51,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,16.59,10.00,15.61,5.00,10.80,8.22,6.20,2.40,0.75,0.62,18.00,0.00,0.00,32.59,58.46,0.40,1.09,0.00,62.20,14.33,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
3.00,0.00,16.89,0.00,18.00,4.20,8.10,5.80,7.30,1.40,0.00,2.50,0.00,0.00,0.00,15.61,0.00,4.30,20.48,44.49,0.00,0.00,4.10,3.60,18.15,15.41,16.59,19.51,1.40,0.00,13.65,32.55,2.20,27.00,19.51,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,13.49,10.00,15.61,5.00,10.80,8.22,6.20,2.40,0.69,0.45,18.00,0.00,0.00,31.13,55.51,0.30,0.99,0.00,60.40,12.12,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
4.00,0.00,17.07,0.00,18.00,4.20,8.10,5.80,7.30,1.40,0.00,2.50,0.00,0.00,0.00,15.61,0.00,4.30,21.23,44.03,0.00,0.00,4.10,3.60,18.15,15.41,16.59,19.51,1.40,0.00,12.79,29.72,2.20,27.00,19.51,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,10.53,10.00,15.61,5.00,10.80,8.22,6.20,2.40,0.65,0.34,18.00,0.00,0.00,30.88,53.25,0.22,0.93,0.00,59.02,9.81,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
5.00,0.00,17.29,0.00,18.00,4.20,8.10,5.80,7.30,1.40,0.00,2.50,0.00,0.00,0.00,15.61,0.00,4.30,21.79,42.82,0.00,0.00,4.10,3.60,18.15,15.41,16.59,19.51,1.40,0.00,11.95,27.15,2.20,27.00,19.51,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,9.70,10.00,15.61,5.00,10.80,8.22,6.20,2.40,0.62,0.29,18.00,0.00,0.00,29.52,49.96,0.18,0.80,0.00,57.20,8.26,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
6.00,0.00,18.02,0.00,18.00,4.20,8.10,5.80,7.30,1.40,0.00,2.50,0.00,0.00,0.00,15.61,0.00,4.30,22.30,41.36,0.00,0.00,4.10,3.60,18.15,15.41,16.59,19.51,1.40,0.00,11.13,24.67,2.20,27.00,19.51,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,9.59,10.00,15.61,5.00,10.80,8.22,6.20,2.40,0.59,0.26,18.00,0.00,0.00,27.78,46.33,0.16,0.64,0.00,55.22,6.95,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
7.00,0.00,18.13,0.00,18.00,4.20,8.10,5.80,7.30,1.40,0.00,2.50,0.00,0.00,0.00,15.61,0.00,4.30,22.86,41.53,0.00,0.00,4.10,3.60,18.15,15.41,16.59,19.51,1.40,0.00,11.22,25.04,2.20,27.00,19.51,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,10.22,10.00,15.61,5.00,10.80,8.22,6.20,2.40,0.59,0.28,18.00,0.00,0.00,27.71,44.35,0.15,0.57,0.00,56.06,7.27,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
8.00,0.00,18.31,0.00,18.00,4.20,8.10,5.80,7.30,1.40,0.00,2.50,0.00,0.00,0.00,15.61,0.00,4.30,23.45,42.24,0.00,0.00,4.10,3.60,18.15,15.41,16.59,19.51,1.40,0.00,11.63,26.35,2.20,27.00,19.51,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,11.09,10.00,15.61,5.00,10.80,8.22,6.20,2.40,0.60,0.30,18.00,0.00,0.00,28.18,42.92,0.13,0.53,0.00,57.83,8.12,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
9.00,0.00,15.44,0.00,18.00,4.20,8.10,5.80,7.30,1.40,0.00,2.50,0.00,0.00,0.00,15.61,0.00,4.30,23.36,40.85,0.00,0.00,4.10,3.60,18.15,15.41,16.59,19.51,1.40,0.00,11.99,27.96,2.20,27.00,19.51,18.05,0.00,0.00,0.00,0.60,19.51,19.51,19.51,1.20,15.00,10.00,15.61,5.00,10.80,8.22,6.20,2.40,0.57,0.29,18.00,0.00,0.00,29.27,44.22,0.11,0.60,0.00,60.73,10.78,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
10.00,0.00,15.07,0.00,18.00,4.20,8.10,5.80,7.30,1.40,0.00,2.50,0.00,0.09,0.02,15.61,0.00,4.30,23.05,38.78,0.00,0.00,4.10,3.60,18.15,15.41,16.59,19.51,1.40,0.00,12.34,29.66,2.20,27.00,19.51,18.05,0.53,0.00,0.20,0.60,19.51,19.51,19.51,1.20,19.93,10.00,15.61,5.00,10.80,8.22,6.20,2.40,0.52,0.27,18.00,0.00,0.00,30.56,46.44,0.09,0.70,0.40,64.00,14.03,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
