0,30,86,Costos de Combustibles,,,
0,30,87,Costos Variables No Combustibles,,,
0,34,95,Provision Base RSF Up,,,
0,28,96,Costo Dia,CostoDia,3,
0,26,100,Reserva Secundaria de Planta Térmica Up,RSFtUp,0,
0,26,101,Reserva Secundaria de Planta Térmica Dn,RSFtDn,0,
0,26,102,Reserva Secundaria de Planta Hidro Up,RSFhUp,0,
0,26,103,Reserva Secundaria de Planta Hidro Dn,RSFhDn,0,
0,34,104,Provision Base RSF Dn,,,
0,26,106,RSF hacia arriba por URS,RSFTotalURSUp,1,
0,26,107,RSF hacia abajo por URS,RSFTotalURSDown,1,
0,28,108,Costo de Reserva Secundaria(Up),CostoRSFUp,1,
0,28,109,Costo de Reserva Secundaria(Down),CostoRSFDown,1,
0,28,110,Costo de Déficit de Reserva Secundaria (Up),CostoDeficitRSFUp,1,
0,28,111,Costo de Déficit de Reserva Secundaria (Down),CostoDeficitRSFDown,1,
0,28,112,Costo de Déficit por Región de Seguridad,CostoDeficitSeguridad,1,
0,28,113,Costo de Exceso por Región de Seguridad,CostoExcesoSeguridad,1,
0,35,105,Región de Seguridad,,0,
0,31,88,Numero Maximo de Parada PH,,,
0,32,89,Numero Maximo de Parada PT,,,
0,24,118,Tipo de Reserva,,1,
0,36,114,Indisponibilidad RSF Hidro Up,,1,
0,36,115,Indisponibilidad RSF Hidro Dn,,1,
0,37,116,Indisponibilidad RSF Termica Up,,1,
0,37,117,Indisponibilidad RSF Termica Dn,,1,
0,26,119,Consumo de Combustible,ConsumCombust,1,
0,30,120,Costos de Combustibles Eficiencia,,1,
0,30,121,Costos Variables No Combustibles Eficiencia,,1,
0,38,122,Perdidas para modelo uninodal,,1,
0,7,123,Condiciones Iniciales - Caldero,,,
0,33,90,Generación Total MDCOES,GeneracionSEIN,1,
0,33,91,Demanda Total MDCOES,DemandaSEIN,1,
0,33,92,Pérdida Total MDCOES,PerdidasSEIN,1,
0,33,93,Déficit Total MDCOES,DeficitSEIN,1,
0,28,94,Costo Total,Costo,0,
0,27,98,CMg de suma de flujos superior,EcSumfmx,2,
0,27,99,CMg de suma de flujos inferior,EcSumfmn,2,
0,1,1,Mantenimiento Planta Hidro,,,
0,2,2,Aportes Planta Hidro,,,
0,3,3,Reserva Primaria Planta Hidro,,,
0,4,4,Numero Maximo de Arranque Planta Hidro,,,
0,5,5,Mantenimiento Embalse,,,
0,6,6,Aportes Embalse,,,
0,16,7,Volumen Minimo,,,
0,16,8,Volumen Maximo,,,
0,16,10,Defluencia Minima,,,
0,16,11,Defluencia Maxima,,,
0,16,12,Caudal de Riego,,,
0,13,13,Volumen Meta,,,
0,14,14,Mantenimiento Plantas Termicas,,,
0,11,15,MinUp PT,,,
0,11,16,MinDown PT,,,
0,11,17,MaxRSub PT,,,
0,11,18,MaxRBaj PT,,,
0,7,19,Condiciones Iniciales,,,
0,9,20,Numero Maximo de arranque,,,
0,10,21,Reserva Primaria PT,,,
0,15,22,Unidades Forzadas PT,,,
0,8,23,Efectos de la temperatura,,,
0,12,24,Tiempo Minimo PT,,,
0,22,25,Demanda en Barra,,,
0,23,28,Mantenimiento en los Circuitos,,,
0,17,31,Restricciones de Generacion,,,
0,18,32,Generacion Meta,,,
0,19,33,Suma de Flujo Limite Inferior,,19,
0,19,34,Suma de Flujo Limite Superior,,19,
0,20,35,Disponibilidad de Combustible,,,
0,21,37,Resv Sec PlantaTramo1 Up,,,
0,21,38,Resv Sec PlantaTramo1 Dn,,,
0,21,39,Resv Sec Plant Min Up,,,
0,21,40,Resv Sec Plant Min Dn,,,
0,21,41,Resv Sec Precio Tramo1 Up,,,
0,21,42,Resv Sec Precio Tramo1 Dn,,,
0,21,43,Resv Sec Urs Min Up,,,
0,21,44,Resv Sec Urs Min Dn,,,
0,21,45,Resv Sec Urs Tramo1 Up,,,
0,21,46,Resv Sec Urs Tramo1 Dn,,,
0,24,47,Reserva Up,,,
0,24,48,Reserva Dn,,,
0,25,49,Restricciones Operativa PH,,,
0,21,50,Resv Sec Planta Tramo2 Up,,,
0,21,51,Resv Sec Planta Tramo2 Dn,,,
0,21,52,Resv Sec Precio Tramo2 Up,,,
0,21,53,Resv Sec Precio Tramo2 Dn,,,
0,21,54,Resv Sec Urs Tramo2 Up,,,
0,21,55,Resv Sec Urs Tramo2 Dn,,,
0,26,56,Potencia de Racionamiento en el Nodo N,pr,0,
0,26,57,Potencia de Exceso en el Nodo N,pex,0,
0,26,58,Ángulo de la Tensión en el Nodo N,d,0,
0,26,59,Pérdidas en las Líneas,PerLin,0,
0,26,60,Flujo en Líneas,Flujo1,0,
0,26,61,Flujo por las Líneas Sentido 2,Flujo2,0,
0,26,62,Potencias Térmicas,Pt,0,
0,26,63,Potencias Hidráulicas,Ph,0,
0,26,64,Volúmenes de Embalses,V,0,
0,26,65,Caudal Descargado en los Embalses,Qd,0,
0,26,66,Vertimiento Plantas Hidráulicas,S,0,
0,26,67,Vertimiento Embalses,Se,0,
0,26,68,Pérdidas Ficticias,PerdidaLinealizada,1,
0,26,69,Reserva por URS,ReservaURS,1,
0,26,70,Reserva Secundaria Hidro,ReservaxCentralH,1,
0,26,71,Reserva Secundaria Térmica,ReservaxCentralT,1,
0,27,72,CMg Lineas,CMGLineas,1,
0,27,73,CMg por Barra,PBAL_Acoplado,2,
0,27,74,CMg de Planta,Central,2,
0,27,75,CMg de Embalse,Presa,2,
0,28,76,Costo  Térmico,CostoTermico,1,
0,28,77,Costo  Arranque,CostoArranque,1,
0,28,78,Costo Hidro,CostoHidro,1,
0,28,79,Costo de las URS,CostoURS,1,
0,28,97,Costo Deficit RSF,CostoDeficitRSF,1,
0,28,81,Costo  Racionamientos,CostoRacionamientos,1,
0,28,82,Costo de Excesos de Potencia,CostonExcesosPotencia,1,
0,28,83,Costo Vertimiento de Embalses,CostoVertimientoEmbalses,1,
0,28,84,Costo Vertimiento de Centrales,CostoVertimientoCentrales,1,
0,28,85,Costo Futuro,CostoFuturo,1,
0,26,124,Generación Pncr - salida,Pncr,0,
