168,8,245
13,8,245
79,8,246
29,8,246
169,8,247
79,8,247
5,4,40
10,25,46
133,4,41
133,4,42
81,4,43
81,4,44
81,4,45
81,4,46
132,4,47
132,4,48
132,4,49
34,25,47
116,25,48
34,25,49
173,8,248
51,8,248
173,8,249
175,8,249
175,8,250
172,8,250
172,8,251
51,8,251
109,8,252
69,8,252
8,4,50
78,25,50
43,25,51
42,25,52
173,8,253
187,8,253
99,5,27
84,25,53
162,8,254
174,8,254
8,25,54
8,25,55
177,8,255
28,8,255
177,8,256
28,8,256
34,8,257
178,8,257
178,8,258
192,8,258
179,8,259
180,8,259
180,8,260
152,8,260
144,4,51
144,4,52
146,4,53
146,4,54
116,4,55
181,8,261
33,8,261
78,25,56
182,8,262
90,8,262
182,8,263
90,8,263
14,25,57
14,25,58
40,8,264
41,8,264
14,25,59
8,4,56
8,4,57
8,4,58
110,8,265
183,8,265
185,8,266
63,8,266
184,8,267
64,8,267
63,8,268
186,8,268
187,8,269
176,8,269
67,8,270
188,8,270
190,8,271
191,8,271
191,8,272
26,8,272
25,8,273
194,8,273
192,8,274
193,8,274
193,8,275
179,8,275
62,8,276
195,8,276
62,8,277
195,8,277
196,8,278
204,8,278
204,8,279
195,8,279
196,8,280
205,8,280
196,8,281
200,8,281
200,8,282
47,8,282
196,8,283
197,8,283
197,8,284
145,8,284
197,8,285
198,8,285
145,8,286
199,8,286
201,8,287
68,8,287
68,8,288
202,8,288
198,8,289
145,8,289
185,10,53
184,10,53
197,8,290
203,8,290
196,8,291
203,8,291
7,8,292
189,8,292
173,25,60
207,8,293
111,8,293
91,8,294
206,8,294
95,8,295
207,8,295
89,5,28
212,8,296
217,8,296
31,8,297
219,8,297
210,8,298
212,8,298
160,8,299
208,8,299
159,8,300
214,8,300
213,8,301
143,8,301
147,8,302
214,8,302
215,8,303
93,8,303
57,8,304
216,8,304
217,8,305
19,8,305
218,8,306
181,8,306
214,10,54
213,10,54
91,10,55
215,10,55
14,4,59
14,4,60
223,25,61
227,25,62
223,25,63
227,25,64
109,25,65
220,25,66
181,25,67
181,25,68
221,25,69
94,10,56
207,10,56
30,8,307
111,8,307
103,8,308
91,8,308
221,8,309
105,8,309
222,8,310
19,8,310
220,8,311
19,8,311
223,8,312
210,8,312
227,8,313
212,8,313
159,8,314
214,8,314
15,8,315
226,8,315
39,8,316
224,8,316
94,8,317
215,8,317
225,8,318
73,8,318
8,25,70
42,25,71
76,4,61
76,4,62
181,5,29
49,8,319
75,8,319
49,8,320
75,8,320
75,8,321
66,8,321
75,8,322
66,8,322
62,8,323
205,8,323
223,8,324
227,8,324
225,25,72
147,8,325
214,8,325
