81,4,1
146,4,2
5,4,3
117,4,4
20,4,5
76,5,1
207,5,2
73,25,1
116,25,2
49,4,6
49,4,7
23,4,8
23,4,9
141,4,10
23,4,11
42,4,12
143,4,13
144,4,14
67,4,15
65,4,16
67,4,17
48,4,18
48,4,19
59,4,20
173,4,21
142,4,22
76,4,23
98,4,24
23,4,25
42,4,26
8,4,27
12,4,28
73,25,3
98,25,4
13,25,5
73,25,6
42,25,7
116,25,8
28,25,9
28,25,10
77,25,11
78,25,12
70,25,13
199,25,14
8,25,15
96,25,16
78,25,17
181,25,18
12,25,19
1,5,3
45,5,4
33,5,5
37,5,6
74,5,7
74,5,8
82,5,9
94,5,10
95,5,11
163,5,12
67,5,13
60,5,14
33,8,1
45,8,1
29,8,2
218,8,2
29,8,3
79,8,3
79,8,4
10,8,4
10,8,5
8,8,5
12,8,6
127,8,6
36,8,7
12,8,7
11,8,8
36,8,8
11,8,9
36,8,9
28,8,10
11,8,10
28,8,11
11,8,11
177,8,12
14,8,12
126,8,13
14,8,13
224,8,14
14,8,14
37,8,15
39,8,15
37,8,16
39,8,16
37,8,17
9,8,17
37,8,18
9,8,18
37,8,19
9,8,19
9,8,20
31,8,20
211,8,21
219,8,21
30,8,22
154,8,22
219,8,23
30,8,23
30,8,24
2,8,24
30,8,25
2,8,25
18,8,26
17,8,26
210,8,27
17,8,27
76,8,28
131,8,28
76,8,29
57,8,29
216,8,30
18,8,30
77,8,31
18,8,31
76,8,32
30,8,32
76,8,33
30,8,33
76,8,34
30,8,34
103,8,35
30,8,35
103,8,36
30,8,36
24,8,37
103,8,37
24,8,38
4,8,38
24,8,39
4,8,39
164,8,40
160,8,40
164,8,41
208,8,41
119,8,42
9,8,42
119,8,43
9,8,43
49,8,44
103,8,44
49,8,45
103,8,45
49,8,46
15,8,46
49,8,47
15,8,47
15,8,48
18,8,48
49,8,49
24,8,49
49,8,50
24,8,50
49,8,51
16,8,51
16,8,52
183,8,52
24,8,53
21,8,53
1,8,54
35,8,54
35,8,55
38,8,55
38,8,56
80,8,56
80,8,57
28,8,57
5,8,58
13,8,58
20,8,59
32,8,59
20,8,60
32,8,60
118,8,61
104,8,61
26,8,62
118,8,62
189,8,63
116,8,63
116,8,64
22,8,64
49,8,65
75,8,65
49,8,66
75,8,66
75,8,67
66,8,67
75,8,68
66,8,68
21,8,69
6,8,69
6,8,70
25,8,70
25,8,71
38,8,71
65,8,72
67,8,72
65,8,73
188,8,73
65,8,74
53,8,74
53,8,75
71,8,75
120,8,76
56,8,76
56,8,77
52,8,77
46,8,78
52,8,78
71,8,79
50,8,79
50,8,80
51,8,80
51,8,81
58,8,81
58,8,82
184,8,82
48,8,83
72,8,83
72,8,84
70,8,84
62,8,85
68,8,85
66,8,86
61,8,86
59,8,87
120,8,87
59,8,88
52,8,88
186,8,89
61,8,89
61,8,90
69,8,90
40,8,91
41,8,91
54,8,92
73,8,92
225,8,93
60,8,93
43,8,94
42,8,94
43,8,95
42,8,95
43,8,96
42,8,96
6,8,97
25,8,97
6,8,98
25,8,98
25,8,99
80,8,99
81,8,100
208,8,100
81,8,101
160,8,101
37,8,102
83,8,102
37,8,103
83,8,103
211,8,104
88,8,104
9,8,105
88,8,105
36,8,106
90,8,106
94,8,107
159,8,107
207,8,108
91,8,108
95,8,109
91,8,109
206,8,110
92,8,110
91,8,111
92,8,111
92,8,112
39,8,112
92,8,113
39,8,113
18,8,114
17,8,114
97,8,115
134,8,115
97,8,116
134,8,116
42,8,117
96,8,117
28,8,118
98,8,118
10,8,119
169,8,119
45,8,120
99,8,120
66,8,121
61,8,121
80,8,122
97,8,122
80,8,123
97,8,123
36,8,124
12,8,124
12,8,125
127,8,125
177,8,126
14,8,126
93,8,127
100,8,127
100,8,128
101,8,128
29,8,129
33,8,129
103,8,130
6,8,130
104,8,131
34,8,131
94,8,132
106,8,132
105,8,133
19,8,133
106,8,134
107,8,134
107,8,135
128,8,135
109,8,136
61,8,136
110,8,137
92,8,137
154,8,138
219,8,138
94,8,139
106,8,139
106,8,140
107,8,140
107,8,141
128,8,141
66,8,142
112,8,142
66,8,143
112,8,143
101,8,144
113,8,144
114,8,145
13,8,145
53,4,29
151,25,20
78,25,21
78,25,22
67,8,146
54,8,146
61,8,147
74,8,147
92,8,148
122,8,148
86,8,149
89,8,149
86,8,150
102,8,150
29,10,1
78,10,1
2,10,2
3,10,2
21,10,3
23,10,3
22,10,4
23,10,4
189,10,5
115,10,5
26,10,6
27,10,6
47,10,7
48,10,7
61,10,8
62,10,8
66,10,9
67,10,9
69,10,10
70,10,10
63,9,1
64,9,1
1,10,11
40,10,11
25,10,12
26,10,12
41,10,13
44,10,13
18,10,14
82,10,14
83,10,15
84,10,15
88,10,16
87,10,16
9,10,17
86,10,17
9,10,18
85,10,18
93,10,19
92,10,19
94,10,20
207,10,20
6,10,21
7,10,21
97,10,22
96,10,22
100,10,23
11,10,23
101,10,24
36,10,24
39,9,2
102,9,2
106,10,25
105,10,25
108,10,26
109,10,26
113,10,27
79,10,27
112,10,28
71,10,28
11,10,29
43,10,29
9,8,151
211,8,151
76,8,152
207,8,152
67,4,30
71,8,153
55,8,153
55,8,154
120,8,154
94,5,15
129,4,31
124,8,155
30,8,155
127,5,16
129,8,156
130,8,156
130,8,157
125,8,157
125,10,30
46,10,30
130,8,158
75,8,158
130,8,159
75,8,159
76,8,160
124,8,160
131,8,161
77,8,161
126,8,162
39,8,162
133,8,163
25,8,163
133,8,164
25,8,164
134,8,165
182,8,165
134,8,166
182,8,166
127,8,167
10,8,167
127,8,168
10,8,168
128,8,169
108,8,169
128,8,170
108,8,170
89,8,171
84,8,171
110,4,38
133,4,32
132,4,34
104,4,35
8,4,36
97,4,33
14,4,37
105,8,172
19,8,172
37,8,173
9,8,173
128,5,17
108,5,18
127,5,19
176,5,20
44,5,21
86,8,174
137,8,174
31,10,31
135,10,31
31,10,32
32,10,32
87,8,175
139,8,175
84,8,176
137,8,176
117,8,177
13,8,177
138,10,33
139,10,33
102,8,178
137,8,178
47,8,179
145,8,179
201,8,180
145,8,180
20,8,181
3,8,181
62,8,182
200,8,182
62,8,183
145,8,183
136,8,184
137,8,184
32,8,185
123,8,185
122,8,186
138,8,186
189,8,187
190,8,187
27,8,188
115,8,188
114,8,189
135,8,189
126,10,34
136,10,34
111,10,35
114,10,35
23,25,23
136,25,24
136,25,25
16,25,26
16,25,27
13,25,28
199,25,29
222,25,30
222,25,31
33,5,22
33,5,23
130,8,190
59,8,190
46,8,191
140,8,191
142,8,192
141,8,192
61,8,193
121,8,193
61,8,194
121,8,194
143,8,195
24,8,195
144,8,196
143,8,196
142,8,197
6,8,197
86,8,198
84,8,198
84,8,199
102,8,199
13,8,200
135,8,200
85,8,201
84,8,201
122,10,36
123,10,36
35,10,37
34,10,37
121,10,38
145,10,38
95,5,24
31,5,25
31,5,26
28,25,32
78,25,33
95,8,202
76,8,202
146,8,203
160,8,203
226,8,204
18,8,204
91,8,205
111,8,205
206,8,206
111,8,206
90,25,34
38,25,35
147,8,207
106,8,207
147,8,208
106,8,208
109,25,36
151,10,39
152,10,39
34,8,209
152,8,209
149,10,40
150,10,40
147,10,41
148,10,41
14,25,37
132,4,39
106,8,210
149,8,210
106,8,211
149,8,211
149,8,212
108,8,212
8,8,213
90,8,213
90,8,214
153,8,214
153,8,215
151,8,215
49,8,216
148,8,216
132,8,217
148,8,217
132,8,218
148,8,218
150,8,219
66,8,219
150,8,220
66,8,220
205,25,38
159,8,221
93,8,221
208,8,222
119,8,222
155,8,223
13,8,223
170,8,224
155,8,224
206,8,225
171,8,225
156,8,226
157,8,226
158,8,227
15,8,227
159,10,42
160,10,42
171,10,43
170,10,43
49,10,44
156,10,44
158,10,45
157,10,45
10,25,39
117,25,40
175,25,41
175,25,42
175,25,43
13,25,44
66,8,228
161,8,228
49,8,229
148,8,229
128,10,46
161,10,46
111,8,230
154,8,230
221,25,45
128,10,47
161,10,47
160,8,231
219,8,231
208,8,232
219,8,232
208,8,233
119,8,233
174,8,234
163,8,234
174,8,235
163,8,235
19,10,48
174,10,48
19,10,49
174,10,49
51,8,236
165,8,236
166,10,50
165,10,50
166,8,237
185,8,237
4,8,238
164,8,238
146,8,239
164,8,239
164,10,51
5,10,51
167,10,52
168,10,52
5,8,240
117,8,240
5,8,241
20,8,241
160,8,242
167,8,242
160,8,243
167,8,243
168,8,244
13,8,244
