"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,17.74,0.63,26.42,14.92,88.11,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,78.42,3.45,18.14,163.17,0.00,36.91,36.47,36.91,36.91,161.74,173.95,161.80,0.00,74.91,66.99,40.20,47.17,53.05,30.67,30.56,30.55,47.20,47.23,61.99,61.98,203.20,19.42,20.25
2.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,17.74,0.63,26.42,14.92,83.40,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,68.62,3.45,15.87,156.52,0.00,42.83,42.69,22.23,22.23,154.13,165.64,154.18,0.00,74.91,66.99,40.21,47.16,53.05,30.67,30.56,30.55,47.06,47.08,35.81,35.81,203.20,19.42,20.25
3.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,17.74,0.63,26.42,14.92,82.32,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,63.50,3.45,14.69,152.05,0.00,67.04,26.47,0.00,26.52,151.44,162.66,151.49,0.00,74.91,66.99,43.28,44.09,53.05,30.67,30.56,30.55,47.06,47.08,23.61,23.61,203.20,19.42,20.25
4.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,17.74,0.63,26.42,14.92,80.27,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,57.71,3.45,13.35,148.68,0.00,0.00,40.39,0.00,66.99,147.28,158.01,147.34,0.00,74.91,66.99,44.68,39.51,53.05,30.67,30.56,30.55,45.61,45.63,37.22,37.22,203.20,19.42,20.25
5.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,17.74,0.63,26.42,14.92,80.02,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,62.13,3.45,14.37,148.52,0.00,0.00,54.58,31.08,31.05,150.15,161.22,150.20,0.00,74.91,76.30,43.55,43.51,53.05,30.67,30.56,30.55,45.89,45.92,79.36,79.33,203.20,19.42,20.25
6.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,17.74,0.63,26.42,14.92,83.28,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,63.46,3.45,14.68,149.30,0.00,0.00,39.30,39.48,39.35,152.58,163.93,152.63,0.00,74.91,76.30,0.00,66.47,53.05,30.67,30.56,30.55,45.75,45.78,80.33,80.30,203.20,19.42,20.25
7.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,17.74,0.63,26.42,14.92,82.38,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,60.68,3.45,14.04,148.06,0.00,28.39,21.11,31.91,31.87,151.39,162.61,151.45,0.00,74.91,66.99,45.75,40.21,53.05,30.67,30.56,30.55,45.61,45.63,22.74,22.74,203.20,19.42,20.25
8.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,17.74,0.63,26.42,14.92,82.59,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,60.38,3.45,13.97,147.30,0.00,22.21,42.25,25.52,22.21,151.13,162.32,151.19,0.00,74.91,66.99,45.20,40.08,53.05,30.67,30.56,30.55,45.90,45.92,21.31,21.31,203.20,19.42,20.25
9.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,17.74,0.63,26.42,14.92,80.23,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,52.31,3.45,12.10,144.33,0.00,22.65,22.64,22.65,33.71,144.26,154.59,144.31,0.00,74.91,66.99,38.47,42.65,53.05,30.67,30.56,30.55,45.61,45.63,0.00,0.00,203.20,19.42,20.25
10.00,48.41,0.00,67.13,635.03,206.59,7.75,8.13,110.37,17.74,0.63,26.42,14.92,83.18,5.13,2.82,163.91,112.36,103.32,44.06,35.37,171.71,14.58,1.97,6.88,87.69,6.39,9.98,54.94,3.45,12.71,146.88,0.00,34.02,0.00,34.02,34.02,146.55,157.18,146.60,0.00,74.91,66.99,42.29,38.39,53.05,30.67,30.56,30.55,45.75,45.78,0.00,0.00,203.20,19.42,20.25
