"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,72.37,29.81,66.81,596.74,193.19,6.54,3.23,43.72,18.88,3.65,29.94,141.62,7.28,3.91,154.63,73.17,107.67,18.00,110.00,13.52,6.88,84.09,0.00,6.39,9.00,80.66,4.41,19.68,180.00,145.08,67.18,0.00,0.00,0.00,115.78,134.65,115.79,2.66,67.36,61.84,49.42,44.00,51.37,30.52,0.00,0.00,20.73,20.73,109.73,109.69,172.40,20.34,14.91,19.76,17.93,3.87
2.00,72.37,29.81,66.81,643.50,208.33,6.54,3.23,43.72,18.88,3.65,29.94,118.17,7.28,3.91,154.63,74.67,61.05,33.05,110.00,13.52,6.88,84.09,0.00,6.39,9.00,72.96,4.41,17.90,180.00,180.00,67.18,0.00,0.00,0.00,92.29,105.07,92.30,1.46,67.36,61.84,49.42,44.00,51.37,12.09,0.00,0.00,84.50,20.73,109.73,80.83,177.13,20.34,14.91,19.76,17.93,3.87
3.00,72.37,29.81,66.81,643.50,208.33,6.54,3.23,43.72,18.88,3.65,29.94,118.06,7.28,3.91,154.63,109.61,78.04,18.00,110.00,13.52,6.88,84.09,0.00,6.39,9.00,71.40,4.41,17.54,180.00,180.00,67.18,0.00,0.00,0.00,122.71,142.07,0.00,2.65,67.36,62.76,46.53,43.96,51.37,0.00,0.00,30.40,33.70,85.00,109.73,34.95,160.51,20.34,14.91,19.76,17.93,3.87
4.00,72.37,29.81,66.81,643.50,208.33,6.54,3.23,43.72,18.88,3.65,29.94,118.02,7.28,3.91,154.63,106.93,132.07,18.00,110.00,13.52,6.88,84.09,0.00,6.39,9.00,80.66,4.41,19.68,180.00,0.00,67.18,0.00,0.00,0.00,0.00,160.99,143.34,5.67,67.36,61.84,48.46,43.99,51.37,25.67,25.57,25.56,32.64,32.65,109.73,86.20,159.77,20.34,14.91,19.76,17.93,3.87
5.00,72.80,29.81,66.81,643.50,208.33,6.54,3.23,43.72,18.88,3.65,29.94,129.48,7.28,3.91,154.63,104.91,132.07,18.00,116.80,13.52,6.88,84.09,0.00,6.39,9.00,80.66,4.41,19.68,180.00,0.00,67.18,0.00,0.00,0.00,0.00,196.19,0.00,5.67,67.36,61.84,53.27,44.08,51.37,25.67,25.57,25.56,20.73,85.00,76.97,109.69,164.54,20.34,14.91,19.76,17.93,3.87
6.00,72.37,29.81,66.81,643.50,208.33,6.54,3.23,43.72,18.88,3.65,29.94,119.64,7.28,3.91,154.63,102.91,131.72,18.00,110.00,13.52,6.88,84.09,0.00,6.39,9.00,80.66,4.41,19.68,145.08,145.08,67.18,0.00,0.00,0.00,0.00,196.19,0.00,5.18,67.36,61.84,49.42,44.00,51.37,23.13,23.06,23.05,29.39,20.73,109.73,58.48,160.35,20.34,14.91,17.77,19.92,3.87
7.00,72.37,29.81,66.81,643.50,208.33,6.54,3.23,43.72,18.88,3.65,29.94,110.26,7.28,3.91,154.63,101.49,67.55,18.00,110.00,13.52,6.88,84.09,0.00,6.39,9.00,59.13,4.41,14.72,180.00,180.00,67.18,0.00,0.00,0.00,0.00,196.19,0.00,2.84,67.36,63.80,43.72,43.92,51.37,11.12,11.12,11.12,84.50,26.94,109.73,0.00,155.55,20.34,14.91,17.77,19.92,3.87
8.00,73.53,29.81,66.81,643.50,208.33,6.54,3.23,43.72,18.88,3.65,29.94,128.16,7.28,3.91,154.63,100.85,132.07,18.00,110.00,13.52,6.88,84.09,0.00,6.39,9.00,80.66,4.41,19.68,159.87,0.00,67.18,0.00,0.00,0.00,96.60,110.88,96.60,5.08,67.36,61.84,55.09,44.12,51.37,22.61,22.54,22.54,20.73,29.39,109.73,0.00,155.54,20.34,14.91,19.76,17.93,3.87
9.00,72.38,29.81,66.81,643.50,208.33,6.54,3.23,43.72,18.88,3.65,29.94,121.76,7.28,3.91,154.63,98.56,132.07,18.00,110.00,13.52,6.88,84.09,0.00,6.39,9.00,71.25,4.41,17.51,192.75,0.00,67.18,0.00,0.00,0.00,121.31,140.63,0.00,5.56,67.36,61.84,49.42,44.00,51.37,25.13,25.03,25.03,20.73,85.00,55.48,48.24,152.24,20.34,14.91,19.76,17.93,3.87
10.00,72.37,29.81,66.81,643.50,208.33,6.54,3.23,43.72,18.88,3.65,29.94,112.37,7.28,3.91,154.63,96.02,55.09,18.00,110.00,13.52,6.88,84.09,0.00,6.39,9.00,53.77,4.41,13.49,180.00,180.00,67.18,0.00,0.00,0.00,108.30,125.91,0.00,1.86,67.36,63.80,43.72,43.92,51.37,0.00,0.00,18.23,84.50,26.94,109.73,20.73,148.36,20.34,14.91,17.77,19.92,3.87
