"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,78.57,29.81,66.81,585.68,149.88,5.13,5.38,80.11,19.10,1.64,32.85,51.80,7.22,3.88,113.07,77.26,81.42,45.00,87.85,0.00,6.88,61.49,26.00,6.39,0.00,34.64,0.00,11.95,0.00,0.00,20.73,0.00,44.04,44.04,100.96,0.00,0.00,0.00,0.00,0.00,66.23,66.14,46.84,0.00,0.00,0.00,26.94,0.00,0.00,109.69,79.12,20.34,0.00,20.00,0.00,4.06
2.00,78.57,29.81,66.81,573.23,138.69,5.13,5.38,87.14,19.10,1.64,32.85,69.84,7.22,3.88,113.07,78.16,90.01,18.00,87.85,0.00,6.88,61.49,26.00,6.39,0.00,34.64,0.00,11.95,0.00,0.00,20.73,0.00,44.04,44.04,183.28,0.00,0.00,0.00,0.00,0.00,66.24,60.00,46.84,0.00,0.00,0.00,20.73,0.00,0.00,53.71,86.27,20.34,0.00,20.00,0.00,4.06
3.00,78.57,29.81,66.81,589.67,141.78,5.13,5.38,87.14,19.10,1.64,32.85,65.25,7.22,3.88,113.07,77.52,90.01,18.00,87.85,0.00,6.88,61.49,26.00,6.39,0.00,34.64,0.00,11.95,0.00,0.00,20.73,0.00,44.04,44.04,119.01,0.00,0.00,0.00,0.00,0.00,66.24,60.00,46.84,0.00,0.00,0.00,36.59,0.00,0.00,109.69,84.19,20.34,0.00,20.00,0.00,4.06
4.00,78.57,29.81,66.81,570.98,131.47,5.13,5.38,80.26,19.10,1.64,32.85,57.66,7.22,3.88,113.07,76.27,81.59,18.00,87.85,0.00,6.88,61.49,26.00,6.39,0.00,34.64,0.00,11.95,0.00,0.00,20.73,0.00,42.63,42.63,137.70,0.00,0.00,0.00,0.00,0.00,66.24,52.17,46.84,0.00,0.00,0.00,20.73,0.00,0.00,109.69,81.35,20.06,2.07,0.00,20.00,4.06
5.00,78.57,29.81,66.81,568.30,128.34,5.13,5.38,87.14,19.10,1.64,32.85,66.07,7.22,3.88,113.07,76.77,90.01,18.00,87.85,0.00,6.88,61.49,26.00,6.39,0.00,34.64,0.00,11.95,0.00,0.00,20.73,0.00,67.36,20.73,173.43,0.00,0.00,0.00,0.00,0.00,66.24,52.17,46.84,0.00,0.00,0.00,20.73,0.00,0.00,71.13,84.74,20.06,2.07,20.00,0.00,4.06
6.00,78.57,29.81,66.81,608.04,145.26,5.13,5.38,87.14,19.10,1.64,32.85,86.46,7.22,3.88,113.07,79.02,90.01,18.00,87.85,0.00,6.88,61.49,26.00,6.39,0.00,34.64,0.00,11.95,0.00,0.00,20.73,0.00,67.36,20.73,134.87,0.00,0.00,0.00,0.00,0.00,66.24,60.00,46.84,0.00,0.00,0.00,20.73,0.00,0.00,109.69,93.38,20.06,2.07,20.00,0.00,4.06
7.00,78.57,29.81,66.81,638.17,172.98,5.13,5.38,87.14,19.10,1.64,32.85,92.49,7.22,3.88,113.07,80.24,90.01,0.00,87.85,0.00,6.88,61.49,26.00,6.39,0.00,34.64,0.00,11.95,0.00,0.00,20.73,0.00,67.36,20.73,81.70,0.00,0.00,0.00,0.00,0.00,66.24,60.00,46.84,0.00,0.00,0.00,73.90,20.73,0.00,109.69,95.61,20.34,0.00,20.00,0.00,4.06
8.00,78.57,29.81,66.81,655.58,211.98,5.13,5.38,87.14,19.10,1.64,32.85,113.10,7.22,3.88,113.07,81.76,90.01,4.15,87.85,0.00,6.88,61.49,26.00,6.39,0.00,34.64,0.00,11.95,0.00,0.00,20.73,0.00,67.36,20.73,141.09,0.00,0.00,0.00,0.00,0.00,66.24,60.00,46.84,0.00,0.00,0.00,20.73,20.73,0.00,109.69,101.33,20.06,2.07,10.01,9.99,4.06
9.00,78.57,29.81,66.81,655.76,212.30,5.13,5.38,87.14,19.10,1.64,32.85,92.29,7.22,3.88,113.07,79.12,90.01,18.00,87.85,0.00,6.88,61.49,26.00,6.39,0.00,39.73,0.00,13.13,0.00,0.00,67.18,0.00,67.55,58.04,183.28,0.00,0.00,0.00,0.00,0.00,66.24,52.17,46.84,0.00,0.00,0.00,20.73,20.73,26.94,65.11,100.40,20.06,2.07,20.00,0.00,4.06
10.00,78.57,29.81,66.81,655.76,212.30,5.13,5.38,87.14,19.10,1.64,32.85,77.22,7.22,3.88,113.07,62.29,90.01,18.00,87.85,0.00,6.88,61.49,26.00,6.39,0.00,34.64,0.00,11.95,0.00,0.00,49.05,0.00,67.41,57.23,183.28,0.00,0.00,0.00,0.00,0.00,66.24,52.17,46.84,0.00,0.00,0.00,20.73,20.73,0.00,65.11,65.00,20.34,0.00,20.00,0.00,4.06
