"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY"
1.00,13.60,19.79,14.37,14.00,4.50,14.17,24.85,34.56,4.20,0.40,0.00,19.00,18.83,18.89,34.95,0.00,8.00,22.59,76.50,7.10,0.00,3.20,5.00,36.89,18.45,23.30,33.01,2.90,15.85,10.65,51.40,9.75,27.00,19.42,17.96,144.48,17.96,38.53,0.60,19.42,19.42,19.42,2.40,95.00,12.82,19.42,13.59,10.80,7.11,15.73,2.40,5.75,6.72,18.90,0.00,0.00,0.91,1.00,44.30,0.00,5.23,0.00,111.96,69.70,96.00,0.20,2.00,80.00,248.82,11.00,185.00
2.00,11.81,19.52,12.43,14.00,4.50,14.17,24.85,34.56,4.20,0.40,0.00,19.00,18.16,18.91,34.95,0.00,8.00,23.38,76.90,7.80,0.00,3.20,5.00,36.89,18.45,23.30,33.01,2.90,15.76,10.46,52.90,9.75,27.00,19.42,17.96,144.48,17.96,37.85,0.60,19.42,19.42,19.42,2.40,105.00,12.82,19.42,13.59,10.80,7.11,15.73,2.40,5.10,5.43,18.90,0.00,0.00,0.88,1.00,42.40,0.00,4.92,0.00,112.36,69.80,104.00,0.10,2.00,80.00,235.41,11.00,176.00
3.00,9.65,19.50,10.31,14.00,4.50,14.17,24.85,34.56,4.20,0.40,0.00,19.00,17.16,18.62,34.95,0.00,8.00,24.22,77.20,8.00,0.00,3.20,5.00,36.89,18.45,23.30,33.01,2.90,15.51,10.21,54.70,9.75,27.00,19.42,17.96,144.48,17.96,35.70,0.60,19.42,19.42,19.42,2.40,111.00,12.82,19.42,13.59,10.80,7.11,15.73,2.40,4.72,4.44,18.90,0.00,0.00,0.83,1.00,39.80,0.00,4.47,0.00,110.05,70.40,111.00,0.10,2.00,79.85,204.67,11.00,143.00
4.00,6.95,19.53,7.88,14.00,4.50,14.17,24.85,34.56,4.20,0.40,0.00,19.00,16.12,17.84,34.95,0.00,8.00,25.06,76.20,7.90,0.00,3.20,5.00,36.89,18.45,23.30,33.01,2.90,14.85,9.89,55.30,9.75,27.00,19.42,17.96,144.24,17.96,32.45,0.60,19.42,19.42,19.42,2.40,115.00,12.82,19.42,13.59,10.80,7.11,15.73,2.40,4.18,3.58,18.90,0.00,0.00,0.70,1.00,38.60,0.00,4.18,0.00,103.75,69.40,116.00,0.10,2.00,76.39,131.14,11.00,109.00
5.00,4.03,19.63,5.13,14.00,4.50,14.17,24.85,34.56,4.20,0.40,0.00,19.00,13.06,16.31,34.95,0.00,8.00,25.91,74.70,7.90,0.00,3.20,5.00,36.89,18.45,23.30,33.01,2.90,13.54,9.56,55.50,9.75,27.00,19.42,17.96,117.96,17.96,26.26,0.60,19.42,19.42,19.42,2.40,118.00,12.82,19.42,13.59,10.80,7.11,15.73,2.40,3.60,2.76,18.90,0.00,0.00,0.50,1.00,37.80,0.00,3.93,0.00,90.60,68.00,120.00,0.10,2.00,59.66,55.31,11.00,55.00
6.00,1.71,19.66,3.25,14.00,4.50,14.17,24.85,34.56,4.20,0.40,0.00,19.00,3.35,13.18,34.95,0.00,8.00,26.04,74.00,7.90,0.00,3.20,5.00,36.89,18.45,23.30,33.01,2.90,9.33,9.21,53.50,9.75,27.00,19.42,17.96,73.89,17.96,17.17,0.60,19.42,19.42,19.42,2.40,120.00,12.82,19.42,13.59,10.80,7.11,15.73,2.40,3.40,2.60,18.90,0.00,0.00,0.43,1.00,35.70,0.00,3.69,0.00,65.79,68.00,121.00,0.10,2.00,31.91,35.87,11.00,2.00
7.00,0.45,19.58,1.70,14.00,4.50,14.17,24.85,34.56,4.20,0.40,0.00,19.00,0.01,7.67,34.95,0.00,8.00,25.92,73.40,7.90,0.00,3.20,5.00,36.89,18.45,23.30,33.01,2.90,3.64,8.83,50.80,9.75,27.00,19.42,17.96,33.95,17.96,7.27,0.60,19.42,19.42,19.42,2.40,120.00,12.82,19.42,13.59,10.80,7.11,15.73,2.40,3.32,2.66,18.90,0.00,0.00,0.30,1.00,33.20,0.00,3.46,0.00,33.34,68.40,119.00,0.00,2.00,10.65,6.06,11.00,1.00
8.00,0.05,19.83,0.43,14.00,4.50,14.17,24.85,34.56,4.20,0.40,0.00,19.00,0.00,2.73,34.95,0.00,8.00,25.60,71.50,7.90,0.00,3.20,5.00,36.89,18.45,23.30,33.01,2.90,0.65,8.41,47.50,9.75,27.00,19.42,17.96,7.91,17.96,1.53,0.60,19.42,19.42,19.42,2.40,113.00,12.82,19.42,13.59,10.80,7.11,15.73,2.40,2.97,2.67,18.90,0.00,0.00,0.10,1.00,32.20,0.00,3.32,0.00,5.71,66.40,109.00,0.00,2.00,1.67,0.00,11.00,0.00
9.00,0.00,20.09,0.06,14.00,4.50,14.17,24.85,34.56,4.20,0.40,0.00,19.00,0.00,0.48,34.95,0.00,8.00,25.23,69.10,7.90,0.00,15.53,5.00,36.89,18.45,23.30,33.01,2.90,0.05,8.03,44.00,9.75,27.00,19.42,17.96,1.14,17.96,0.12,0.60,19.42,19.42,19.42,2.40,106.00,12.82,19.42,13.59,10.80,7.11,15.53,2.40,2.52,2.65,18.90,0.00,0.00,0.05,1.00,31.70,51.80,3.21,2.42,0.62,63.60,99.00,0.00,2.00,0.14,0.00,11.00,0.00
10.00,0.00,20.29,0.00,14.00,9.00,14.17,24.85,34.56,4.20,0.40,0.00,19.00,0.00,0.00,34.95,0.00,8.00,24.51,65.90,8.00,0.00,15.53,5.00,36.89,18.45,23.30,33.01,2.90,0.00,7.70,41.10,9.75,27.00,19.42,17.96,0.00,17.96,0.00,0.60,19.42,19.42,19.42,2.40,95.00,12.82,19.42,13.59,10.80,7.11,15.53,2.40,2.14,2.49,18.90,0.00,0.00,0.00,1.00,31.40,53.60,3.00,2.25,0.00,62.40,83.00,0.00,2.00,0.00,0.00,11.00,0.00
