"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","WAYRASOLAR"
1.00,0.00,19.01,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,0.00,0.00,0.00,3.10,3.30,6.40,9.45,7.83,8.00,2.30,15.46,5.00,18.36,9.70,3.00,4.50,1.30,0.00,14.76,38.33,2.15,28.24,3.50,11.58,0.00,14.49,0.00,0.60,3.00,3.50,3.60,2.30,43.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,8.38,10.01,9.45,0.00,0.43,48.73,60.79,6.14,3.65,0.00,60.11,44.00,0.00,1.53,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,19.61,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,0.00,0.00,0.00,3.10,3.30,6.40,9.73,6.69,8.00,2.30,15.46,5.00,18.36,9.70,3.00,4.50,1.30,0.00,14.22,37.24,2.15,28.29,3.50,11.58,0.00,14.49,0.00,0.60,3.00,3.50,3.60,2.30,40.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,8.45,10.08,9.45,0.00,0.43,46.70,57.71,5.92,3.46,0.00,63.34,41.00,0.00,1.51,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,19.86,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,0.00,0.00,0.00,0.00,3.30,6.40,8.79,4.94,8.00,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,0.00,13.80,35.43,2.15,28.27,3.50,11.55,0.00,14.49,0.00,0.60,3.00,3.50,3.60,2.30,37.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,8.51,10.10,9.45,0.00,0.42,46.76,57.25,6.21,3.67,0.00,62.64,39.00,0.00,1.49,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,19.45,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,0.00,0.00,0.00,0.00,3.30,6.40,8.68,4.47,8.00,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,0.00,13.39,32.99,2.15,28.35,3.50,11.56,0.00,14.49,0.00,0.60,3.00,3.50,3.60,2.30,34.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,8.57,10.13,9.45,0.00,0.42,45.93,56.10,6.02,3.65,0.00,56.74,37.00,0.00,1.47,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,19.61,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,0.00,0.00,0.00,0.00,3.30,6.40,8.24,4.04,8.00,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,0.00,12.96,30.99,2.15,28.37,3.50,11.54,0.00,14.49,0.00,0.60,3.00,3.50,3.60,2.30,30.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,8.48,10.08,9.45,0.00,0.42,45.75,55.68,6.28,3.68,0.00,56.26,34.00,0.00,1.45,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,19.68,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,0.00,0.00,0.00,0.00,3.30,6.40,8.44,3.80,8.00,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,0.00,12.49,29.13,2.15,28.34,3.50,11.54,0.00,14.49,0.00,0.60,3.00,3.50,3.60,2.30,30.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,8.38,10.02,9.45,0.00,0.42,44.92,54.41,5.94,3.78,0.00,54.47,30.00,0.00,1.44,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,19.86,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,0.00,0.00,0.00,0.00,3.30,6.40,8.28,3.46,8.00,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,0.00,11.98,27.33,2.15,28.33,3.50,11.52,0.00,14.49,0.00,0.60,3.00,3.50,3.60,2.30,33.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,8.61,10.09,9.45,0.00,0.42,44.44,52.60,5.93,3.92,0.00,51.09,26.00,0.00,1.42,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,19.88,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,0.00,0.00,0.00,0.00,3.30,6.40,8.34,3.40,8.00,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,0.00,11.43,25.56,2.15,28.33,3.50,11.53,0.00,14.49,0.00,0.60,3.00,3.50,3.60,2.30,28.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,8.84,10.15,9.45,0.00,0.42,43.65,50.41,5.97,3.99,0.00,46.12,23.00,0.00,1.40,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,19.85,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,0.00,0.00,0.00,3.10,3.30,6.40,8.22,2.91,8.00,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,0.00,10.83,24.47,2.15,28.29,3.50,11.51,0.00,14.49,0.00,0.60,3.00,3.50,3.60,2.30,19.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,9.16,10.43,9.45,0.00,0.42,42.68,48.24,5.68,3.87,0.00,46.92,20.00,0.10,1.39,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,19.97,0.00,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,0.00,0.00,0.00,3.10,3.30,6.40,8.05,3.11,8.00,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,0.00,10.22,23.65,2.15,28.25,3.50,11.52,0.00,14.49,0.00,0.60,3.00,3.50,3.60,2.30,17.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,9.47,10.70,9.45,0.00,0.42,42.13,46.02,5.66,3.57,0.00,46.06,19.00,0.20,1.38,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.08
