"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,71.15,29.30,66.81,545.39,176.57,6.86,5.74,87.74,17.08,1.77,15.36,75.00,7.18,3.85,106.77,63.70,89.69,0.00,88.20,0.00,6.88,58.06,24.00,6.39,0.00,65.23,0.00,17.33,0.00,0.00,0.00,44.93,58.69,20.73,183.28,110.59,104.37,0.00,0.00,61.33,50.14,44.02,29.49,0.00,0.00,10.36,20.73,0.00,0.00,20.73,73.21,5.08,16.91,0.00,20.68,4.83
2.00,69.27,28.53,66.81,533.90,172.85,6.86,5.74,87.74,17.08,1.77,15.36,71.18,7.18,3.85,106.77,62.99,89.69,0.00,88.20,0.00,6.88,58.06,24.00,6.39,0.00,55.60,0.00,15.11,0.00,0.00,0.00,41.18,41.59,41.59,183.28,101.50,95.48,0.00,0.00,61.33,40.71,43.87,29.49,0.00,0.00,0.00,20.73,0.00,0.00,20.73,71.60,5.08,16.91,0.00,20.68,4.83
3.00,70.63,29.09,66.81,532.45,172.38,6.86,5.74,86.90,17.08,1.77,15.36,66.32,7.18,3.85,106.77,60.98,88.66,18.00,88.20,0.00,6.88,58.06,24.00,6.39,0.00,4.66,0.00,0.00,0.00,0.00,0.00,20.73,58.36,45.26,183.28,96.52,90.50,0.00,0.00,55.11,43.99,44.03,29.49,0.00,0.00,0.00,20.73,0.00,0.00,20.73,69.67,5.08,16.91,0.00,20.68,4.83
4.00,65.98,27.18,66.81,516.43,167.19,6.86,5.74,84.09,17.08,1.77,15.36,66.99,7.18,3.85,106.77,61.33,85.23,18.00,88.20,0.00,6.88,58.06,24.00,6.39,0.00,39.79,0.00,11.48,0.00,0.00,0.00,0.00,67.55,29.35,183.28,169.40,0.00,0.00,0.00,61.84,32.56,43.70,29.49,0.00,0.00,0.00,20.73,0.00,0.00,20.73,70.47,5.08,16.91,0.00,20.68,4.83
5.00,65.98,27.18,66.81,513.45,166.23,6.86,5.74,78.92,17.08,1.77,15.36,63.13,7.18,3.85,106.77,60.98,78.91,18.00,88.20,0.00,6.88,58.06,24.00,6.39,0.00,27.51,0.00,8.65,0.00,0.00,0.00,0.00,51.81,51.81,130.79,196.19,0.00,0.00,0.00,0.00,38.68,32.78,29.49,0.00,0.00,0.00,20.73,0.00,0.00,102.42,69.50,5.08,16.91,0.00,20.68,4.83
6.00,65.98,27.18,66.81,513.31,166.18,6.86,5.74,78.54,17.08,1.77,15.36,66.43,7.18,3.85,106.77,60.03,78.44,18.00,88.20,0.00,6.88,58.06,24.00,6.39,0.00,29.13,0.00,9.02,0.00,0.00,0.00,0.00,66.76,36.87,183.28,173.70,0.00,0.00,0.00,0.00,33.68,44.22,29.49,0.00,0.00,0.00,29.20,20.73,0.00,0.00,70.33,5.08,16.91,0.00,20.68,4.83
7.00,65.98,27.18,66.81,600.73,194.49,6.86,5.74,80.08,17.08,1.77,15.36,70.13,7.18,3.85,106.77,60.30,80.32,0.00,88.20,0.00,6.88,58.06,24.00,6.39,0.00,30.49,0.00,9.33,0.00,0.00,0.00,0.00,67.55,36.08,183.28,0.00,0.00,0.00,0.00,57.14,35.65,43.78,29.49,0.00,0.00,0.00,0.00,26.94,0.00,20.73,71.96,5.08,16.91,20.68,0.00,4.83
8.00,65.98,27.18,66.81,514.88,166.69,6.86,5.74,76.52,17.08,1.77,15.36,69.15,7.18,3.85,106.77,59.92,75.97,18.00,88.20,0.00,6.88,58.06,24.00,6.39,0.00,4.66,0.00,0.00,0.00,0.00,0.00,0.00,67.55,31.38,183.28,82.18,75.92,0.00,0.00,61.84,31.77,43.68,29.49,0.00,0.00,0.00,0.00,20.73,0.00,26.94,72.15,5.08,16.91,10.35,10.33,4.83
9.00,65.98,27.18,66.81,512.46,165.91,6.86,5.74,78.62,17.08,1.77,15.36,74.04,7.18,3.85,106.77,60.76,78.53,18.00,88.20,0.00,6.88,58.06,24.00,6.39,0.00,28.02,0.00,8.77,0.00,0.00,0.00,0.00,67.55,31.38,183.28,86.41,80.24,0.00,0.00,61.84,28.00,46.17,29.49,0.00,0.00,0.00,0.00,26.94,0.00,20.73,74.32,5.08,16.91,20.68,0.00,4.83
10.00,65.98,27.18,66.81,513.33,166.19,6.86,5.74,77.80,17.08,1.77,15.36,75.79,7.18,3.85,106.77,58.84,77.53,18.00,88.20,0.00,6.88,58.06,24.00,6.39,0.00,30.68,0.00,9.38,0.00,0.00,0.00,51.60,52.03,20.73,183.28,88.52,82.40,0.00,0.00,62.18,37.19,37.17,29.49,0.00,0.00,0.00,0.00,20.73,0.00,34.39,74.33,5.08,16.91,0.00,20.68,4.83
