"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,78.57,30.22,67.73,649.93,213.30,0.00,5.17,111.35,19.36,3.72,39.58,0.00,60.00,8.91,7.43,165.00,113.35,133.88,44.45,0.00,246.01,15.00,2.85,6.50,88.00,115.36,6.39,9.98,96.29,10.21,19.95,230.47,230.21,68.10,67.69,68.48,67.92,185.79,198.88,185.86,5.67,76.05,73.16,67.15,67.06,82.11,30.94,30.82,30.82,87.88,88.04,111.24,111.19
2.00,78.57,30.22,67.73,649.93,213.30,0.00,5.17,111.35,19.36,3.72,39.58,0.00,60.00,8.91,7.43,165.00,113.35,133.88,44.45,0.00,246.01,15.00,2.85,6.50,88.00,115.36,6.39,9.98,96.29,10.21,19.95,230.47,230.21,68.10,67.69,68.48,67.92,185.79,198.88,185.86,5.67,76.05,73.16,67.15,67.06,82.11,30.94,30.82,30.82,87.88,88.04,111.24,111.19
3.00,78.57,30.22,67.73,649.93,213.30,0.00,5.17,111.35,19.36,3.72,39.58,0.00,60.00,8.91,7.43,165.00,113.35,133.88,44.45,0.00,246.01,30.00,2.85,6.50,88.00,115.36,6.39,9.98,96.29,10.21,19.95,230.47,230.21,68.10,67.69,68.48,67.92,185.79,198.88,185.86,5.67,76.05,73.16,67.15,67.06,82.11,30.94,30.82,30.82,87.88,88.04,110.50,111.19
4.00,78.57,30.22,67.73,649.93,213.30,0.00,5.17,111.35,19.36,3.72,39.58,0.00,60.00,8.91,7.43,165.00,113.35,133.88,44.45,0.00,246.01,30.00,2.85,6.50,88.00,115.36,6.39,9.98,96.29,10.21,19.95,230.47,230.21,68.10,67.69,68.48,67.92,185.79,198.88,185.86,5.67,76.05,73.16,67.15,67.06,82.11,30.94,30.82,30.82,87.88,88.04,111.24,111.19
5.00,78.57,30.22,67.73,649.93,213.30,0.00,5.17,111.35,19.36,3.72,39.58,0.00,75.00,8.91,7.43,165.00,113.35,133.88,44.45,36.54,246.01,30.00,2.85,6.50,88.00,115.36,6.39,9.98,96.29,10.21,19.95,230.47,230.21,68.10,67.69,68.48,67.92,185.79,198.88,185.86,5.67,76.05,73.16,67.15,67.06,82.11,30.94,30.82,30.82,87.88,88.04,110.50,111.19
6.00,78.57,30.22,67.73,649.93,213.30,0.00,5.17,111.35,19.36,3.72,39.58,0.00,75.00,8.91,7.43,165.00,113.35,133.88,44.45,36.54,246.01,30.00,2.85,6.50,88.00,115.36,6.39,9.98,96.29,10.21,19.95,230.47,230.21,68.10,67.69,68.48,67.92,185.79,198.88,185.86,5.67,76.05,73.16,67.15,67.06,82.11,30.94,30.82,30.82,87.88,88.04,110.50,111.19
7.00,78.57,30.22,67.73,649.93,213.30,0.00,5.17,111.35,19.36,3.72,39.58,0.00,75.00,8.91,7.43,165.00,113.35,133.88,44.45,36.54,246.01,30.00,2.85,6.50,88.00,17.99,6.39,9.98,96.29,10.21,19.95,230.47,230.21,68.10,67.69,68.48,67.92,185.79,198.88,185.86,5.67,76.05,73.16,67.15,67.06,82.11,30.94,30.82,30.82,87.88,88.04,110.50,111.19
8.00,78.57,30.22,67.73,649.93,213.30,0.00,5.17,111.35,19.36,3.72,39.58,0.00,75.00,8.91,7.43,165.00,113.35,133.88,44.45,36.54,246.01,30.00,2.85,6.50,88.00,17.02,6.39,9.98,96.29,10.21,19.95,230.47,230.21,68.10,67.69,68.48,67.92,185.79,198.88,185.86,5.67,76.05,73.16,67.15,67.06,82.11,30.94,30.82,30.82,87.88,88.04,110.50,111.19
9.00,78.57,30.22,67.73,649.93,213.30,0.00,5.17,111.35,19.36,3.72,39.58,0.00,75.00,8.91,7.43,165.00,113.34,133.88,44.45,36.54,246.00,30.00,2.85,6.50,88.00,16.34,6.39,9.00,89.23,10.21,19.95,230.45,230.19,68.10,67.69,68.47,67.92,185.79,198.88,185.86,4.30,76.05,73.16,67.15,67.06,82.11,0.00,27.86,27.85,87.88,88.04,110.50,111.19
10.00,78.57,30.22,67.73,649.93,213.30,0.00,5.17,111.35,19.36,3.72,39.58,0.00,75.00,8.91,7.43,165.00,113.34,133.88,44.45,36.54,246.00,30.00,2.85,6.50,88.00,16.34,6.39,9.00,93.70,10.21,19.95,230.46,230.19,68.10,67.69,68.47,67.92,185.79,198.88,185.86,5.01,76.05,73.16,67.15,67.06,82.11,22.25,22.18,22.18,87.88,88.04,110.50,111.19
