"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,62.15,29.95,67.13,635.03,206.59,6.04,8.13,110.37,16.68,3.12,26.42,14.92,78.34,5.13,2.82,163.91,56.18,132.71,22.12,35.37,179.21,13.52,1.97,6.88,87.69,6.39,9.98,85.48,3.45,19.77,158.62,158.61,45.21,44.69,52.66,52.26,184.17,197.14,184.23,5.67,74.91,76.30,66.56,0.00,48.47,0.00,30.56,30.55,30.86,30.86,110.20,110.15,159.79
2.00,60.25,29.95,67.13,635.03,206.59,6.04,8.13,110.37,16.68,3.12,26.42,14.92,74.66,5.13,2.82,163.91,56.18,132.71,22.12,35.37,179.21,13.52,1.97,6.88,87.69,6.39,9.98,82.86,3.45,19.17,154.03,154.03,52.68,0.00,38.42,52.58,184.17,197.14,184.23,5.67,74.91,76.30,66.56,0.00,48.47,0.00,30.56,30.55,30.86,30.86,110.20,110.15,155.23
3.00,62.15,29.95,67.13,635.03,206.59,6.04,8.13,110.37,16.68,3.12,26.42,14.92,73.46,5.13,2.82,163.91,56.18,132.70,22.12,35.37,179.21,13.52,1.97,6.88,87.69,6.39,9.98,75.90,3.45,17.56,152.08,152.07,63.98,0.00,53.33,20.69,184.17,197.14,184.23,5.67,74.91,76.30,66.56,0.00,48.47,0.00,30.56,30.55,30.86,30.86,95.77,95.73,154.74
4.00,62.15,29.95,67.13,635.03,206.59,6.04,8.13,110.37,16.68,3.12,26.42,14.92,69.89,5.13,2.82,163.91,56.18,131.35,22.12,35.37,179.21,13.52,1.97,6.88,87.69,6.39,9.98,68.58,3.45,15.86,150.04,150.04,65.04,0.00,52.27,20.69,184.17,197.14,184.23,5.67,74.91,76.30,66.56,0.00,48.47,0.00,30.56,30.55,30.86,30.86,78.64,78.61,153.64
5.00,62.79,29.95,67.13,635.03,206.59,6.04,8.13,110.37,16.68,3.12,26.42,14.92,68.65,5.13,2.82,163.91,56.18,127.46,22.12,35.37,179.21,13.52,1.97,6.88,87.69,6.39,9.98,63.12,3.45,14.60,149.08,149.08,57.55,0.00,57.85,20.69,184.17,197.14,184.23,5.67,74.91,76.30,66.56,0.00,48.47,0.00,30.56,30.55,30.86,30.86,65.74,65.73,152.56
6.00,61.51,29.95,67.13,635.03,206.59,6.04,8.13,110.37,16.68,3.12,26.42,14.92,71.13,5.13,2.82,163.91,56.18,132.71,22.12,35.37,179.21,13.52,1.97,6.88,87.69,6.39,9.98,71.57,3.45,16.55,228.46,0.00,46.61,0.00,46.79,46.52,184.17,197.14,184.23,5.67,74.91,76.30,66.56,0.00,48.47,0.00,30.56,30.55,30.86,30.86,100.75,100.70,154.21
7.00,62.37,29.95,67.13,635.03,206.59,6.04,8.13,110.37,16.68,3.12,26.42,14.92,65.66,5.13,2.82,163.91,56.18,132.71,22.12,35.37,179.21,13.52,1.97,6.88,87.69,6.39,9.98,63.10,3.45,14.60,228.46,0.00,58.32,0.00,58.32,20.69,184.17,197.14,184.23,5.67,74.91,76.30,66.56,0.00,48.47,0.00,30.56,30.55,30.86,30.86,63.20,63.19,152.13
8.00,62.99,29.95,67.13,635.03,206.59,6.04,8.13,110.37,16.68,3.12,26.42,14.92,66.53,5.13,2.82,163.91,56.18,132.71,22.12,35.37,179.21,13.52,1.97,6.88,87.69,6.39,9.98,61.16,3.45,14.15,228.46,0.00,57.26,0.00,57.55,20.68,184.17,197.14,184.23,5.67,74.91,76.30,66.56,0.00,48.47,0.00,30.56,30.55,30.86,30.86,60.48,60.47,152.95
9.00,62.98,29.95,67.13,635.03,206.59,6.04,8.13,110.37,16.68,3.12,26.42,14.92,69.40,5.13,2.82,163.91,56.18,127.77,22.12,35.37,179.21,13.52,1.97,6.88,87.69,6.39,9.98,58.03,3.45,13.42,147.37,147.37,57.27,0.00,57.57,20.68,184.17,197.14,184.23,5.67,74.91,76.30,66.56,0.00,48.47,0.00,30.56,30.55,30.86,30.86,54.58,54.57,155.02
10.00,61.56,29.95,67.13,635.03,206.59,6.04,8.13,110.37,16.68,3.12,26.42,14.92,63.91,5.13,2.82,163.91,56.18,131.01,22.12,35.37,179.21,13.52,1.97,6.88,87.69,6.39,9.98,62.67,3.45,14.50,148.44,148.44,59.29,0.00,59.61,20.88,184.17,197.14,184.23,5.67,74.91,76.30,66.56,0.00,48.47,0.00,30.56,30.55,30.86,30.86,68.87,68.85,188.10
