"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN"
1.00,3.72,23.39,3.19,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,8.54,10.40,17.56,0.00,7.80,12.45,61.59,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,8.60,22.90,76.10,3.20,0.00,19.51,18.54,64.28,9.20,19.42,0.60,20.00,19.51,19.51,1.20,116.50,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.86,3.74,9.00,0.41,1.00,79.90,88.60,9.35,8.19,57.51,107.80,119.70,0.10,2.00,29.29,5.93
2.00,1.71,23.28,1.78,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,1.88,3.78,17.56,0.00,7.80,11.63,58.87,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,2.78,32.90,85.40,3.20,0.00,19.51,18.54,27.96,9.20,8.93,0.60,20.00,19.51,19.51,1.20,127.20,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.75,3.48,9.00,0.28,1.00,101.32,109.23,6.24,5.85,25.65,109.00,135.00,0.10,2.00,11.01,3.64
3.00,0.75,23.34,0.50,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.12,0.50,17.56,0.00,7.80,10.86,57.05,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.19,32.90,94.20,3.20,0.00,19.51,18.54,3.33,9.20,0.92,0.60,20.00,19.51,19.51,1.20,127.60,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,4.51,3.22,9.00,0.10,1.00,113.00,115.70,8.29,7.59,3.73,110.40,134.20,0.00,2.00,2.32,1.79
4.00,0.00,23.23,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,10.28,57.94,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,33.10,92.60,3.20,0.00,19.51,18.54,0.01,9.20,0.01,0.60,20.00,19.51,19.51,1.20,126.70,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,3.85,2.95,9.00,0.05,1.00,110.00,110.97,7.62,6.63,0.00,111.00,129.00,0.00,2.00,0.09,0.46
5.00,0.00,23.35,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,9.62,58.55,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,33.40,89.50,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,125.50,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,3.24,2.63,9.00,0.00,1.00,96.70,105.30,7.00,5.83,0.00,111.50,123.30,0.00,2.00,0.00,0.00
6.00,0.00,23.24,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,8.71,58.31,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,32.90,85.90,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,118.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,2.82,2.22,9.00,0.00,1.00,93.10,103.00,6.48,5.48,0.00,110.10,111.10,0.00,2.00,0.00,0.00
7.00,0.00,23.19,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,8.08,57.23,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,22.30,73.40,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,108.40,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,2.44,1.89,9.00,0.00,1.00,84.50,95.80,6.08,5.14,0.00,108.10,96.50,0.00,2.00,0.00,0.00
8.00,0.00,23.40,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,8.25,53.65,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,21.30,71.30,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,96.10,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,2.19,1.84,9.00,0.00,1.00,65.40,82.20,6.04,4.81,0.00,104.30,76.20,0.00,2.00,0.00,0.00
9.00,0.00,23.54,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,8.43,49.58,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,20.30,59.50,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,82.70,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,1.98,1.73,9.00,0.00,1.00,61.20,78.30,5.98,4.53,0.00,99.90,53.80,0.00,2.00,0.00,0.00
10.00,0.00,23.37,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,8.66,44.09,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,18.70,55.10,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,77.00,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,1.93,1.48,9.00,0.00,1.00,56.50,74.40,5.87,4.39,0.00,94.70,43.30,0.00,2.00,0.00,0.00
11.00,0.00,23.61,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,8.88,39.38,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,17.00,50.10,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,63.80,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,1.85,1.30,9.00,0.00,1.00,46.70,65.60,5.61,4.06,0.00,89.10,21.50,0.00,2.00,0.00,0.00
12.00,0.00,23.61,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,9.10,37.03,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,16.20,47.30,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,62.70,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,1.68,1.29,9.00,0.00,1.00,42.40,61.80,4.88,3.16,0.00,85.30,20.20,0.00,2.00,0.00,0.00
13.00,0.00,23.52,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,9.36,34.89,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,15.60,45.30,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,62.30,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,1.56,1.28,9.00,0.00,1.00,38.20,58.00,4.18,2.41,0.00,81.90,20.70,0.00,2.00,0.00,0.00
14.00,0.00,23.96,0.00,14.00,4.20,8.60,9.70,17.95,0.00,0.00,3.50,0.00,0.00,0.00,17.56,0.00,7.80,9.77,33.41,8.00,10.00,14.54,4.90,19.32,19.32,19.51,19.51,0.00,0.00,15.00,42.40,3.20,0.00,19.51,18.54,0.00,9.20,0.00,0.60,20.00,19.51,19.51,2.40,53.30,12.88,19.51,19.51,8.00,0.00,0.00,17.56,2.40,1.56,1.28,9.00,0.00,1.00,34.20,53.30,3.61,2.07,0.00,77.60,20.30,0.00,2.00,0.00,0.00
