"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CT AGROLMOS"
1.00,7.79,11.42,9.78,14.00,1.45,7.20,6.70,12.04,2.40,0.00,3.40,19.00,12.07,15.84,19.00,0.00,6.20,18.82,24.30,3.13,4.00,5.20,2.80,18.45,16.31,12.62,16.50,1.40,12.69,17.67,47.00,3.40,27.18,19.42,17.96,142.60,17.96,36.71,0.60,20.00,20.00,20.00,2.40,52.60,12.82,21.00,0.00,7.00,10.80,7.43,9.48,0.00,6.24,9.92,9.44,0.00,0.00,0.07,1.00,38.80,59.20,1.75,2.50,103.13,82.10,42.60,0.00,2.00,77.39,0.00,19.42,0.00,11.00
2.00,10.43,11.49,11.92,14.00,1.45,7.20,6.70,12.04,2.40,0.00,3.40,19.00,14.50,17.25,19.00,0.00,6.20,18.87,26.80,3.13,4.00,5.20,2.80,18.45,16.31,12.62,16.50,1.40,14.13,19.46,52.10,3.40,27.15,19.42,17.96,143.62,17.96,37.92,0.60,20.00,20.00,20.00,2.40,53.50,12.82,21.00,0.00,7.00,10.80,7.43,9.48,0.00,5.80,9.47,9.44,0.00,0.00,0.11,1.00,0.00,61.00,0.00,3.15,106.30,87.60,45.20,0.10,2.00,79.16,0.00,19.42,0.00,11.00
3.00,12.39,11.40,13.64,14.00,1.45,7.20,6.70,12.04,2.40,0.00,3.40,19.00,16.27,18.02,19.00,0.00,6.20,18.47,31.40,3.13,4.00,5.20,2.80,18.45,16.31,12.62,16.50,1.40,14.87,21.16,58.80,3.40,27.07,19.42,17.96,143.87,17.96,38.45,0.60,20.00,20.00,20.00,2.40,60.90,12.82,21.00,0.00,7.00,10.80,7.43,9.48,0.00,6.44,10.09,9.44,0.00,0.00,0.52,1.00,0.00,62.70,0.00,3.85,108.00,92.00,54.60,0.20,2.00,79.69,0.00,19.42,0.00,11.00
4.00,14.07,0.00,15.10,14.00,1.45,7.20,6.70,12.04,2.40,0.00,3.40,19.00,16.54,18.40,19.00,0.00,6.20,17.92,36.70,3.13,4.00,5.20,2.80,18.45,16.31,12.62,16.50,1.40,15.24,22.82,66.00,3.40,27.02,19.42,17.96,143.79,17.96,38.66,0.60,20.00,20.00,20.00,2.40,69.10,12.82,21.00,0.00,7.00,10.80,7.43,9.48,0.00,7.44,11.07,9.44,0.00,0.00,0.70,1.00,0.00,64.30,0.00,4.57,108.49,96.00,66.20,0.20,2.00,79.86,0.00,19.42,0.00,11.00
5.00,15.53,0.00,16.34,14.00,1.45,7.20,6.70,12.04,2.40,0.00,3.40,19.00,17.35,18.52,19.00,0.00,6.20,17.77,42.60,3.13,4.00,5.20,2.80,18.45,16.31,12.62,16.50,1.40,15.44,23.97,71.10,3.40,27.02,19.42,17.96,143.71,17.96,38.87,0.60,20.00,20.00,20.00,2.40,79.50,12.82,21.00,0.00,7.00,10.80,7.43,9.48,0.00,8.35,11.66,9.44,0.00,0.00,0.87,1.00,0.00,66.40,0.00,5.36,108.98,100.80,78.70,0.30,2.00,79.94,0.00,19.42,0.00,11.00
6.00,16.63,0.00,17.47,14.00,1.45,7.20,6.70,12.04,2.40,0.00,3.40,19.00,18.55,18.53,19.00,0.00,6.20,17.74,48.80,3.13,4.00,5.20,2.80,18.45,16.31,12.62,16.50,1.40,15.46,24.94,75.50,3.40,26.87,19.42,17.96,143.61,17.96,38.99,0.60,20.00,20.00,20.00,2.40,88.10,12.82,21.00,0.00,7.00,10.80,7.43,9.48,0.00,9.24,12.11,9.44,0.00,0.00,0.97,1.00,0.00,68.80,0.00,6.19,109.34,105.80,91.40,0.30,2.00,79.97,0.00,19.42,0.00,11.00
7.00,17.49,0.00,18.54,14.00,1.45,7.20,6.70,12.04,2.40,0.00,3.40,19.00,19.33,18.53,19.00,0.00,6.20,18.04,57.60,3.12,4.00,5.20,2.80,18.45,16.31,12.62,16.50,1.40,15.43,25.25,77.20,3.40,26.56,19.42,17.96,143.32,17.96,39.10,0.60,20.00,20.00,20.00,2.40,91.40,12.82,21.00,0.00,7.00,10.80,7.43,9.48,0.00,9.77,12.28,9.44,0.00,0.00,1.06,1.00,0.00,72.50,0.00,7.13,109.60,107.60,97.50,0.30,2.00,80.00,0.00,19.42,0.00,11.00
8.00,17.94,0.00,19.00,14.00,1.45,7.20,6.70,12.04,2.40,0.00,3.40,19.00,19.40,18.63,19.00,0.00,6.20,18.46,67.20,3.12,4.00,5.20,2.80,18.45,16.31,12.62,16.50,1.40,15.42,25.34,78.10,3.40,26.42,19.42,17.96,142.32,17.96,39.31,0.60,20.00,20.00,20.00,2.40,95.10,12.82,21.00,0.00,7.00,10.80,7.43,9.48,0.00,10.19,12.35,9.44,0.00,0.00,1.08,1.00,0.00,76.60,0.00,8.12,109.91,108.30,101.40,0.40,2.00,80.00,0.00,19.42,0.00,11.00
9.00,17.92,0.00,18.86,14.00,1.45,7.20,6.70,12.04,2.40,0.00,3.40,19.00,18.48,18.60,19.00,0.00,6.20,18.66,70.70,3.13,4.00,5.20,2.80,18.45,16.31,12.62,16.50,1.40,15.48,25.16,78.50,3.40,26.21,19.42,17.96,131.64,17.96,39.32,0.60,20.00,20.00,20.00,2.40,99.50,12.82,21.00,0.00,7.00,10.80,7.43,9.48,0.00,10.21,12.34,9.44,0.00,0.00,1.07,1.00,0.00,78.10,0.00,8.55,110.14,106.80,105.90,0.40,2.00,80.00,0.00,19.42,0.00,11.00
10.00,17.77,0.00,18.53,14.00,1.45,7.20,6.70,12.04,2.40,0.00,3.40,19.00,17.68,18.56,19.00,0.00,6.20,18.79,72.10,3.12,4.00,5.20,2.80,18.45,16.31,12.62,16.50,1.40,15.53,24.88,78.80,3.40,26.17,19.42,17.96,140.77,17.96,39.18,0.60,20.00,20.00,20.00,2.40,104.00,12.82,21.00,0.00,7.00,10.80,7.43,9.48,0.00,10.09,12.30,9.44,0.00,0.00,1.09,1.00,0.00,78.60,0.00,8.81,110.04,104.60,110.70,0.40,2.00,80.00,0.00,19.42,0.00,11.00
11.00,17.11,0.00,17.68,14.00,1.45,7.20,6.70,12.04,2.40,0.00,3.40,19.00,17.77,18.52,19.00,0.00,6.20,19.33,73.20,3.13,4.00,5.20,2.80,18.45,16.31,12.62,16.50,1.40,15.59,24.76,80.10,3.40,26.00,19.42,17.96,143.06,17.96,38.76,0.60,20.00,20.00,20.00,2.40,108.30,12.82,21.00,0.00,7.00,10.80,7.43,9.48,0.00,9.79,12.07,9.45,0.00,0.00,1.08,1.00,0.00,80.30,0.00,9.20,109.83,105.60,121.60,0.40,2.00,80.00,0.00,19.42,0.00,11.00
12.00,15.77,0.00,16.38,14.00,1.45,7.20,6.70,12.04,2.40,0.00,3.40,19.00,18.44,18.39,19.00,0.00,6.20,20.01,74.20,3.12,4.00,5.20,2.80,18.45,16.31,12.62,16.50,1.40,15.49,24.69,81.70,3.40,26.03,19.42,17.96,142.20,17.96,38.19,0.60,20.00,20.00,20.00,2.40,112.20,12.82,21.00,0.00,7.00,10.80,7.43,9.48,0.00,9.43,11.77,9.45,0.00,0.00,1.08,1.00,0.00,82.50,0.00,9.63,109.21,107.70,134.50,0.30,2.00,79.98,0.00,19.42,0.00,11.00
13.00,14.19,0.00,14.90,14.00,1.45,7.20,6.70,12.04,2.40,0.00,3.40,19.00,18.73,18.21,19.00,0.00,6.20,21.20,74.60,3.12,4.00,5.20,2.80,18.45,16.31,12.62,16.50,1.40,15.33,24.89,82.40,3.40,26.07,19.42,17.96,140.82,17.96,37.39,0.60,20.00,20.00,20.00,2.40,114.90,12.82,21.00,0.00,7.00,10.80,7.43,9.48,0.00,8.42,10.50,9.45,0.00,0.00,1.08,1.00,0.00,82.80,0.00,9.78,107.94,108.20,140.00,0.20,2.00,79.90,0.00,19.42,0.00,11.00
14.00,12.72,0.00,13.17,14.00,1.45,7.20,6.70,12.04,2.40,0.00,3.40,19.00,18.28,17.95,19.00,0.00,6.20,22.58,74.90,3.12,4.00,5.20,2.80,18.45,16.31,12.62,16.50,1.40,15.03,25.18,82.80,3.40,26.18,19.42,17.96,141.25,17.96,36.89,0.60,20.00,20.00,20.00,2.40,117.20,12.82,21.00,0.00,7.00,10.80,7.43,9.48,0.00,7.20,8.89,9.45,0.00,0.00,0.91,1.00,0.00,82.60,0.00,9.84,105.31,108.30,143.00,0.20,2.00,78.78,0.00,19.42,0.00,11.00
15.00,11.02,0.00,11.16,14.00,1.45,7.20,6.70,12.04,2.40,0.00,3.40,19.00,17.34,17.54,19.00,0.00,6.20,23.01,75.50,3.12,4.00,5.20,2.80,18.45,16.31,12.62,16.50,1.40,14.64,25.26,83.00,3.40,26.27,19.42,17.96,141.29,17.96,35.49,0.60,20.00,20.00,20.00,2.40,118.80,12.82,21.00,0.00,7.00,10.80,7.43,9.48,0.00,6.58,7.31,9.45,0.00,0.00,0.88,1.00,0.00,83.00,0.00,10.03,101.60,108.40,143.90,0.10,2.00,75.72,0.00,19.42,0.00,11.00
