"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,68.32,29.69,67.13,635.88,206.86,7.98,8.37,88.58,16.68,0.37,0.00,14.92,70.22,5.13,2.82,116.04,66.93,74.49,0.00,10.85,70.28,0.00,1.97,6.88,63.41,0.00,6.39,0.00,89.00,3.45,19.77,0.00,0.00,28.42,48.23,48.90,48.90,0.00,0.00,106.80,0.00,0.00,67.01,45.34,36.84,30.00,0.00,10.31,0.00,0.00,0.00,109.79,0.00,121.49
2.00,61.49,29.69,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,73.07,5.13,2.82,116.04,67.55,84.60,0.00,21.80,70.28,0.00,1.97,6.88,63.41,0.00,6.39,0.00,85.48,3.45,19.77,0.00,0.00,50.69,65.20,22.19,0.00,0.00,133.94,70.61,0.00,0.00,67.01,43.11,26.57,30.00,0.00,10.31,0.00,0.00,0.00,100.37,0.00,122.51
3.00,71.74,29.69,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,70.75,5.13,2.82,116.04,67.40,84.60,0.00,33.00,70.28,0.00,1.97,6.88,63.41,0.00,6.39,0.00,45.89,3.45,10.61,0.00,0.00,26.80,66.59,0.00,0.00,126.21,134.15,66.49,1.99,0.00,65.92,45.81,40.22,30.00,0.00,30.56,0.00,0.00,0.00,110.26,0.00,121.11
4.00,71.74,29.69,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,116.54,5.13,2.82,116.04,68.71,84.60,0.00,33.00,70.28,0.00,1.97,6.88,63.41,0.00,6.39,2.36,18.74,3.45,4.33,0.00,0.00,26.80,66.59,0.00,0.00,184.17,197.14,66.49,2.16,0.00,65.92,46.33,44.50,30.00,0.00,30.56,0.00,0.00,0.00,110.26,0.00,130.65
5.00,68.32,29.95,67.13,635.88,206.86,7.98,8.37,75.80,16.68,0.37,0.00,14.92,82.65,5.13,2.82,116.04,62.02,58.94,0.00,23.24,70.28,0.00,1.97,6.88,63.41,0.00,0.00,0.00,85.48,3.45,19.77,0.00,0.00,40.45,66.63,40.45,0.00,0.00,128.21,67.09,0.00,0.00,67.01,45.57,36.61,30.00,0.00,10.31,0.00,46.89,0.00,110.26,0.00,91.54
6.00,56.95,29.95,67.13,635.88,206.86,7.98,8.37,83.96,16.68,0.37,0.00,14.92,82.65,5.13,2.82,116.04,51.74,68.87,0.00,10.85,70.28,0.00,1.97,6.88,63.41,0.00,0.00,9.00,73.43,3.45,16.99,0.00,0.00,67.50,42.82,43.23,0.00,0.00,0.00,66.49,1.34,0.00,61.04,53.40,0.00,30.00,0.00,10.31,0.00,54.90,0.00,107.56,0.00,40.15
7.00,49.71,29.95,67.13,635.88,206.86,7.98,8.37,93.75,16.68,0.37,0.00,14.92,54.46,5.13,2.82,116.04,49.87,80.78,0.00,23.24,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,80.42,3.45,18.60,0.00,0.00,35.53,20.62,59.79,59.31,0.00,0.00,66.49,1.34,0.00,0.00,39.18,0.00,30.00,0.00,10.31,0.00,67.60,0.00,110.26,0.00,19.43
8.00,51.98,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,95.63,5.13,2.82,116.04,54.97,84.60,0.00,33.00,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,85.48,3.45,19.77,0.00,0.00,64.18,41.63,42.04,20.62,0.00,0.00,95.15,1.44,0.00,0.00,41.47,0.00,30.00,0.00,11.85,0.00,87.12,0.00,107.29,0.00,37.91
9.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,84.81,5.13,2.82,116.04,54.23,84.60,0.00,12.00,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,68.73,3.45,15.90,157.64,0.00,0.00,0.00,67.88,20.62,0.00,0.00,74.18,2.01,0.00,0.00,46.36,44.74,30.00,10.31,10.31,0.00,85.00,0.00,107.43,0.00,34.72
10.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,61.96,5.13,2.82,116.04,54.41,84.60,0.00,33.00,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,71.37,3.45,16.51,162.38,0.00,0.00,0.00,67.88,20.62,0.00,0.00,74.62,2.38,0.00,0.00,46.65,47.13,30.00,13.10,13.10,0.00,85.00,0.00,86.80,0.00,25.96
11.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,79.11,5.13,2.82,116.04,59.16,84.60,0.00,12.00,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,62.31,3.45,14.41,166.75,0.00,0.00,59.98,33.38,20.62,181.19,0.00,93.07,3.79,0.00,0.00,47.03,42.67,30.00,24.00,23.91,0.00,85.00,0.00,102.57,0.00,31.95
12.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,78.11,5.13,2.82,116.04,63.04,84.60,0.00,23.83,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,63.71,3.45,14.74,168.83,0.00,37.56,20.62,37.56,20.62,97.12,103.13,74.04,4.30,0.00,0.00,47.26,43.12,30.00,27.93,27.82,0.00,85.00,0.00,109.34,0.00,31.99
13.00,57.58,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,85.22,5.13,2.82,116.04,65.31,84.60,0.00,24.58,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,70.38,3.45,16.28,144.33,144.33,34.79,58.92,59.60,20.62,93.26,99.24,71.42,4.33,0.00,0.00,39.18,20.62,30.00,28.17,28.06,0.00,87.12,0.00,110.26,0.00,33.91
14.00,59.48,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,57.95,5.13,2.82,116.04,62.97,84.60,0.00,33.00,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,85.48,3.45,19.77,144.33,144.33,33.99,0.00,56.21,55.80,94.41,100.40,75.35,4.66,0.00,0.00,39.18,20.62,30.00,30.67,30.56,0.00,85.00,0.00,49.92,0.00,24.03
15.00,72.37,29.95,67.13,635.88,206.86,7.98,8.37,96.89,16.68,0.37,0.00,14.92,51.28,5.13,2.82,116.04,61.72,84.60,0.00,29.77,70.28,13.13,1.97,6.88,63.41,0.00,0.00,9.00,71.09,3.45,16.44,164.44,0.00,0.00,0.00,67.88,20.62,86.24,92.26,75.90,4.66,0.00,0.00,47.60,44.71,30.00,30.67,30.56,0.00,85.00,0.00,75.60,0.00,21.50
