"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.00,23.86,0.00,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,0.00,0.00,19.00,0.00,8.80,11.90,35.45,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,6.70,9.10,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,2.40,48.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,2.70,0.10,18.90,0.00,0.00,0.00,1.00,0.00,0.90,0.40,0.40,0.00,28.80,48.00,0.00,2.00,0.00,0.00,11.00,0.00,19.00,0.00,0.00
2.00,0.00,23.81,0.00,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,0.00,0.00,19.00,0.00,8.80,11.40,32.09,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,6.20,7.20,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,2.40,41.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,2.10,0.00,18.90,0.00,0.00,0.00,1.00,0.00,1.60,0.40,0.30,0.00,28.80,41.00,0.00,2.00,0.00,0.00,11.00,0.00,19.00,0.00,0.00
3.00,0.00,23.79,0.00,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,0.00,0.00,19.00,0.00,8.80,11.20,29.40,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,5.60,10.60,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,2.40,34.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,1.60,0.00,18.90,0.00,0.00,0.00,1.00,0.00,2.40,0.30,0.20,0.00,28.90,34.00,0.00,2.00,0.00,0.00,11.00,0.00,19.00,0.00,0.00
4.00,0.00,23.70,0.00,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,0.00,0.00,19.00,0.00,8.80,10.80,26.93,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,5.10,12.10,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,2.40,26.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,1.20,0.00,18.90,0.00,0.00,0.00,1.00,0.40,2.90,0.40,0.20,0.00,27.30,26.00,0.00,2.00,0.00,0.00,11.00,0.00,19.00,0.00,0.00
5.00,0.00,23.56,0.00,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,0.00,0.00,19.00,0.00,8.80,10.20,24.81,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,4.60,11.00,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,2.40,19.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,0.90,0.00,18.90,0.00,0.00,0.00,1.00,1.00,3.60,0.50,0.10,0.00,25.00,19.00,0.00,2.00,0.00,0.00,11.00,0.00,19.00,0.00,0.00
6.00,0.00,23.80,0.00,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,0.00,0.00,19.00,0.00,8.80,9.70,22.82,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,4.10,9.80,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,2.40,13.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,0.90,0.00,18.90,0.00,0.00,0.00,1.00,1.60,4.50,0.50,0.10,0.00,19.50,13.00,0.00,2.00,0.00,0.00,11.00,0.00,19.00,0.00,0.00
7.00,0.00,23.84,0.00,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,0.00,0.00,19.00,0.00,8.80,9.50,21.37,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,3.60,8.60,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,2.40,12.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,0.90,0.00,18.90,0.00,0.00,0.00,1.00,2.10,5.40,0.50,0.20,0.00,13.10,12.00,0.00,2.00,0.00,0.00,11.00,0.00,19.00,0.00,0.00
8.00,0.00,23.86,0.00,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,0.00,0.00,19.00,0.00,8.80,9.30,20.12,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,3.30,7.60,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,2.40,11.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,1.00,0.00,18.90,0.00,0.00,0.00,1.00,2.40,5.80,0.50,0.20,0.00,10.10,11.00,0.00,2.00,0.00,0.00,11.00,0.00,19.00,0.00,0.00
9.00,0.00,23.83,0.00,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,0.00,0.00,19.00,0.00,8.80,9.60,18.91,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,3.20,7.10,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,2.40,12.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,1.10,0.00,18.90,0.00,0.00,0.00,1.00,2.60,5.90,0.40,0.20,0.00,8.20,12.00,0.00,2.00,0.00,0.00,11.00,0.00,19.00,0.00,0.00
10.00,0.00,23.67,0.00,12.00,4.20,5.00,13.00,20.00,1.75,0.00,3.40,16.00,0.00,0.00,19.00,0.00,8.80,9.90,17.71,8.00,11.18,15.35,5.00,20.00,20.00,20.00,20.00,1.40,0.00,2.90,6.70,3.00,27.00,20.00,19.00,0.00,19.00,0.00,0.60,20.00,20.00,20.00,2.40,10.00,12.83,21.00,3.00,8.00,7.87,20.00,1.20,1.10,0.00,18.90,0.00,0.00,0.00,1.00,2.40,5.40,0.40,0.10,0.00,7.40,10.00,0.00,2.00,0.00,0.00,11.00,0.00,19.00,0.00,0.00
