"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CT AGROLMOS"
1.00,0.00,17.53,0.00,14.00,3.00,7.30,2.30,3.50,1.40,0.40,3.40,19.00,0.00,0.00,3.10,0.00,7.20,21.80,23.20,8.10,4.50,5.00,4.00,19.22,10.00,3.00,4.50,2.80,0.00,14.10,46.50,1.90,27.00,4.50,9.50,0.00,17.48,0.00,0.60,4.00,4.00,4.20,2.40,50.80,5.70,7.00,19.42,3.50,10.80,7.97,0.00,2.40,6.79,11.31,18.90,0.00,0.00,0.00,1.00,38.60,61.50,3.39,2.21,0.00,47.60,40.00,0.00,1.36,0.00,0.00,0.00,0.00,11.00
2.00,0.00,17.42,0.00,14.00,3.00,7.30,2.30,3.50,1.40,0.40,3.40,19.00,0.00,0.00,3.10,0.00,7.20,20.40,21.00,8.10,4.50,5.00,4.00,19.22,10.00,3.00,4.50,2.80,0.00,16.20,49.70,1.90,27.00,4.50,9.50,0.00,17.48,0.00,0.60,4.00,4.00,4.20,2.40,57.80,5.70,7.00,19.42,3.50,10.80,7.99,0.00,2.40,6.59,11.24,18.90,0.00,0.00,0.00,1.00,45.50,68.90,3.49,2.23,0.00,51.70,56.10,0.00,1.32,0.00,0.00,0.00,0.00,11.00
3.00,0.00,17.37,0.00,14.00,3.00,7.30,2.30,3.50,1.40,0.40,3.40,19.00,0.00,0.00,3.10,0.00,7.20,18.70,20.20,8.10,4.50,5.00,4.00,19.22,10.00,3.00,4.50,2.80,0.00,18.00,53.80,1.90,27.00,4.50,9.50,0.00,17.48,0.00,0.60,4.00,4.00,4.20,2.40,72.10,5.70,7.00,19.42,3.50,10.80,7.97,0.00,2.40,6.46,11.21,18.90,0.00,0.00,0.00,1.00,53.70,75.10,3.65,2.30,0.00,57.00,69.70,0.00,1.28,0.00,0.00,0.00,0.00,11.00
4.00,0.00,17.26,0.00,14.00,3.00,7.30,2.30,3.50,1.40,0.40,3.40,19.00,0.00,0.00,3.10,0.00,7.20,17.20,19.00,8.10,4.50,5.00,4.00,19.22,10.00,3.00,4.50,2.80,0.00,19.70,57.10,1.90,27.00,4.50,9.50,0.00,17.48,0.00,0.60,4.00,4.00,4.20,2.40,83.50,5.70,7.00,19.42,3.50,10.80,7.99,0.00,2.40,6.55,11.30,18.90,0.00,0.00,0.00,1.00,60.80,80.20,4.02,2.50,0.00,61.80,80.90,0.00,1.24,0.00,0.00,0.00,0.00,11.00
5.00,0.00,17.14,0.00,14.00,3.00,7.30,2.30,3.50,1.40,0.40,3.40,19.00,0.00,0.00,3.10,0.00,7.20,16.20,17.10,8.10,4.50,5.00,4.00,19.22,10.00,3.00,4.50,2.80,0.00,21.00,58.20,1.90,27.00,4.50,9.50,0.00,17.48,0.00,0.60,4.00,4.00,4.20,2.40,86.60,5.70,7.00,19.42,3.50,10.80,7.97,0.00,2.40,6.69,11.47,18.90,0.00,0.00,0.00,1.00,64.70,82.20,4.59,2.97,0.00,65.10,85.50,0.00,1.24,0.00,0.00,0.00,0.00,11.00
6.00,0.00,17.38,0.00,14.00,3.00,7.30,2.30,3.50,1.40,0.40,3.40,19.00,0.00,0.00,3.10,0.00,7.20,15.30,16.00,8.10,4.50,5.00,4.00,19.22,10.00,3.00,4.50,2.80,0.00,22.30,59.40,1.90,27.00,4.50,9.50,0.00,17.48,0.00,0.60,4.00,4.00,4.20,2.40,89.10,5.70,7.00,19.42,3.50,10.80,7.99,0.00,2.40,7.00,11.84,18.90,0.00,0.00,0.00,1.00,68.60,83.90,5.74,4.19,0.00,67.80,89.50,0.00,1.20,0.00,0.00,0.00,0.00,11.00
7.00,0.00,17.63,0.00,14.00,3.00,7.30,2.30,3.50,1.40,0.40,3.40,19.00,0.00,0.00,3.10,0.00,7.20,14.80,16.20,8.10,4.50,5.00,4.00,19.22,10.00,3.00,4.50,2.80,0.00,23.80,61.10,1.90,27.00,4.50,9.50,0.00,17.48,0.00,0.60,4.00,4.00,4.20,2.40,90.30,5.70,7.00,19.42,3.50,10.80,7.97,0.00,2.40,7.25,12.17,18.90,0.00,0.00,0.00,1.00,72.50,84.80,6.90,5.40,0.00,68.70,92.30,0.00,1.20,0.00,0.00,0.00,0.00,11.00
8.00,1.38,17.82,0.49,14.00,3.00,7.30,2.30,3.50,1.40,0.40,3.40,19.00,0.23,0.45,3.10,0.00,7.20,14.30,16.70,8.10,4.50,5.00,4.00,19.22,10.00,3.00,4.50,2.80,0.64,25.30,62.70,1.90,27.00,4.50,9.50,3.40,17.48,0.69,0.60,4.00,4.00,4.20,2.40,91.30,5.70,7.00,19.42,3.50,10.80,7.99,0.00,2.40,7.33,12.34,18.90,0.00,0.00,0.00,1.00,75.60,85.40,8.09,6.54,2.57,69.50,94.40,0.00,1.20,0.85,7.70,0.00,27.93,11.00
9.00,6.32,17.85,2.30,14.00,3.00,7.30,2.30,3.50,1.40,0.40,3.40,19.00,0.87,2.54,3.10,0.00,7.20,13.80,18.00,8.10,4.50,5.00,4.00,19.22,10.00,3.00,4.50,2.80,3.67,26.10,64.10,1.90,27.00,4.50,9.50,16.56,17.48,3.61,0.60,4.00,4.00,4.20,2.40,91.90,5.70,7.00,19.42,3.50,10.80,7.97,0.00,2.40,7.50,12.55,18.90,0.00,0.00,0.04,1.00,76.60,85.20,9.15,7.63,14.77,70.50,94.50,0.00,1.16,6.85,55.00,0.00,59.21,11.00
10.00,8.86,17.70,3.86,14.00,3.00,7.30,2.30,3.50,1.40,0.40,3.40,19.00,2.28,6.26,3.10,0.00,7.20,13.20,19.10,8.10,4.50,5.00,4.00,19.22,10.00,3.00,4.50,2.80,6.38,26.80,66.10,1.90,27.00,4.50,9.50,38.33,17.48,9.37,0.60,4.00,4.00,4.20,2.40,91.80,5.70,7.00,19.42,3.50,10.80,7.99,0.00,2.40,7.95,12.87,18.90,0.00,0.00,0.07,1.00,77.60,84.90,9.84,8.58,36.68,71.90,95.40,0.00,1.12,17.19,111.50,0.00,128.73,11.00
11.00,10.15,17.64,5.13,14.00,3.00,7.30,2.30,3.50,1.40,0.40,3.40,19.00,4.45,8.50,3.10,0.00,7.20,12.20,20.10,8.10,4.50,5.00,4.00,19.22,10.00,3.00,4.50,2.80,7.27,27.50,69.60,1.90,27.00,4.50,9.50,53.59,17.48,15.38,0.60,4.00,4.00,4.20,2.40,90.00,5.70,7.00,19.42,3.50,10.80,7.97,0.00,2.40,8.43,13.14,18.90,0.00,0.00,0.08,1.00,78.20,84.50,10.48,9.44,50.65,74.60,99.10,0.00,1.12,30.80,158.20,0.00,198.26,11.00
12.00,10.97,17.47,6.46,14.00,3.00,7.30,2.30,3.50,1.40,0.40,3.40,19.00,8.63,9.11,3.10,0.00,7.20,11.30,21.40,8.10,4.50,5.00,4.00,19.22,10.00,3.00,4.50,2.80,7.75,28.30,72.80,1.90,27.00,4.50,9.50,68.32,17.48,18.47,0.60,4.00,4.00,4.20,2.40,90.50,5.70,7.00,19.42,3.50,10.80,7.99,0.00,2.40,8.97,13.26,18.90,0.00,0.00,0.12,1.00,79.20,84.20,10.98,10.02,62.19,77.30,103.50,0.00,1.12,43.33,158.80,0.00,204.00,11.00
13.00,11.55,17.51,7.73,14.00,3.00,7.30,2.30,3.50,1.40,0.40,3.40,19.00,11.48,9.93,3.10,0.00,7.20,10.60,23.60,8.10,4.50,5.00,4.00,19.22,10.00,3.00,4.50,2.80,8.74,29.40,75.10,1.90,27.00,4.50,9.50,84.39,17.48,20.15,0.60,4.00,4.00,4.20,2.40,89.40,5.70,7.00,19.42,3.50,10.80,7.97,0.00,2.40,9.53,13.44,18.90,0.00,0.00,0.58,1.00,81.00,84.40,11.48,10.55,70.47,80.00,110.40,0.10,1.08,48.88,174.00,0.00,204.00,11.00
14.00,12.22,18.14,9.03,14.00,3.00,7.30,2.30,3.50,1.40,0.40,3.40,19.00,13.16,11.87,3.10,0.00,7.20,9.90,27.10,8.10,4.50,5.00,4.00,19.22,10.00,3.00,4.50,2.80,10.59,30.20,77.00,1.90,27.00,4.50,9.50,94.11,17.48,21.71,0.60,4.00,4.00,4.20,2.40,94.40,5.70,7.00,19.42,3.50,10.80,7.99,0.00,2.40,10.17,13.77,18.90,0.00,0.00,0.79,1.00,82.90,84.50,12.01,10.93,75.71,82.60,117.40,0.20,1.08,52.71,175.10,0.00,204.00,11.00
15.00,12.81,18.54,10.34,14.00,3.00,7.30,2.30,3.50,1.40,0.40,3.40,19.00,13.72,14.13,3.10,0.00,7.20,9.10,34.80,8.10,4.50,5.00,4.00,19.22,10.00,3.00,4.50,2.80,12.11,30.50,78.10,1.90,27.00,4.50,9.50,100.92,17.48,23.18,0.60,4.00,4.00,4.20,2.40,97.20,5.70,7.00,19.42,3.50,10.80,7.97,0.00,2.40,10.89,14.13,18.90,0.00,0.00,0.98,1.00,84.90,84.80,12.57,11.41,81.65,84.90,124.70,0.20,1.08,57.06,174.60,0.00,204.00,11.00
16.00,13.30,18.51,11.62,14.00,3.00,7.30,2.30,3.50,1.40,0.40,3.40,19.00,14.44,14.88,3.10,0.00,7.20,9.10,42.30,8.10,4.50,5.00,4.00,19.22,10.00,3.00,4.50,2.80,12.60,30.70,79.00,1.90,27.00,4.50,9.50,108.42,17.48,24.96,0.60,4.00,4.00,4.20,2.40,99.00,5.70,7.00,19.42,3.50,10.80,7.99,0.00,2.40,11.84,14.60,18.90,0.00,0.00,1.10,1.00,86.80,85.00,13.22,12.19,86.98,87.20,131.70,0.30,1.04,61.32,166.40,0.00,204.00,11.00
17.00,13.70,17.97,12.64,14.00,3.00,7.30,2.30,3.50,1.40,0.40,3.40,19.00,15.40,14.86,3.10,0.00,7.20,11.20,49.80,8.10,4.50,5.00,4.00,19.22,10.00,3.00,4.50,2.80,12.57,30.70,79.40,1.90,27.00,4.50,9.50,116.64,17.48,26.67,0.60,4.00,4.00,4.20,2.40,97.30,5.70,7.00,19.42,3.50,10.80,7.97,0.00,2.40,12.56,15.00,18.90,0.00,0.00,1.20,1.00,88.50,85.00,13.82,12.88,91.04,89.30,137.90,0.30,1.04,64.64,166.10,0.00,204.00,11.00
