"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXP"
1.00,0.00,23.88,0.00,14.00,4.20,0.00,12.24,19.14,0.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.00,12.53,9.00,8.00,10.98,13.99,5.00,19.24,19.24,19.44,19.44,2.80,0.00,6.00,12.00,3.05,26.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,4.47,12.83,19.44,8.20,10.80,8.02,17.49,2.40,0.68,1.66,19.00,0.00,2.00,6.76,12.34,0.14,0.16,0.00,6.23,4.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
2.00,0.00,23.88,0.00,14.00,4.20,0.00,12.24,19.14,0.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.00,12.53,9.00,8.00,10.98,13.99,5.00,19.24,19.24,19.44,19.44,2.80,0.00,6.00,12.00,3.05,26.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,4.47,12.83,19.44,8.20,10.80,8.02,17.49,2.40,0.68,1.66,19.00,0.00,2.00,6.76,12.34,0.14,0.16,0.00,4.41,3.20,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
3.00,0.00,23.92,0.00,14.00,4.20,0.00,12.24,19.14,0.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.00,13.04,9.00,8.00,10.98,13.99,5.00,19.24,19.24,19.44,19.44,2.80,0.00,6.00,10.00,3.05,26.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,2.84,12.83,19.44,8.20,10.80,8.02,17.49,2.40,0.68,1.66,19.00,0.00,2.00,5.05,9.21,0.12,0.12,0.00,3.80,3.20,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
4.00,0.00,23.88,0.00,14.00,4.20,0.00,12.24,19.14,0.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.00,12.97,9.00,8.00,10.98,13.99,5.00,19.24,19.24,19.44,19.44,2.80,0.00,5.00,9.00,3.05,26.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,2.53,12.83,19.44,8.20,10.80,8.02,17.49,2.40,1.66,3.16,19.00,0.00,2.00,3.91,7.61,0.06,0.10,0.00,3.20,3.20,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
5.00,0.00,23.77,0.00,14.00,4.20,0.00,12.24,19.14,0.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.00,12.82,10.00,8.00,10.98,13.99,5.00,19.24,19.24,19.44,19.44,2.80,0.00,5.00,8.00,3.05,26.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,2.50,12.83,19.44,8.20,10.80,8.02,17.49,2.40,1.66,3.16,19.00,0.00,2.00,2.88,6.02,0.03,0.08,0.00,3.20,3.20,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
6.00,0.00,23.85,0.00,14.00,4.20,0.00,12.24,19.14,0.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.00,12.33,10.00,8.00,10.98,13.99,5.00,19.24,19.24,19.44,19.44,2.80,0.00,5.00,8.00,3.05,26.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,3.03,12.83,19.44,8.20,10.80,8.02,17.49,2.40,1.66,3.16,19.00,0.00,2.00,2.09,4.27,0.02,0.07,0.00,2.74,3.20,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
7.00,0.00,23.81,0.00,14.00,4.20,0.00,12.24,19.14,0.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.00,11.52,7.00,8.00,10.98,13.99,5.00,19.24,19.24,19.44,19.44,2.80,0.00,5.00,7.00,3.05,26.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,4.39,12.83,19.44,8.20,10.80,8.02,17.49,2.40,1.66,3.16,19.00,0.00,2.00,1.62,2.93,0.01,0.07,0.00,2.29,4.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
8.00,0.00,23.89,0.00,14.00,4.20,0.00,12.24,19.14,0.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.00,11.20,7.00,8.00,10.98,13.99,5.00,19.24,19.24,19.44,19.44,2.80,0.00,4.00,7.00,3.05,26.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,4.73,12.83,19.44,8.20,10.80,8.02,17.49,2.40,1.66,3.16,19.00,0.00,2.00,1.07,1.71,0.01,0.07,0.00,2.29,4.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
9.00,0.00,23.79,0.00,14.00,4.20,0.00,12.24,19.14,0.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.00,10.66,3.00,8.00,10.98,13.99,5.00,19.24,19.24,19.44,19.44,2.80,0.00,4.00,6.00,3.05,26.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,5.05,12.83,19.44,8.20,10.80,8.02,17.49,2.40,1.66,3.16,19.00,0.00,2.00,0.59,0.83,0.00,0.06,0.00,2.74,4.00,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
10.00,0.00,23.72,0.00,14.00,4.20,0.00,12.24,19.14,0.00,0.00,3.50,13.00,0.00,0.00,17.49,0.00,7.00,9.62,3.00,8.00,10.98,13.99,5.00,19.24,19.24,19.44,19.44,2.80,0.00,4.00,5.00,3.05,26.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,5.85,12.83,19.44,8.20,10.80,8.02,17.49,2.40,0.68,1.66,19.00,0.00,2.00,0.26,0.34,0.01,0.05,0.00,3.80,4.80,0.00,2.00,0.00,0.00,11.00,0.00,20.00,0.00,0.00,0.00
