"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,23.57,0.00,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,0.00,0.00,3.10,7.20,11.67,6.40,5.30,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,0.00,1.94,2.42,0.00,28.16,3.20,11.75,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,19.71,4.80,8.00,2.50,10.43,7.54,4.00,2.30,9.56,10.80,9.50,0.00,0.98,3.68,4.74,2.20,1.22,0.00,11.53,22.25,0.10,1.01,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,23.81,0.00,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,0.00,0.00,3.10,7.20,14.42,7.74,5.30,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,0.00,2.88,4.54,0.00,28.15,3.20,11.74,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,24.42,4.80,8.00,2.50,10.43,7.54,4.00,2.30,9.62,11.18,9.50,0.00,0.96,7.24,9.52,2.18,1.22,0.00,15.79,27.91,0.20,1.00,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.11
3.00,0.00,23.74,0.00,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,0.00,0.00,3.10,7.20,17.40,9.20,3.70,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,0.00,3.84,5.60,0.00,28.20,3.20,11.72,0.00,14.49,0.00,0.60,3.00,3.50,3.50,2.30,29.56,4.80,8.00,2.50,10.43,7.54,4.00,2.30,9.89,11.49,9.50,0.00,0.94,11.13,14.73,2.38,1.36,0.00,19.82,34.11,0.20,1.00,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.12
4.00,0.03,23.71,0.05,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,0.03,0.00,3.10,7.20,20.15,10.54,3.10,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,0.00,4.80,6.67,0.00,28.21,3.20,11.70,0.00,14.49,0.15,0.60,3.00,3.50,3.50,2.30,34.27,4.80,8.00,2.50,10.43,7.54,4.00,2.30,10.07,11.50,9.50,0.00,0.93,14.70,19.51,2.40,1.37,0.00,22.86,39.77,0.30,0.99,0.30,0.00,10.63,0.90,12.14,0.00,0.00,0.00,0.79
5.00,1.05,23.77,0.89,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,0.79,0.00,0.00,7.20,22.17,11.54,0.40,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,0.08,5.20,8.18,0.00,28.20,3.20,11.69,4.00,14.49,1.88,0.60,3.00,3.50,3.50,2.30,37.70,4.80,8.00,2.50,10.43,7.54,4.00,2.30,10.16,11.50,9.50,0.04,0.91,17.32,22.97,2.50,1.39,2.88,22.68,43.82,0.30,0.98,5.60,1.39,10.63,15.60,12.14,0.00,0.00,0.60,0.90
6.00,2.67,22.72,2.68,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,1.73,1.11,0.00,7.20,22.43,12.11,0.00,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,1.72,5.60,9.69,0.00,28.15,3.20,11.67,28.00,14.49,7.45,0.60,3.00,3.50,3.50,2.30,38.22,4.80,8.00,2.50,10.43,7.54,4.00,2.30,10.48,12.03,9.50,0.07,0.90,17.70,22.69,2.47,1.40,20.16,21.50,42.94,0.30,0.98,22.20,24.54,10.63,60.60,12.14,0.03,0.51,16.07,1.57
7.00,3.90,23.47,4.42,13.53,4.20,7.50,3.30,6.90,1.90,0.00,3.50,14.49,4.35,7.02,0.00,7.20,23.06,13.47,0.00,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,5.35,5.53,10.87,0.00,28.17,3.20,11.64,59.00,14.49,16.90,0.60,3.00,3.50,3.50,2.30,39.45,4.80,8.00,2.50,10.43,7.54,4.00,2.30,11.84,13.07,9.50,0.08,0.89,18.59,22.01,2.77,1.57,42.48,17.88,40.85,0.40,0.97,44.70,85.68,10.63,119.90,12.14,0.08,10.91,46.19,5.30
8.00,7.23,23.86,7.30,13.53,4.20,7.50,3.30,6.90,1.70,0.00,3.50,14.49,6.17,12.75,0.00,7.20,23.81,15.09,0.00,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,9.37,5.46,12.05,0.00,28.14,3.20,11.63,96.00,14.49,24.55,0.60,3.00,3.50,3.50,2.30,40.92,4.80,8.00,2.50,10.43,7.54,4.00,2.30,12.22,13.11,9.50,0.12,0.88,19.67,21.20,2.83,1.60,69.12,14.25,38.35,0.40,0.96,61.00,161.38,10.63,158.00,12.14,0.14,21.75,74.95,11.60
9.00,8.33,23.81,8.53,13.53,4.20,7.50,3.30,6.90,1.70,0.00,3.50,14.49,7.69,14.76,0.00,7.20,24.43,16.45,0.00,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,10.87,5.40,13.31,0.00,27.98,3.20,11.61,117.00,14.49,27.85,0.60,3.00,3.50,3.50,1.15,42.16,4.80,8.00,2.50,10.43,7.54,4.00,2.30,12.08,12.32,9.50,0.58,0.86,20.56,20.52,2.91,1.64,84.24,11.14,36.25,0.40,0.96,67.40,201.19,10.63,171.10,12.14,0.19,32.05,84.61,11.73
10.00,11.18,23.89,10.90,13.53,4.20,7.50,3.30,6.90,1.70,0.00,3.50,14.49,8.65,15.46,0.00,7.20,24.69,17.02,0.00,4.70,6.00,2.50,17.97,9.90,3.50,5.00,1.40,11.76,5.34,14.58,0.00,27.82,3.20,11.61,123.00,14.49,29.37,0.60,3.00,3.50,3.50,1.15,42.67,4.80,8.00,2.50,10.43,7.54,4.00,2.30,12.35,12.39,9.50,0.79,0.86,20.94,20.24,2.90,1.68,88.56,8.04,35.38,0.40,0.95,69.20,211.59,10.63,175.60,12.14,0.26,37.16,89.15,11.96
