"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,78.57,30.10,67.46,646.80,211.44,9.09,0.00,110.91,19.29,3.81,0.00,0.00,89.98,0.00,7.12,3.91,84.99,112.91,133.36,44.28,47.27,248.15,33.32,3.89,0.00,43.48,114.11,6.39,9.98,53.58,10.17,12.45,229.57,229.31,61.75,32.68,53.73,53.31,185.07,198.10,185.13,5.67,72.47,69.39,66.88,66.80,27.29,25.87,27.84,25.77,0.00,84.00,110.80,110.76
2.00,78.57,30.10,67.46,646.80,211.44,9.09,0.00,110.91,19.29,3.81,0.00,0.00,89.98,0.00,7.12,3.91,84.99,112.91,133.36,44.28,47.27,248.15,33.32,3.89,0.00,43.48,114.11,6.39,9.98,57.14,10.17,13.28,229.57,229.31,49.02,48.78,60.56,48.92,185.07,198.10,185.13,5.67,74.93,72.04,66.88,66.80,27.29,24.26,24.18,24.17,0.00,84.00,110.80,110.76
3.00,78.57,30.10,67.46,646.80,211.44,9.09,0.00,110.91,19.29,3.81,0.00,0.00,89.98,0.00,7.12,3.91,84.99,112.91,133.36,44.28,47.27,248.15,33.32,3.89,0.00,43.48,114.11,6.39,9.98,55.79,10.17,12.97,229.57,229.31,55.73,33.69,62.63,55.58,185.07,198.10,185.13,5.67,73.70,70.79,66.88,66.80,27.29,24.99,24.90,24.90,0.00,84.00,110.80,110.76
4.00,78.57,30.10,67.46,646.80,211.44,9.09,0.00,110.91,19.29,3.81,0.00,0.00,89.98,0.00,7.12,3.91,84.99,112.91,133.36,44.28,47.27,248.15,33.32,3.89,0.00,43.48,114.11,6.39,9.98,51.45,10.17,11.96,229.57,229.31,46.72,46.52,61.90,46.63,185.07,198.10,185.13,5.67,71.04,67.46,66.88,66.80,27.29,25.39,25.29,25.29,0.00,84.00,110.80,110.76
5.00,78.57,30.10,67.46,646.80,211.44,9.09,0.00,110.91,19.29,3.81,0.00,0.00,89.98,0.00,7.12,3.91,84.99,112.91,133.36,44.28,47.27,248.15,33.32,3.89,0.00,44.18,114.11,6.39,9.98,45.09,10.17,10.48,229.57,229.31,62.70,43.65,43.94,43.73,185.07,198.10,185.13,5.67,70.31,66.78,66.88,66.80,27.29,27.88,27.77,27.76,0.00,84.00,110.80,110.76
6.00,78.57,30.10,67.46,646.80,211.44,9.09,0.00,110.91,19.29,3.81,0.00,0.00,89.98,0.00,7.12,3.91,84.99,112.91,133.36,44.28,47.27,248.15,33.32,3.89,0.00,44.18,114.11,6.39,9.98,44.44,10.17,10.33,229.57,229.31,48.44,48.22,48.65,48.34,185.07,198.10,185.13,5.67,69.71,70.21,66.88,66.80,27.29,29.80,29.01,29.01,0.00,84.00,110.80,110.76
7.00,78.57,30.10,67.46,646.80,211.44,9.09,0.00,110.91,19.29,3.81,0.00,0.00,89.98,0.00,7.12,3.91,84.99,112.91,133.36,44.28,47.27,248.15,33.32,3.89,0.00,44.18,114.11,6.39,9.98,28.96,10.17,6.73,229.57,229.31,51.85,51.66,52.03,27.20,185.07,198.10,185.13,5.67,70.25,68.25,66.88,66.80,27.29,30.50,30.00,30.70,0.00,84.00,110.80,110.76
8.00,78.57,30.10,67.46,646.80,211.44,9.09,0.00,110.91,19.29,3.81,0.00,0.00,89.98,0.00,7.12,3.91,84.99,112.91,133.36,44.28,47.27,248.15,33.32,3.89,0.00,44.18,114.11,6.39,9.98,16.33,10.17,3.79,229.57,229.31,36.05,35.99,36.11,36.03,185.07,198.10,185.13,5.67,68.85,49.40,66.88,66.80,27.29,30.82,30.70,30.70,0.00,84.00,110.50,110.76
9.00,78.57,30.10,67.46,646.80,211.44,9.09,0.00,110.91,19.29,3.81,0.00,0.00,89.98,0.00,7.12,3.91,84.99,112.91,133.36,44.28,47.27,248.15,33.32,3.89,0.00,44.18,114.11,6.39,9.98,30.72,10.17,7.14,229.57,229.31,65.21,0.00,65.58,52.14,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,27.29,30.82,30.70,30.70,0.00,84.00,110.80,110.76
10.00,78.57,30.10,67.46,646.80,211.44,9.09,0.00,110.91,19.29,3.81,0.00,0.00,89.98,0.00,7.12,3.91,84.99,112.91,133.36,44.28,47.27,248.15,33.32,3.89,0.00,44.18,114.11,6.39,9.98,23.81,10.17,5.53,229.57,229.31,45.59,0.00,62.57,62.06,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,27.29,30.82,30.70,30.70,0.00,84.00,110.80,110.76
11.00,78.57,30.10,67.46,646.80,211.44,9.09,0.00,110.91,19.29,3.81,0.00,0.00,89.98,0.00,7.12,3.91,84.99,112.91,133.36,44.28,47.27,248.15,33.32,3.89,0.00,44.18,114.11,6.39,9.98,20.35,10.17,4.73,229.57,229.31,51.18,0.00,51.34,34.58,185.07,198.10,185.13,5.67,71.18,67.32,66.88,66.80,27.29,30.82,30.70,30.70,0.00,84.00,110.80,110.76
12.00,78.57,30.10,67.46,646.80,211.44,9.09,0.00,110.91,19.29,3.81,0.00,0.00,89.98,0.00,7.12,3.91,84.99,112.91,133.36,44.28,47.27,248.15,33.32,3.89,0.00,44.18,114.11,6.39,9.98,16.33,10.17,3.79,229.57,229.31,56.27,0.00,25.56,25.56,185.07,198.10,185.13,5.67,70.68,67.66,66.88,66.80,27.29,30.82,30.70,30.70,0.00,84.00,110.80,110.76
13.00,78.57,30.10,67.46,646.80,211.44,9.09,0.00,110.91,19.29,3.81,15.33,4.99,89.98,8.91,7.12,3.91,84.99,112.91,133.36,44.28,47.27,248.15,33.32,3.89,6.88,46.42,114.11,6.39,9.98,16.33,10.17,3.80,229.57,229.31,27.90,0.00,51.58,27.90,185.07,198.10,185.13,5.67,70.56,68.10,66.88,66.80,27.29,30.82,30.70,30.70,0.00,84.00,110.80,110.76
14.00,78.57,30.10,67.46,646.80,211.44,9.09,0.00,110.91,19.29,3.81,15.33,4.99,89.98,8.91,7.12,3.91,164.71,112.91,133.36,44.28,47.27,248.15,33.32,3.89,6.88,87.66,114.11,6.39,9.98,16.33,10.17,3.79,229.57,229.31,0.00,0.00,51.89,20.51,185.07,198.10,185.13,5.67,66.67,46.15,66.88,66.80,27.29,30.82,30.70,30.70,0.00,84.00,110.80,110.76
15.00,78.57,30.10,67.46,646.80,211.44,9.09,0.00,110.91,19.29,3.81,15.33,4.99,89.98,8.91,7.12,3.91,164.71,112.91,133.36,44.28,47.27,248.15,33.32,3.89,6.88,87.66,114.11,6.39,9.98,37.55,10.17,8.73,229.57,229.31,0.00,0.00,68.21,67.65,185.07,198.10,185.13,5.67,0.00,72.88,66.88,66.80,27.29,30.82,30.70,30.70,0.00,84.00,110.80,110.76
16.00,78.57,30.10,67.46,646.80,211.44,9.09,0.00,110.91,19.29,3.81,15.33,4.99,89.98,8.91,7.12,3.91,164.71,112.91,133.36,44.28,47.27,248.15,33.32,3.89,6.88,87.66,114.11,6.39,9.98,85.48,10.17,19.87,229.57,229.31,22.08,67.42,68.21,22.08,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,27.29,30.82,30.70,30.70,0.00,84.00,110.80,110.76
17.00,78.57,30.10,67.46,646.80,211.44,9.09,0.00,110.91,19.29,3.81,15.33,4.99,89.98,8.91,7.12,3.91,164.71,112.91,133.36,44.28,47.27,248.15,33.32,3.89,6.88,87.66,114.11,6.39,9.98,85.48,10.17,19.87,229.57,229.31,30.61,67.42,68.21,21.67,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,27.29,30.82,30.70,30.70,0.00,84.00,110.80,110.76
