"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.11,23.62,0.00,14.00,4.20,7.90,7.20,15.94,3.40,0.40,3.40,19.00,0.00,0.87,17.49,0.00,7.00,3.62,5.31,8.10,6.00,15.55,4.00,18.46,18.46,19.44,19.44,1.45,0.19,7.07,18.55,3.35,25.90,19.44,18.46,2.48,17.88,0.46,0.60,19.44,19.44,19.44,0.00,53.34,8.20,19.00,5.00,0.00,7.60,12.63,2.40,4.35,5.42,19.00,0.00,0.00,0.00,1.00,57.44,79.39,2.32,1.63,1.61,34.46,41.77,0.00,2.00,1.35,4.77,11.00,3.69,22.00,0.00,0.77
2.00,0.00,23.12,0.00,14.00,4.20,7.90,7.20,15.94,3.40,0.40,3.40,19.00,0.00,0.00,17.49,0.00,7.00,4.62,7.40,8.10,6.00,15.55,4.00,18.46,18.46,19.44,19.44,1.45,0.00,7.26,19.40,3.35,26.10,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,48.95,8.20,19.00,5.00,0.00,7.60,12.63,2.40,3.62,4.59,18.90,0.00,0.00,0.00,1.00,50.40,70.49,2.00,1.37,0.00,33.95,39.62,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.39
3.00,0.00,23.21,0.00,14.00,4.20,7.90,7.20,15.94,3.40,0.40,3.40,19.00,0.00,0.00,17.49,0.00,7.00,5.70,9.69,8.10,6.00,15.55,4.00,18.46,18.46,19.44,19.44,1.45,0.00,7.46,20.32,3.35,26.30,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,44.20,8.20,19.00,5.00,0.00,7.60,12.63,2.40,3.03,3.88,18.90,0.00,0.00,0.00,1.00,42.71,60.80,1.77,1.17,0.00,33.39,37.31,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
4.00,0.00,23.16,0.00,14.00,4.20,7.90,7.20,15.94,3.40,0.40,3.40,19.00,0.00,0.00,17.49,0.00,7.00,6.70,11.78,8.00,6.00,15.55,4.00,18.46,18.46,19.44,19.44,1.45,0.00,7.65,21.17,3.35,26.50,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,39.81,8.20,19.00,5.00,0.00,7.60,12.63,2.40,2.83,3.47,18.90,0.00,0.00,0.00,1.00,35.67,51.90,1.77,1.16,0.00,32.88,35.16,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
5.00,0.00,23.14,0.00,14.00,4.20,7.90,7.20,15.94,3.40,0.40,3.40,19.00,0.00,0.00,17.49,0.00,7.00,7.46,13.28,8.00,6.00,15.55,4.00,18.46,18.46,19.44,19.44,1.45,0.00,7.81,21.82,3.35,26.50,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,36.50,8.20,19.00,5.00,0.00,7.60,12.63,2.40,2.63,3.07,18.90,0.00,0.00,0.00,1.00,30.54,45.40,1.76,1.15,0.00,32.55,33.48,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
6.00,0.00,22.93,0.00,14.00,4.20,7.90,7.20,15.94,3.40,0.40,3.40,19.00,0.00,0.00,17.49,0.00,7.00,7.86,12.65,8.00,6.00,15.55,4.00,18.46,18.46,19.44,19.44,1.45,0.00,7.92,22.01,3.35,26.60,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,33.89,8.20,19.00,5.00,0.00,7.60,12.63,2.40,2.43,2.69,18.90,0.00,0.00,0.00,1.00,30.11,44.72,1.74,1.14,0.00,32.75,30.83,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
7.00,0.00,22.69,0.00,14.00,4.20,7.90,7.20,15.94,3.40,0.40,3.40,19.00,0.00,0.00,17.49,0.00,7.00,8.75,11.25,8.00,6.00,15.55,4.00,18.46,18.46,19.44,19.44,1.45,0.00,8.16,22.44,3.35,26.60,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,28.13,8.20,19.00,5.00,0.00,7.60,12.63,2.40,2.24,2.32,18.90,0.00,0.00,0.00,1.00,29.16,43.25,1.71,1.09,0.00,33.19,25.01,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
8.00,0.00,22.47,0.00,14.00,4.20,7.90,7.20,15.94,3.40,0.40,3.40,19.00,0.00,0.00,17.49,0.00,7.00,9.65,9.86,8.10,6.00,15.55,4.00,18.46,18.46,19.44,19.44,1.45,0.00,8.41,22.86,3.35,26.60,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,22.37,8.20,19.00,5.00,0.00,7.60,12.63,2.40,2.10,2.01,18.90,0.00,0.00,0.00,1.00,28.22,41.77,1.66,0.93,0.00,33.63,19.19,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
9.00,0.00,22.80,0.00,14.00,4.20,7.90,7.20,15.94,3.40,0.40,3.40,19.00,0.00,0.00,17.49,0.00,7.00,10.05,9.23,8.10,6.00,15.55,4.00,18.46,18.46,19.44,19.44,1.45,0.00,8.52,23.05,3.35,26.60,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,19.75,8.20,19.00,5.00,0.00,7.60,12.63,2.40,2.02,1.86,18.90,0.00,0.00,0.00,1.00,27.79,41.10,1.62,0.85,0.00,33.83,16.54,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
10.00,0.00,22.71,0.00,14.00,4.20,7.90,7.20,15.94,3.30,0.40,3.40,19.00,0.00,0.00,17.49,0.00,7.00,10.34,8.88,8.00,6.00,15.55,4.00,18.46,18.46,19.44,19.44,1.45,0.00,8.31,22.07,3.35,26.60,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,18.05,8.20,19.00,5.00,0.00,7.60,12.63,2.40,2.14,2.18,18.90,0.00,0.00,0.00,1.00,24.34,38.04,1.64,0.96,0.00,34.73,14.36,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
11.00,0.00,22.73,0.00,14.00,4.20,7.90,7.20,15.94,3.30,0.40,3.40,19.00,0.00,0.00,17.49,0.00,7.00,10.56,8.91,8.00,6.00,15.55,4.00,18.46,18.46,19.44,19.44,1.45,0.00,8.04,20.91,3.35,26.60,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,17.51,8.20,19.00,5.00,0.00,7.60,12.63,2.40,2.27,2.48,18.90,0.00,0.00,0.00,1.00,20.27,34.39,1.61,1.01,0.00,36.14,13.19,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
12.00,0.00,22.85,0.00,14.00,4.20,7.90,7.20,15.94,3.30,0.40,3.40,19.00,0.00,0.00,17.49,0.00,7.00,10.20,9.27,8.00,6.00,15.55,4.00,18.46,18.46,19.44,19.44,1.45,0.00,8.24,21.02,3.35,26.60,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,0.00,15.28,8.20,19.00,5.00,0.00,7.60,12.63,2.40,2.42,2.73,18.90,0.00,0.00,0.00,1.00,19.58,34.11,1.44,0.82,0.00,37.98,11.23,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
