"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,70.03,29.95,67.13,635.03,206.59,7.51,7.88,96.13,17.56,2.23,24.50,14.92,44.24,5.13,2.82,163.91,112.36,89.22,22.12,35.37,154.05,23.00,1.97,6.88,87.69,0.00,9.00,55.80,3.45,12.91,0.00,0.00,46.97,32.14,59.75,32.38,0.00,0.00,119.32,5.67,67.01,45.00,0.00,66.47,39.45,25.67,25.57,25.56,51.97,52.01,0.00,22.50,146.00
2.00,68.13,29.95,67.13,635.03,206.59,7.51,7.88,96.13,17.56,2.23,24.50,14.92,55.15,5.13,2.82,163.91,112.36,89.22,22.12,35.37,154.05,23.00,1.97,6.88,87.69,0.00,9.00,67.01,3.45,15.50,0.00,0.00,0.00,40.16,58.00,21.94,0.00,0.00,154.26,5.67,69.46,35.60,0.00,66.47,39.45,27.22,27.11,27.10,51.97,52.01,0.00,83.80,146.00
3.00,71.93,29.95,67.13,635.03,206.59,7.51,7.88,96.13,17.56,2.23,24.50,14.92,71.00,5.13,2.82,163.91,112.36,89.22,22.12,35.37,154.05,23.00,1.97,6.88,87.69,0.00,9.00,4.64,3.45,0.00,0.00,0.00,0.00,64.19,64.97,0.00,0.00,111.75,105.51,5.67,67.95,56.40,0.00,66.47,39.45,30.67,30.56,30.55,51.97,52.01,106.98,106.93,146.00
4.00,68.13,29.95,67.13,635.03,206.59,7.51,7.88,96.13,17.56,2.23,24.50,14.92,75.61,5.13,2.82,163.91,112.36,89.22,22.12,35.37,154.05,23.00,1.97,6.88,87.69,0.00,9.00,55.12,3.45,12.75,0.00,0.00,0.00,47.38,47.79,47.50,0.00,102.20,96.95,5.67,70.61,46.48,0.00,66.47,39.45,30.67,30.56,30.55,51.97,52.01,87.07,87.03,146.00
5.00,71.93,29.77,67.13,635.03,206.59,7.51,7.88,96.13,17.56,2.23,24.50,14.92,81.71,5.13,2.82,163.91,112.36,89.22,22.12,35.37,154.05,23.00,1.97,6.88,87.69,0.00,9.00,58.01,3.45,13.42,0.00,0.00,23.02,30.67,23.02,30.69,0.00,112.15,105.90,5.67,70.82,51.73,0.00,66.47,39.45,30.67,30.56,30.55,51.97,52.01,59.07,59.06,146.00
6.00,68.13,29.95,67.13,635.03,206.59,7.51,7.88,96.13,17.56,2.23,24.50,14.92,81.71,5.13,2.82,163.91,112.36,89.22,22.12,35.37,154.05,23.00,1.97,6.88,87.69,0.00,9.00,66.18,3.45,15.31,0.00,0.00,23.65,52.36,60.97,23.65,87.81,93.81,87.81,5.67,73.84,59.39,0.00,66.47,39.45,30.67,30.56,30.55,51.97,52.01,62.23,62.22,146.00
7.00,70.03,29.95,67.13,635.03,206.59,7.51,7.88,96.13,17.56,2.23,24.50,14.92,81.71,5.13,2.82,163.91,112.36,89.22,22.12,35.37,154.05,23.00,1.97,6.88,87.69,0.00,9.00,64.78,3.45,14.98,185.18,0.00,30.70,38.91,55.95,22.40,103.72,109.90,103.73,5.67,71.10,59.15,0.00,66.47,39.45,28.32,28.21,28.20,51.97,52.01,59.84,0.00,146.00
8.00,70.03,29.95,67.13,635.03,206.59,7.51,7.88,96.13,17.56,2.23,24.50,14.92,81.71,5.13,2.82,163.91,112.36,89.22,22.12,35.37,154.05,23.00,1.97,6.88,87.69,0.00,9.00,70.45,3.45,16.30,184.34,0.00,23.58,59.68,50.05,23.58,136.55,145.83,136.58,5.67,74.91,66.99,0.00,66.47,39.45,27.89,27.78,27.77,51.97,52.01,44.94,44.94,146.00
9.00,71.93,29.95,67.13,635.03,206.59,7.51,7.88,96.13,17.56,2.23,24.50,14.92,81.71,5.13,2.82,163.91,112.36,89.22,22.12,35.37,154.05,23.00,1.97,6.88,87.69,0.00,9.00,85.48,3.45,19.77,189.97,0.00,26.48,67.10,67.88,26.48,174.26,187.11,174.32,5.67,74.91,76.30,0.00,66.47,39.45,29.23,29.11,29.11,51.97,52.01,110.26,110.22,146.00
10.00,68.13,29.95,67.13,635.03,206.59,7.51,7.88,96.13,17.56,2.23,24.50,14.92,81.79,5.13,2.82,163.91,112.36,89.22,22.12,35.37,154.05,23.00,1.97,6.88,87.69,0.00,9.00,85.48,3.45,19.77,192.44,0.00,22.96,62.01,62.74,22.96,183.00,195.97,183.06,5.67,74.91,76.30,0.00,66.47,39.45,30.67,30.56,30.55,51.97,52.01,98.88,98.84,146.00
11.00,71.93,29.95,67.13,635.03,206.59,7.51,7.88,96.13,17.56,2.23,24.50,14.92,116.57,5.13,2.82,163.91,112.36,89.22,22.12,35.37,154.05,23.00,1.97,6.88,87.69,0.00,9.00,85.48,3.45,19.77,228.46,0.00,23.30,67.10,67.88,23.30,184.17,197.14,184.23,5.67,74.91,76.30,0.00,66.47,39.45,30.67,30.56,30.55,51.97,52.01,110.26,110.22,146.00
12.00,70.03,29.95,67.13,635.03,206.59,7.51,7.88,96.13,17.56,2.23,24.50,14.92,83.42,5.13,2.82,163.91,112.36,89.22,22.12,35.37,154.05,23.00,1.97,6.88,87.69,0.00,9.00,85.48,3.45,19.77,144.33,144.33,67.50,22.84,67.88,22.84,184.17,197.14,184.23,5.67,74.91,76.30,0.00,66.47,39.45,30.67,30.56,30.55,51.97,52.01,110.26,110.22,146.00
