"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CT AGROLMOS"
1.00,14.72,16.85,16.72,14.00,2.90,7.10,8.60,11.75,3.35,0.40,3.40,19.00,19.19,18.79,12.62,0.00,7.00,18.20,75.10,8.10,5.00,5.00,4.50,18.93,18.93,15.53,19.42,1.40,15.60,20.30,59.70,3.42,26.40,19.42,19.03,140.85,17.86,37.38,0.60,10.00,10.19,10.19,2.40,83.00,6.60,17.48,19.42,5.00,10.70,7.90,17.48,1.20,6.57,8.81,18.90,0.00,0.00,1.15,1.00,60.00,71.20,4.73,7.88,111.29,61.00,77.40,0.20,1.64,80.00,237.30,5.00,202.91,11.00
2.00,13.86,16.60,15.41,14.00,2.90,7.10,8.60,11.75,3.35,0.40,3.40,19.00,19.16,18.77,12.62,0.00,7.00,18.30,74.90,8.00,5.00,5.00,4.50,18.93,18.93,15.53,19.42,1.40,15.42,20.10,59.50,3.42,26.50,19.42,19.03,143.30,17.86,37.17,0.60,10.00,10.19,10.19,2.40,85.90,6.60,17.48,19.42,5.00,10.70,7.90,17.48,1.20,5.64,8.13,18.90,0.00,0.00,0.97,1.00,60.50,73.00,4.77,7.93,110.58,59.60,80.50,0.20,1.60,80.00,219.79,5.00,200.04,11.00
3.00,13.08,16.35,13.86,14.00,2.90,7.10,8.60,11.75,3.35,0.40,3.40,19.00,18.76,18.59,12.62,0.00,7.00,18.30,74.70,8.00,5.00,5.00,4.50,18.93,18.93,15.53,19.42,1.40,15.18,19.80,59.00,3.42,26.50,19.42,19.03,144.20,17.86,36.46,0.60,10.00,10.19,10.19,2.40,88.30,6.60,17.48,19.42,5.00,10.70,7.90,17.48,1.20,4.96,7.72,18.90,0.00,0.00,0.94,1.00,60.90,74.90,4.81,8.02,108.51,58.10,82.40,0.10,1.64,79.80,202.53,5.00,193.26,11.00
4.00,12.32,16.55,12.06,14.00,2.90,7.10,8.60,11.75,3.35,0.40,3.40,19.00,17.79,18.30,12.62,0.00,7.00,18.30,74.20,8.00,5.00,5.00,4.50,18.93,18.93,15.53,19.42,1.40,14.82,20.20,59.50,3.42,26.60,19.42,19.03,142.97,17.86,35.29,0.60,10.00,10.19,10.19,2.40,89.50,6.60,17.48,19.42,5.00,10.70,7.90,17.48,1.20,5.01,8.08,18.90,0.00,0.00,0.88,1.00,61.80,76.80,4.81,8.25,106.07,59.30,81.10,0.10,1.64,79.38,209.86,5.00,182.15,11.00
5.00,11.52,16.59,9.92,14.00,2.90,7.10,8.60,11.75,3.35,0.40,3.40,19.00,15.67,17.76,12.62,0.00,7.00,18.30,73.60,8.00,5.00,5.00,4.50,18.93,18.93,15.53,19.42,1.40,14.14,20.90,60.30,3.42,26.60,19.42,19.03,139.90,17.86,33.48,0.60,10.00,10.19,10.19,2.40,90.30,6.60,17.48,19.42,5.00,10.70,7.90,17.48,1.20,4.94,8.18,18.90,0.00,0.00,0.74,1.00,62.80,78.70,4.85,8.50,102.14,61.30,80.30,0.10,1.64,77.93,209.70,5.00,165.49,11.00
6.00,10.77,16.40,7.36,14.00,2.90,7.10,8.60,11.75,3.35,0.40,3.40,19.00,11.90,16.65,12.62,0.00,7.00,18.50,73.70,8.00,5.00,5.00,4.50,18.93,18.93,15.53,19.42,1.40,12.52,21.80,60.90,3.42,26.70,19.42,19.03,120.75,17.86,26.65,0.60,10.00,10.19,10.19,2.40,90.10,6.60,17.48,19.42,5.00,10.70,7.90,17.48,1.20,4.50,7.45,18.90,0.00,0.00,0.54,1.00,62.80,78.90,4.99,8.84,93.26,63.90,80.90,0.10,1.64,67.69,171.29,5.00,141.47,11.00
7.00,9.61,16.03,4.92,14.00,2.90,7.10,8.60,11.75,3.35,0.40,3.40,19.00,5.39,14.27,12.62,0.00,7.00,18.30,74.00,8.00,5.00,5.00,4.50,18.93,18.93,15.53,19.42,1.40,8.13,22.90,61.50,3.42,26.70,19.42,19.03,67.99,17.86,15.38,0.60,10.00,10.19,10.19,2.40,89.60,6.60,17.48,19.42,5.00,10.70,7.90,17.48,1.20,4.05,6.54,18.90,0.00,0.00,0.46,1.00,62.40,78.50,5.08,9.06,65.49,66.60,80.70,0.10,1.68,38.96,119.98,5.00,76.83,11.00
8.00,8.13,16.18,3.12,14.00,2.90,7.10,8.60,11.75,3.35,0.40,3.40,19.00,1.27,8.94,12.62,0.00,7.00,17.40,73.40,8.00,5.00,5.00,4.50,18.93,18.93,15.53,19.42,1.40,2.76,23.20,61.70,3.42,26.80,19.42,19.03,32.36,17.86,6.29,0.60,10.00,10.19,10.19,2.40,88.50,6.60,17.48,19.42,5.00,10.70,7.90,17.48,1.20,3.55,5.07,18.90,0.00,0.00,0.32,1.00,62.30,79.10,5.02,8.90,29.30,67.80,78.30,0.00,1.68,15.39,53.44,5.00,37.28,11.00
9.00,3.31,16.49,1.73,14.00,2.90,7.10,8.60,11.75,3.35,0.40,3.40,19.00,0.03,3.00,12.62,0.00,7.00,16.40,72.50,8.00,5.00,5.00,4.50,18.93,18.93,15.53,19.42,1.40,0.06,23.20,61.70,3.42,26.90,19.42,19.03,8.45,17.86,0.76,0.60,10.00,10.19,10.19,2.40,87.00,6.60,17.48,19.42,5.00,10.70,7.90,17.48,1.20,3.10,3.85,18.90,0.00,0.00,0.11,1.00,62.40,80.00,4.90,8.61,7.50,73.50,99.30,0.00,1.72,3.22,11.34,5.00,7.00,11.00
10.00,0.21,16.90,0.25,14.00,2.90,7.10,8.60,11.75,3.35,0.40,3.40,19.00,0.00,0.17,12.62,0.00,7.00,15.40,69.50,8.00,5.00,15.53,4.50,18.93,18.93,15.53,19.42,1.40,0.00,23.30,60.80,3.42,26.90,19.42,19.03,0.43,17.86,0.00,0.60,10.00,10.19,10.19,2.40,84.80,6.60,17.48,19.42,5.00,10.70,7.90,17.48,1.20,2.79,3.39,18.90,0.00,0.00,0.05,1.00,63.10,81.10,4.63,7.88,1.01,84.10,95.40,0.00,1.76,0.24,0.81,5.00,0.00,11.00
11.00,0.00,16.70,0.00,14.00,2.90,7.10,8.60,11.75,3.35,0.40,3.40,19.00,0.00,0.00,12.62,0.00,7.00,14.30,65.80,8.00,5.00,15.53,4.50,18.93,18.93,15.53,19.42,1.40,0.00,23.40,59.60,3.42,27.00,19.42,19.03,0.00,17.86,0.00,0.60,10.00,10.19,10.19,2.40,81.80,6.60,17.48,19.42,5.00,10.70,7.90,17.48,1.20,2.47,2.84,18.90,0.00,0.00,0.00,1.00,63.90,82.10,4.39,7.20,0.00,84.80,91.50,0.00,1.80,0.00,0.00,5.00,0.00,11.00
12.00,0.00,16.73,0.00,14.00,2.90,7.10,8.60,10.56,3.35,0.40,3.40,19.00,0.00,0.00,12.62,0.00,7.00,12.90,61.80,8.00,5.00,15.53,4.50,18.93,18.93,15.53,19.42,1.40,0.00,23.80,58.30,3.42,27.10,19.42,19.03,0.00,17.86,0.00,0.60,10.00,10.19,10.19,2.40,90.00,6.60,17.48,19.42,5.00,10.70,7.90,17.48,1.20,2.12,2.05,18.90,0.00,0.00,0.00,1.00,64.50,82.00,4.25,6.70,0.00,84.40,87.70,0.00,1.84,0.00,0.00,5.00,0.00,11.00
13.00,0.00,16.89,0.00,14.00,2.90,7.10,8.60,10.56,3.35,0.40,3.40,19.00,0.00,0.00,12.62,0.00,7.00,11.60,57.80,8.00,5.00,15.53,4.50,18.93,18.93,15.53,19.42,1.40,0.00,24.20,57.00,3.42,27.20,19.42,19.03,0.00,17.86,0.00,0.60,10.00,10.19,10.19,2.40,80.20,6.60,17.48,19.42,5.00,10.70,7.90,17.48,1.20,1.93,1.53,18.90,0.00,0.00,0.00,1.00,65.10,81.40,4.12,6.28,0.00,88.70,82.20,0.00,1.84,0.00,0.00,5.00,0.00,11.00
14.00,0.00,18.21,0.00,14.00,2.90,7.10,8.60,10.70,3.35,0.40,3.40,19.00,0.00,0.00,12.62,0.00,7.00,10.50,53.10,8.00,5.00,15.53,4.50,18.93,18.93,15.53,19.42,1.40,0.00,24.30,56.10,3.42,27.30,19.42,19.03,0.00,17.86,0.00,0.60,10.00,10.19,10.19,2.40,69.00,6.60,17.48,19.42,5.00,10.70,7.90,17.48,1.20,2.21,1.82,18.90,0.00,0.00,0.00,1.00,65.10,81.50,4.05,6.11,0.00,87.80,71.40,0.00,1.84,0.00,0.00,5.00,0.00,11.00
15.00,0.00,17.64,0.00,14.00,2.90,7.10,8.60,10.68,3.35,0.40,3.40,19.00,0.00,0.00,12.62,0.00,7.00,9.50,48.20,8.00,5.00,15.53,4.50,18.93,18.93,15.53,19.42,1.40,0.00,24.30,55.30,3.42,27.40,19.42,19.03,0.00,17.86,0.00,0.60,10.00,10.19,10.19,2.40,63.10,6.60,17.48,19.42,5.00,10.70,7.90,17.48,1.20,2.49,2.15,18.90,0.00,0.00,0.00,1.00,64.80,81.80,3.92,5.83,0.00,86.80,61.70,0.00,1.88,0.00,0.00,5.00,0.00,11.00
