"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CTCASA GRANDE"
1.00,17.29,14.63,17.73,14.00,1.45,7.70,5.80,5.30,1.10,0.40,3.30,20.39,18.56,18.58,15.61,0.00,0.00,14.01,47.50,7.80,0.00,4.80,2.48,2.52,2.38,8.50,13.66,1.40,15.92,15.60,50.50,2.11,27.00,10.00,18.05,144.45,17.76,39.24,0.60,19.51,19.51,19.51,1.20,42.30,10.54,10.00,3.50,10.00,7.54,6.50,1.20,1.83,3.36,18.90,0.00,0.00,0.90,1.00,52.10,51.50,2.94,4.19,112.62,64.50,49.30,0.30,2.00,80.00,252.37,11.00,204.00,23.00
2.00,17.79,14.98,18.24,14.00,1.45,7.70,5.80,5.30,1.10,0.40,3.30,20.39,18.44,18.54,15.61,0.00,0.00,13.75,52.90,7.70,0.00,4.80,2.48,2.67,2.52,8.50,13.66,1.40,15.96,16.40,54.70,2.11,27.00,10.00,18.05,144.34,17.76,39.26,0.60,19.51,19.51,19.51,1.20,55.20,10.54,10.00,3.50,10.00,7.54,6.50,1.20,1.82,2.81,18.90,0.00,0.00,0.92,1.00,57.20,55.90,3.41,5.10,112.54,68.20,60.50,0.40,2.00,80.00,252.40,11.00,204.00,23.00
3.00,17.79,14.81,18.26,14.00,1.45,7.70,5.80,5.30,1.10,0.40,3.30,20.39,18.10,18.54,15.61,0.00,0.00,14.67,57.90,8.20,0.00,4.80,2.48,0.00,0.00,8.50,13.66,1.40,15.98,17.00,58.60,2.11,27.00,10.00,18.05,135.23,17.76,39.10,0.60,19.51,19.51,19.51,1.20,68.80,10.54,10.00,3.50,10.00,7.54,6.50,1.20,1.81,2.66,18.90,0.00,0.00,0.91,1.00,62.10,59.70,3.82,5.86,112.34,71.40,72.40,0.40,2.00,80.00,252.22,11.00,204.00,23.00
4.00,17.70,14.64,18.10,14.00,1.45,7.70,5.80,5.30,1.10,0.40,3.30,20.39,17.38,18.62,15.61,0.00,0.00,15.97,62.10,8.10,0.00,4.80,2.48,0.00,0.00,8.50,13.66,1.40,15.99,17.60,62.20,2.11,27.00,10.00,18.05,140.91,17.76,38.96,0.60,19.51,19.51,19.51,1.20,82.30,10.54,10.00,3.50,10.00,7.54,6.50,1.20,1.79,2.64,18.90,0.00,0.00,0.93,1.00,65.50,63.00,4.21,6.57,112.06,74.40,84.50,0.40,2.00,80.00,252.30,11.00,204.00,23.00
5.00,17.34,14.28,17.58,14.00,1.45,7.70,5.80,5.30,1.10,0.40,3.30,20.39,17.30,18.64,15.61,0.00,0.00,16.80,65.90,8.10,0.00,4.80,2.48,0.00,0.00,8.50,13.66,1.40,16.00,18.10,65.70,2.11,27.00,10.00,18.05,143.77,17.76,38.79,0.60,19.51,19.51,19.51,1.20,95.70,10.54,10.00,3.50,10.00,7.54,6.50,1.20,2.05,2.47,18.90,0.00,0.00,0.92,1.00,68.40,66.00,4.41,7.06,111.79,77.20,96.70,0.40,2.00,80.00,252.38,11.00,203.98,23.00
6.00,16.34,14.09,16.51,14.00,1.45,7.70,5.80,5.30,1.10,0.40,3.30,20.39,17.85,18.57,15.61,0.00,0.00,17.47,67.30,8.10,0.00,4.80,2.48,17.95,13.85,8.50,13.66,1.40,15.99,18.60,67.40,2.11,27.00,10.00,18.05,144.42,17.76,38.70,0.60,19.51,19.51,19.51,1.20,102.70,10.54,10.00,3.50,10.00,7.54,6.50,1.20,2.39,2.26,18.90,0.00,0.00,0.92,1.00,70.00,68.70,4.55,7.48,111.67,79.50,104.00,0.30,2.00,79.98,252.40,11.00,203.81,23.00
7.00,14.89,12.67,15.28,14.00,1.45,7.70,5.80,5.30,1.10,0.40,3.30,20.39,18.32,18.61,15.61,0.00,0.00,17.25,67.90,8.10,0.00,4.80,2.48,17.95,13.85,8.50,13.66,1.40,15.97,19.10,68.50,2.11,27.00,10.00,18.05,144.48,17.76,38.60,0.60,19.51,19.51,19.51,1.20,107.60,10.54,10.00,3.50,10.80,7.54,6.50,1.20,3.80,3.98,18.90,0.00,0.00,0.92,1.00,71.20,71.20,4.64,7.69,111.71,81.60,109.70,0.20,2.00,79.87,252.34,11.00,203.22,23.00
8.00,13.05,13.03,14.07,14.00,1.45,7.70,5.80,5.30,1.10,0.40,3.30,20.39,18.33,18.65,15.61,0.00,0.00,16.74,68.30,8.10,0.00,4.80,2.48,17.95,13.85,8.50,13.66,1.40,15.97,19.00,68.50,2.11,27.00,10.00,18.05,144.48,17.76,38.23,0.60,19.51,19.51,19.51,1.20,111.20,10.54,10.00,3.50,10.80,7.54,6.50,1.20,5.58,6.35,18.90,0.00,0.00,0.77,1.00,71.90,73.40,4.71,7.82,111.13,81.50,114.80,0.20,2.00,79.67,249.47,11.00,202.42,23.00
9.00,11.52,13.98,12.49,14.00,1.45,7.70,5.80,5.30,1.10,0.40,3.30,20.39,17.85,18.46,15.61,0.00,0.00,16.39,68.80,8.10,0.00,4.80,2.48,17.95,13.85,8.50,13.66,1.40,15.83,18.70,68.00,2.11,27.00,10.00,18.05,144.34,17.76,37.27,0.60,19.51,19.51,19.51,1.20,122.30,10.54,10.00,3.50,10.80,7.54,6.50,1.20,7.09,7.75,18.90,0.00,0.00,0.75,1.00,72.40,75.40,4.52,7.60,109.69,80.70,127.60,0.10,2.00,79.33,241.56,11.00,201.41,23.00
10.00,10.28,14.20,10.59,14.00,1.45,7.70,5.80,5.30,1.10,0.40,3.30,20.39,16.90,18.11,15.61,0.00,0.00,16.10,68.60,8.10,0.00,4.80,2.48,17.95,13.85,8.50,13.66,1.40,15.45,18.70,68.10,2.11,27.00,10.00,18.05,143.57,17.76,35.37,0.60,19.51,19.51,19.51,1.20,123.70,10.54,10.00,3.50,10.80,7.54,6.60,1.20,8.52,8.83,18.90,0.00,0.00,0.70,1.00,72.20,76.30,4.24,7.26,107.11,81.40,129.70,0.10,2.00,79.04,234.37,11.00,197.53,23.00
