"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA"
1.00,0.88,21.29,0.00,14.00,4.20,8.20,11.51,17.84,3.54,0.40,3.50,17.62,0.00,4.07,15.61,0.00,8.24,1.91,38.30,0.00,6.70,5.00,4.60,17.94,17.84,17.84,17.84,1.40,1.56,23.00,66.71,3.30,27.00,17.25,16.46,9.94,15.95,0.83,0.60,17.34,17.34,17.34,1.20,120.73,11.25,18.31,7.00,10.80,8.30,17.84,0.00,5.55,5.65,18.90,0.00,0.00,0.08,1.00,117.49,111.88,2.00,4.00,8.37,82.72,137.20,0.00,2.00,7.34,26.09,11.00,21.52,22.00,0.09,1.73
2.00,0.35,21.10,0.00,14.00,4.20,8.20,11.51,17.84,3.54,0.40,3.50,17.62,0.00,1.51,15.61,0.00,8.24,1.70,38.93,0.00,6.70,13.70,4.60,17.94,17.84,17.84,17.84,1.40,0.41,22.85,65.08,3.30,27.00,17.25,16.46,3.04,15.95,0.22,0.60,17.34,17.34,17.34,1.20,120.90,11.25,18.31,7.00,10.80,8.30,17.84,0.00,5.07,5.11,18.90,0.00,0.00,0.04,1.00,109.69,105.78,2.00,4.00,2.29,83.16,133.63,0.00,2.00,2.08,7.45,11.00,6.32,22.00,0.04,0.23
3.00,0.05,21.19,0.00,14.00,4.20,8.20,11.51,17.84,3.54,0.40,3.50,17.62,0.00,0.17,15.61,0.00,8.24,2.13,40.66,6.90,6.70,13.70,4.60,17.94,17.84,17.84,17.84,1.40,0.01,22.28,61.65,3.30,27.00,17.25,16.46,0.28,15.95,0.02,0.60,17.34,17.34,17.34,1.20,120.47,11.25,18.31,7.00,10.80,8.30,17.84,0.00,4.13,4.46,18.90,0.00,0.00,0.00,1.00,104.39,101.07,2.00,4.00,0.18,83.50,129.31,0.00,2.00,0.17,0.74,11.00,0.62,22.00,0.00,0.12
4.00,0.00,21.23,0.00,14.00,4.20,8.20,11.51,17.84,3.54,0.40,3.50,17.62,0.00,0.00,15.61,0.00,8.24,2.80,42.76,8.10,6.70,13.70,4.60,17.94,17.84,17.84,17.84,1.40,0.00,21.55,57.62,3.30,27.00,17.25,16.46,0.00,15.95,0.00,0.60,17.34,17.34,17.34,1.20,108.84,11.25,18.31,7.00,10.80,8.30,17.84,0.00,3.03,3.76,18.90,0.00,0.00,0.00,1.00,99.88,96.88,2.00,4.00,0.00,83.73,114.08,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
5.00,0.00,21.19,0.00,14.00,4.20,8.20,11.51,17.84,3.54,0.40,3.50,17.62,0.00,0.00,15.61,0.00,8.24,3.62,41.59,8.10,6.70,13.70,4.60,17.94,17.84,17.84,17.84,1.40,0.00,21.53,57.09,3.30,27.00,17.25,16.46,0.00,15.95,0.00,0.60,17.34,17.34,17.34,1.20,99.81,11.25,18.31,7.00,10.80,8.30,17.84,0.00,2.55,3.50,18.90,0.00,0.00,0.00,1.00,99.77,96.18,2.00,4.00,0.00,85.17,102.32,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
6.00,0.00,20.87,0.00,14.00,4.20,8.20,11.51,17.84,3.54,0.40,3.50,17.62,0.00,0.00,15.61,0.00,8.24,4.49,39.35,8.10,6.70,13.70,4.60,17.94,17.84,17.84,17.84,1.40,0.00,21.74,57.76,3.30,27.00,17.25,16.46,0.00,15.95,0.00,0.60,17.34,17.34,17.34,1.20,100.78,11.25,18.31,7.00,10.80,8.30,17.84,0.00,2.30,3.40,18.90,0.00,0.00,0.00,1.00,101.27,96.67,2.00,4.00,0.00,87.00,95.58,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
7.00,0.00,21.33,0.00,14.00,4.20,8.20,11.51,17.84,3.54,0.40,3.50,17.62,0.00,0.00,15.61,0.00,8.24,5.26,37.27,8.10,6.70,13.70,4.60,17.94,17.84,17.84,17.84,1.40,0.00,21.86,58.03,3.30,27.00,17.25,16.46,0.00,15.95,0.00,0.60,17.34,17.34,17.34,1.20,101.75,11.25,18.31,7.00,10.80,8.30,17.84,0.00,2.12,3.65,18.90,0.00,0.00,0.00,1.00,97.97,94.07,2.00,4.00,0.00,88.24,91.82,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
8.00,0.00,21.20,0.00,14.00,4.20,8.20,11.51,17.84,3.54,0.40,3.50,17.62,0.00,0.00,15.61,0.00,8.24,5.88,33.87,8.10,6.70,13.70,4.60,17.94,17.84,17.84,17.84,1.40,0.00,21.99,58.25,3.30,27.00,17.25,16.46,0.00,15.95,0.00,0.60,17.34,17.34,17.34,1.20,102.13,11.25,18.31,7.00,10.80,8.30,17.84,0.00,2.14,4.16,18.90,0.00,0.00,0.00,1.00,94.27,91.99,0.14,4.00,0.00,89.08,82.82,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
9.00,0.00,21.16,0.00,14.00,4.20,8.20,11.51,17.84,3.54,0.40,3.50,17.62,0.00,0.00,15.61,0.00,8.24,5.67,30.56,8.00,6.70,13.70,4.60,17.94,17.84,17.84,17.84,1.40,0.00,21.82,57.51,3.30,27.00,17.25,16.46,0.00,15.95,0.00,0.60,17.34,17.34,17.34,1.20,90.84,11.25,18.31,7.00,10.80,8.30,17.84,0.00,2.08,4.38,18.90,0.00,0.00,0.00,1.00,91.78,91.34,0.29,4.00,0.00,88.72,78.11,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
10.00,0.00,21.16,0.00,14.00,4.20,8.20,11.51,17.84,3.54,0.40,3.50,17.62,0.00,0.00,15.61,0.00,8.24,5.22,27.72,5.90,6.70,13.70,4.60,17.94,17.84,17.84,17.84,1.40,0.00,21.55,56.66,3.30,27.00,17.25,16.46,0.00,15.95,0.00,0.60,17.34,17.34,17.34,1.20,73.95,11.25,18.31,7.00,10.80,8.30,17.84,0.00,1.95,4.43,18.90,0.00,0.00,0.00,1.00,89.29,90.69,0.43,4.00,0.00,87.97,65.76,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
11.00,0.00,21.13,0.00,14.00,4.20,8.20,11.51,17.84,3.54,0.40,3.50,17.62,0.00,0.00,15.61,0.00,8.24,5.70,24.06,5.40,6.70,13.70,4.60,17.94,17.84,17.84,17.84,1.40,0.00,20.14,53.32,3.30,27.00,17.25,16.46,0.00,15.95,0.00,0.60,17.34,17.34,17.34,1.20,65.35,11.25,18.31,7.00,10.80,8.30,17.84,0.00,1.80,4.34,18.90,0.00,0.00,0.00,1.00,83.40,87.43,0.43,0.02,0.00,83.62,57.58,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
12.00,0.00,21.15,0.00,14.00,4.20,8.20,11.51,17.84,3.54,0.40,3.50,17.62,0.00,0.00,15.61,0.00,8.24,6.50,20.14,0.90,6.70,5.00,4.60,17.94,17.84,17.84,17.84,1.40,0.00,18.33,49.18,3.30,27.00,17.25,16.46,0.00,15.95,0.00,0.60,17.34,17.34,17.34,1.20,59.56,11.25,18.31,7.00,10.80,8.30,17.84,0.00,1.64,4.20,18.90,0.00,0.00,0.00,1.00,76.32,83.28,0.36,0.11,0.00,78.07,50.79,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
13.00,0.00,21.20,0.00,14.00,4.20,8.20,11.51,17.84,3.54,0.40,3.50,17.62,0.00,0.00,15.61,0.00,8.24,6.54,17.30,0.00,6.70,5.00,4.60,17.94,17.84,17.84,17.84,1.40,0.00,17.54,46.64,3.30,27.00,17.25,16.46,0.00,15.95,0.00,0.60,17.34,17.34,17.34,1.20,54.86,11.25,18.31,7.00,10.80,8.30,17.84,0.00,1.86,4.57,18.90,0.00,0.00,0.00,1.00,68.23,77.62,0.34,0.17,0.00,75.31,45.33,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
14.00,0.00,21.08,0.00,14.00,4.20,8.20,11.51,17.84,3.54,0.40,3.50,17.62,0.00,0.00,15.61,0.00,8.24,6.35,14.83,0.00,6.70,5.00,4.60,17.94,17.84,17.84,17.84,1.40,0.00,17.09,44.60,3.30,27.00,17.25,16.46,0.00,15.95,0.00,0.60,17.34,17.34,17.34,1.20,50.57,11.25,18.31,7.00,10.80,8.30,17.84,0.00,2.19,5.11,18.90,0.00,0.00,0.00,1.00,59.94,71.47,0.33,0.21,0.00,73.56,40.31,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00
