"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","WAYRASOLAR"
1.00,0.00,17.86,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,3.30,6.40,5.86,17.92,8.00,3.15,15.46,5.00,9.70,18.74,3.00,4.50,2.80,0.00,17.45,50.16,2.00,28.24,3.50,11.21,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,13.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,11.23,12.25,9.45,0.00,0.41,44.51,59.03,5.80,3.18,0.00,76.12,14.00,0.00,1.70,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,18.01,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,3.30,6.40,5.53,17.11,8.00,3.15,15.46,5.00,9.70,18.74,3.00,4.50,2.80,0.00,16.94,49.17,2.00,28.29,3.50,11.19,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,10.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,10.96,12.10,9.45,0.00,0.41,43.59,60.09,6.17,3.34,0.00,76.26,12.00,0.00,1.68,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,17.99,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,3.30,6.40,5.75,15.20,8.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,0.00,16.69,46.98,2.00,28.27,3.50,11.20,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,9.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,10.79,11.99,9.45,0.00,0.40,43.99,63.93,6.31,3.72,0.00,75.39,11.00,0.00,1.67,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,18.22,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,3.10,3.30,6.40,6.17,14.20,8.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,0.00,17.14,45.90,2.00,28.35,3.50,11.16,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,8.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,10.62,11.89,9.45,0.00,0.40,42.78,67.76,6.46,4.09,0.00,75.91,10.00,0.00,1.66,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,18.71,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,0.00,3.30,6.40,6.15,13.84,8.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,0.00,17.46,46.45,2.00,28.37,3.50,11.15,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,7.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,10.43,11.76,9.45,0.00,0.40,40.20,69.36,6.64,4.25,0.00,75.36,10.00,0.00,1.65,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,18.87,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,0.00,3.30,6.40,6.09,13.37,8.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,0.00,17.75,45.02,2.00,28.34,3.50,11.15,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,6.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,10.24,11.63,9.45,0.00,0.40,36.52,70.95,6.83,4.41,0.00,75.99,9.00,0.00,1.63,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,18.89,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,0.00,3.30,6.40,6.51,14.47,8.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,0.00,18.30,44.86,2.00,28.33,3.50,11.15,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,6.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,10.21,11.58,9.45,0.00,0.40,34.00,71.08,7.11,4.47,0.00,75.71,9.00,0.00,1.61,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,19.14,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,0.00,3.30,6.40,6.39,13.92,8.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,0.00,18.37,44.36,2.00,28.33,3.50,11.15,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,6.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,10.19,11.52,9.45,0.00,0.40,32.62,71.21,7.39,4.53,0.00,74.09,9.00,0.00,1.59,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,19.18,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,0.00,3.30,6.40,6.74,11.96,8.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,0.00,18.51,44.39,2.00,28.29,3.50,11.12,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,6.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,10.63,11.84,9.45,0.00,0.40,32.86,68.53,7.01,4.42,0.00,72.61,9.00,0.10,1.57,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,19.40,0.00,13.53,4.20,7.30,3.30,3.50,1.20,0.00,3.50,14.49,0.00,0.00,0.00,3.30,6.40,6.96,12.08,8.00,3.15,7.00,5.00,9.70,18.74,3.00,4.50,2.80,0.00,17.75,43.70,2.00,28.25,3.50,11.14,0.00,14.49,0.00,0.60,2.90,3.30,3.40,2.30,6.00,5.40,4.00,1.80,10.43,7.60,3.50,2.30,11.07,12.16,9.45,0.00,0.40,31.56,65.85,6.64,4.30,0.00,71.44,9.00,0.20,1.55,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.08
