"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","WAYRASOLAR"
1.00,0.00,17.54,0.00,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,0.00,0.00,0.00,9.70,6.40,2.92,34.15,7.90,3.00,15.46,2.50,9.70,18.74,3.00,4.50,1.30,0.00,11.48,43.17,2.00,28.12,3.50,11.29,0.00,14.49,0.00,0.60,2.90,3.40,3.50,1.15,81.38,5.50,4.00,1.80,10.43,7.60,3.80,2.30,13.63,13.70,9.50,0.00,0.41,31.95,64.15,4.49,5.30,0.00,45.41,76.73,0.00,1.92,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.14
2.00,0.00,17.55,0.00,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,0.00,0.00,0.00,9.70,6.40,2.83,32.02,7.90,3.00,15.46,2.50,9.70,18.74,3.00,4.50,1.30,0.00,10.93,42.19,2.00,28.12,3.50,11.29,0.00,14.49,0.00,0.60,2.90,3.40,3.50,1.15,71.86,5.50,4.00,1.80,10.43,7.60,3.80,2.30,12.84,12.93,9.50,0.00,0.41,29.24,65.26,3.92,5.26,0.00,42.53,73.46,0.00,1.94,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,17.76,0.00,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,0.00,0.00,0.00,10.34,6.40,2.73,29.78,7.90,3.00,15.46,2.50,9.70,18.74,3.00,4.50,1.30,0.00,10.67,42.91,2.00,28.12,3.50,11.28,0.00,14.49,0.00,0.60,2.90,3.40,3.50,1.15,66.94,5.50,4.00,1.80,10.43,7.60,3.80,2.30,12.34,13.05,9.50,0.00,0.41,27.63,57.09,3.65,4.24,0.00,41.64,69.38,0.00,1.94,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,17.68,0.00,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,0.00,0.00,0.00,11.21,6.40,2.63,27.54,7.90,3.00,15.46,2.50,9.70,18.74,3.00,4.50,1.30,0.00,10.41,43.63,2.00,28.12,3.50,11.28,0.00,14.49,0.00,0.60,2.90,3.40,3.50,1.15,62.02,5.50,4.00,1.80,10.43,7.60,3.80,2.30,11.85,13.17,9.50,0.00,0.41,25.92,58.20,3.37,4.21,0.00,40.76,65.31,0.00,1.92,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,17.49,0.00,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,0.00,0.00,0.00,11.30,6.40,2.93,24.40,7.90,3.00,15.46,2.50,9.70,18.74,3.00,4.50,1.30,0.00,10.36,44.65,2.00,28.12,3.50,11.27,0.00,14.49,0.00,0.60,2.90,3.40,3.50,1.15,59.30,5.50,4.00,1.80,10.43,7.60,3.80,2.30,12.05,13.30,9.50,0.00,0.41,26.21,58.01,3.20,4.18,0.00,41.67,62.34,0.00,1.90,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,17.41,0.00,13.53,4.20,7.20,3.30,3.90,1.20,0.00,3.40,0.00,0.00,0.00,3.10,11.30,6.40,3.34,21.27,7.90,3.00,15.46,2.50,9.70,18.74,3.00,4.50,1.30,0.00,10.20,45.66,2.00,28.12,3.50,11.25,0.00,14.49,0.00,0.60,2.90,3.40,3.50,1.15,56.48,5.50,4.00,1.80,10.43,7.60,3.80,2.30,12.15,13.42,9.50,0.00,0.41,26.50,59.12,3.03,4.15,0.00,42.58,59.27,0.00,1.87,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,17.42,0.00,13.53,4.20,7.20,3.30,3.90,1.30,0.00,3.40,0.00,0.00,0.00,3.10,11.30,6.40,3.34,18.93,7.90,3.00,15.46,2.50,9.70,18.74,3.00,4.50,1.30,0.00,10.04,46.28,2.00,28.12,3.50,11.23,0.00,14.49,0.00,0.60,2.90,3.40,3.50,1.15,51.66,5.50,4.00,1.80,10.43,7.60,3.80,2.30,12.16,13.34,9.50,0.00,0.41,26.79,51.04,3.06,4.11,0.00,42.90,55.70,0.00,1.85,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,17.27,0.00,13.53,4.20,7.20,3.30,3.90,1.30,0.00,3.40,0.00,0.00,0.00,3.10,11.30,6.40,3.44,16.59,7.90,3.00,15.46,2.50,9.70,18.74,3.00,4.50,1.30,0.00,9.89,46.90,2.00,28.12,3.50,11.23,0.00,14.49,0.00,0.60,2.90,3.40,3.50,1.15,46.84,5.50,4.00,1.80,10.43,7.60,3.80,2.30,12.06,13.37,9.50,0.00,0.41,26.98,52.15,2.99,4.08,0.00,43.31,52.02,0.00,1.83,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,17.59,0.00,13.53,4.20,7.20,3.30,3.90,1.30,0.00,3.40,0.00,0.00,0.00,3.10,11.30,6.40,3.75,17.15,7.90,3.00,15.46,2.50,9.70,18.74,3.00,4.50,1.30,0.00,10.53,48.02,2.00,28.12,3.50,11.23,0.00,14.49,0.00,0.60,2.90,3.40,3.50,1.15,43.82,5.50,4.00,1.80,10.43,7.60,3.80,2.30,12.07,13.29,9.50,0.00,0.41,29.77,41.79,3.32,1.52,0.00,47.13,52.85,0.00,1.80,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,17.99,0.00,13.53,4.20,7.20,3.30,3.90,1.30,0.00,3.40,0.00,0.00,0.00,3.10,11.40,6.40,4.05,17.72,7.90,3.00,15.46,2.50,9.70,18.74,3.00,4.50,1.30,0.00,11.08,49.14,2.00,28.12,3.50,11.22,0.00,14.49,0.00,0.60,2.90,3.40,3.50,1.15,40.70,5.50,4.00,1.80,10.43,7.60,3.80,2.30,12.17,13.21,9.50,0.00,0.41,32.66,42.90,3.74,1.49,0.00,50.94,53.68,0.00,1.77,0.00,0.00,10.63,0.00,12.14,0.00,0.00,0.00,0.00
