"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","MALPASO","CANON DEL PATO","GALLITO CIEGO","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES","CAHUAG1","CAHUAG2","CHARCATA"
1.00,71.65,29.51,66.81,643.50,208.33,4.74,4.97,87.43,18.31,4.39,23.95,91.56,7.34,3.94,110.00,80.68,71.44,0.00,92.00,15.20,6.88,59.82,0.00,6.39,9.00,79.46,3.90,19.68,0.00,0.00,25.44,25.40,63.48,49.44,183.28,196.19,0.00,4.09,73.94,64.69,42.45,48.16,35.30,17.53,17.51,17.50,32.85,32.90,74.50,0.00,125.12,0.00,20.30,22.03,0.00,4.83
2.00,70.63,29.09,66.81,643.50,208.33,4.74,4.97,87.43,18.31,4.39,23.95,89.77,7.34,3.94,110.00,78.69,71.44,40.42,92.00,15.20,6.88,59.82,0.00,6.39,9.00,79.46,3.90,19.68,0.00,0.00,26.36,38.28,67.25,26.36,183.28,196.19,0.00,5.12,67.36,52.85,43.17,44.86,35.30,22.81,22.74,22.74,28.73,28.73,74.50,0.00,125.03,0.00,20.30,22.03,0.00,4.83
3.00,72.37,29.81,66.81,643.50,208.33,4.74,4.97,87.43,18.31,4.39,23.95,89.00,7.34,3.94,110.00,75.52,71.44,46.81,92.00,15.20,6.88,59.82,0.00,6.39,9.00,79.46,3.90,19.68,0.00,0.00,21.58,62.67,63.42,21.58,183.28,196.19,0.00,4.64,71.43,57.14,53.82,39.39,35.30,30.52,30.41,0.00,71.56,22.15,74.50,0.00,123.94,0.00,20.30,22.03,0.00,4.83
4.00,71.95,29.63,66.81,643.50,208.33,4.74,4.97,87.43,18.31,4.39,23.95,87.46,7.34,3.94,110.00,74.77,71.44,42.83,92.00,15.20,6.88,59.82,0.00,6.39,9.00,79.46,3.90,19.68,0.00,0.00,20.73,57.58,58.23,20.73,183.28,196.19,0.00,4.64,67.36,53.80,51.99,38.62,35.30,20.34,20.29,20.29,48.21,22.11,74.50,0.00,123.28,0.00,20.30,22.03,0.00,4.83
5.00,67.02,29.81,66.81,643.50,208.33,4.74,4.97,87.43,18.31,4.39,23.95,87.19,7.34,3.94,110.00,73.79,71.44,46.81,92.00,15.20,6.88,59.82,0.00,6.39,9.00,79.46,3.90,19.68,0.00,0.00,20.88,0.00,66.17,61.39,183.28,196.19,0.00,4.59,67.98,45.66,41.49,42.19,35.30,20.07,20.03,20.03,22.41,47.03,74.50,0.00,122.25,0.00,20.30,22.03,0.00,4.83
6.00,72.37,29.81,66.81,643.50,208.33,4.74,4.97,87.43,18.31,4.39,23.95,97.86,7.34,3.94,110.00,73.61,71.44,46.81,92.00,15.20,6.88,59.82,0.00,6.39,9.00,79.46,3.90,19.68,0.00,0.00,61.39,21.58,0.00,20.73,183.28,196.19,0.00,4.34,67.36,52.85,46.79,43.20,35.30,18.83,18.80,18.80,29.97,29.98,74.50,0.00,121.04,0.00,20.30,22.03,0.00,4.83
7.00,74.47,29.81,66.81,643.50,208.33,4.74,4.97,87.43,18.31,4.39,23.95,119.54,7.34,3.94,110.00,73.03,71.44,46.81,92.00,15.20,6.88,59.82,0.00,6.39,9.00,79.46,3.90,19.68,0.00,0.00,21.38,34.15,34.18,21.38,183.28,196.19,0.00,3.74,68.15,58.80,50.52,44.87,35.30,23.60,23.52,0.00,21.51,48.22,74.50,0.00,129.09,0.00,20.30,22.03,0.00,4.83
8.00,72.75,29.81,66.81,643.50,208.33,4.74,4.97,87.43,18.31,4.39,23.95,112.03,7.34,3.94,110.00,70.49,71.44,37.68,92.00,15.20,6.88,59.82,0.00,6.39,9.00,79.46,3.90,19.68,0.00,0.00,21.11,56.55,27.73,56.72,183.28,196.19,0.00,3.25,0.00,75.93,51.48,41.91,35.30,19.85,0.00,19.81,39.85,21.01,74.50,0.00,125.26,0.00,20.30,22.03,0.00,4.83
9.00,70.18,29.81,66.81,643.50,208.33,4.74,4.97,87.43,18.31,4.39,23.95,93.25,7.34,3.94,110.00,63.76,71.44,30.14,92.00,15.20,6.88,59.82,0.00,6.39,0.00,65.22,3.90,16.40,0.00,0.00,20.73,46.90,20.73,46.98,183.28,196.19,0.00,0.00,0.00,62.18,46.66,43.96,35.30,0.00,0.00,0.00,0.00,20.73,74.50,0.00,108.82,0.00,20.30,22.03,0.00,4.83
10.00,71.68,29.81,66.81,643.50,208.33,4.74,4.97,87.43,18.31,4.39,23.95,79.77,7.34,3.94,110.00,60.83,71.44,0.00,92.00,15.20,6.88,59.82,0.00,6.39,0.00,45.79,3.90,11.93,0.00,0.00,49.86,64.83,0.00,20.73,183.28,196.19,0.00,0.00,0.00,0.00,45.54,45.08,35.30,0.00,0.00,0.00,20.73,20.73,74.50,0.00,103.02,0.00,20.30,22.03,0.00,4.83
11.00,72.37,29.81,66.81,643.50,208.33,4.74,4.97,87.43,18.31,4.39,23.95,95.58,7.34,3.94,110.00,60.88,71.44,45.00,92.00,15.20,6.88,59.82,0.00,6.39,0.00,16.16,3.90,5.11,0.00,0.00,20.73,37.92,0.00,20.73,183.28,196.19,0.00,0.00,0.00,0.00,45.78,44.83,35.30,0.00,0.00,0.00,20.73,50.43,74.50,0.00,110.97,0.00,20.30,22.03,0.00,4.83
12.00,72.37,29.81,66.81,643.50,208.33,4.74,4.97,86.18,18.31,4.39,23.95,118.60,7.34,3.94,110.00,62.04,69.91,0.00,92.00,15.20,6.88,59.82,0.00,6.39,0.00,10.63,3.90,3.83,0.00,0.00,34.67,66.07,34.67,0.00,183.28,196.19,0.00,0.00,0.00,0.00,40.73,49.88,35.30,0.00,0.00,0.00,20.73,20.73,74.50,0.00,120.65,0.00,20.30,22.03,0.00,4.83
