"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CS INTIPAMPA EXPANSION","CS COENERGY"
1.00,16.62,15.17,16.65,14.00,4.20,8.50,6.00,6.90,1.40,0.00,2.20,0.00,17.31,17.62,14.63,0.00,5.60,21.46,55.40,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,14.78,14.61,46.30,2.16,25.80,19.51,18.05,143.25,17.95,39.00,0.60,19.51,19.51,19.51,1.20,2.30,8.70,15.61,4.00,10.70,8.23,4.50,2.40,2.64,1.76,18.90,0.90,1.00,61.60,67.80,6.90,4.24,109.72,75.00,4.20,0.30,2.00,79.57,252.40,11.00,204.00,22.00,38.64,0.35
2.00,17.28,14.89,17.50,14.00,4.20,8.50,6.00,6.90,1.40,0.00,2.20,0.00,17.62,17.70,14.63,0.00,5.60,20.95,60.70,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,15.00,15.03,48.30,2.16,25.70,19.51,18.05,143.45,17.95,38.99,0.60,19.51,19.51,19.51,1.20,17.00,8.70,15.61,4.00,10.70,8.23,4.50,2.40,3.84,3.43,18.90,0.92,1.00,65.50,71.10,7.60,4.98,110.29,76.50,18.10,0.40,2.00,79.63,252.40,11.00,204.00,22.00,38.84,0.35
3.00,17.43,12.82,17.73,14.00,4.20,8.50,6.00,6.90,1.40,0.00,2.20,0.00,17.74,17.75,14.63,0.00,5.60,20.70,65.60,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,15.22,15.37,50.20,2.16,25.50,19.51,18.05,141.33,17.95,38.92,0.60,19.51,19.51,19.51,1.20,2.30,8.70,15.61,4.00,10.70,8.23,4.50,2.40,5.14,5.20,18.90,0.91,1.00,68.80,73.90,8.10,5.58,110.45,77.40,31.40,0.40,2.00,79.77,252.40,11.00,204.00,22.00,39.04,0.36
4.00,17.35,11.98,17.71,14.00,4.20,8.50,6.00,6.90,1.50,0.00,2.20,0.00,17.43,17.84,14.63,0.00,5.60,21.19,69.20,2.60,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,15.25,15.46,52.00,2.16,25.50,19.51,18.05,134.17,17.95,38.83,0.60,19.51,19.51,19.51,1.20,2.30,8.70,15.61,4.00,10.70,8.23,4.50,2.40,6.72,7.25,18.90,0.93,1.00,71.60,76.20,8.50,5.73,110.33,77.20,4.20,0.40,2.00,79.84,252.40,11.00,204.00,22.00,39.10,0.35
5.00,17.18,11.95,17.50,14.00,4.20,8.50,6.00,6.90,1.50,0.00,2.20,0.00,16.57,17.91,14.63,0.00,5.60,21.79,72.00,3.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,15.24,15.43,53.80,2.16,25.30,19.51,18.05,140.70,17.95,38.49,0.60,19.51,19.51,19.51,1.20,17.00,8.70,15.61,4.00,10.70,8.23,4.50,2.40,8.24,9.15,18.90,0.92,1.00,74.20,78.40,8.90,5.91,109.81,76.40,18.10,0.40,2.00,79.90,252.40,11.00,204.00,22.00,39.16,0.36
6.00,16.86,11.69,16.90,14.00,4.20,8.50,6.00,6.90,1.50,0.00,2.20,0.00,16.27,17.85,14.63,0.00,5.60,22.76,73.70,2.90,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,15.18,15.04,52.70,2.16,25.00,19.51,18.05,142.78,17.95,37.46,0.60,19.51,19.51,19.51,1.20,31.60,8.70,15.61,4.00,10.70,8.23,4.50,2.40,9.59,10.56,18.90,0.92,1.00,74.30,78.10,9.20,6.19,108.87,73.20,31.40,0.30,2.00,79.95,252.40,11.00,204.00,22.00,38.70,0.36
7.00,15.80,11.92,15.56,14.00,4.20,8.50,6.00,6.90,1.50,0.00,2.20,0.00,16.22,17.62,14.63,0.00,5.60,23.65,74.90,2.90,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,15.02,14.73,50.70,2.16,25.00,19.51,18.05,141.76,17.95,34.36,0.60,19.51,19.51,19.51,1.20,46.60,8.70,15.61,4.00,10.70,8.23,4.50,2.40,10.78,11.78,18.90,0.92,1.00,73.60,76.80,9.10,6.36,107.53,69.10,43.40,0.20,2.00,79.95,252.40,11.00,204.00,22.00,38.24,0.36
8.00,14.34,13.39,14.33,14.00,4.20,8.50,6.00,6.90,1.50,0.00,2.20,0.00,14.56,17.57,14.63,0.00,5.60,24.31,75.20,0.30,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,14.87,14.64,49.80,2.16,25.30,19.51,18.05,139.83,17.95,30.57,0.60,19.51,19.51,19.51,1.20,61.80,8.70,15.61,4.00,10.70,8.23,4.50,2.40,11.46,12.41,18.90,0.77,1.00,71.30,73.60,8.80,6.22,105.26,66.70,55.00,0.20,2.00,79.90,252.40,11.00,203.95,22.00,35.99,0.35
9.00,12.61,11.67,13.04,14.00,4.20,8.50,6.00,6.90,1.50,0.00,2.20,0.00,10.35,17.33,14.63,0.00,5.60,24.96,75.20,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,14.69,14.42,49.40,2.16,25.10,19.51,18.05,135.76,17.95,26.15,0.60,19.51,19.51,19.51,1.20,77.30,8.70,15.61,4.00,10.70,8.23,4.50,2.40,12.09,13.00,18.90,0.75,1.00,68.50,69.80,8.00,5.99,101.18,64.90,68.50,0.10,2.00,79.71,252.40,11.00,203.51,22.00,33.73,0.34
10.00,11.37,11.25,11.45,14.00,4.20,8.50,6.00,6.90,1.50,0.00,2.20,0.00,7.21,16.87,14.63,0.00,5.60,25.53,75.30,0.00,3.30,7.00,4.00,17.56,13.66,10.73,14.63,1.40,14.31,13.81,46.90,2.16,24.80,19.51,18.05,130.40,17.95,21.22,0.60,19.51,19.51,19.51,1.20,93.00,8.70,15.61,4.00,10.70,8.23,4.50,2.40,12.53,13.45,18.90,0.70,1.00,64.60,66.10,7.20,5.54,97.34,61.20,82.70,0.10,2.00,79.27,252.40,11.00,201.78,22.00,33.24,0.31
