"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,68.32,29.95,67.13,596.35,194.00,7.98,8.37,54.83,16.68,0.37,0.00,14.92,82.40,5.13,2.82,117.44,84.13,40.36,0.00,10.85,70.28,0.00,1.97,6.88,64.17,0.00,6.39,0.00,55.44,4.43,12.82,0.00,0.00,60.75,60.38,25.01,30.21,79.81,107.09,101.00,0.00,0.00,67.01,42.09,40.09,30.00,0.00,0.00,0.00,25.00,0.00,109.79,0.00,109.67
2.00,63.48,29.95,67.13,596.35,194.00,7.98,8.37,50.65,16.68,0.37,0.00,14.92,76.17,5.13,2.82,117.44,82.68,35.27,0.00,10.85,70.28,0.00,1.97,6.88,64.17,0.00,6.39,0.00,45.95,4.43,10.63,0.00,0.00,0.00,64.81,48.60,20.62,73.33,94.87,88.88,0.00,0.00,67.01,30.04,44.69,30.00,0.00,0.00,0.00,25.00,0.00,109.79,0.00,107.15
3.00,63.48,29.95,67.13,596.35,194.00,7.98,8.37,48.56,16.68,0.37,0.00,14.92,74.54,5.13,2.82,117.44,81.64,32.73,0.00,10.85,70.28,0.00,1.97,6.88,64.17,0.00,6.39,0.00,38.13,4.43,8.82,0.00,0.00,0.00,48.16,65.24,20.62,77.48,84.89,77.45,0.00,0.00,67.01,43.71,26.22,30.00,0.00,0.00,0.00,25.00,0.00,109.79,0.00,106.55
4.00,66.34,29.95,67.13,596.35,194.00,7.98,8.37,45.81,16.68,0.37,0.00,14.92,71.24,5.13,2.82,117.44,80.31,29.39,0.00,10.85,70.28,0.00,1.97,6.88,64.17,0.00,6.39,0.00,33.34,4.43,7.71,0.00,0.00,0.00,62.36,63.10,0.00,165.84,0.00,69.29,0.00,0.00,67.01,30.50,46.67,30.00,0.00,0.00,0.00,25.00,0.00,109.79,0.00,105.48
5.00,66.07,29.95,67.13,596.35,194.00,7.98,8.37,42.61,16.68,0.37,0.00,14.92,71.96,5.13,2.82,117.44,80.52,25.49,0.00,33.00,70.28,0.00,1.97,6.88,64.17,0.00,6.39,0.00,31.08,4.43,7.19,0.00,0.00,0.00,62.76,63.51,0.00,115.92,0.00,115.40,0.00,0.00,67.01,30.38,46.02,30.00,0.00,0.00,0.00,25.00,0.00,89.16,0.00,105.78
6.00,66.73,29.95,67.13,596.35,194.00,7.98,8.37,43.89,16.68,0.37,0.00,14.92,101.16,5.13,2.82,117.44,106.18,27.05,0.00,12.00,70.28,0.00,1.97,6.88,64.17,0.00,6.39,0.00,31.03,4.43,7.18,0.00,0.00,0.00,61.78,62.52,0.00,123.10,0.00,122.53,0.00,0.00,67.01,46.67,31.56,30.00,0.00,0.00,0.00,25.00,0.00,109.79,0.00,0.00
7.00,66.83,29.95,67.13,596.35,194.00,7.98,8.37,44.58,16.68,0.37,0.00,14.92,75.45,5.13,2.82,117.44,80.31,27.90,0.00,10.85,70.28,0.00,1.97,6.88,64.17,0.00,6.39,0.00,30.79,4.43,7.12,0.00,0.00,0.00,61.63,62.36,0.00,70.00,0.00,174.49,0.00,0.00,67.01,46.92,31.06,30.00,0.00,0.00,0.00,25.00,0.00,109.79,0.00,107.52
8.00,66.97,29.95,67.13,596.35,194.00,7.98,8.37,44.39,16.68,0.37,0.00,14.92,77.16,5.13,2.82,117.44,79.56,27.66,0.00,10.85,70.28,0.00,1.97,6.88,64.17,0.00,6.39,0.00,30.87,4.43,7.14,0.00,0.00,0.00,66.26,57.32,0.00,74.34,0.00,175.18,0.00,0.00,67.01,46.81,30.92,30.00,0.00,0.00,0.00,25.00,0.00,109.79,0.00,108.29
9.00,66.39,29.95,67.13,596.35,194.00,7.98,8.37,44.18,16.68,0.37,0.00,14.92,81.25,5.13,2.82,117.44,80.15,27.41,0.00,10.85,70.28,0.00,1.97,6.88,64.17,0.00,6.39,0.00,32.01,4.43,7.40,0.00,0.00,0.00,62.29,63.03,0.00,74.40,0.00,183.33,0.00,0.00,67.01,33.32,45.42,30.00,0.00,0.00,0.00,25.00,0.00,109.79,0.00,110.09
10.00,72.37,29.95,67.13,596.35,194.00,7.98,8.37,42.42,16.68,0.37,0.00,14.92,83.83,5.13,2.82,117.44,80.59,25.26,0.00,33.00,70.28,0.00,1.97,6.88,64.17,0.00,6.39,0.00,32.11,4.43,7.43,0.00,0.00,0.00,46.04,46.27,0.00,94.56,75.51,94.56,0.00,0.00,67.01,49.73,37.91,30.00,0.00,0.00,0.00,25.00,0.00,110.26,0.00,111.28
11.00,72.37,29.95,67.13,596.35,194.00,7.98,8.37,45.34,16.68,0.37,0.00,14.92,96.79,5.13,2.82,117.44,81.90,28.81,0.00,33.00,70.28,0.00,1.97,6.88,64.17,0.00,6.39,0.00,59.76,4.43,13.82,0.00,0.00,0.00,65.23,47.69,0.00,72.08,149.39,139.72,0.00,0.00,0.00,41.29,51.16,30.00,0.00,0.00,0.00,25.00,0.00,110.26,0.00,116.06
12.00,72.37,29.95,67.13,596.35,194.00,7.98,8.37,58.85,16.68,0.37,0.00,14.92,97.28,5.13,2.82,117.44,79.09,45.25,0.00,33.00,70.28,0.00,1.97,6.88,64.17,0.00,6.39,0.00,80.36,4.43,18.59,0.00,0.00,0.00,47.32,65.60,0.00,75.89,166.31,154.79,0.00,0.00,0.00,40.21,53.00,30.00,0.00,0.00,0.00,25.00,0.00,110.26,0.00,107.75
13.00,72.37,29.95,67.13,596.35,194.00,7.98,8.37,62.20,16.68,0.37,0.00,14.92,81.71,5.13,2.82,117.44,75.64,49.33,0.00,33.00,70.28,0.00,1.97,6.88,64.17,0.00,0.00,0.00,82.49,4.43,19.08,0.00,0.00,0.00,64.25,30.30,0.00,100.10,144.35,99.80,0.00,0.00,0.00,47.80,48.69,30.00,0.00,0.00,0.00,55.48,0.00,110.26,0.00,83.07
14.00,72.37,29.95,67.13,596.35,194.00,7.98,8.37,58.13,16.68,0.37,0.00,14.92,81.71,5.13,2.82,117.44,62.56,44.38,0.00,33.00,70.28,0.00,1.97,6.88,64.17,0.00,0.00,9.00,63.36,4.43,14.66,0.00,0.00,0.00,61.76,62.50,0.00,87.34,0.00,87.22,0.00,0.00,0.00,40.95,46.68,30.00,0.00,0.00,0.00,25.00,0.00,110.26,0.00,47.42
15.00,56.59,29.95,67.13,596.35,194.00,7.98,8.37,35.21,16.68,0.37,0.00,14.92,77.10,5.13,2.82,117.44,60.71,16.49,0.00,10.85,70.28,13.13,1.97,6.88,64.17,0.00,0.00,9.00,0.00,4.43,0.00,144.33,0.00,0.00,59.68,35.07,59.89,73.15,0.00,73.14,0.00,0.00,0.00,0.00,52.49,30.00,0.00,0.00,0.00,36.64,0.00,110.26,0.00,36.82
16.00,56.59,29.95,67.13,596.35,194.00,7.98,8.37,35.21,16.68,0.37,0.00,14.92,58.59,5.13,2.82,117.44,60.32,16.49,0.00,23.24,70.28,13.13,1.97,6.88,64.17,0.00,0.00,9.00,0.00,4.43,0.00,144.33,0.00,0.00,51.37,51.78,51.49,78.07,0.00,78.04,1.46,0.00,0.00,0.00,57.29,30.00,0.00,12.09,0.00,25.00,0.00,110.26,0.00,33.00
17.00,72.37,29.95,67.13,596.35,194.00,7.98,8.37,39.67,16.68,0.37,0.00,14.92,54.70,5.13,2.82,117.44,60.20,21.92,0.00,10.85,70.28,13.13,1.97,6.88,64.17,0.00,0.00,9.00,60.06,4.43,13.89,144.33,0.00,0.00,52.92,33.85,20.62,72.91,0.00,107.94,1.46,0.00,0.00,38.71,48.92,30.00,0.00,12.09,0.00,83.89,0.00,110.26,0.00,33.00
18.00,57.58,29.95,67.13,596.35,194.00,7.98,8.37,79.31,16.68,0.37,0.00,14.92,60.33,5.13,2.82,117.44,62.62,70.14,0.00,18.56,70.28,13.13,1.97,6.88,64.17,0.00,0.00,9.00,85.48,4.43,19.77,144.33,0.00,0.00,66.62,67.40,20.62,129.41,0.00,80.84,1.46,0.00,0.00,29.89,29.90,30.00,0.00,12.09,0.00,85.00,0.00,55.72,0.00,33.00
19.00,72.37,29.95,67.13,596.35,194.00,7.98,8.37,99.11,16.68,0.37,0.00,14.92,61.50,5.13,2.82,117.44,66.66,94.24,0.00,26.21,70.28,13.13,1.97,6.88,64.17,0.00,0.00,9.00,84.72,4.43,19.60,144.33,0.00,0.00,43.31,43.47,20.62,99.75,0.00,99.45,2.20,0.00,0.00,36.82,50.82,30.00,0.00,23.41,0.00,85.00,0.00,95.31,0.00,33.33
20.00,72.37,29.95,67.13,596.35,194.00,7.98,8.37,104.70,16.68,0.37,0.00,14.92,64.21,5.13,2.82,117.44,70.60,101.04,0.00,12.00,70.28,13.13,1.97,6.88,64.17,0.00,0.00,9.00,85.48,4.43,19.77,144.33,0.00,0.00,66.32,41.07,0.00,67.87,0.00,163.69,2.35,0.00,0.00,39.53,52.92,30.00,0.00,25.70,0.00,85.00,0.00,88.53,0.00,34.16
21.00,76.42,29.95,67.13,596.35,194.00,7.98,8.37,110.37,16.68,0.37,0.00,14.92,75.31,5.13,2.82,117.44,72.03,107.95,0.00,33.00,70.28,13.13,1.97,6.88,64.17,0.00,0.00,9.00,85.48,4.43,19.77,164.51,0.00,0.00,67.10,67.88,0.00,184.17,0.00,73.77,2.66,0.00,0.00,53.10,54.40,30.00,0.00,30.56,0.00,85.00,0.00,41.28,0.00,36.71
22.00,63.83,29.95,67.13,635.88,206.86,7.98,8.37,110.37,16.68,0.37,0.00,14.92,89.43,5.13,2.82,117.44,74.81,107.95,0.00,33.00,70.28,13.13,1.97,6.88,64.17,0.00,0.00,9.00,84.25,4.43,19.49,144.33,0.00,0.00,32.69,32.94,67.33,91.52,0.00,91.35,2.66,0.00,0.00,24.10,41.92,30.00,0.00,30.56,0.00,85.00,0.00,87.35,0.00,52.82
23.00,68.21,29.95,67.13,635.88,206.86,7.98,8.37,110.37,16.68,0.37,0.00,14.92,65.88,5.13,2.82,117.44,71.29,107.95,0.00,22.52,70.28,13.13,1.97,6.88,64.17,0.00,0.00,9.00,85.48,4.43,19.77,144.33,0.00,0.00,66.86,67.64,29.18,93.00,0.00,147.40,4.64,0.00,0.00,48.38,33.53,30.00,30.53,30.41,0.00,85.00,0.00,37.32,0.00,33.93
