"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION"
1.00,0.00,19.17,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,15.21,0.00,0.00,0.00,3.32,4.50,6.41,6.20,0.00,2.50,5.60,2.50,19.29,9.98,2.50,4.50,1.30,0.00,17.48,43.37,2.15,28.12,3.12,12.32,0.00,14.98,0.00,0.60,3.00,3.00,3.50,2.30,32.00,6.00,4.00,1.80,10.00,8.30,4.60,2.30,12.84,12.92,18.40,0.00,0.49,78.71,82.92,9.91,4.79,0.00,64.31,36.00,0.00,2.08,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
2.00,0.00,19.39,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,15.21,0.00,0.00,0.00,3.32,4.50,6.75,5.84,0.00,2.50,5.60,2.50,19.29,9.98,2.50,4.50,1.30,0.00,17.29,41.75,2.15,28.12,3.12,12.30,0.00,14.98,0.00,0.60,3.00,3.00,3.50,2.30,20.00,6.00,4.00,1.80,10.80,8.30,4.60,2.30,12.19,12.42,18.40,0.00,0.49,78.71,82.92,9.91,4.79,0.00,60.13,28.00,0.00,2.04,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
3.00,0.00,19.71,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,15.21,0.00,0.00,0.00,3.32,4.50,8.77,6.83,0.00,2.50,5.60,2.50,19.29,9.98,2.50,4.50,1.30,0.00,15.68,40.12,2.15,28.12,3.12,12.30,0.00,14.98,0.00,0.60,3.00,3.00,3.50,2.30,13.00,6.00,4.00,1.80,10.80,8.30,4.60,2.30,11.98,12.57,18.40,0.00,0.49,104.66,106.88,13.62,7.23,0.00,56.51,21.00,0.00,2.00,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
4.00,0.00,20.10,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,15.21,0.00,0.00,0.00,3.32,4.50,9.67,6.49,0.00,2.50,5.60,2.50,19.29,9.98,2.50,4.50,1.30,0.00,14.79,37.34,2.15,28.12,3.12,12.30,0.00,14.98,0.00,0.60,3.00,3.00,3.50,2.30,9.00,6.00,4.00,1.80,10.80,8.30,4.60,2.30,12.03,12.56,18.40,0.00,0.49,104.66,106.88,13.62,7.23,0.00,54.87,16.00,0.00,2.00,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
5.00,0.00,20.15,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,15.21,0.00,0.00,0.00,3.32,4.50,10.38,6.01,0.00,2.50,5.60,2.50,19.29,9.98,2.50,4.50,1.30,0.00,14.13,34.10,2.15,28.12,3.12,12.27,0.00,14.98,0.00,0.60,3.00,3.00,3.50,2.30,7.00,6.00,4.00,1.80,10.80,8.30,4.60,2.30,12.14,12.30,18.40,0.00,0.49,108.34,109.17,14.63,8.63,0.00,54.32,13.00,0.00,1.96,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
6.00,0.00,20.32,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,15.21,0.00,0.00,0.00,3.32,4.50,10.03,5.33,0.00,2.50,5.60,2.50,19.29,9.98,2.50,4.50,1.30,0.00,12.74,31.56,2.15,28.12,3.12,12.28,0.00,14.98,0.00,0.60,3.00,3.00,3.50,2.30,5.00,6.00,4.00,1.80,10.80,8.30,4.60,2.30,12.95,13.14,18.40,0.00,0.49,108.34,109.17,14.63,8.63,0.00,54.03,11.00,0.00,1.96,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
7.00,0.00,20.27,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,15.21,0.00,0.00,0.00,3.32,4.50,10.92,2.90,0.00,2.50,5.60,2.50,19.29,9.98,2.50,4.50,1.30,0.00,12.34,30.67,2.15,28.12,3.12,12.26,0.00,14.98,0.00,0.60,3.00,3.00,3.50,2.30,4.00,6.00,4.00,1.80,10.80,8.30,4.60,2.30,12.85,13.21,18.40,0.00,0.48,111.83,110.45,15.06,8.63,0.00,54.76,9.00,0.00,1.92,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
8.00,0.00,20.35,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,15.21,0.00,0.00,0.00,3.32,4.50,11.37,2.62,0.00,2.50,5.60,2.50,19.29,9.98,2.50,4.50,1.30,0.00,11.90,29.32,2.15,28.12,3.12,12.25,0.00,14.98,0.00,0.60,3.00,3.00,3.50,2.30,4.00,6.00,4.00,1.80,10.80,8.30,4.60,2.30,12.79,13.08,18.40,0.00,0.48,111.83,110.45,15.06,8.63,0.00,52.66,8.00,0.00,1.88,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
9.00,0.00,20.38,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,15.21,0.00,0.00,0.00,3.32,4.50,11.15,2.53,0.00,2.50,5.60,2.50,19.29,9.98,2.50,4.50,1.30,0.00,11.27,28.39,2.15,28.12,3.12,12.24,0.00,14.98,0.00,0.60,3.00,3.00,3.50,2.30,4.00,6.00,4.00,1.80,10.80,8.30,4.60,2.30,12.78,13.28,18.40,0.00,0.48,111.78,110.40,15.06,8.63,0.00,51.16,7.00,0.10,1.88,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
10.00,0.00,20.38,0.00,14.00,4.20,8.60,3.10,4.90,1.30,0.00,3.50,15.21,0.00,0.00,0.00,3.32,4.50,10.94,2.42,0.00,2.50,5.60,2.50,19.29,9.98,2.50,4.50,1.30,0.00,10.70,27.72,2.15,28.12,3.12,12.22,0.00,14.98,0.00,0.60,3.00,3.00,3.50,2.30,3.00,6.00,4.00,1.80,10.00,8.30,4.60,2.30,13.28,13.22,18.40,0.00,0.48,111.78,110.40,15.06,8.63,0.00,50.81,7.00,0.20,1.84,0.00,0.00,11.00,0.00,12.56,0.00,0.00,0.00
