"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,48.41,28.98,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,33.43,14.92,138.93,5.13,2.82,163.91,112.36,132.71,39.88,18.00,200.02,30.00,1.97,6.88,87.69,6.39,9.98,85.48,9.69,19.77,192.47,192.31,67.50,67.10,67.88,26.69,0.00,197.14,184.23,5.67,74.91,76.30,46.33,40.18,57.92,30.67,30.56,30.55,37.39,37.40,110.26,110.22,203.20
2.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,33.43,14.92,142.31,5.13,2.82,163.91,112.36,132.71,39.88,18.00,200.02,30.00,1.97,6.88,87.69,6.39,9.98,85.48,9.69,19.77,204.97,204.75,26.92,67.10,67.88,67.33,0.00,197.14,184.23,5.67,74.91,76.30,41.38,37.26,57.92,30.67,30.56,30.55,37.39,37.40,110.26,110.22,203.20
3.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,33.43,14.92,142.31,5.13,2.82,163.91,112.36,132.71,39.88,24.13,200.02,30.00,1.97,6.88,87.69,6.39,9.98,85.48,9.69,19.77,209.30,209.06,21.75,67.10,67.88,67.33,0.00,197.14,184.23,5.67,74.91,76.30,46.72,40.40,57.92,30.67,30.56,30.55,37.39,37.40,110.26,110.22,203.20
4.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,33.43,14.92,142.31,5.13,2.82,163.91,112.36,132.71,39.88,35.37,200.02,30.00,1.97,6.88,87.69,6.39,9.98,85.48,9.69,19.77,211.49,211.25,67.50,67.10,67.88,67.33,0.00,197.14,184.23,5.67,74.91,76.30,50.92,42.83,57.92,30.67,30.56,30.55,37.39,37.40,110.26,110.22,203.20
5.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,33.43,14.92,135.57,5.13,2.82,163.91,112.36,132.71,39.88,35.37,200.02,30.00,1.97,6.88,87.69,6.39,9.98,85.48,9.69,19.77,189.44,189.29,67.50,67.10,67.88,27.86,0.00,197.14,184.23,5.67,74.91,76.30,42.78,43.73,57.92,30.67,30.56,30.55,36.87,36.88,110.26,110.22,203.20
6.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,33.43,14.92,125.20,5.13,2.82,163.91,112.36,132.71,39.88,29.55,200.02,30.00,1.97,6.88,87.69,6.39,9.98,85.48,9.69,19.77,186.91,186.79,67.50,67.10,67.88,20.62,0.00,197.14,184.23,5.67,74.91,76.30,46.33,40.18,57.92,30.67,30.56,30.55,36.61,36.61,110.26,110.22,203.20
7.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,33.43,14.92,92.50,5.13,2.82,163.91,112.36,132.71,39.88,35.37,200.02,13.48,1.97,6.88,87.69,6.39,9.98,85.48,9.69,19.77,167.66,167.63,67.50,67.10,67.88,20.62,0.00,197.14,184.23,5.67,74.91,76.30,42.59,43.91,57.92,30.67,30.56,30.55,36.61,36.61,110.26,110.22,203.20
8.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,33.43,14.92,71.18,5.13,2.82,163.91,112.36,112.60,39.88,35.37,200.02,13.48,1.97,6.88,87.69,6.39,9.98,85.17,9.69,19.70,160.84,160.83,56.69,37.64,57.01,38.12,0.00,197.14,184.23,5.67,74.91,76.30,45.50,41.00,57.92,30.67,30.56,30.55,36.61,36.61,78.84,78.82,203.20
9.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,33.43,14.92,54.04,5.13,2.82,163.91,112.36,101.11,39.88,29.07,200.02,13.48,1.97,6.88,87.69,6.39,9.98,69.48,9.69,16.07,157.25,157.24,34.54,48.01,48.45,34.54,0.00,197.14,184.23,5.67,74.91,76.30,45.49,41.02,57.92,30.67,30.56,30.55,36.61,36.61,51.32,51.31,203.20
10.00,48.41,29.95,67.13,635.03,206.59,6.01,7.88,110.37,17.56,3.57,33.43,14.92,46.80,5.13,2.82,163.91,112.36,95.26,39.88,26.05,200.02,13.48,1.97,6.88,87.69,6.39,9.98,56.19,9.69,13.00,154.88,154.87,0.00,62.15,41.31,41.31,0.00,197.14,184.23,5.67,74.91,76.30,41.68,44.82,57.92,30.67,30.56,30.55,36.61,36.61,68.49,0.00,203.20
