"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,63.16,29.95,67.13,635.88,206.86,3.76,0.00,99.55,17.56,0.45,18.87,14.92,60.00,5.13,2.82,124.78,82.59,90.15,0.00,4.12,73.09,17.17,1.97,6.88,57.00,0.00,6.39,9.00,42.77,3.45,9.89,0.00,0.00,0.00,67.10,67.88,0.00,101.27,82.05,101.28,1.46,0.00,0.00,44.32,29.60,32.75,12.09,0.00,0.00,0.00,85.00,46.52,20.62,0.00
2.00,63.16,29.95,67.13,635.88,206.86,3.76,0.00,99.55,17.56,0.45,18.87,14.92,60.00,5.13,2.82,124.78,90.53,90.15,0.00,29.05,73.09,17.17,1.97,6.88,57.00,0.00,6.39,9.00,32.18,3.45,7.44,0.00,0.00,0.00,67.10,67.88,0.00,93.09,75.19,93.10,1.46,0.00,67.01,41.92,24.37,32.75,12.09,0.00,0.00,0.00,87.27,68.45,20.62,0.00
3.00,72.37,29.95,67.13,635.88,206.86,3.76,0.00,99.55,17.56,0.45,18.87,14.92,60.00,5.13,2.82,124.78,99.83,90.15,0.00,18.56,73.09,17.17,1.97,6.88,57.00,0.00,6.39,9.00,46.51,3.45,10.76,0.00,0.00,0.00,0.00,44.97,0.00,131.25,75.30,131.29,1.46,0.00,52.67,46.29,44.17,32.75,12.09,0.00,0.00,0.00,85.00,109.72,20.62,0.00
4.00,72.37,29.95,67.13,635.88,206.86,3.76,0.00,99.55,17.56,0.45,18.87,14.92,78.39,5.13,2.82,124.78,112.36,90.15,0.00,4.12,73.09,17.17,1.97,6.88,57.00,0.00,6.39,9.00,65.39,3.45,15.12,0.00,0.00,0.00,46.79,47.39,0.00,166.32,75.43,166.38,1.46,0.00,75.14,46.07,46.37,32.75,12.09,0.00,0.00,0.00,85.00,90.98,21.27,0.00
5.00,72.37,29.95,67.13,635.88,206.86,3.76,0.00,99.55,17.56,0.45,18.87,14.92,90.38,5.13,2.82,124.78,112.36,90.15,0.00,12.00,73.09,17.17,1.97,6.88,57.00,0.00,6.39,9.00,81.06,3.45,18.75,0.00,0.00,0.00,67.10,48.54,0.00,178.28,75.75,178.34,1.46,0.00,75.00,46.00,46.44,32.75,12.09,0.00,0.00,0.00,87.27,109.30,43.55,0.00
6.00,63.19,29.95,67.13,635.88,206.86,3.76,0.00,99.55,17.56,0.45,18.87,14.92,94.06,5.13,2.82,124.78,112.36,90.15,0.00,18.56,73.09,17.17,1.97,6.88,57.00,0.00,6.39,9.00,85.48,3.45,19.77,0.00,0.00,0.00,67.10,67.88,67.33,183.51,79.33,183.58,2.58,0.00,75.00,42.41,26.76,32.75,29.36,0.00,0.00,0.00,87.27,81.54,83.44,0.00
7.00,56.95,29.95,67.13,635.88,206.86,3.76,0.00,99.55,17.56,0.45,18.87,14.92,114.25,5.13,2.82,124.78,112.36,90.15,0.00,22.02,73.09,17.17,1.97,6.88,57.00,0.00,6.39,9.00,85.48,3.45,19.77,0.00,0.00,0.00,67.10,36.46,67.33,184.17,101.60,184.23,3.78,0.00,76.30,53.40,0.00,32.75,23.93,23.85,0.00,0.00,87.27,100.05,110.22,0.00
8.00,75.29,29.95,67.13,635.88,206.86,3.76,0.00,99.55,17.56,0.45,18.87,14.92,135.58,5.13,2.82,124.78,112.36,90.15,0.00,18.56,73.09,17.17,1.97,6.88,57.00,0.00,6.39,9.00,85.48,3.45,19.77,0.00,0.00,0.00,67.10,40.30,0.00,184.17,104.64,184.23,3.80,0.00,76.30,47.53,56.24,32.75,24.09,24.01,0.00,0.00,87.27,96.64,110.22,0.00
9.00,74.96,29.95,67.13,635.88,206.86,3.76,0.00,99.55,17.56,0.45,18.87,14.92,135.54,5.13,2.82,124.78,112.36,90.15,0.00,23.61,73.09,17.17,1.97,6.88,57.00,0.00,6.39,9.00,85.48,3.45,19.77,0.00,0.00,0.00,67.10,40.30,0.00,184.17,88.94,184.23,2.66,0.00,76.30,46.85,52.99,32.75,0.00,30.56,0.00,0.00,87.27,110.26,110.22,0.00
10.00,72.37,29.95,67.13,635.88,206.86,3.76,0.00,99.55,17.56,0.45,18.87,14.92,90.39,5.13,2.82,124.78,112.36,90.15,0.00,19.98,73.09,17.17,1.97,6.88,57.00,0.00,6.39,9.00,85.48,3.45,19.77,0.00,0.00,0.00,52.91,53.76,0.00,184.17,92.22,184.23,1.46,0.00,76.30,44.30,43.33,32.75,12.09,0.00,0.00,0.00,87.27,104.86,75.67,0.00
11.00,72.37,29.95,67.13,635.88,206.86,3.76,0.00,99.55,17.56,0.45,18.87,14.92,97.62,5.13,2.82,124.78,112.36,90.15,0.00,20.18,73.09,17.17,1.97,6.88,57.00,0.00,6.39,9.00,85.48,3.45,19.77,0.00,0.00,0.00,53.63,54.49,0.00,184.17,90.57,184.23,1.34,0.00,76.30,45.79,51.46,32.75,10.31,0.00,0.00,0.00,87.27,110.26,0.00,0.00
12.00,72.37,29.95,67.13,635.88,206.86,3.76,0.00,99.55,17.56,0.45,18.87,14.92,92.38,5.13,2.82,124.78,105.50,90.15,0.00,13.42,73.09,17.17,1.97,6.88,57.00,0.00,6.39,9.00,78.34,3.45,18.12,0.00,0.00,0.00,53.26,54.13,0.00,182.89,90.24,182.95,1.34,0.00,76.30,45.83,46.62,32.75,10.31,0.00,0.00,0.00,87.27,110.26,0.00,0.00
13.00,72.37,29.95,67.13,635.88,206.86,3.76,0.00,99.55,17.56,0.45,18.87,14.92,92.38,5.13,2.82,124.78,92.90,90.15,0.00,8.40,73.09,17.17,1.97,6.88,57.00,0.00,6.39,0.00,68.88,3.45,15.93,0.00,0.00,0.00,27.18,61.17,0.00,182.26,76.44,182.33,0.00,0.00,76.30,46.50,45.94,32.75,0.00,0.00,0.00,0.00,85.00,102.80,0.00,0.00
14.00,72.37,29.95,67.13,635.88,206.86,3.76,0.00,99.55,17.56,0.45,18.87,14.92,92.38,5.13,2.82,124.78,88.87,90.15,0.00,4.12,73.09,17.17,1.97,6.88,57.00,0.00,6.39,0.00,43.69,3.45,10.11,0.00,0.00,0.00,43.94,44.41,0.00,151.69,75.35,151.74,0.00,0.00,53.37,46.50,45.94,32.75,0.00,0.00,0.00,0.00,85.00,96.24,0.00,0.00
15.00,72.37,29.95,67.13,635.88,206.86,3.76,0.00,99.55,17.56,0.45,18.87,14.92,92.38,5.13,2.82,124.78,84.16,90.15,0.00,34.02,73.09,17.17,1.97,6.88,57.00,0.00,6.39,0.00,16.49,3.45,3.81,0.00,0.00,0.00,65.44,67.68,0.00,177.26,75.68,0.00,0.00,0.00,66.99,46.51,45.94,32.75,0.00,0.00,0.00,0.00,87.27,68.45,0.00,0.00
