"ETAPA \ EMBALSE","Emb0","SHEQUE","HUINCO RES","PRESA MALPASO","AGUADA BLANCA","CAMPANARIO","CINCEL","CIRATO","ARICOTA RES","PRESA GALLITO CIEGO","PRESA COMPEN GALLITO","SAN GABAN","TULUMAYO","SAN DIEGO","HUALLAMAYO","TABLACHACA","CHAGLLA EM","PICUNCHE","SHAPIRINGO","CERRO DEL AGUILA EM","PALLCA","EMB CHECRAS","RESER CAPILLUCAS","PULMON MATUCANA","TOMA HUAMPANI","RESERV RESTIT","TOMA SURCO"
1.000,0.000,5.474,10.500,60.623,24.574,10.238,10.320,0.000,0.000,0.000,7.741,19.471,88.341,166.269,28.959,101.047,145.319,17.512,2.166,237.818,0.000,33.637,39.742,15.514,24.085,41.511,12.500
2.000,0.000,4.625,10.500,60.623,17.884,10.238,10.353,0.000,0.000,0.000,7.741,19.471,88.341,128.764,28.959,101.047,145.319,18.804,2.166,237.818,0.000,33.637,39.742,15.514,24.483,41.515,12.500
3.000,0.000,4.335,10.500,60.623,18.110,10.238,10.389,0.000,0.000,0.000,0.000,19.471,88.341,118.235,28.959,101.047,145.319,20.057,2.166,237.818,0.000,33.637,39.742,15.514,24.483,41.520,12.500
4.000,0.000,4.353,10.500,60.623,14.588,10.238,10.428,0.000,0.000,0.000,0.000,19.471,88.341,113.186,28.959,101.047,145.319,21.309,2.166,237.818,0.000,33.637,39.742,15.514,24.483,41.525,12.500
5.000,0.000,1.997,10.500,60.623,13.685,10.238,10.471,0.000,0.000,0.000,0.000,19.471,88.341,110.268,28.959,101.047,145.319,22.564,2.166,237.818,0.000,33.637,39.742,15.514,24.483,41.531,12.500
6.000,0.000,1.997,10.500,60.623,11.738,10.238,10.521,0.000,0.000,0.000,0.000,19.471,88.341,108.416,28.959,101.047,145.319,23.815,2.166,237.818,0.000,33.637,39.742,15.514,24.483,41.537,12.500
7.000,0.000,5.712,10.500,60.623,13.041,10.238,10.586,0.000,0.000,0.000,0.000,19.471,88.341,107.175,28.959,101.047,145.319,25.043,2.166,237.818,0.000,33.637,39.742,15.514,24.483,41.544,12.500
8.000,0.000,5.293,10.500,60.623,14.965,10.238,10.670,0.000,0.000,0.000,0.000,19.471,88.341,106.314,28.959,101.047,145.319,26.227,2.166,237.818,0.000,33.637,39.742,15.514,24.483,41.551,12.500
9.000,0.000,5.330,10.500,60.623,15.750,10.238,10.783,0.000,0.000,0.000,0.000,19.471,88.341,105.702,28.959,101.047,145.319,27.343,2.166,237.818,0.000,33.637,39.742,15.514,24.483,41.559,12.500
10.000,0.000,5.017,10.500,60.623,16.643,10.238,10.939,0.000,0.000,0.000,0.000,19.471,88.341,105.260,28.959,101.047,145.319,28.370,2.166,237.818,0.000,33.637,39.742,15.514,24.483,41.568,12.500
11.000,0.000,4.792,10.500,60.623,16.260,10.238,11.149,0.000,0.000,0.000,0.000,19.471,88.341,104.938,28.959,101.047,145.319,29.293,2.166,237.818,0.000,33.637,39.742,15.514,24.483,41.578,12.500
12.000,0.000,4.629,10.500,60.623,13.120,10.238,11.148,5.000,0.000,0.000,0.000,19.471,88.341,104.700,28.959,101.047,145.319,30.102,2.166,237.818,0.000,33.637,39.742,15.514,24.483,41.588,12.500
13.000,0.000,5.232,10.500,60.623,13.114,10.238,11.158,5.000,0.000,0.000,8.933,19.471,88.341,104.525,28.959,101.047,145.319,30.795,2.166,237.818,0.000,33.637,39.742,15.514,24.483,41.598,12.500
14.000,0.000,4.980,10.500,60.623,10.826,10.238,6.552,5.000,0.000,0.000,8.933,19.471,88.341,104.394,28.959,101.047,145.319,31.376,2.166,237.818,0.000,33.637,39.742,15.514,24.483,41.610,12.500
15.000,0.000,6.511,10.500,60.623,3.412,10.238,8.000,5.000,0.000,0.000,8.933,19.471,88.341,104.296,28.959,101.047,145.319,31.855,2.166,237.818,0.000,33.637,39.742,15.514,24.483,41.622,12.500
16.000,0.000,17.210,10.500,60.623,4.140,10.238,8.000,9.175,0.000,0.000,8.933,19.471,88.341,104.224,28.959,101.047,62.765,32.244,15.287,237.818,14.190,33.637,39.742,15.514,24.483,41.635,12.500
17.000,0.000,12.983,10.500,60.623,4.580,10.238,8.000,5.000,0.000,0.000,8.933,19.471,88.341,104.170,19.550,101.047,68.298,32.555,14.870,237.818,7.161,33.637,39.742,15.514,24.483,41.649,12.500
18.000,0.000,12.983,10.500,60.623,4.874,10.238,8.000,10.845,0.000,0.000,8.933,19.471,88.341,104.130,19.550,101.047,70.284,32.801,15.287,237.818,7.451,33.637,39.742,15.514,24.483,41.664,12.500
19.000,0.000,12.983,10.500,60.623,5.063,10.238,8.000,14.516,0.000,0.000,8.933,19.471,88.341,104.100,22.844,101.047,68.485,32.995,15.287,237.818,10.000,33.637,39.742,15.514,24.483,41.679,12.500
20.000,0.000,14.980,10.500,60.623,5.168,10.238,8.000,5.000,0.000,0.000,8.933,19.471,88.341,104.078,28.885,101.047,61.038,33.147,15.287,237.818,13.238,33.637,39.742,15.514,24.483,41.696,12.500
21.000,0.000,19.917,10.500,60.623,5.199,10.238,8.000,5.000,0.000,0.000,8.933,19.471,88.341,104.063,28.959,101.047,61.080,33.265,15.287,237.818,14.190,33.637,39.742,15.514,24.483,41.713,12.500
22.000,0.000,19.917,10.500,60.623,5.166,10.238,8.000,5.000,0.000,0.000,15.493,19.471,88.341,104.053,28.959,101.047,60.368,33.357,15.287,237.818,14.190,33.637,39.742,15.514,24.483,41.732,12.500
23.000,0.000,19.917,10.500,60.623,5.074,10.238,8.000,5.000,0.000,0.000,15.493,19.471,88.341,104.048,28.959,101.047,61.297,33.429,15.287,237.818,15.720,33.637,39.742,15.514,24.483,41.752,12.500
24.000,0.000,19.917,10.500,60.623,4.931,10.238,8.000,5.000,0.000,0.000,15.493,19.471,88.341,104.046,28.959,101.047,59.853,33.486,15.287,237.818,14.190,33.637,39.742,15.514,24.483,41.773,12.500
25.000,0.000,15.935,10.500,60.623,4.740,10.238,8.000,5.000,0.000,0.000,15.493,19.471,88.341,104.047,28.959,101.047,59.157,33.533,15.145,237.818,14.190,33.637,39.742,15.514,24.483,41.795,12.500
