"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,1.65,0.63,1.42,13.59,4.32,0.00,0.00,2.34,0.41,0.00,0.00,0.21,2.89,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.17,0.27,0.00,0.00,1.85,0.34,0.00,0.00,0.00,0.21,0.00,4.84,4.83,1.18,0.00,0.00,0.00,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.27,0.00,0.00,0.00,1.85,1.85,2.34,2.32
2.00,1.65,0.63,1.42,13.59,4.32,0.00,0.00,2.34,0.41,0.00,0.00,0.21,2.10,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.17,0.27,0.00,0.00,1.85,0.34,0.00,0.00,0.00,0.21,0.00,4.84,4.83,0.99,0.00,0.00,0.00,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.27,0.00,0.00,0.00,1.85,1.85,2.34,2.32
3.00,1.65,0.63,1.42,13.59,4.32,0.00,0.00,2.34,0.41,0.00,0.00,0.21,2.13,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.17,0.00,0.00,0.00,1.85,0.34,0.00,0.00,0.00,0.21,0.00,4.84,4.83,0.93,0.00,0.00,0.00,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.27,0.00,0.00,0.00,1.85,1.85,2.34,2.32
4.00,1.65,0.63,1.42,13.59,4.32,0.00,0.00,2.34,0.41,0.00,0.00,0.21,1.71,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.17,0.00,0.00,0.00,1.85,0.34,0.00,0.00,0.00,0.21,0.00,4.84,4.83,0.94,0.00,0.00,0.00,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.27,0.00,0.00,0.00,1.85,1.85,2.34,2.32
5.00,1.65,0.63,1.42,13.59,4.32,0.00,0.00,2.34,0.41,0.00,0.00,0.21,1.61,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.17,0.00,0.00,0.00,1.85,0.34,0.00,0.00,0.00,0.21,0.00,4.84,4.83,0.43,0.00,0.00,0.00,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.27,0.00,0.00,0.00,1.85,1.85,2.34,2.32
6.00,1.65,0.63,1.42,13.59,4.32,0.00,0.00,2.34,0.41,0.00,0.00,0.21,1.38,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.17,0.00,0.00,0.00,1.85,0.34,0.00,0.00,0.00,0.21,0.00,4.84,4.83,0.43,0.00,0.00,0.00,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.27,0.00,0.00,0.00,1.85,1.85,2.34,2.32
7.00,1.65,0.63,1.42,13.59,4.32,0.00,0.00,2.34,0.41,0.00,0.00,0.21,1.53,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.17,0.00,0.00,0.00,1.85,0.34,0.00,0.00,0.00,0.21,0.00,4.84,4.83,1.23,0.00,0.00,0.00,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.27,0.00,0.00,0.00,1.85,1.85,2.34,2.32
8.00,1.65,0.63,1.42,13.59,4.32,0.00,0.00,2.34,0.41,0.00,0.00,0.21,1.76,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.17,0.00,0.00,0.00,1.85,0.34,0.00,0.00,0.00,0.21,0.00,4.84,4.83,1.14,0.00,0.00,0.00,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.27,0.00,0.00,0.00,1.85,1.85,2.34,2.32
9.00,1.65,0.63,1.42,13.59,4.32,0.00,0.00,2.34,0.41,0.00,0.00,0.21,1.85,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.17,0.00,0.00,0.00,1.85,0.34,0.00,0.00,0.00,0.21,0.00,4.84,4.83,1.14,0.00,0.00,0.00,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.27,0.00,0.00,0.00,1.85,1.85,2.34,2.32
10.00,1.65,0.63,1.42,13.59,4.32,0.00,0.00,2.34,0.41,0.00,0.00,0.21,1.96,0.00,0.08,3.47,2.38,2.81,0.93,0.77,5.17,0.00,0.00,0.00,1.85,0.34,0.00,0.00,0.00,0.21,0.00,4.84,4.83,1.08,0.00,0.00,0.00,3.90,4.18,3.90,0.00,1.60,1.54,1.41,1.41,1.27,0.00,0.00,0.00,1.85,1.85,2.34,2.32
