"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI"
1.00,0.00,23.51,0.00,14.00,4.20,7.40,8.90,10.38,3.60,0.70,3.40,17.00,0.00,0.00,4.00,11.17,0.00,15.00,42.00,7.98,0.00,0.00,4.20,19.10,19.10,19.59,19.59,2.80,0.00,24.32,72.40,3.45,0.00,19.59,19.10,0.00,0.00,0.00,0.60,19.59,19.59,19.59,0.00,74.00,4.00,20.08,19.59,8.40,13.00,0.00,17.63,2.40,0.00,0.18,20.40,0.88,1.14,0.00,0.00,52.45,64.30,4.51,3.80,0.00,93.98,0.00,0.00,2.00,0.00
2.00,0.00,23.48,0.00,14.00,4.20,7.40,8.90,10.38,3.60,0.70,3.40,17.00,0.00,0.00,4.00,11.17,0.00,18.82,30.62,7.96,0.00,0.00,4.20,19.10,19.10,19.59,19.59,2.80,0.00,21.96,66.13,3.45,0.00,19.59,19.10,0.00,0.00,0.00,0.60,19.59,19.59,19.59,0.00,68.49,4.00,20.08,19.59,8.40,13.00,0.00,17.63,2.40,0.90,2.10,20.40,0.88,1.14,0.00,0.00,52.75,65.48,5.72,4.12,0.00,94.49,0.00,0.00,2.00,0.00
3.00,0.00,23.45,0.00,14.00,4.20,7.40,8.90,10.38,3.60,0.70,3.40,17.00,0.00,0.00,4.00,11.17,0.00,19.13,29.08,1.70,0.00,0.00,4.20,19.10,19.10,19.59,19.59,2.80,0.00,21.67,64.39,3.45,0.00,19.59,19.10,0.00,0.00,0.00,0.60,19.59,19.59,19.59,0.00,66.10,4.00,20.08,19.59,8.40,13.00,0.00,17.63,2.40,1.04,2.32,20.40,0.88,1.14,0.00,0.00,50.13,63.16,5.05,3.66,0.00,93.29,0.00,0.00,2.00,0.00
4.00,0.00,23.60,0.00,14.00,4.20,7.40,8.90,10.38,3.60,0.70,3.40,17.00,0.00,0.00,4.00,11.17,0.00,19.35,27.51,0.00,0.00,0.00,4.20,19.10,19.10,19.59,19.59,2.80,0.00,21.50,62.90,3.45,0.00,19.59,19.10,0.00,0.00,0.00,0.60,19.59,19.59,19.59,0.00,63.55,4.00,20.08,19.59,8.40,13.00,0.00,17.63,2.40,1.18,2.56,20.40,0.88,1.14,0.00,0.00,47.35,60.71,4.37,3.25,0.00,92.41,0.00,0.00,2.00,0.00
5.00,0.00,23.57,0.00,14.00,4.20,7.40,8.90,10.38,3.60,0.70,3.40,17.00,0.00,0.00,4.00,11.17,0.00,19.92,25.39,0.00,0.00,0.00,4.20,19.10,19.10,19.59,19.59,2.80,0.00,21.14,60.89,3.45,0.00,19.59,19.10,0.00,0.00,0.00,0.60,19.59,19.59,19.59,0.00,61.76,4.00,20.08,19.59,8.40,13.00,0.00,17.63,2.40,1.00,2.36,20.40,0.88,1.14,0.00,0.00,44.08,58.35,3.90,2.83,0.00,91.33,0.00,0.00,2.00,0.00
6.00,0.00,23.60,0.00,14.00,4.20,7.40,8.90,10.38,3.60,0.70,3.40,17.00,0.00,0.00,4.00,11.17,0.00,20.62,23.08,0.00,0.00,0.00,4.20,19.10,19.10,19.59,19.59,2.80,0.00,20.72,58.70,3.45,0.00,19.59,19.10,0.00,0.00,0.00,0.60,19.59,19.59,19.59,0.00,60.21,4.00,20.08,19.59,8.40,13.00,0.00,17.63,2.40,0.71,2.01,20.40,0.88,1.14,0.00,0.00,40.65,56.01,3.50,2.40,0.00,90.20,0.00,0.00,2.00,0.00
7.00,0.00,23.61,0.00,14.00,4.20,7.40,8.90,10.38,3.60,0.70,3.40,17.00,0.00,0.00,4.00,11.17,0.00,21.09,21.57,0.00,0.00,0.00,4.20,19.10,19.10,19.59,19.59,2.80,0.00,20.46,56.81,3.45,0.00,19.59,19.10,0.00,0.00,0.00,0.60,19.59,19.59,19.59,0.00,59.25,4.00,20.08,19.59,8.40,13.00,0.00,17.63,2.40,0.51,1.50,20.40,0.88,1.14,0.00,0.00,37.47,53.49,3.29,2.26,0.00,88.80,0.00,0.00,2.00,0.00
8.00,0.00,23.56,0.00,14.00,4.20,7.40,8.90,10.38,3.60,0.70,3.40,17.00,0.00,0.00,4.00,11.17,0.00,21.50,20.32,0.00,0.00,0.00,4.20,19.10,19.10,19.59,19.59,2.80,0.00,20.26,55.02,3.45,0.00,19.59,19.10,0.00,0.00,0.00,0.60,19.59,19.59,19.59,0.00,58.48,4.00,20.08,19.59,8.40,13.00,0.00,17.63,2.40,0.34,0.93,20.40,0.88,1.14,0.00,0.00,34.37,50.90,3.14,2.21,0.00,87.32,0.00,0.00,2.00,0.00
9.00,0.00,23.72,0.00,14.00,4.20,7.40,8.90,10.38,3.60,0.70,3.40,17.00,0.00,0.00,4.00,11.17,0.00,21.07,20.18,0.00,0.00,0.00,4.20,19.10,19.10,19.59,19.59,2.80,0.00,20.14,53.89,3.45,0.00,19.59,19.10,0.00,0.00,0.00,0.60,19.59,19.59,19.59,0.00,58.12,4.00,20.08,19.59,8.40,13.00,0.00,17.63,2.40,0.30,0.72,20.40,0.88,1.14,0.00,0.00,34.10,50.46,3.05,2.29,0.00,87.26,0.00,0.00,2.00,0.00
10.00,0.02,23.43,0.03,14.00,4.20,7.40,8.90,10.38,3.60,0.70,3.40,17.00,0.05,0.09,4.00,11.17,0.00,20.37,20.42,0.00,0.00,0.00,4.20,19.10,19.10,19.59,19.59,2.80,0.17,20.04,52.97,3.45,0.00,19.59,19.10,0.14,0.00,0.04,0.60,19.59,19.59,19.59,0.00,57.90,4.00,20.08,19.59,8.40,13.00,0.00,17.63,2.40,0.31,0.62,20.40,0.88,1.14,0.00,0.00,34.76,50.74,2.98,2.43,0.54,87.69,0.00,0.00,2.00,0.25
