"ETAPA \ EMBALSE","Emb0","SHEQUE","HUINCO RES","PRESA MALPASO","AGUADA BLANCA","CAMPANARIO","CINCEL","CIRATO","ARICOTA RES","PRESA GALLITO CIEGO","PRESA COMPEN GALLITO","SAN GABAN","TULUMAYO","SAN DIEGO","HUALLAMAYO","TABLACHACA","CHAGLLA EM","PICUNCHE","SHAPIRINGO","CERRO DEL AGUILA EM","PALLCA","EMB CHECRAS","RESER CAPILLUCAS","PULMON MATUCANA","TOMA HUAMPANI","RESERV RESTIT","TOMA SURCO"
37.000,0.000,0.253,0.260,25.882,30.146,0.055,0.088,0.227,0.045,300.000,0.720,0.148,1.500,0.473,0.788,3.445,356.298,0.336,0.034,25.860,0.287,0.389,0.664,0.026,0.030,0.264,0.031
38.000,0.000,0.249,0.260,25.882,30.124,0.058,0.097,0.225,0.045,300.000,0.720,0.148,1.500,0.471,0.782,3.445,356.298,0.334,0.030,25.860,0.286,0.391,0.664,0.026,0.030,0.260,0.031
39.000,0.000,0.255,0.260,25.882,30.102,0.060,0.106,0.224,0.045,300.000,0.720,0.148,1.500,0.468,0.776,3.445,356.298,0.332,0.024,25.860,0.283,0.394,0.664,0.026,0.030,0.255,0.031
40.000,0.000,0.251,0.260,25.882,30.080,0.062,0.114,0.222,0.045,300.000,0.720,0.148,1.500,0.464,0.770,3.445,356.298,0.329,0.019,25.860,0.281,0.396,0.663,0.026,0.030,0.251,0.031
41.000,0.000,0.248,0.260,25.882,30.059,0.063,0.120,0.221,0.045,300.000,0.720,0.148,1.500,0.459,0.764,3.445,356.298,0.325,0.014,25.860,0.278,0.399,0.663,0.026,0.030,0.246,0.031
42.000,0.000,0.245,0.260,25.882,30.037,0.063,0.127,0.219,0.045,300.000,0.720,0.148,1.500,0.452,0.757,3.445,356.298,0.320,0.008,25.860,0.277,0.401,0.663,0.026,0.030,0.242,0.031
43.000,0.000,0.240,0.260,25.882,30.015,0.064,0.132,0.218,0.045,300.000,0.720,0.148,1.500,0.442,0.751,3.445,356.298,0.313,0.002,25.860,0.276,0.403,0.663,0.027,0.030,0.237,0.031
44.000,0.000,0.242,0.260,25.882,29.993,0.064,0.138,0.217,0.045,300.000,0.720,0.148,1.500,0.428,0.745,3.445,356.298,0.303,0.000,25.860,0.276,0.406,0.663,0.027,0.030,0.232,0.031
45.000,0.000,0.233,0.260,25.882,29.988,0.062,0.127,0.217,0.045,300.000,0.720,0.148,1.500,0.408,0.739,3.445,356.298,0.288,0.000,25.860,0.282,0.408,0.663,0.027,0.030,0.227,0.031
46.000,0.000,0.236,0.253,25.882,29.982,0.060,0.117,0.217,0.045,300.000,0.720,0.148,1.500,0.378,0.732,3.445,356.298,0.267,0.000,25.860,0.288,0.411,0.663,0.027,0.030,0.221,0.031
47.000,0.000,0.228,0.256,25.882,29.990,0.053,0.093,0.217,0.045,300.000,0.720,0.148,1.500,0.333,0.726,3.445,356.297,0.231,0.000,25.860,0.294,0.413,0.663,0.027,0.030,0.215,0.031
48.000,0.000,0.220,0.260,22.000,30.000,0.038,0.066,0.217,0.045,300.000,0.720,0.148,1.500,0.200,0.720,2.500,356.298,0.160,0.006,25.860,0.300,0.416,0.663,0.027,0.030,0.210,0.031
