"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","CSWAYRASOLAR"
1.00,0.00,20.92,0.00,13.53,4.50,7.60,3.30,6.10,2.00,0.00,2.70,15.46,0.00,0.00,3.10,2.60,7.40,21.00,55.00,0.00,5.40,15.46,5.00,18.55,9.90,3.00,4.50,3.00,0.00,24.23,66.20,2.30,28.18,3.30,11.59,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,103.00,4.60,4.00,1.50,10.43,8.33,3.90,2.30,11.69,12.06,9.50,0.00,0.55,67.44,94.19,11.95,7.82,0.00,96.09,137.00,0.00,1.17,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
2.00,0.00,20.59,0.00,13.53,4.50,7.60,3.30,6.10,2.00,0.00,2.70,15.46,0.00,0.00,3.10,2.60,7.40,21.00,49.00,0.00,5.40,6.00,5.00,18.55,9.90,3.00,4.50,3.00,0.00,24.36,67.24,2.30,28.16,3.30,11.59,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,103.00,4.60,4.00,1.50,10.43,8.33,3.90,2.30,10.75,11.23,9.50,0.00,0.55,65.39,92.36,11.66,7.58,0.00,98.94,139.00,0.00,1.15,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
3.00,0.00,20.72,0.00,13.53,4.50,7.60,3.30,6.10,2.00,0.00,2.70,15.46,0.00,0.00,3.10,2.60,7.40,21.00,45.60,0.00,5.40,6.00,5.00,18.55,9.90,3.00,4.50,3.00,0.00,24.35,68.20,2.30,28.21,3.30,11.59,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,103.00,4.60,4.00,1.50,10.43,8.33,3.90,2.30,10.34,11.12,9.50,0.00,0.55,63.90,90.91,11.01,7.36,0.00,97.24,141.00,0.00,1.13,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
4.00,0.00,20.88,0.00,13.53,4.50,7.60,3.30,6.10,2.00,0.00,2.70,15.46,0.00,0.00,3.10,2.60,7.40,21.00,42.20,0.00,5.40,6.00,5.00,18.55,9.90,3.00,4.50,3.00,0.00,24.37,68.74,2.30,28.25,3.30,11.59,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,103.00,4.60,4.00,1.50,10.43,8.33,3.90,2.30,10.43,10.80,9.50,0.00,0.55,63.44,90.49,11.04,7.39,0.00,99.06,143.00,0.00,1.12,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
5.00,0.00,21.01,0.00,13.53,4.50,7.60,3.30,6.10,2.00,0.00,2.70,15.46,0.00,0.00,3.10,2.60,7.40,21.00,40.00,0.00,5.40,6.00,5.00,18.55,9.90,3.00,4.50,3.00,0.00,24.38,68.71,2.30,28.25,3.30,11.59,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,104.00,4.60,4.00,1.50,10.43,8.33,3.90,2.30,9.77,10.26,9.50,0.00,0.55,61.71,92.23,10.78,7.35,0.00,98.88,143.00,0.00,1.11,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
6.00,0.00,21.00,0.00,13.53,4.50,7.60,3.30,6.10,2.00,0.00,2.70,15.46,0.00,0.00,3.10,2.60,7.40,21.00,37.80,0.00,5.40,6.00,5.00,18.55,9.90,3.00,4.50,3.00,0.00,24.19,68.49,2.30,28.21,3.30,11.59,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,105.00,4.60,4.00,1.50,10.43,8.33,3.90,2.30,9.59,10.28,9.50,0.00,0.55,64.97,91.62,10.84,7.42,0.00,98.80,143.00,0.00,1.10,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
7.00,0.00,21.13,0.00,13.53,4.50,7.60,3.30,6.10,2.00,0.00,2.70,15.46,0.00,0.00,3.10,2.60,7.40,23.00,35.90,0.00,5.40,6.00,5.00,18.55,9.90,3.00,4.50,3.00,0.00,24.39,68.57,2.30,28.14,3.30,11.59,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,104.00,4.60,4.00,1.50,10.43,8.33,3.90,2.30,9.91,10.30,9.50,0.00,0.55,65.78,93.00,11.59,7.70,0.00,98.84,143.00,0.00,1.08,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
8.00,0.00,21.45,0.00,13.53,4.50,7.60,3.30,6.10,2.00,0.00,2.70,15.46,0.00,0.00,3.10,2.60,7.40,23.00,33.90,0.00,5.40,6.00,5.00,18.55,9.90,3.00,4.50,3.00,0.00,24.66,68.56,2.30,28.17,3.30,11.59,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,102.00,4.60,4.00,1.50,10.43,8.33,3.90,2.30,9.45,10.11,9.50,0.00,0.55,64.65,92.65,11.94,7.70,0.00,99.38,142.00,0.00,1.08,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
9.00,0.00,21.62,0.00,13.53,4.50,7.60,3.30,6.10,1.60,0.00,2.70,15.46,0.00,0.00,3.10,2.60,7.40,25.00,31.80,0.00,5.40,6.00,5.00,18.55,9.90,3.00,4.50,3.00,0.00,24.53,69.20,2.30,28.18,3.30,11.59,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,101.00,4.60,4.00,1.50,10.43,8.33,3.90,2.30,9.04,10.11,9.50,0.00,0.55,66.80,93.85,11.90,8.06,0.00,101.25,142.00,0.00,1.07,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.00
10.00,0.00,21.66,0.00,13.53,4.50,7.60,3.30,6.10,1.60,0.00,2.70,15.46,0.00,0.00,3.10,2.60,7.40,25.00,29.60,0.00,5.40,6.00,5.00,18.55,9.90,3.00,4.50,3.00,0.00,24.47,69.33,2.30,28.20,3.30,11.59,0.00,15.46,0.00,0.60,5.00,5.60,5.80,1.15,100.00,4.60,4.00,1.50,10.43,8.33,3.90,2.30,9.02,9.80,9.50,0.00,0.55,66.88,94.59,11.68,8.04,0.00,97.58,141.00,0.00,1.05,0.00,0.00,5.00,0.00,12.14,0.00,0.00,0.00,0.11
