"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXPANSION","WAYRASOLAR"
1.00,2.08,19.73,1.30,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,0.00,1.76,2.08,3.10,3.30,6.40,4.11,5.97,6.00,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,2.57,12.83,18.72,2.15,28.25,3.50,11.51,4.00,14.49,2.27,0.60,3.00,3.50,3.60,1.15,7.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,10.56,11.72,9.45,0.04,0.42,18.90,30.00,1.70,0.70,2.88,29.39,9.00,0.30,1.34,1.97,27.52,10.63,9.50,12.14,0.00,0.00,0.60,0.65
2.00,4.76,19.66,3.64,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,0.00,1.76,8.40,3.10,3.30,6.40,3.97,6.18,5.30,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,7.98,15.59,18.77,2.15,28.25,3.50,11.50,28.00,14.49,8.27,0.60,3.00,3.50,3.60,1.15,7.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,10.77,11.95,9.45,0.07,0.42,18.50,29.60,1.70,0.70,20.16,29.86,8.00,0.30,1.32,7.70,92.11,10.63,48.18,12.14,0.03,0.62,16.07,1.12
3.00,6.03,19.74,5.74,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,0.00,5.55,13.52,3.10,3.30,6.40,3.83,6.78,7.40,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,11.32,11.38,17.93,2.15,28.27,3.50,11.50,61.00,14.49,18.10,0.60,3.00,3.50,3.60,1.15,6.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,11.30,12.08,9.45,0.08,0.42,18.30,28.00,1.70,0.60,43.92,28.20,7.00,0.40,1.31,17.93,166.17,10.63,108.21,12.14,0.07,12.61,46.19,3.80
4.00,9.12,19.67,8.46,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,0.00,5.55,14.98,3.10,3.30,6.40,3.69,7.39,8.10,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,12.43,8.14,17.10,2.15,28.19,3.50,11.51,98.00,14.49,26.59,0.60,3.00,3.50,3.60,1.15,6.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,11.82,12.22,9.45,0.12,0.42,18.10,26.40,1.70,0.60,70.56,26.54,6.00,0.40,1.30,29.17,208.68,10.63,157.79,12.14,0.13,23.87,74.95,8.31
5.00,10.26,19.71,10.25,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,14.49,8.97,15.44,3.10,3.30,6.40,3.09,7.80,8.00,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,12.73,7.72,16.75,2.15,28.10,3.50,11.50,119.00,14.49,31.11,0.60,3.00,3.50,3.60,1.15,5.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,12.13,12.30,9.45,0.58,0.42,17.60,24.60,1.70,0.50,85.68,24.10,6.00,0.40,1.30,39.08,217.29,10.63,174.35,12.14,0.19,34.48,84.61,8.40
6.00,12.67,19.49,12.37,0.00,4.20,7.20,3.30,3.90,1.30,0.00,3.50,14.49,8.97,15.61,3.10,3.30,6.40,2.49,8.22,8.00,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,12.83,7.16,16.39,2.15,28.02,3.50,11.52,125.00,14.49,32.08,0.60,3.00,3.50,3.60,1.15,6.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,12.44,12.37,9.45,0.79,0.42,17.10,22.80,1.60,0.50,90.00,21.66,8.00,0.40,1.29,46.55,221.65,10.63,180.27,12.14,0.25,38.76,89.15,8.57
7.00,13.52,19.37,13.70,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,14.49,11.56,15.79,3.10,3.30,6.40,2.45,8.60,8.00,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,13.04,6.82,15.75,2.15,27.83,3.50,11.53,127.00,14.49,31.36,0.60,3.00,3.50,3.60,1.15,5.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,12.74,12.45,9.45,0.98,0.42,17.60,23.30,1.70,0.50,91.44,20.79,9.00,0.30,1.27,52.64,222.66,10.63,181.04,12.14,0.31,39.35,89.65,8.95
8.00,15.08,19.52,14.83,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,14.49,11.56,15.41,3.10,3.30,6.40,2.41,8.98,8.00,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,12.69,6.69,15.10,2.15,27.66,3.50,11.54,126.00,14.49,31.11,0.60,3.00,3.50,3.60,1.15,4.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,13.03,12.52,9.45,1.10,0.42,18.10,23.90,1.80,0.60,90.72,19.91,8.00,0.20,1.26,57.54,222.64,10.63,180.53,12.14,0.35,39.34,89.50,9.04
9.00,15.62,19.25,15.62,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,14.49,13.08,15.48,3.10,3.30,6.40,2.86,11.64,8.00,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,12.74,6.86,15.52,2.15,27.49,3.50,11.55,126.00,14.49,30.99,0.60,3.00,3.50,3.60,1.15,4.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,13.29,12.65,9.45,1.20,0.42,20.80,28.10,2.10,0.90,90.72,21.83,9.00,0.20,1.25,61.38,222.70,10.63,179.40,12.14,0.37,39.18,89.03,9.01
10.00,16.24,19.46,16.27,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,14.49,13.08,15.53,3.10,3.30,6.40,3.32,14.29,8.00,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,12.78,7.06,15.94,2.15,27.31,3.50,11.54,127.00,14.49,30.69,0.60,3.00,3.50,3.60,1.15,4.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,13.55,12.77,9.45,1.22,0.42,23.50,32.30,2.50,1.10,91.44,23.75,11.00,0.10,1.25,64.30,222.13,10.63,177.96,12.14,0.37,38.85,88.26,9.01
11.00,16.45,19.00,16.55,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,14.49,13.42,15.46,0.00,3.30,6.40,4.57,18.35,8.00,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,12.74,7.26,16.42,2.15,27.17,3.50,11.54,127.00,14.49,30.47,0.60,3.00,3.50,3.60,1.15,5.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,14.10,13.14,9.45,1.21,0.42,26.00,35.30,2.70,1.40,91.44,25.44,15.00,0.10,1.24,66.15,221.84,10.63,176.66,12.14,0.38,38.57,87.41,9.01
12.00,16.10,19.00,16.42,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,14.49,13.42,15.48,0.00,3.30,6.40,5.82,22.41,8.00,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,12.73,7.22,16.89,2.15,27.04,3.50,11.54,127.00,14.49,30.41,0.60,3.00,3.50,3.60,1.15,7.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,14.65,13.51,9.45,1.23,0.42,28.50,38.30,3.00,1.70,91.44,27.13,19.00,0.10,1.24,66.94,221.99,10.63,174.71,12.14,0.39,38.29,85.61,9.09
13.00,15.98,18.89,16.22,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,14.49,12.56,15.53,0.00,3.80,6.40,6.40,27.43,4.50,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,12.73,7.36,17.72,2.15,26.83,3.50,11.53,128.00,14.49,30.44,0.60,3.00,3.50,3.60,1.15,10.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,14.98,13.74,9.45,1.22,0.42,31.10,41.00,3.30,2.10,92.16,27.86,26.00,0.10,1.22,66.51,222.72,10.63,172.77,12.14,0.40,38.20,83.51,9.16
14.00,14.70,18.69,15.34,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,14.49,12.56,15.59,0.00,6.40,6.40,6.98,32.46,3.70,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,12.79,7.46,18.56,2.15,26.57,3.50,11.54,129.00,14.49,30.56,0.60,3.00,3.50,3.60,1.15,15.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,15.31,13.96,9.45,1.22,0.42,33.60,43.70,3.60,2.40,92.88,28.59,35.00,0.10,1.21,65.02,223.59,10.63,171.16,12.14,0.41,38.28,81.50,9.21
15.00,14.25,18.71,14.66,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,14.49,10.55,15.65,0.00,6.50,6.40,7.86,34.20,3.70,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,12.82,7.64,19.95,2.15,26.46,3.50,11.55,129.00,14.49,30.72,0.60,3.00,3.50,3.60,1.15,22.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,14.90,13.80,9.45,1.22,0.42,35.50,44.40,3.90,2.60,92.88,28.95,43.00,0.00,1.21,62.39,224.75,10.63,167.77,12.14,0.41,38.48,77.57,9.24
16.00,12.12,18.43,13.12,0.00,4.20,7.20,3.30,3.90,1.20,0.00,3.50,14.49,10.55,15.73,0.00,6.50,6.40,8.74,35.93,3.70,2.30,7.00,5.00,18.36,9.70,3.00,4.50,1.30,12.88,7.89,21.34,2.15,26.40,3.50,11.54,128.00,14.49,30.85,0.60,3.00,3.50,3.60,1.15,32.00,5.50,4.00,1.80,10.43,7.42,3.80,2.30,14.50,13.64,9.45,1.03,0.42,37.30,45.10,4.10,2.70,92.16,29.32,53.00,0.00,1.22,58.51,225.23,10.63,164.10,12.14,0.41,38.66,73.46,9.32
