"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","CHARCANI VI","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2"
1.00,65.77,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,52.39,8.91,8.11,4.45,164.71,112.91,133.36,44.28,47.27,244.03,31.00,4.10,6.88,87.66,105.64,6.39,9.98,85.48,10.17,19.87,229.57,229.31,38.22,0.00,67.59,67.04,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.30,30.82,30.70,30.70,87.54,84.00,110.80,110.76
2.00,65.77,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,51.79,8.91,8.11,4.45,164.71,112.91,133.36,44.28,47.27,244.03,31.00,4.10,6.88,87.66,77.72,6.39,9.98,63.30,10.17,14.71,229.57,229.31,66.48,0.00,66.85,20.51,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.30,30.82,30.70,30.70,87.54,84.00,110.80,110.76
3.00,65.77,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,52.28,8.91,8.11,4.45,164.71,112.91,133.36,44.28,47.27,244.03,31.00,4.10,6.88,87.66,54.61,6.39,9.98,53.12,10.17,12.35,229.57,229.31,0.00,0.00,66.94,66.39,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.30,30.82,30.70,30.70,87.54,84.00,87.56,87.52
4.00,65.77,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,37.16,8.91,8.11,4.45,164.71,112.91,133.36,44.28,47.27,244.03,31.00,4.10,6.88,87.66,18.25,6.39,9.98,43.32,10.17,10.07,229.57,229.31,0.00,0.00,66.94,66.39,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.30,30.82,30.70,30.70,87.54,84.00,103.99,0.00
5.00,65.77,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,60.18,8.91,8.11,4.45,164.71,112.91,133.36,44.28,47.27,244.03,31.00,4.10,6.88,87.66,40.51,6.39,9.98,48.43,10.17,11.26,229.57,229.31,0.00,0.00,64.22,63.68,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.30,30.82,30.70,30.70,87.54,84.00,22.62,110.50
6.00,65.77,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,111.05,8.91,8.11,4.45,164.71,112.91,133.36,44.28,47.27,244.03,31.00,4.10,6.88,87.66,114.91,6.39,9.98,85.48,10.17,19.87,229.57,229.31,33.97,60.27,60.95,60.47,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.30,30.82,30.70,30.70,87.54,84.00,110.80,110.76
7.00,65.77,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,143.00,8.91,8.11,4.45,164.71,112.91,133.36,44.28,47.27,244.03,31.00,4.10,6.88,87.66,114.91,6.39,9.98,85.48,10.17,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.30,30.82,30.70,30.70,87.54,84.00,110.80,110.50
8.00,65.77,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,143.00,8.91,8.11,4.45,164.71,112.91,133.36,44.28,47.27,244.03,31.00,4.10,6.88,87.66,114.91,6.39,9.98,85.48,10.17,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.30,30.82,30.70,30.70,87.54,84.00,110.80,110.50
9.00,65.77,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,125.66,8.91,8.11,4.45,164.71,112.91,133.36,44.28,47.27,244.03,31.00,4.10,6.88,87.66,114.91,6.39,9.98,85.48,10.17,19.87,229.57,229.31,67.30,54.33,54.95,67.12,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.30,30.82,30.70,30.70,87.54,84.00,110.80,110.76
10.00,65.77,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,121.46,8.91,8.11,4.45,164.71,112.91,133.36,44.28,47.27,244.03,31.00,4.10,6.88,87.66,114.91,6.39,9.98,85.48,10.17,19.87,229.57,229.31,43.02,66.99,43.15,67.22,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.30,30.82,30.70,30.70,87.54,84.00,110.80,110.76
11.00,65.77,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,124.86,8.91,8.11,4.45,164.71,112.91,133.36,44.28,47.27,244.03,31.00,4.10,6.88,87.66,114.91,6.39,9.98,85.48,10.17,19.87,229.57,229.31,62.76,62.37,63.11,60.31,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.30,30.82,30.70,30.70,87.54,84.00,110.80,110.76
12.00,65.77,30.10,67.46,646.80,211.44,4.87,4.72,110.91,19.29,3.81,41.50,0.00,143.00,8.91,8.11,4.45,164.71,112.91,133.36,44.28,47.27,244.03,31.00,4.10,6.88,87.66,114.91,6.39,9.98,85.48,10.17,19.87,229.57,229.31,67.83,67.42,68.21,67.65,185.07,198.10,185.13,5.67,75.75,72.88,66.88,66.80,75.30,30.82,30.70,30.70,87.54,84.00,110.80,110.76
