"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CTAGROLMOS"
1.00,0.00,17.49,0.00,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,0.00,0.00,3.10,0.00,7.60,23.01,38.27,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,0.00,30.71,90.58,2.46,27.00,5.00,10.68,0.00,16.99,0.00,0.60,8.00,8.00,8.00,1.20,122.00,6.50,4.00,14.56,2.00,10.80,7.80,5.20,1.20,3.16,3.16,18.90,0.00,0.00,0.00,1.00,97.36,91.03,13.58,12.13,0.00,126.53,138.00,0.00,1.32,0.00,0.00,5.00,0.00,7.00
2.00,0.00,17.43,0.00,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,0.00,0.00,3.10,0.00,7.60,23.01,38.27,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,0.00,30.70,90.60,2.46,27.00,5.00,10.68,0.00,16.99,0.00,0.60,8.00,8.00,8.00,1.20,121.00,6.50,4.00,14.56,2.00,10.80,7.80,5.20,1.20,11.31,13.86,18.90,0.00,0.00,0.00,1.00,97.36,91.03,13.58,12.13,0.00,126.10,138.00,0.00,1.32,0.00,0.00,5.00,0.00,7.00
3.00,0.00,17.58,0.00,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,0.00,0.00,3.10,0.00,7.60,23.33,35.13,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,0.00,30.67,90.53,2.46,27.00,5.00,10.68,0.00,16.99,0.00,0.60,8.00,8.00,8.00,1.20,118.00,6.50,4.00,14.56,2.00,10.80,7.80,5.20,1.20,11.60,13.95,18.90,0.00,0.00,0.00,1.00,96.97,89.87,13.48,12.06,0.00,125.68,137.00,0.00,1.28,0.00,0.00,5.00,0.00,7.00
4.00,0.00,17.76,0.00,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,0.00,0.00,3.10,0.00,7.60,23.33,32.07,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,0.00,30.64,90.38,2.46,27.00,5.00,10.68,0.00,16.99,0.00,0.60,8.00,8.00,8.00,1.20,116.00,6.50,4.00,14.56,2.00,10.80,7.80,5.20,1.20,11.99,14.11,18.90,0.00,0.00,0.00,1.00,96.28,89.11,13.22,11.93,0.00,125.17,134.00,0.00,1.28,0.00,0.00,5.00,0.00,7.00
5.00,0.00,17.90,0.00,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,0.00,0.00,3.10,0.00,7.60,23.56,29.29,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,0.00,30.59,90.07,2.46,27.00,5.00,10.68,0.00,16.99,0.00,0.60,8.00,8.00,8.00,1.20,113.00,6.50,4.00,14.56,2.00,10.80,7.80,5.20,1.20,11.91,14.13,18.90,0.00,0.00,0.00,1.00,93.29,89.12,12.88,11.52,0.00,124.66,129.00,0.00,1.28,0.00,0.00,5.00,0.00,7.00
6.00,0.00,18.26,0.00,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,0.00,0.00,3.10,0.00,7.60,23.88,26.60,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,0.00,30.53,89.60,2.46,27.00,5.00,10.68,0.00,16.99,0.00,0.60,8.00,8.00,8.00,1.20,110.00,6.50,4.00,14.56,2.00,10.80,7.80,5.20,1.20,11.67,14.09,18.90,0.00,0.00,0.00,1.00,89.54,89.38,12.51,11.02,0.00,124.01,123.00,0.00,1.28,0.00,0.00,5.00,0.00,7.00
7.00,0.00,18.50,0.00,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,0.00,0.00,3.10,0.00,7.60,24.12,24.11,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,0.00,30.47,89.20,2.46,27.00,5.00,10.68,0.00,16.99,0.00,0.60,8.00,8.00,8.00,1.20,108.00,6.50,4.00,14.56,2.00,10.80,7.80,5.20,1.20,11.57,14.05,18.90,0.00,0.00,0.00,1.00,86.45,89.44,11.83,10.18,0.00,123.36,116.00,0.00,1.24,0.00,0.00,5.00,0.00,7.00
8.00,0.00,18.92,0.00,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,0.00,0.00,3.10,0.00,7.60,24.32,21.69,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,0.00,30.40,88.86,2.46,27.00,5.00,10.68,0.00,16.99,0.00,0.60,8.00,8.00,8.00,1.20,105.00,6.50,4.00,14.56,2.00,10.80,7.80,5.20,1.20,11.51,14.01,18.90,0.00,0.00,0.00,1.00,83.59,89.42,11.03,9.23,0.00,122.14,110.00,0.00,1.24,0.00,0.00,5.00,0.00,7.00
9.00,0.00,19.18,0.00,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,0.00,0.00,3.10,0.00,7.60,24.09,20.34,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,0.00,30.34,88.34,2.46,27.00,5.00,10.68,0.00,16.99,0.00,0.60,8.00,8.00,8.00,1.20,101.00,6.50,4.00,14.56,2.00,10.80,7.80,5.20,1.20,11.52,14.09,18.90,0.00,0.00,0.00,1.00,81.65,89.45,10.37,8.57,0.00,120.92,103.00,0.00,1.28,0.00,0.00,5.00,0.00,7.00
10.00,0.00,19.04,0.00,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,0.00,0.00,3.10,0.00,7.60,23.71,19.36,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,0.00,30.30,87.66,2.46,27.00,5.00,10.68,0.00,16.99,0.00,0.60,8.00,8.00,8.00,1.20,96.00,6.50,4.00,14.56,2.00,10.80,7.80,5.20,1.20,11.54,14.21,18.90,0.00,0.00,0.00,1.00,80.02,89.49,9.75,7.99,0.00,119.13,96.00,0.00,1.32,0.00,0.00,5.00,0.00,7.00
11.00,0.00,19.05,0.00,14.00,4.20,7.50,3.00,3.90,1.83,0.40,3.40,17.00,0.00,0.00,3.10,0.00,7.60,23.34,19.60,0.00,5.00,4.80,4.35,18.45,10.00,3.20,4.50,2.80,0.00,30.17,86.85,2.46,27.00,5.00,10.68,0.00,16.99,0.00,0.60,8.00,8.00,8.00,1.20,91.00,6.50,4.00,14.56,2.00,10.80,7.80,5.20,1.20,11.54,14.15,18.90,0.00,0.00,0.00,1.00,76.40,89.13,8.87,7.06,0.00,117.34,88.00,0.00,1.28,0.00,0.00,5.00,0.00,7.00
