"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXP"
1.00,0.00,22.71,0.00,14.00,4.20,7.10,11.55,18.11,3.60,0.40,3.40,18.00,0.00,0.00,16.52,0.00,8.40,0.32,4.83,8.00,10.84,14.31,4.00,17.88,17.88,18.37,18.37,0.00,0.00,11.74,33.82,3.21,24.50,18.36,17.43,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,88.97,12.12,18.37,8.20,10.80,8.15,16.52,2.40,0.00,0.00,18.90,0.00,0.00,27.81,56.95,6.65,5.38,0.00,61.00,76.98,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
2.00,0.00,22.64,0.00,14.00,4.20,7.10,11.55,18.11,3.60,0.40,3.40,18.00,0.00,0.00,16.52,0.00,8.40,0.28,5.75,8.00,10.84,14.31,4.00,17.88,17.88,18.37,18.37,0.00,0.00,10.64,30.72,3.21,24.50,18.36,17.43,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,74.20,12.12,18.37,8.20,10.80,8.15,16.52,2.40,0.00,0.00,18.90,0.00,0.00,24.35,72.25,5.79,4.47,0.00,56.55,72.58,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
3.00,0.00,22.54,0.00,14.00,4.20,7.10,11.55,18.11,3.60,0.40,3.40,18.00,0.00,0.00,16.52,0.00,8.40,0.29,6.81,8.00,10.84,14.31,4.00,17.88,17.88,18.37,18.37,0.00,0.00,9.63,27.51,3.21,24.50,18.36,17.43,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,62.38,12.12,18.37,8.20,10.80,8.15,16.52,2.40,0.00,0.00,18.90,0.00,0.00,14.92,61.40,4.11,3.07,0.00,42.08,56.71,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
4.00,0.00,22.48,0.00,14.00,4.20,7.10,11.55,18.11,3.60,0.40,3.40,18.00,0.00,0.00,16.52,0.00,8.40,0.49,8.25,8.00,10.84,14.31,4.00,17.88,17.88,18.37,18.37,0.00,0.00,8.87,23.98,3.21,24.60,18.36,17.43,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,50.54,12.12,18.37,8.20,10.80,8.15,16.52,2.40,0.00,0.00,18.90,0.00,0.00,11.46,46.69,3.25,2.16,0.00,37.61,35.30,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
5.00,0.00,22.39,0.00,14.00,4.20,7.10,11.55,18.11,3.60,0.40,3.40,18.00,0.00,0.00,16.52,0.00,8.40,0.76,9.26,8.00,10.84,14.31,4.00,17.88,17.88,18.37,18.37,0.00,0.00,7.98,20.53,3.21,24.70,18.36,17.43,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,38.02,12.12,18.37,8.20,10.80,8.15,16.52,2.40,0.00,0.00,18.90,0.00,0.00,8.00,41.98,2.39,1.25,0.00,43.21,30.36,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
6.00,0.00,22.51,0.00,14.00,4.20,7.10,11.55,18.11,3.60,0.40,3.40,18.00,0.00,0.00,16.52,0.00,8.40,0.97,8.38,8.00,10.84,14.31,4.00,17.88,17.88,18.37,18.37,0.00,0.00,7.00,18.58,3.21,24.70,18.36,17.43,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,30.64,12.12,18.37,8.20,10.80,8.15,16.52,2.40,0.00,0.00,18.90,0.00,0.00,8.62,41.39,2.29,1.15,0.00,42.69,24.25,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
7.00,0.00,22.44,0.00,14.00,4.20,7.10,11.55,18.11,3.60,0.40,3.40,18.00,0.00,0.00,16.52,0.00,8.40,1.08,7.38,8.00,10.84,14.31,4.00,17.88,17.88,18.37,18.37,0.00,0.00,6.25,17.03,3.21,24.80,18.36,17.43,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,18.73,12.12,18.37,8.20,10.80,8.15,16.52,2.40,0.00,0.00,18.90,0.00,0.00,5.34,47.38,0.93,0.38,0.00,32.61,16.19,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
8.00,0.00,22.70,0.00,14.00,4.20,7.10,11.55,18.11,3.60,0.40,3.40,18.00,0.00,0.00,16.52,0.00,8.40,0.93,6.25,8.00,10.84,14.31,4.00,17.88,17.88,18.37,18.37,0.00,0.00,6.07,16.21,3.21,24.70,18.36,17.43,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,12.01,12.12,18.37,8.20,10.80,8.15,16.52,2.40,0.00,0.00,18.60,0.00,0.00,6.47,36.54,0.93,0.38,0.00,32.94,14.15,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
9.00,0.00,22.77,0.00,14.00,4.20,7.10,11.55,18.11,3.60,0.40,3.40,18.00,0.00,0.00,16.52,0.00,8.40,0.76,5.48,8.00,10.84,14.31,4.00,17.88,17.88,18.37,18.37,0.00,0.00,5.91,15.26,3.21,24.70,18.36,17.43,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,9.35,12.12,18.37,8.20,10.80,8.15,16.52,2.40,0.22,0.37,18.90,0.00,0.00,7.61,47.21,0.93,0.38,0.00,42.97,13.50,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
10.00,0.00,22.57,0.00,14.00,4.20,7.10,11.55,18.11,3.60,0.40,3.40,18.00,0.00,0.00,16.52,0.00,8.40,0.49,5.80,8.00,10.84,14.31,4.00,17.88,17.88,18.37,18.37,0.00,0.00,5.81,13.96,3.21,24.80,18.36,17.43,0.00,16.89,0.00,0.60,18.36,18.36,18.36,2.40,8.03,12.12,18.37,8.20,10.80,8.15,16.52,2.40,0.30,0.43,18.90,0.00,0.00,8.74,47.13,0.93,0.38,0.00,41.95,12.44,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
