"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","CTAGROOLMOS","CSSUNNY","CASAGRANDE","CSCOENERGY","CSEXPANSIONINTIPAMPA","CSSUNNYEXP"
1.00,0.00,23.91,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,0.00,0.00,17.49,0.00,8.00,0.64,1.94,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,8.69,22.98,3.15,27.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,5.71,12.83,19.92,8.00,10.70,8.10,17.49,2.40,2.81,4.91,18.00,0.00,1.00,9.69,22.82,0.21,0.43,0.00,41.65,3.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
2.00,0.00,23.91,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,0.00,0.00,17.49,0.00,8.00,0.64,1.94,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,8.69,22.98,3.15,0.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,5.71,12.83,19.92,8.00,10.70,8.10,17.49,2.40,2.81,4.91,18.00,0.00,1.00,9.69,22.82,0.21,0.43,0.00,41.65,3.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
3.00,0.00,23.82,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,0.00,0.00,17.49,0.00,8.00,0.72,2.14,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,7.67,20.16,3.15,0.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,2.54,12.83,19.92,8.00,10.70,8.10,17.49,2.40,3.06,4.98,18.00,0.00,1.00,6.95,16.20,0.14,0.31,0.00,36.08,1.65,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
4.00,0.00,23.95,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,0.00,0.00,17.49,0.00,8.00,0.78,2.42,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,6.76,17.99,3.15,0.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,1.09,12.83,19.92,8.00,10.70,8.10,17.49,2.40,3.16,4.62,18.00,0.00,1.00,5.13,11.64,0.10,0.24,0.00,31.15,1.13,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
5.00,0.00,23.88,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,0.00,0.00,17.49,0.00,8.00,0.79,2.61,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,6.20,16.09,3.15,0.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,0.43,12.83,19.92,8.00,10.70,8.10,17.49,2.40,3.10,4.49,18.00,0.00,1.00,3.97,9.05,0.08,0.17,0.00,27.41,1.09,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
6.00,0.00,23.83,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,0.00,0.00,17.49,0.00,8.00,0.68,2.62,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,6.19,14.88,3.15,0.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,0.16,12.83,19.92,8.00,10.70,8.10,17.49,2.40,2.94,4.56,18.00,0.00,1.00,3.59,8.40,0.07,0.14,0.00,25.15,1.93,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
7.00,0.00,23.97,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,0.00,0.00,17.49,0.00,8.00,0.45,2.18,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,6.14,14.50,3.15,0.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,0.11,12.83,19.92,8.00,10.70,8.10,17.49,2.40,2.91,4.35,18.00,0.00,1.00,3.03,6.78,0.07,0.12,0.00,23.81,3.39,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
8.00,0.00,23.85,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,0.00,0.00,17.49,0.00,8.00,0.33,1.67,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,5.67,13.56,3.15,0.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,0.08,12.83,19.92,8.00,10.70,8.10,17.49,2.40,2.87,3.92,18.00,0.00,1.00,2.31,4.95,0.05,0.08,0.00,22.03,4.14,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
9.00,0.00,23.80,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,0.00,0.00,17.49,0.00,8.00,0.29,1.13,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,5.29,12.06,3.15,0.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,0.07,12.83,19.92,8.00,10.70,8.10,17.49,2.40,3.04,3.81,18.00,0.00,1.00,2.00,4.33,0.04,0.05,0.00,20.59,0.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
10.00,0.00,23.72,0.00,14.00,4.20,7.10,12.24,19.14,3.60,0.40,3.40,18.00,0.00,0.00,17.49,0.00,8.00,0.31,0.71,8.00,11.18,15.16,5.00,19.24,19.24,19.44,19.44,1.40,0.00,5.00,10.46,3.15,0.00,19.44,18.46,0.00,17.88,0.00,0.60,19.44,19.44,19.44,2.40,0.29,12.83,19.92,8.00,10.70,8.10,17.49,2.40,3.27,3.87,18.00,0.00,1.00,1.88,4.24,0.03,0.04,0.00,19.38,0.00,0.00,2.00,0.00,0.00,11.00,0.00,22.00,0.00,0.00,0.00
