"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","QUITARACSA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CHSANGABANIII","CH ANASHIRONI","CH RENOVANDES"
1.00,68.03,28.29,67.46,499.39,163.25,3.14,0.00,110.91,16.94,0.00,17.00,14.99,28.85,6.83,3.75,164.71,112.91,92.69,25.50,18.00,174.03,32.68,4.42,6.88,88.12,0.00,6.39,9.00,72.76,9.76,16.91,143.59,0.00,26.67,67.42,68.21,20.51,0.00,72.46,0.00,5.60,75.28,53.84,45.21,36.24,30.00,25.33,25.23,25.23,43.62,0.00,60.01,59.99,204.20,8.60,20.35
2.00,69.29,28.82,67.46,508.77,166.32,3.14,0.00,110.91,16.94,0.00,17.00,14.99,31.32,6.83,3.75,164.71,112.91,92.69,25.50,4.14,174.42,32.68,4.42,6.88,88.12,0.00,6.39,9.00,74.89,9.76,17.41,143.59,0.00,23.41,67.42,68.21,23.41,0.00,72.46,0.00,5.60,75.28,53.77,45.63,39.00,30.00,25.32,25.22,25.22,21.81,21.81,60.01,59.99,204.20,8.60,20.35
3.00,66.72,27.75,67.46,389.95,127.48,3.14,0.00,110.91,16.94,0.00,17.00,14.99,15.39,6.83,3.75,164.71,112.91,92.69,25.50,4.10,174.03,32.68,4.42,6.88,88.12,0.00,6.39,9.00,26.33,9.76,6.12,143.59,0.00,23.41,67.42,68.21,23.41,0.00,72.46,0.00,3.39,75.28,53.77,44.71,33.42,30.00,13.92,13.92,13.92,43.62,0.00,60.01,59.99,204.20,8.60,20.35
4.00,70.60,29.36,67.46,427.06,139.61,3.14,0.00,110.91,16.94,0.00,17.00,14.99,33.43,6.83,3.75,164.71,112.91,92.69,25.50,18.00,174.22,32.68,4.42,6.88,88.12,0.00,6.39,9.00,37.65,9.76,8.75,143.59,0.00,26.67,67.42,68.21,20.51,0.00,72.46,0.00,2.68,75.28,53.84,46.03,41.93,30.00,30.82,0.00,0.00,43.62,0.00,60.01,59.99,204.20,8.60,20.35
5.00,60.53,30.10,67.46,437.59,143.05,3.14,0.00,110.91,16.94,0.00,17.00,14.99,38.53,6.83,3.75,164.71,112.91,92.69,25.50,18.00,174.22,32.68,4.42,6.88,88.12,0.00,6.39,9.00,46.35,9.76,10.77,143.59,0.00,26.67,67.42,68.21,20.51,0.00,72.46,0.00,4.69,75.28,53.84,40.36,22.10,30.00,20.61,20.56,20.56,21.81,21.81,85.02,84.98,204.20,8.60,20.35
6.00,47.30,30.10,67.46,429.15,140.29,3.14,0.00,110.91,16.94,0.00,17.00,14.99,62.59,6.83,3.75,164.71,112.91,92.69,25.50,18.00,174.22,32.68,4.42,6.88,88.12,0.00,6.39,9.00,58.47,9.76,13.59,143.59,0.00,23.41,67.42,68.21,23.41,0.00,72.46,0.00,5.02,75.28,54.20,28.96,0.00,30.00,22.30,22.23,22.23,21.81,21.81,80.01,79.99,204.20,8.60,20.35
7.00,51.26,30.10,67.46,506.33,165.52,3.14,0.00,110.91,16.94,0.00,17.00,14.99,72.95,6.83,3.75,164.71,112.91,92.69,25.50,5.78,174.22,32.68,4.42,6.88,88.12,0.00,6.39,9.00,77.39,9.76,17.99,143.59,0.00,23.41,67.42,68.21,23.41,0.00,72.46,0.00,5.67,75.28,53.77,38.97,0.00,30.00,25.67,25.57,25.56,43.62,0.00,70.00,0.00,204.20,8.60,20.35
8.00,57.73,30.10,67.46,440.56,144.02,3.14,0.00,110.91,16.94,0.00,17.00,14.99,143.00,6.83,3.75,164.71,112.91,96.30,25.50,18.00,174.22,32.68,4.42,6.88,88.12,0.00,6.39,9.00,85.48,9.76,19.87,143.59,0.00,20.51,67.42,68.21,26.67,0.00,72.46,0.00,5.67,75.28,53.84,39.19,20.73,30.00,25.67,25.57,25.56,21.81,21.81,40.00,0.00,204.20,8.60,20.35
9.00,60.28,30.10,67.46,453.31,148.19,3.14,0.00,110.91,16.94,0.00,17.00,14.99,143.00,6.83,3.75,164.71,110.45,103.00,25.50,0.00,174.42,32.68,4.42,6.88,88.12,0.00,6.39,9.00,85.48,9.76,19.87,143.59,0.00,26.67,67.42,68.21,20.51,0.00,72.46,0.00,5.67,75.28,54.28,40.19,21.89,30.00,25.67,25.57,25.56,43.62,0.00,70.00,0.00,204.20,8.60,20.35
10.00,57.06,30.10,67.46,487.75,159.45,3.14,0.00,110.91,16.94,0.00,17.00,14.99,143.00,6.83,3.75,164.71,112.05,94.63,25.50,0.00,174.03,32.68,4.42,6.88,88.12,0.00,6.39,9.00,85.48,9.76,19.87,143.59,0.00,23.41,67.42,68.21,23.41,0.00,72.46,0.00,5.67,75.28,53.77,53.66,0.00,30.00,25.67,25.57,25.56,21.81,21.81,100.00,0.00,204.20,8.60,20.35
11.00,73.20,30.10,67.46,557.89,182.38,3.14,0.00,110.91,16.94,0.00,17.00,14.99,143.00,6.83,3.75,164.71,112.00,133.36,25.50,0.00,174.42,32.68,4.42,6.88,88.12,0.00,6.39,9.00,85.48,9.76,19.87,143.59,0.00,23.41,67.42,68.21,23.41,0.00,72.46,0.00,5.67,75.28,53.77,46.77,47.77,30.00,30.82,30.70,30.70,43.62,0.00,0.00,0.00,204.20,8.60,20.35
12.00,64.12,30.10,67.46,552.32,180.56,3.14,0.00,110.91,16.94,0.00,17.00,14.99,143.00,6.83,3.75,164.71,112.91,133.36,25.50,0.00,174.03,32.68,4.42,6.88,88.12,0.00,6.39,9.00,85.48,9.76,19.87,143.59,0.00,23.41,67.42,68.21,23.41,0.00,72.46,0.00,5.67,75.28,53.77,43.38,28.17,30.00,29.55,29.44,29.43,43.62,0.00,0.00,0.00,204.20,8.60,20.35
13.00,70.56,30.10,67.46,623.56,203.84,3.14,0.00,110.91,16.94,0.00,17.00,14.99,143.00,6.83,3.75,164.71,112.91,133.36,25.50,0.00,174.22,32.68,4.42,6.88,88.12,0.00,6.39,9.98,85.48,9.76,19.87,0.00,0.00,53.23,67.42,68.21,22.75,169.19,173.56,0.00,5.67,75.28,76.67,45.43,37.61,30.00,30.82,30.70,30.70,43.62,0.00,0.00,0.00,204.20,8.60,20.35
14.00,78.57,30.10,67.46,623.56,203.84,3.14,0.00,110.91,16.94,0.00,17.00,14.99,143.00,6.83,3.75,164.71,112.91,133.36,25.50,0.00,174.42,32.68,4.42,6.88,88.12,0.00,6.39,9.98,95.92,9.76,19.87,0.00,0.00,67.83,67.42,68.21,20.51,174.06,178.34,174.12,5.67,75.28,76.67,50.39,62.54,30.00,30.82,30.70,30.70,43.62,0.00,63.71,63.70,204.20,8.60,20.35
15.00,76.89,30.10,67.46,623.56,203.84,3.14,0.00,110.91,16.94,0.00,17.00,14.99,143.00,6.83,3.75,164.71,112.91,133.36,25.50,0.00,174.22,32.68,4.42,6.88,88.12,0.00,6.39,9.98,95.92,9.76,19.87,163.90,0.00,50.93,67.42,68.21,21.23,156.97,161.82,157.03,5.67,75.28,76.67,48.01,55.56,30.00,30.82,30.70,30.70,21.81,21.81,0.00,46.56,204.20,8.60,20.35
16.00,76.89,30.10,67.46,623.56,203.84,3.14,0.00,110.91,16.94,0.00,17.00,14.99,143.00,6.83,3.75,164.71,112.91,133.36,25.50,0.00,174.03,32.68,4.42,6.88,88.12,0.00,6.39,9.98,95.92,9.76,19.87,162.45,0.00,67.83,67.42,68.21,20.51,162.50,167.09,162.57,5.67,75.28,76.67,47.81,54.62,30.00,30.82,30.70,30.70,21.81,21.81,47.03,0.00,204.20,8.60,20.35
17.00,78.56,30.10,67.46,623.56,203.84,3.14,0.00,110.91,16.94,0.00,17.00,14.99,143.00,6.83,3.75,164.71,112.91,133.36,25.50,0.00,174.42,32.68,4.42,6.88,88.12,0.00,6.39,9.98,95.92,9.76,19.87,168.65,0.00,67.83,67.42,68.21,20.51,172.21,176.51,172.27,5.67,75.28,76.67,49.02,59.37,30.00,30.82,30.70,30.70,21.81,21.81,72.78,0.00,204.20,8.60,20.35
