"ETAPA \ GENERADOR","MAJES","CARPAPATA","REPARTICION","PARAMONGA","HUAYCOLORO","LA JOYA","STACRUZ12","HUASAHUASI","RONCADOR","PURMACANA","NIMPERIAL","MAPLE","TACNASOLAR","PANAMERICANASOLAR","PIZARRAS","PIAS","POECHOS2","PE TALARA","PE CUPISNIQUE","ELOR","CURUMUY","POECHOS1","CANCHAYLLO","CHANCAY","RUCUY","RUNATULLOII","RUNATULLOIII","LAGRINGAV","MOQUEGUASOLAR","PQEEOLICOMARCONA","PQEEOLICO3HERMANAS","YANAPAMPA","TABLAZO","POTRERO","CH MARANON","CS RUBI","YARUCAYA","INTIPAMPA","CHHER1","CHANGELI","CHANGELII","CHANGELIII","CTB DONA CATALINA","WAYRAI","CHZANA","8AGOSTO","RENOVANDESH1","EL CARMEN","CT CANA BRAVA","CT SAN JACINTO","CH MANTA","CTB CALLAO","HUAMBOS","DUNA","CT TALLANCA","SANTA ROSA 1","SANTA ROSA 2","CSF YARUCAYA","TUPURI","CE PUNTA LOMITASBL1","CE PUNTA LOMITASBL2","PTALOMITASEXPBL1","PTALOMITASEXPBL2","CSCLEMESI","PE SAN JUAN","WAYRAEXP","CS CARHUAQUERO","CH HUALLIN","CS MATARANI","CS SAN MARTIN","ANASHIRONI","CS SUNNY","CT AGROLMOS"
1.00,0.00,15.28,0.00,14.00,4.20,8.80,2.60,5.50,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.20,11.30,44.00,8.10,4.50,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,18.34,58.70,1.75,27.00,3.50,10.19,0.00,17.48,0.00,0.60,6.00,6.60,6.80,1.20,98.80,5.80,6.00,19.42,2.00,10.80,7.85,4.10,2.40,12.38,14.61,18.90,0.00,0.00,0.00,1.00,63.30,84.70,3.71,2.69,0.00,125.90,89.80,0.00,1.04,0.00,0.00,0.00,0.00,11.00
2.00,0.00,15.25,0.00,14.00,4.20,8.80,2.60,5.50,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.20,10.80,37.40,8.10,4.50,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,18.81,55.70,1.75,27.00,3.50,10.19,0.00,17.48,0.00,0.60,6.00,6.60,6.80,1.20,89.50,5.80,6.00,19.42,2.00,10.80,7.85,4.10,2.40,11.74,14.28,18.90,0.00,0.00,0.00,1.00,61.00,84.60,3.55,2.55,0.00,124.30,77.80,0.00,1.08,0.00,0.00,0.00,0.00,11.00
3.00,0.00,15.45,0.00,14.00,4.20,8.80,2.60,5.50,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.20,10.30,34.90,8.10,4.50,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,19.10,52.90,1.75,27.00,3.50,10.19,0.00,17.48,0.00,0.60,6.00,6.60,6.80,1.20,77.30,5.80,6.00,19.42,2.00,10.80,7.85,4.10,2.40,11.26,13.96,18.90,0.00,0.00,0.00,1.00,57.90,83.30,3.35,2.33,0.00,122.30,60.40,0.00,1.12,0.00,0.00,0.00,0.00,11.00
4.00,0.00,15.20,0.00,14.00,4.20,8.80,2.60,5.50,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.20,9.90,31.90,8.10,4.50,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,19.21,49.20,1.75,27.00,3.50,10.19,0.00,17.48,0.00,0.60,6.00,6.60,6.80,1.20,69.40,5.80,6.00,19.42,2.00,10.80,7.85,4.10,2.40,10.83,13.63,18.90,0.00,0.00,0.00,1.00,54.30,80.80,3.14,2.09,0.00,120.50,49.70,0.00,1.16,0.00,0.00,0.00,0.00,11.00
5.00,0.00,16.58,0.00,14.00,4.20,8.80,2.60,5.50,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.20,9.60,27.40,4.30,4.50,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,19.12,45.30,1.75,27.00,3.50,10.19,0.00,17.48,0.00,0.60,6.00,6.60,6.80,1.20,55.30,5.80,6.00,19.42,2.00,10.80,7.85,4.10,2.40,10.79,13.78,18.90,0.00,0.00,0.00,1.00,49.00,75.30,2.79,1.77,0.00,119.00,39.10,0.00,1.16,0.00,0.00,0.00,0.00,11.00
6.00,0.00,16.76,0.00,14.00,4.20,8.80,2.60,5.50,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.20,9.40,23.00,0.00,4.50,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,18.85,41.70,1.75,27.00,3.50,10.19,0.00,17.48,0.00,0.60,6.00,6.60,6.80,1.20,42.30,5.80,6.00,19.42,2.00,10.80,7.85,4.10,2.40,10.87,14.09,18.90,0.00,0.00,0.00,1.00,43.50,69.90,2.38,1.41,0.00,118.00,33.10,0.00,1.16,0.00,0.00,0.00,0.00,11.00
7.00,0.00,16.95,0.00,14.00,4.20,8.80,2.60,5.50,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.20,9.20,18.90,0.00,4.50,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,18.30,38.20,1.75,27.00,3.50,10.19,0.00,17.48,0.00,0.60,6.00,6.60,6.80,1.20,38.40,5.80,6.00,19.42,2.00,10.80,7.85,4.10,2.40,10.89,14.15,18.90,0.00,0.00,0.00,1.00,37.50,64.80,1.98,1.10,0.00,118.20,21.00,0.00,1.08,0.00,0.00,0.00,0.00,11.00
8.00,0.00,17.72,0.00,14.00,4.20,8.80,2.60,5.50,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.20,9.60,15.20,0.00,4.50,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,17.49,34.20,1.75,27.00,3.50,10.19,0.00,17.48,0.00,0.60,6.00,6.60,6.80,1.20,29.50,5.80,6.00,19.42,2.00,10.80,7.85,4.10,2.40,10.88,14.13,18.90,0.00,0.00,0.00,1.00,32.70,60.50,1.58,0.79,0.00,118.30,10.60,0.00,1.08,0.00,0.00,0.00,0.00,11.00
9.00,0.00,17.95,0.00,14.00,4.20,8.80,2.60,5.50,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.20,10.10,12.80,0.00,4.50,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,16.56,30.10,1.75,27.00,3.50,10.19,0.00,17.48,0.00,0.60,6.00,6.60,6.80,1.20,20.70,5.80,6.00,19.42,2.00,10.80,7.85,4.10,2.40,10.99,14.00,18.90,0.00,0.00,0.00,1.00,31.60,58.40,1.29,0.62,0.00,118.50,5.30,0.00,1.04,0.00,0.00,0.00,0.00,11.00
10.00,0.00,18.23,0.00,14.00,4.20,8.80,2.60,5.50,1.20,0.40,3.50,18.00,0.00,0.00,3.10,0.00,7.20,10.40,10.50,0.00,4.50,6.50,4.30,18.45,10.00,3.50,5.00,2.80,0.00,15.51,27.00,1.75,27.00,3.50,10.19,0.00,17.48,0.00,0.60,6.00,6.60,6.80,1.20,12.20,5.80,6.00,19.42,2.00,10.80,7.85,4.10,2.40,11.14,13.82,18.90,0.00,0.00,0.00,1.00,29.90,56.20,1.04,0.49,0.00,118.50,9.50,0.00,1.00,0.00,0.00,0.00,0.00,11.00
