"ETAPA \ GENERADOR","CALLAHUANCA","HUAMPANI","MOYOPAMPA","MANTARO","RESTITUCION","OROYA","PACHACHACA","YAUPI","HUANCHOR","PARIAC","YANANGO","CHARCANI IV","CHARCANI V","ARICOTA I","ARICOTA II","MACHUPICCHU","SAN GABAN II","YUNCAN","CAHUA","MALPASO","CANON DEL PATO","GALLITO CIEGO","ARCATA","CHARCANI 123","SANTA TERESA","PCH CHAGLLA","CH CARHUAQUERO IV","HUANZA","MCH CERRO DEL AGUILA","CARHUAC","CHAGLLA G1","CHAGLLA G2","HUINCO G1","HUINCO G2","HUINCO G3","HUINCO G4","CERRO DEL AGUILA G1","CERRO DEL AGUILA G2","CERRO DEL AGUILA G3","CH CANA BRAVA","CHIMAY G1","CHIMAY G2","MATUCANA G1","MATUCANA G2","LA VIRGEN","CARHUAQUERO G1","CARHUAQUERO G2","CARHUAQUERO G3","CHEVES G1","CHEVES G2","PLATANAL G1","PLATANAL G2","CH SAN GABAN III"
1.00,60.65,29.95,67.13,635.88,206.86,3.29,3.45,80.70,17.21,0.45,16.96,14.92,131.00,5.13,2.82,116.67,92.66,72.76,0.00,35.37,70.28,17.17,1.97,6.88,43.67,6.39,9.00,71.71,3.45,16.59,172.48,0.00,21.00,0.00,60.75,60.75,184.17,136.21,184.23,2.90,67.01,53.40,42.34,25.22,30.68,17.09,17.07,0.00,0.00,87.27,53.46,55.60,101.60
2.00,72.37,29.95,67.13,635.88,206.86,3.29,3.45,79.23,17.21,0.45,16.96,14.92,105.83,5.13,2.82,116.67,93.12,70.97,0.00,35.37,70.28,17.17,1.97,6.88,43.67,6.39,9.00,63.69,3.45,14.73,169.53,0.00,21.00,39.91,21.53,21.53,184.17,197.14,184.23,2.47,67.01,52.58,45.72,41.92,30.68,13.78,13.77,0.00,0.00,85.00,63.52,41.25,101.60
3.00,65.53,29.95,67.13,635.88,206.86,3.29,3.45,82.42,17.21,0.45,16.96,14.92,114.78,5.13,2.82,116.67,93.52,74.86,0.00,35.37,70.28,17.17,1.97,6.88,43.67,6.39,9.00,0.00,3.45,0.00,172.44,0.00,21.00,67.10,26.83,20.62,184.17,182.69,184.23,1.47,67.05,53.46,45.03,34.89,30.68,12.25,0.00,0.00,0.00,87.27,80.96,88.89,101.60
4.00,72.37,29.95,67.13,635.88,206.86,3.29,3.45,82.54,17.21,0.45,16.96,14.92,117.07,5.13,2.82,116.67,92.53,75.00,0.00,35.37,70.28,17.17,1.97,6.88,43.67,6.39,9.00,0.00,3.45,0.00,0.00,172.27,21.00,20.72,44.95,20.72,184.17,157.28,184.23,1.68,74.91,53.38,46.42,46.03,30.68,15.54,0.00,0.00,0.00,87.27,110.15,68.94,101.60
5.00,60.92,29.95,67.13,635.88,206.86,3.29,3.45,84.11,17.21,0.45,16.96,14.92,107.04,5.13,2.82,116.67,88.23,76.91,0.00,35.37,70.28,17.17,1.97,6.88,43.67,6.39,9.00,67.62,3.45,15.64,0.00,179.47,21.00,67.09,26.81,26.81,184.17,188.35,184.23,2.67,67.01,52.89,39.17,20.62,30.68,30.67,0.00,0.00,0.00,87.27,69.20,22.62,101.60
6.00,62.74,29.95,67.13,635.88,206.86,3.29,3.45,76.50,17.21,0.45,16.96,14.92,114.72,5.13,2.82,116.67,86.97,67.65,0.00,29.55,70.28,17.17,1.97,6.88,43.67,6.39,9.00,82.58,3.45,19.10,0.00,159.28,21.00,67.10,27.55,20.62,184.17,184.04,184.23,2.01,74.90,55.62,42.12,24.76,30.68,10.31,10.31,0.00,0.00,87.27,82.56,110.20,101.60
7.00,78.57,29.95,67.13,635.88,206.86,3.29,3.45,90.77,17.21,0.45,16.96,14.92,142.31,5.13,2.82,116.67,103.26,85.02,0.00,27.10,70.28,17.17,1.97,6.88,43.67,6.39,0.00,85.48,3.45,19.77,0.00,220.39,21.00,67.10,26.80,20.62,184.17,197.14,184.23,3.51,74.91,53.40,50.33,62.61,30.68,27.02,26.91,0.00,0.00,85.00,66.19,110.22,101.60
8.00,78.57,29.95,67.13,635.88,206.86,3.29,3.45,90.77,17.21,0.45,16.96,14.92,130.52,5.13,2.82,116.67,85.12,85.02,0.00,29.54,70.28,17.17,1.97,6.88,43.67,6.39,0.00,85.48,3.45,19.77,200.69,0.00,21.00,67.10,23.30,23.30,184.17,180.22,184.23,0.00,0.00,53.40,48.90,59.23,30.68,0.00,0.00,0.00,0.00,85.00,72.69,110.22,101.60
9.00,72.38,29.95,67.13,635.88,206.86,3.29,3.45,82.79,17.21,0.45,16.96,14.92,105.37,5.13,2.82,116.67,76.84,75.31,0.00,29.35,70.28,17.17,1.97,6.88,43.67,6.39,0.00,83.72,3.45,19.37,169.33,0.00,21.00,23.92,23.94,38.53,184.17,126.41,184.23,0.00,0.00,0.00,43.71,43.94,30.68,0.00,0.00,0.00,0.00,85.00,110.26,110.22,101.60
10.00,69.35,29.95,67.13,635.88,206.86,3.29,3.45,77.20,17.21,0.45,16.96,14.92,91.88,5.13,2.82,116.67,73.23,68.50,0.00,14.98,70.28,17.17,1.97,6.88,43.67,6.39,0.00,58.76,3.45,13.59,159.73,0.00,21.00,54.08,20.69,20.69,184.17,140.78,184.23,0.00,0.00,0.00,45.59,39.19,30.68,0.00,0.00,0.00,0.00,85.00,110.26,0.00,101.60
